county,precinct,office,district,party,candidate,votes
ACCOMACK COUNTY,101 - CHINCOTEAGUE,U.S. Senate,,OTH,All Others,1
ACCOMACK COUNTY,101 - CHINCOTEAGUE,U.S. Senate,,REP,Daniel Mac Arthur Gade,1032
ACCOMACK COUNTY,101 - CHINCOTEAGUE,U.S. Senate,,DEM,Mark Robert Warner,272
ACCOMACK COUNTY,201 - ATLANTIC,U.S. Senate,,REP,Daniel Mac Arthur Gade,425
ACCOMACK COUNTY,201 - ATLANTIC,U.S. Senate,,DEM,Mark Robert Warner,106
ACCOMACK COUNTY,202 - GREENBACKVILLE,U.S. Senate,,REP,Daniel Mac Arthur Gade,696
ACCOMACK COUNTY,202 - GREENBACKVILLE,U.S. Senate,,DEM,Mark Robert Warner,160
ACCOMACK COUNTY,301 - NEW CHURCH,U.S. Senate,,OTH,All Others,1
ACCOMACK COUNTY,301 - NEW CHURCH,U.S. Senate,,REP,Daniel Mac Arthur Gade,421
ACCOMACK COUNTY,301 - NEW CHURCH,U.S. Senate,,DEM,Mark Robert Warner,298
ACCOMACK COUNTY,401 - BLOXOM,U.S. Senate,,REP,Daniel Mac Arthur Gade,295
ACCOMACK COUNTY,401 - BLOXOM,U.S. Senate,,DEM,Mark Robert Warner,91
ACCOMACK COUNTY,402 - PARKSLEY,U.S. Senate,,REP,Daniel Mac Arthur Gade,364
ACCOMACK COUNTY,402 - PARKSLEY,U.S. Senate,,DEM,Mark Robert Warner,137
ACCOMACK COUNTY,403 - SAXIS,U.S. Senate,,OTH,All Others,1
ACCOMACK COUNTY,403 - SAXIS,U.S. Senate,,REP,Daniel Mac Arthur Gade,136
ACCOMACK COUNTY,403 - SAXIS,U.S. Senate,,DEM,Mark Robert Warner,46
ACCOMACK COUNTY,501 - MAPPSVILLE,U.S. Senate,,REP,Daniel Mac Arthur Gade,150
ACCOMACK COUNTY,501 - MAPPSVILLE,U.S. Senate,,DEM,Mark Robert Warner,135
ACCOMACK COUNTY,502 - RUE,U.S. Senate,,REP,Daniel Mac Arthur Gade,86
ACCOMACK COUNTY,502 - RUE,U.S. Senate,,DEM,Mark Robert Warner,104
ACCOMACK COUNTY,601 - ACCOMAC,U.S. Senate,,REP,Daniel Mac Arthur Gade,363
ACCOMACK COUNTY,601 - ACCOMAC,U.S. Senate,,DEM,Mark Robert Warner,132
ACCOMACK COUNTY,602 - TANGIER,U.S. Senate,,REP,Daniel Mac Arthur Gade,199
ACCOMACK COUNTY,602 - TANGIER,U.S. Senate,,DEM,Mark Robert Warner,41
ACCOMACK COUNTY,701 - NANDUA,U.S. Senate,,REP,Daniel Mac Arthur Gade,502
ACCOMACK COUNTY,701 - NANDUA,U.S. Senate,,DEM,Mark Robert Warner,149
ACCOMACK COUNTY,801 - BOBTOWN,U.S. Senate,,REP,Daniel Mac Arthur Gade,216
ACCOMACK COUNTY,801 - BOBTOWN,U.S. Senate,,DEM,Mark Robert Warner,85
ACCOMACK COUNTY,802 - MELFA,U.S. Senate,,REP,Daniel Mac Arthur Gade,273
ACCOMACK COUNTY,802 - MELFA,U.S. Senate,,DEM,Mark Robert Warner,154
ACCOMACK COUNTY,803 - WACHAPREAGUE,U.S. Senate,,REP,Daniel Mac Arthur Gade,267
ACCOMACK COUNTY,803 - WACHAPREAGUE,U.S. Senate,,DEM,Mark Robert Warner,82
ACCOMACK COUNTY,901 - PAINTER,U.S. Senate,,OTH,All Others,1
ACCOMACK COUNTY,901 - PAINTER,U.S. Senate,,REP,Daniel Mac Arthur Gade,428
ACCOMACK COUNTY,901 - PAINTER,U.S. Senate,,DEM,Mark Robert Warner,366
ACCOMACK COUNTY,AB - CENTRAL ABSENTEE PRECINCT,U.S. Senate,,OTH,All Others,5
ACCOMACK COUNTY,AB - CENTRAL ABSENTEE PRECINCT,U.S. Senate,,REP,Daniel Mac Arthur Gade,3000
ACCOMACK COUNTY,AB - CENTRAL ABSENTEE PRECINCT,U.S. Senate,,DEM,Mark Robert Warner,5569
ACCOMACK COUNTY,PROVISIONAL,U.S. Senate,,REP,Daniel Mac Arthur Gade,10
ACCOMACK COUNTY,PROVISIONAL,U.S. Senate,,DEM,Mark Robert Warner,12
ALBEMARLE COUNTY,101 - WOODBROOK,U.S. Senate,,REP,Daniel Mac Arthur Gade,362
ALBEMARLE COUNTY,101 - WOODBROOK,U.S. Senate,,DEM,Mark Robert Warner,388
ALBEMARLE COUNTY,103 - BRANCHLANDS,U.S. Senate,,REP,Daniel Mac Arthur Gade,111
ALBEMARLE COUNTY,103 - BRANCHLANDS,U.S. Senate,,DEM,Mark Robert Warner,155
ALBEMARLE COUNTY,104 - AGNOR-HURT,U.S. Senate,,OTH,All Others,3
ALBEMARLE COUNTY,104 - AGNOR-HURT,U.S. Senate,,REP,Daniel Mac Arthur Gade,266
ALBEMARLE COUNTY,104 - AGNOR-HURT,U.S. Senate,,DEM,Mark Robert Warner,392
ALBEMARLE COUNTY,105 - DUNLORA,U.S. Senate,,REP,Daniel Mac Arthur Gade,303
ALBEMARLE COUNTY,105 - DUNLORA,U.S. Senate,,DEM,Mark Robert Warner,365
ALBEMARLE COUNTY,106 - NORTHSIDE,U.S. Senate,,OTH,All Others,3
ALBEMARLE COUNTY,106 - NORTHSIDE,U.S. Senate,,REP,Daniel Mac Arthur Gade,675
ALBEMARLE COUNTY,106 - NORTHSIDE,U.S. Senate,,DEM,Mark Robert Warner,501
ALBEMARLE COUNTY,201 - JACK JOUETT,U.S. Senate,,OTH,All Others,1
ALBEMARLE COUNTY,201 - JACK JOUETT,U.S. Senate,,REP,Daniel Mac Arthur Gade,404
ALBEMARLE COUNTY,201 - JACK JOUETT,U.S. Senate,,DEM,Mark Robert Warner,297
ALBEMARLE COUNTY,202 - UNIVERSITY,U.S. Senate,,OTH,All Others,2
ALBEMARLE COUNTY,202 - UNIVERSITY,U.S. Senate,,REP,Daniel Mac Arthur Gade,141
ALBEMARLE COUNTY,202 - UNIVERSITY,U.S. Senate,,DEM,Mark Robert Warner,342
ALBEMARLE COUNTY,203 - GEORGETOWN,U.S. Senate,,OTH,All Others,1
ALBEMARLE COUNTY,203 - GEORGETOWN,U.S. Senate,,REP,Daniel Mac Arthur Gade,229
ALBEMARLE COUNTY,203 - GEORGETOWN,U.S. Senate,,DEM,Mark Robert Warner,497
ALBEMARLE COUNTY,301 - IVY,U.S. Senate,,REP,Daniel Mac Arthur Gade,500
ALBEMARLE COUNTY,301 - IVY,U.S. Senate,,DEM,Mark Robert Warner,503
ALBEMARLE COUNTY,302 - RED HILL,U.S. Senate,,OTH,All Others,1
ALBEMARLE COUNTY,302 - RED HILL,U.S. Senate,,REP,Daniel Mac Arthur Gade,570
ALBEMARLE COUNTY,302 - RED HILL,U.S. Senate,,DEM,Mark Robert Warner,438
ALBEMARLE COUNTY,304 - EAST IVY,U.S. Senate,,REP,Daniel Mac Arthur Gade,119
ALBEMARLE COUNTY,304 - EAST IVY,U.S. Senate,,DEM,Mark Robert Warner,128
ALBEMARLE COUNTY,305 - COUNTRY GREEN,U.S. Senate,,OTH,All Others,2
ALBEMARLE COUNTY,305 - COUNTRY GREEN,U.S. Senate,,REP,Daniel Mac Arthur Gade,278
ALBEMARLE COUNTY,305 - COUNTRY GREEN,U.S. Senate,,DEM,Mark Robert Warner,255
ALBEMARLE COUNTY,306 - PORTERS,U.S. Senate,,OTH,All Others,3
ALBEMARLE COUNTY,306 - PORTERS,U.S. Senate,,REP,Daniel Mac Arthur Gade,377
ALBEMARLE COUNTY,306 - PORTERS,U.S. Senate,,DEM,Mark Robert Warner,346
ALBEMARLE COUNTY,307 - YELLOW MOUNTAIN,U.S. Senate,,REP,Daniel Mac Arthur Gade,170
ALBEMARLE COUNTY,307 - YELLOW MOUNTAIN,U.S. Senate,,DEM,Mark Robert Warner,130
