county,precinct,office,district,party,candidate,votes
ACCOMACK COUNTY,##AB - CENTRAL ABSENTEE PRECINCT,Attorney General,,REP,Jason Stuart Redding Miyares,200
ACCOMACK COUNTY,##AB - CENTRAL ABSENTEE PRECINCT,Attorney General,,DEM,Mark Rankin Herring,433
ACCOMACK COUNTY,##EV - CENTRAL ABSENTEE PRECINCT,Attorney General,,OTH,All Others,1
ACCOMACK COUNTY,##EV - CENTRAL ABSENTEE PRECINCT,Attorney General,,REP,Jason Stuart Redding Miyares,1698
ACCOMACK COUNTY,##EV - CENTRAL ABSENTEE PRECINCT,Attorney General,,DEM,Mark Rankin Herring,2237
ACCOMACK COUNTY,##PE - CENTRAL ABSENTEE PRECINCT,Attorney General,,REP,Jason Stuart Redding Miyares,12
ACCOMACK COUNTY,##PE - CENTRAL ABSENTEE PRECINCT,Attorney General,,DEM,Mark Rankin Herring,17
ACCOMACK COUNTY,101 - CHINCOTEAGUE,Attorney General,,REP,Jason Stuart Redding Miyares,967
ACCOMACK COUNTY,101 - CHINCOTEAGUE,Attorney General,,DEM,Mark Rankin Herring,337
ACCOMACK COUNTY,201 - ATLANTIC,Attorney General,,REP,Jason Stuart Redding Miyares,415
ACCOMACK COUNTY,201 - ATLANTIC,Attorney General,,DEM,Mark Rankin Herring,67
ACCOMACK COUNTY,202 - GREENBACKVILLE,Attorney General,,OTH,All Others,1
ACCOMACK COUNTY,202 - GREENBACKVILLE,Attorney General,,REP,Jason Stuart Redding Miyares,672
ACCOMACK COUNTY,202 - GREENBACKVILLE,Attorney General,,DEM,Mark Rankin Herring,166
ACCOMACK COUNTY,301 - NEW CHURCH,Attorney General,,OTH,All Others,1
ACCOMACK COUNTY,301 - NEW CHURCH,Attorney General,,REP,Jason Stuart Redding Miyares,419
ACCOMACK COUNTY,301 - NEW CHURCH,Attorney General,,DEM,Mark Rankin Herring,222
ACCOMACK COUNTY,401 - BLOXOM,Attorney General,,OTH,All Others,1
ACCOMACK COUNTY,401 - BLOXOM,Attorney General,,REP,Jason Stuart Redding Miyares,279
ACCOMACK COUNTY,401 - BLOXOM,Attorney General,,DEM,Mark Rankin Herring,63
ACCOMACK COUNTY,402 - PARKSLEY,Attorney General,,REP,Jason Stuart Redding Miyares,356
ACCOMACK COUNTY,402 - PARKSLEY,Attorney General,,DEM,Mark Rankin Herring,110
ACCOMACK COUNTY,403 - SAXIS,Attorney General,,REP,Jason Stuart Redding Miyares,124
ACCOMACK COUNTY,403 - SAXIS,Attorney General,,DEM,Mark Rankin Herring,27
ACCOMACK COUNTY,501 - MAPPSVILLE,Attorney General,,OTH,All Others,1
ACCOMACK COUNTY,501 - MAPPSVILLE,Attorney General,,REP,Jason Stuart Redding Miyares,158
ACCOMACK COUNTY,501 - MAPPSVILLE,Attorney General,,DEM,Mark Rankin Herring,112
ACCOMACK COUNTY,502 - RUE,Attorney General,,REP,Jason Stuart Redding Miyares,89
ACCOMACK COUNTY,502 - RUE,Attorney General,,DEM,Mark Rankin Herring,115
ACCOMACK COUNTY,601 - ACCOMAC,Attorney General,,REP,Jason Stuart Redding Miyares,401
ACCOMACK COUNTY,601 - ACCOMAC,Attorney General,,DEM,Mark Rankin Herring,149
ACCOMACK COUNTY,602 - TANGIER,Attorney General,,REP,Jason Stuart Redding Miyares,155
ACCOMACK COUNTY,602 - TANGIER,Attorney General,,DEM,Mark Rankin Herring,15
