County/City,Ward,Pct,"Mark Robert Warner","Daniel Mac Arthur Gade","All Others","Total Votes Cast"
"Henry County",-,"201 - Fieldale (CD 9)",105,227,1,333
"Henry County",-,"202 - Horsepasture #1 (CD 9)",182,470,0,652
"Henry County",-,"203 - Horsepasture #2 (CD 9)",231,156,1,388
"Henry County",-,"204 - Spencer (CD 9)",189,613,2,804
"Henry County",-,"302 - Axton (CD 5)",150,271,0,421
"Henry County",-,"303 - Irisburg (CD 5)",222,480,1,703
"Henry County",-,"304 - Mount Olivet (CD 5)",176,306,0,482
"Henry County",-,"304 - Mount Olivet (CD 9)",1,0,0,1
"Henry County",-,"305 - Mountain Valley (CD 5)",126,298,0,424
"Henry County",-,"401 - Collinsville Number 1 (CD 9)",104,253,0,357
"Henry County",-,"402 - Daniels Creek (CD 9)",133,265,0,398
"Henry County",-,"404 - Collinsville Number 2 (CD 9)",186,400,1,587
"Henry County",-,"405 - Mountain View (CD 5)",123,248,1,372
"Henry County",-,"501 - Bassett Number One (CD 9)",129,218,0,347
"Henry County",-,"502 - Figsboro (CD 9)",105,378,0,483
"Henry County",-,"503 - Stanleytown (CD 9)",156,618,2,776
"Henry County",-,"504 - Oak Level (CD 9)",96,239,0,335
"Henry County",-,"505 - Dyers Store (CD 5)",13,31,0,44
"Henry County",-,"505 - Dyers Store (CD 9)",51,218,0,269
"Henry County",-,"601 - Fontaine (CD 9)",171,379,1,551
"Henry County",-,"602 - Hillcrest (CD 9)",94,162,0,256
"Henry County",-,"603 - Ridgeway #1 (CD 5)",200,590,0,790
"Henry County",-,"604 - Ridgeway #2 (CD 9)",148,447,0,595
"Henry County",-,"Ab - Central Absentee Precinct (CD 5)","2,341","1,566",1,"3,908"
"Henry County",-,"Ab - Central Absentee Precinct (CD 9)","4,595","4,659",13,"9,267"
"Henry County",-,"Provisional (CD 5)",20,11,0,31
"Henry County",-,"Provisional (CD 9)",58,48,0,106
"Highland County",-,"1 - Monterey",87,195,1,283
"Highland County",-,"3 - Wilsons Mill",14,71,0,85
"Highland County",-,"5 - Blue Grass",60,140,0,200
"Highland County",-,"7 - Mill Gap",35,93,0,128
"Highland County",-,"8 - Mcdowell",50,214,0,264
"Highland County",-,"10 - Headwaters",12,72,0,84
"Highland County",-,"AB - Central Absentee Precinct",246,233,0,479
"Highland County",-,Provisional,0,2,0,2
"Hopewell City",-,"101 - Ward One",228,270,1,499
"Hopewell City",-,"201 - Ward Two",375,100,0,475
"Hopewell City",-,"301 - Ward Three",244,495,0,739
"Hopewell City",-,"401 - Ward Four",350,385,0,735
"Hopewell City",-,"501 - Ward Five",229,356,2,587
"Hopewell City",-,"601 - Ward Six",427,115,1,543
"Hopewell City",-,"701 - Ward Seven",262,219,0,481
"Hopewell City",-,"Ab - Central Absentee Precinct","3,509","1,879",3,"5,391"
"Hopewell City",-,Provisional,71,28,0,99
"Isle of Wight County",-,"101 - Smithfield",267,813,3,"1,083"
"Isle of Wight County",-,"102 - Cypress Creek",222,652,1,875
"Isle of Wight County",-,"201 - Bartlett",256,870,5,"1,131"
"Isle of Wight County",-,"202 - Carrollton",316,716,2,"1,034"
"Isle of Wight County",-,"301 - Rushmere",335,501,0,836
"Isle of Wight County",-,"302 - Pons",332,328,1,661
"Isle of Wight County",-,"401 - Courthouse",75,298,0,373
"Isle of Wight County",-,"402 - Windsor",163,595,1,759
"Isle of Wight County",-,"403 - Longview",214,457,0,671
"Isle of Wight County",-,"501 - Walters",121,512,0,633
"Isle of Wight County",-,"502 - Camps Mill",109,151,0,260
"Isle of Wight County",-,"503 - Carrsville",130,325,0,455
"Isle of Wight County",-,"504 - Zuni",138,544,1,683
"Isle of Wight County",-,"505 - Raynor",53,287,1,341
"Isle of Wight County",-,"Ab - Central Absentee Precinct","7,024","6,464",8,"13,496"
"Isle of Wight County",-,Provisional,66,33,0,99
"James City County",-,"101 - Berkeley A (CD 1)",165,518,2,685
"James City County",-,"102 - Berkeley B (CD 1)",184,454,0,638
"James City County",-,"103 - Berkeley C (CD 1)",169,578,0,747
"James City County",-,"104- Berkeley D (CD 2)",84,182,0,266
"James City County",-,"201 - Jamestown A (CD 2)",113,166,2,281
"James City County",-,"202 - Jamestown B (CD 1)",265,306,0,571
"James City County",-,"202 - Jamestown B (CD 2)",1,2,0,3
"James City County",-,"203 - Jamestown C (CD 1)",158,357,0,515
"James City County",-,"204 - Jamestown D (CD 1)",122,346,0,468
"James City County",-,"301 - Powhatan A (CD 1)",167,420,1,588
"James City County",-,"302 - Powhatan B (CD 1)",145,174,1,320
"James City County",-,"303 - Powhatan C (CD 1)",129,443,1,573
"James City County",-,"304 - Powhatan D (CD 1)",310,463,0,773
"James City County",-,"401 - Stonehouse A (CD 1)",376,989,1,"1,366"
"James City County",-,"402 - Stonehouse B (CD 1)",319,784,1,"1,104"
"James City County",-,"403 - Stonehouse C (CD 1)",221,777,2,"1,000"
"James City County",-,"501 - Roberts A (CD 2)",374,249,0,623
"James City County",-,"502 - Roberts B (CD 2)",111,542,1,654
"James City County",-,"503 - Roberts C (CD 2)",153,89,0,242
"James City County",-,"504 - Roberts D (CD 1)",0,2,0,2
"James City County",-,"504 - Roberts D (CD 2)",236,508,1,745
"James City County",-,"Ab - Central Absentee Precinct (CD 1)","16,991","12,369",22,"29,382"
"James City County",-,"AB - Central Absentee Precinct (CD 2)","4,737","2,823",5,"7,565"
"James City County",-,"Provisional (CD 1)",120,44,1,165
"James City County",-,"Provisional (CD 2)",35,15,0,50
"King and Queen County",-,"101 - Owenton",244,255,2,501
"King and Queen County",-,"201 - Clarks",136,370,1,507
"King and Queen County",-,"301 - Shacklefords",137,302,0,439
"King and Queen County",-,"401 - Courthouse",101,250,1,352
"King and Queen County",-,"501 - Oldmill",66,324,1,391
"King and Queen County",-,"Ab - Central Absentee Precinct","1,017",867,3,"1,887"
"King and Queen County",-,Provisional,4,4,0,8
"King George County",-,"101 - Courthouse",217,653,0,870
"King George County",-,"102 - Passapatanzy",167,463,3,633
"King George County",-,"201 - Monroe",206,685,2,893
"King George County",-,"301 - Dahlgren",311,662,4,977
"King George County",-,"401 - Shiloh",299,719,1,"1,019"
"King George County",-,"Ab - Central Absentee Precinct","4,543","5,192",5,"9,740"
"King George County",-,Provisional,15,10,0,25
"King William County",-,"101 - West Point",350,859,2,"1,211"
"King William County",-,"201 - Sweet Hall",99,360,0,459
"King William County",-,"202 - Courthouse",142,383,1,526
"King William County",-,"301 - Aylett",228,975,1,"1,204"
"King William County",-,"401 - Manquin",253,940,0,"1,193"
"King William County",-,"501 - Mangohick",250,888,1,"1,139"
"King William County",-,"Ab - Central Absentee Precinct","2,095","2,636",4,"4,735"
"King William County",-,Provisional,30,38,0,68
"Lancaster County",-,"101 - Precinct 1-1",183,432,0,615
"Lancaster County",-,"201 - Precinct 2-1",197,228,0,425
"Lancaster County",-,"301 - Precinct 3-1",104,392,0,496
"Lancaster County",-,"302 - Precinct 3-2",49,178,0,227
"Lancaster County",-,"401 - Precinct 4-1",252,227,0,479
"Lancaster County",-,"501 - Precinct 5-1",169,512,1,682
"Lancaster County",-,"Ab - Central Absentee Precinct","2,501","1,679",2,"4,182"
"Lancaster County",-,Provisional,2,0,0,2
"Lee County",-,"101 - Elydale",65,324,1,390
"Lee County",-,"102 - Ewing",49,322,0,371
"Lee County",-,"103 - Rose Hill",128,562,2,692
"Lee County",-,"201 - Blackwater",36,137,0,173
"Lee County",-,"202 - Flatwoods",93,433,0,526
"Lee County",-,"203 - Jonesville",125,539,0,664
"Lee County",-,"301 - Ben Hur",133,619,1,753
"Lee County",-,"302 - Woodway",132,459,1,592
"Lee County",-,"401 - Stickleyville",81,284,0,365
"Lee County",-,"402 - Jasper",41,224,0,265
"Lee County",-,"403 - Seminary",57,308,0,365
"Lee County",-,"404 - Dryden",102,495,1,598
"Lee County",-,"501 - Saint Charles",83,186,0,269
"Lee County",-,"502 - Pennington",111,484,0,595
"Lee County",-,"503 - Robbins Chapel",20,85,0,105
"Lee County",-,"504 - Keokee",42,118,0,160
"Lee County",-,"Ab - Central Absentee Precinct",937,"2,016",4,"2,957"
"Lee County",-,Provisional,5,5,0,10
"Lexington City",-,"1 - Lexington",252,376,2,630
"Lexington City",-,"Ab - Central Absentee Precinct","1,597",517,1,"2,115"
"Lexington City",-,Provisional,4,2,0,6
"Loudoun County",-,"107 - Little River",274,421,2,697
"Loudoun County",-,"108 - Mercer",317,383,0,700
"Loudoun County",-,"112 - Freedom",199,206,1,406
"Loudoun County",-,"114 - Dulles South",196,242,0,438
"Loudoun County",-,"117 - Carter",232,162,2,396
"Loudoun County",-,"118 - Moorefield",339,358,0,697
"Loudoun County",-,"119 - Arcola",310,265,0,575
"Loudoun County",-,"120 - Lunsford",362,358,0,720
"Loudoun County",-,"121 - Town Hall",267,282,2,551
"Loudoun County",-,"122 - Hutchison Farm",318,396,1,715
"Loudoun County",-,"123 - Cardinal Ridge",200,222,1,423
"Loudoun County",-,"124 - Liberty",226,211,0,437
"Loudoun County",-,"125 - Rock Ridge",409,287,0,696
"Loudoun County",-,"126-Goshen Post",361,353,2,716
"Loudoun County",-,"207 - River Bend",192,305,2,499
"Loudoun County",-,"208 - Algonkian",265,324,0,589
"Loudoun County",-,"209 - Potomac Falls",260,367,1,628
"Loudoun County",-,"210 - Cascades",460,414,0,874
"Loudoun County",-,"213 - Countryside",173,140,0,313
"Loudoun County",-,"214 - Sugarland North",328,438,1,767
"Loudoun County",-,"215 - Sugarland South",508,472,0,980
"Loudoun County",-,"216 - Lowes Island",336,430,1,767
"Loudoun County",-,"217 - South Bank",282,383,2,667
"Loudoun County",-,"218 - University Center",380,309,0,689
"Loudoun County",-,"219 - Galilee Church",342,366,0,708
"Loudoun County",-,"301 - Purcellville",202,574,2,778
"Loudoun County",-,"302 - Round Hill",345,782,1,"1,128"
"Loudoun County",-,"303 - Hillsboro",246,654,1,901
"Loudoun County",-,"305 - Philomont",168,398,1,567
"Loudoun County",-,"307 - Middleburg",290,326,0,616
"Loudoun County",-,"308 - St Louis",238,336,0,574
"Loudoun County",-,"309 - Aldie",171,265,1,437
"Loudoun County",-,"310 - Mountain View",297,762,1,"1,060"
"Loudoun County",-,"311 - Round Hill Elementary",338,826,1,"1,165"
"Loudoun County",-,"312 - Briar Woods",368,364,2,734
"Loudoun County",-,"313 - Pinebrook",374,408,0,782
"Loudoun County",-,"314 - Legacy",372,367,1,740
"Loudoun County",-,"315 - Firehouse",115,288,1,404
"Loudoun County",-,"316 - Creighton's Corner",443,451,1,895
"Loudoun County",-,"318 - Madison's Trust",247,614,0,861
"Loudoun County",-,"319 - John Champe",390,508,0,898
"Loudoun County",-,"320 - Stone Hill",534,356,0,890
"Loudoun County",-,"321 - Brambleton Middle",252,238,0,490
"Loudoun County",-,"322-Buffalo Trail",296,276,2,574
"Loudoun County",-,"401 - West Lovettsville",431,"1,114",6,"1,551"
"Loudoun County",-,"402 - Waterford",324,766,2,"1,092"
"Loudoun County",-,"403 - Lucketts",347,670,3,"1,020"
"Loudoun County",-,"407 - Harper Park",177,262,0,439
"Loudoun County",-,"408 - Evergreen",307,530,2,839
"Loudoun County",-,"409 - Clarkes Gap",204,572,0,776
"Loudoun County",-,"411 - East Lovettsville",238,709,0,947
"Loudoun County",-,"413 - Tuscarora",25,32,0,57
"Loudoun County",-,"414 - Red Rock",289,281,0,570
"Loudoun County",-,"416 - Hamilton",324,839,2,"1,165"
"Loudoun County",-,"420 - River Creek",176,401,0,577
"Loudoun County",-,"421 - Between The Hills",55,137,0,192
"Loudoun County",-,"422 - Sycolin Creek",168,446,1,615
"Loudoun County",-,"501 - West Leesburg",248,363,0,611
"Loudoun County",-,"502 - East Leesburg",440,347,0,787
"Loudoun County",-,"503 - Dry Mill",134,258,0,392
"Loudoun County",-,"504 - Smarts Mill",283,413,1,697
"Loudoun County",-,"505 - Cool Spring",286,437,1,724
"Loudoun County",-,"506 - Brandon Park",255,230,1,486
"Loudoun County",-,"507 - Greenway",139,207,0,346
"Loudoun County",-,"508 - Balls Bluff",423,524,0,947
"Loudoun County",-,"509 - Tolbert",537,443,1,981
"Loudoun County",-,"510 - Heritage",132,253,1,386
"Loudoun County",-,"615 - Hillside",378,447,2,827
"Loudoun County",-,"616 - Eagle Ridge",331,441,2,774
"Loudoun County",-,"617 - Oak Grove",320,147,0,467
"Loudoun County",-,"619 - Ridgetop",176,140,0,316
"Loudoun County",-,"620 - Russell Branch",397,471,0,868
"Loudoun County",-,"621 - Dominion Trail",448,527,4,979
"Loudoun County",-,"622 - Farmwell Station",453,395,2,850
"Loudoun County",-,"623 - Weller",373,418,0,791
"Loudoun County",-,"625 - Mill Run",139,216,0,355
"Loudoun County",-,"626 - Ashby Ponds",201,275,0,476
"Loudoun County",-,"627 - Ashbrook",169,129,0,298
"Loudoun County",-,"628 - Moorefield Station",519,485,0,"1,004"
"Loudoun County",-,"629 - Discovery",117,124,0,241
"Loudoun County",-,"701 - Sully",380,339,1,720
"Loudoun County",-,"702 - Park View",400,331,2,733
"Loudoun County",-,"703 - Rolling Ridge",552,311,2,865
"Loudoun County",-,"705 - Forest Grove",522,432,0,954
"Loudoun County",-,"707 - Claude Moore Park",300,220,2,522
"Loudoun County",-,"708 - Seneca",243,328,2,573
"Loudoun County",-,"709 - Mirror Ridge",416,306,2,724
"Loudoun County",-,"710 - Sterling",350,286,0,636
"Loudoun County",-,"808 - Stone Bridge",403,494,2,899
"Loudoun County",-,"810 - Cedar Lane",370,430,2,802
"Loudoun County",-,"813 - Seldens Landing",351,327,1,679
"Loudoun County",-,"814 - Newton - Lee",251,546,1,798
"Loudoun County",-,"815 - Belmont Ridge",233,295,1,529
"Loudoun County",-,"817 - Sanders Corner",407,535,1,943
"Loudoun County",-,"818 - Broad Run",284,332,0,616
"Loudoun County",-,"819 - Heritage Church",276,380,1,657
"Loudoun County",-,"820 - Belmont Station",293,332,0,625
"Loudoun County",-,"822 - Riverside",243,289,0,532
"Loudoun County",-,"Ab - Central Absentee Precinct","107,800","46,907",93,"154,800"
"Loudoun County",-,Provisional,555,235,1,791
"Louisa County",-,"101 - Zion",274,760,1,"1,035"
"Louisa County",-,"102 - Mechanicsville",168,459,1,628
"Louisa County",-,"201 - Louisa #1",158,375,1,534
"Louisa County",-,"202 - Louisa #2",144,487,1,632
"Louisa County",-,"301 - Patrick Henry No 1",352,593,2,947
"Louisa County",-,"302 - Patrick Henry #2",114,226,1,341
"Louisa County",-,"401 - Mineral",176,771,2,949
"Louisa County",-,"402 - Yanceyville",98,223,0,321
"Louisa County",-,"501 - Fredericks Hall",140,202,0,342
"Louisa County",-,"502 - Cuckoo",115,431,2,548
"Louisa County",-,"503 - Elk Creek",86,420,1,507
"Louisa County",-,"601 - Bumpass",130,682,0,812
"Louisa County",-,"602 - Locust Creek",173,831,0,"1,004"
"Louisa County",-,"701 - Sheltons Mill",189,799,1,989
"Louisa County",-,"702 - South Anna",131,498,0,629
"Louisa County",-,"Ab - Central Absentee Precinct","6,207","5,251",7,"11,465"
"Louisa County",-,Provisional,45,31,0,76
"Lunenburg County",-,"101 - Plymouth",80,251,0,331
"Lunenburg County",-,"201 - Browns Store",93,238,0,331
"Lunenburg County",-,"301 - Rosebud",57,227,0,284
"Lunenburg County",-,"302 - Flat Rock",96,248,0,344
"Lunenburg County",-,"401 - Arrowhead Gun Club",32,168,0,200
"Lunenburg County",-,"402 - Pleasant Grove",80,252,0,332
"Lunenburg County",-,"501 - Reedy Creek",68,103,1,172
"Lunenburg County",-,"502 - Peoples Community Center",122,89,0,211
"Lunenburg County",-,"601 - Hounds Creek",206,185,0,391
"Lunenburg County",-,"701 - Meherrin Fire Department",94,139,0,233
"Lunenburg County",-,"702 - Victoria Public Library",73,155,0,228
"Lunenburg County",-,"Ab - Central Absentee Precinct","1,519","1,305",3,"2,827"
"Lunenburg County",-,Provisional,11,2,0,13
"Lynchburg City",-,"101 - First Ward First Precinct",574,"1,001",6,"1,581"
"Lynchburg City",-,"102 - First Ward Second Precinct",372,"1,090",0,"1,462"
"Lynchburg City",-,"103 - First Ward Third Precinct",246,623,1,870
"Lynchburg City",-,"104 - First Ward Fourth Precinct",191,213,4,408
"Lynchburg City",-,"105 - First Ward Fifth Precinct",270,362,0,632
"Lynchburg City",-,"201 - Second Ward First Precinct",774,425,2,"1,201"
"Lynchburg City",-,"202 - Second Ward Second Precinct",641,294,4,939
"Lynchburg City",-,"203 - Second Ward Third Precinct",285,115,0,400
"Lynchburg City",-,"204 - Second Ward Fourth Precinct",243,241,0,484
"Lynchburg City",-,"301 - Third Ward First Precinct",261,317,0,578
"Lynchburg City",-,"302 - Third Ward Second Precinct",99,"1,225",5,"1,329"
"Lynchburg City",-,"303 - Third Ward Third Precinct",258,478,0,736
"Lynchburg City",-,"304 - Third Ward Fourth Precinct",239,496,1,736
"Lynchburg City",-,"305 - Third Ward Fifth Precinct",334,"1,054",0,"1,388"
"Lynchburg City",-,"401 - Fourth Ward First Precinct",443,"1,411",1,"1,855"
"Lynchburg City",-,"402 - Fourth Ward Second Precinct",209,465,2,676
"Lynchburg City",-,"403 - Fourth Ward Third Precinct",490,893,3,"1,386"
"Lynchburg City",-,"404 - Fourth Ward Fourth Precinct",415,706,3,"1,124"
"Lynchburg City",-,"Ab - Central Absentee Precinct","12,125","5,719",21,"17,865"
"Lynchburg City",-,Provisional,118,80,0,198
"Madison County",-,"1 - Oak Park",142,360,0,502
"Madison County",-,"2 - Radiant",169,491,1,661
"Madison County",-,"3 - Rochelle",101,345,0,446
"Madison County",-,"4 - Graves Mill",13,43,0,56
"Madison County",-,"5 - Madison",139,508,1,648
"Madison County",-,"6 - Wolftown",132,347,0,479
"Madison County",-,"7 - Brightwood",144,701,3,848
"Madison County",-,"8 - Criglersville",69,318,0,387
"Madison County",-,"9 - Etlan",47,215,0,262
"Madison County",-,"Ab - Central Absentee Precinct","1,961","1,825",2,"3,788"
"Madison County",-,Provisional,8,3,0,11
"Manassas City",-,"1 - Dean",479,317,1,797
"Manassas City",-,"2 - Weems",549,460,1,"1,010"
"Manassas City",-,"3 - Metz",401,459,2,862
"Manassas City",-,"4 - Haydon",390,429,1,820
"Manassas City",-,"5 - Baldwin",360,379,2,741
"Manassas City",-,"6 - Round",266,352,0,618
"Manassas City",-,"Ab - Central Absentee Precinct","8,035","3,805",7,"11,847"
"Manassas City",-,Provisional,67,26,0,93
"Manassas Park City",-,"1 - Precinct One",294,235,1,530
"Manassas Park City",-,"2 - Precinct Two",366,245,0,611
"Manassas Park City",-,"3 - Precinct Three",248,206,1,455
"Manassas Park City",-,"Ab - Central Absentee Precinct","3,155","1,236",3,"4,394"
"Manassas Park City",-,Provisional,21,7,0,28
"Martinsville City",-,"1 - Precinct #1",176,16,0,192
"Martinsville City",-,"2 - Precinct #2",247,223,0,470
"Martinsville City",-,"3 - Precinct #3",198,107,2,307
"Martinsville City",-,"4 - Precinct #4",289,154,0,443
"Martinsville City",-,"5 - Precinct #5",237,424,0,661
"Martinsville City",-,"6 - Precinct #6",113,0,0,113
"Martinsville City",-,"Ab - Central Absentee Precinct","2,679",957,3,"3,639"
"Martinsville City",-,Provisional,18,0,0,18
"Mathews County",-,"1 - Chesapeake",74,316,1,391
"Mathews County",-,"2 - Westville",113,431,0,544
"Mathews County",-,"3 - Piankatank",135,502,1,638
"Mathews County",-,"Ab - Central Absentee Precinct","1,618","2,603",3,"4,224"
"Mathews County",-,Provisional,3,4,0,7
"Mecklenburg County",-,"101 - Wrights Store",141,188,0,329
"Mecklenburg County",-,"102 - Pearsons Store",38,107,0,145
"Mecklenburg County",-,"103 - South Clarksville",207,256,0,463
"Mecklenburg County",-,"201 - Boydton",75,123,0,198
"Mecklenburg County",-,"202 - Bluestone Senior High School",75,37,0,112
"Mecklenburg County",-,"203 - Chase City Vfw Post",193,36,0,229
"Mecklenburg County",-,"301 - Bracey",143,564,0,707
"Mecklenburg County",-,"302 - Lacrosse",158,286,0,444
"Mecklenburg County",-,"401 - American Legion Hall",373,232,0,605
"Mecklenburg County",-,"402 - Park View Middle School",66,57,1,124
"Mecklenburg County",-,"501 - South Hill",336,415,1,752
"Mecklenburg County",-,"601 - Baskerville",72,213,1,286
"Mecklenburg County",-,"602 - Union Level",45,206,0,251
"Mecklenburg County",-,"603 - Smith Crossroads",50,130,0,180
"Mecklenburg County",-,"604 - Lake Gaston",52,200,0,252
"Mecklenburg County",-,"701 - Chase City",165,253,0,418
"Mecklenburg County",-,"702 - Sunshine",93,251,1,345
"Mecklenburg County",-,"801 - Finchley",38,76,0,114
"Mecklenburg County",-,"802 - Bluestone",98,289,0,387
"Mecklenburg County",-,"803 - Chase City Elementary School",109,214,0,323
"Mecklenburg County",-,"901 - Averett",18,146,0,164
"Mecklenburg County",-,"902 - Buffalo Springs",65,188,1,254
"Mecklenburg County",-,"903 - Clarksville",168,441,0,609
"Mecklenburg County",-,"Ab - Central Absentee Precinct","4,188","3,943",8,"8,139"
"Mecklenburg County",-,Provisional,38,20,0,58
"Middlesex County",-,"101 - Saluda",47,122,0,169
"Middlesex County",-,"102 - Urbanna",122,268,0,390
"Middlesex County",-,"201 - New Market",175,690,0,865
"Middlesex County",-,"302 - Church View",196,410,0,606
"Middlesex County",-,"401- Harmony Village",154,356,2,512
"Middlesex County",-,"501 - Wilton",145,558,0,703
"Middlesex County",-,"Ab - Central Absentee Precinct","1,812","1,663",0,"3,475"
"Middlesex County",-,Provisional,7,13,0,20
"Montgomery County",-,"101 - Precinct A-1",238,490,1,729
"Montgomery County",-,"102 - Precinct A-2",297,198,0,495
"Montgomery County",-,"103 - Precinct A-3",320,326,3,649
"Montgomery County",-,"201 - Precinct B-1",43,105,0,148
"Montgomery County",-,"202 - Precinct B-2",298,626,2,926
"Montgomery County",-,"203 - Precinct B-3",178,410,5,593
"Montgomery County",-,"204 - Precinct B-4",275,624,0,899
"Montgomery County",-,"301 - Precinct C-1",217,912,1,"1,130"
"Montgomery County",-,"302 - Precinct C-2",197,622,2,821
"Montgomery County",-,"303 - Precinct C-3",140,395,0,535
"Montgomery County",-,"304 - Precinct C-4",254,582,2,838
"Montgomery County",-,"401 - Precinct D-1",118,352,0,470
"Montgomery County",-,"402 - Precinct D-2",167,847,0,"1,014"
"Montgomery County",-,"403 - Precinct D-3",155,784,2,941
"Montgomery County",-,"404 - Precinct D-4",126,477,0,603
"Montgomery County",-,"405 - Precinct D-5",202,558,1,761
"Montgomery County",-,"501 - Precinct E-1",299,543,1,843
"Montgomery County",-,"502 - Precinct E-2",240,561,0,801
"Montgomery County",-,"503 - Precinct E-3",199,94,0,293
"Montgomery County",-,"601 - Precinct F-1",294,286,0,580
"Montgomery County",-,"602 - Precinct F-2",368,285,0,653
"Montgomery County",-,"603 - Precinct F-3",83,84,1,168
"Montgomery County",-,"701 - Precinct G-1",384,361,0,745
"Montgomery County",-,"702 - Precinct G-2",355,205,0,560
"Montgomery County",-,"Ab - Central Absentee Precinct","19,069","9,229",31,"28,329"
"Montgomery County",-,Provisional,73,36,0,109
"Nelson County",-,"101 - Rockfish",351,652,1,"1,004"
"Nelson County",-,"201 - Lovingston",149,343,0,492
"Nelson County",-,"202 - Schuyler",124,250,1,375
"Nelson County",-,"301 - Shipman",184,449,2,635
"Nelson County",-,"302 - Gladstone",58,129,0,187
"Nelson County",-,"401 - Roseland",179,582,0,761
"Nelson County",-,"402 - Montebello",40,73,0,113
"Nelson County",-,"501 - Faber",96,200,0,296
"Nelson County",-,"502 - Nellysford",202,395,0,597
"Nelson County",-,"Ab - Central Absentee Precinct","3,283","1,445",4,"4,732"
"Nelson County",-,Provisional,7,8,0,15
"New Kent County",-,"102 - Tunstall",86,423,0,509
"New Kent County",-,"103 - Southern Branch",177,"1,052",0,"1,229"
"New Kent County",-,"201 - Quinton",221,731,1,953
"New Kent County",-,"202 - Kentwood",136,627,2,765
"New Kent County",-,"301 - Watkins",210,491,0,701
"New Kent County",-,"302 - Cumberland",162,652,0,814
"New Kent County",-,"401 - Providence Forge",183,721,0,904
"New Kent County",-,"403 - Mountcastle",110,391,0,501
"New Kent County",-,"501 - Eltham",170,492,0,662
"New Kent County",-,"502 - Chickahominy River",147,839,1,987
"New Kent County",-,"Ab - Central Absentee Precinct","3,134","3,003",5,"6,142"
"New Kent County",-,Provisional,28,27,0,55
"Newport News City",-,"101 - Denbigh (CD 3)",723,379,0,"1,102"
"Newport News City",-,"102 - Epes (CD 3)",870,274,2,"1,146"
"Newport News City",-,"103 - Jenkins (CD 3)",775,497,4,"1,276"
"Newport News City",-,"104 - Mcintosh (CD 3)",529,254,1,784
"Newport News City",-,"105 - Oyster Point (CD 3)",128,112,0,240
"Newport News City",-,"106 - Reservoir (CD 3)",824,444,2,"1,270"
"Newport News City",-,"107 - Richneck (CD 3)",517,555,2,"1,074"
"Newport News City",-,"108 - Lee Hall (CD 3)",603,292,2,897
"Newport News City",-,"109 - Windsor (CD 3)",365,334,4,703
"Newport News City",-,"110 - Greenwood (CD 3)",614,334,1,949
"Newport News City",-,"201 - Bland (CD 3)",144,69,1,214
"Newport News City",-,"202 - Boulevard (CD 3)",393,545,2,940
"Newport News City",-,"203 - Charles (CD 3)",503,821,0,"1,324"
"Newport News City",-,"204 - Wellesley (CD 3)",271,263,0,534
"Newport News City",-,"205 - Deep Creek (CD 3)",330,766,2,"1,098"
"Newport News City",-,"208 - Hidenwood (CD 3)",212,478,0,690
"Newport News City",-,"209 - Hilton (CD 3)",311,511,4,826
"Newport News City",-,"210 - Nelson (CD 3)",583,834,2,"1,419"
"Newport News City",-,"211 - Palmer (CD 2)",39,36,0,75
"Newport News City",-,"211 - Palmer (CD 3)",472,352,1,825
"Newport News City",-,"212 - Riverside (CD 3)",225,426,1,652
"Newport News City",-,"213 - Sanford (CD 3)",152,364,0,516
"Newport News City",-,"215 - Warwick (CD 3)",272,247,0,519
"Newport News City",-,"216 - Yates (CD 3)",171,371,0,542
"Newport News City",-,"217 - Riverview (CD 3)",269,507,0,776
"Newport News City",-,"218 - Kiln Creek (CD 2)",13,21,0,34
"Newport News City",-,"218 - Kiln Creek (CD 3)",415,568,2,985
"Newport News City",-,"219 - Deer Park (CD 3)",629,284,1,914
"Newport News City",-,"302 - Briarfield (CD 3)",460,186,1,647
"Newport News City",-,"303 - Carver (CD 3)",311,148,0,459
"Newport News City",-,"304 - Chestnut (CD 3)",314,15,1,330
"Newport News City",-,"305 - Downtown (CD 3)",131,52,2,185
"Newport News City",-,"306 - Dunbar (CD 3)",134,13,0,147
"Newport News City",-,"307 - Huntington (CD 3)",268,14,1,283
"Newport News City",-,"308 - Jefferson (CD 3)",272,16,0,288
"Newport News City",-,"309 - Magruder (CD 3)",270,23,0,293
"Newport News City",-,"310 - Marshall (CD 3)",347,23,1,371
"Newport News City",-,"311 - Newmarket (CD 3)",489,247,2,738
"Newport News City",-,"312 - Newsome Park (CD 3)",171,6,0,177
"Newport News City",-,"313 - Reed (CD 3)",448,23,1,472
"Newport News City",-,"314 - River (CD 3)",236,208,0,444
"Newport News City",-,"315 - Sedgefield (CD 3)",349,410,0,759
"Newport News City",-,"316 - South Morrison (CD 3)",395,253,2,650
"Newport News City",-,"317 - Washington (CD 3)",156,3,0,159
"Newport News City",-,"318 - Wilson (CD 3)",288,35,1,324
"Newport News City",-,"319 - Saunders (CD 3)",469,491,0,960
"Newport News City",-,"320 - Watkins (CD 3)",549,759,1,"1,309"
"Newport News City",-,"Ab - Central Absentee Precinct (CD 2)",177,52,0,229
"Newport News City",-,"Ab - Central Absentee Precinct (CD 3)","35,232","11,414",46,"46,692"
"Newport News City",-,"Provisional (CD 2)",2,1,0,3
"Newport News City",-,"Provisional (CD 3)",445,98,2,545
"Norfolk City",-,"101 - Granby (CD 3)",546,286,3,835
