County/City,Ward,Pct,"Ken T. Cuccinelli, II","Stephen C. Shannon","All Others","Total Votes Cast"
"Charles City County",-,"301 - Precinct 3-1 (CD 3)",369,456,0,825
"Charles City County",-,"Provisional Votes (CD 3)",0,0,0,0
"Charlotte County",-,"101 - County Seat (CD 5)",375,170,0,545
"Charlotte County",-,"201 - Red Oak Wylliesburg (CD 5)",294,107,0,401
"Charlotte County",-,"302 - Drakes Branch (CD 5)",313,121,1,435
"Charlotte County",-,"401 - Keysville (CD 5)",349,149,0,498
"Charlotte County",-,"501 - Cullen (CD 5)",186,72,1,259
"Charlotte County",-,"503 - Red House (CD 5)",137,87,0,224
"Charlotte County",-,"601 - Aspen (CD 5)",121,52,0,173
"Charlotte County",-,"602 - Phenix (CD 5)",210,81,2,293
"Charlotte County",-,"701 - Bacon (CD 5)",126,102,0,228
"Charlotte County",-,"702 - Saxe (CD 5)",86,61,1,148
"Charlotte County",-,"Ab - Central Absentee Precinct (CD 5)",79,54,0,133
"Charlotte County",-,"Provisional Votes (CD 5)",0,0,0,0
"Charlottesville City",-,"101 - Recreation (CD 5)",478,"1,421",4,"1,903"
"Charlottesville City",-,"102 - Clark (CD 5)",261,832,1,"1,094"
"Charlottesville City",-,"201 - Carver (CD 5)",142,686,1,829
"Charlottesville City",-,"202 - Walker (CD 5)",485,973,1,"1,459"
"Charlottesville City",-,"301 - Benjamin Tonsler (CD 5)",108,577,2,687
"Charlottesville City",-,"302 - Jefferson Park (CD 5)",459,"1,150",0,"1,609"
"Charlottesville City",-,"401 - Venable (CD 5)",298,843,0,"1,141"
"Charlottesville City",-,"402 - Alumni Hall (CD 5)",156,443,0,599
"Charlottesville City",-,"Ab - Central Absentee Precinct (CD 5)",146,481,0,627
"Charlottesville City",-,"Provisional Votes (CD 5)",2,13,0,15
"Chesapeake City",-,"1 - Great Bridge (CD 4)",769,296,0,"1,065"
"Chesapeake City",-,"2 - Bethel (CD 4)",760,174,0,934
"Chesapeake City",-,"3 - Camelot (CD 4)",181,"1,131",1,"1,313"
"Chesapeake City",-,"4 - Churchland (CD 4)",789,303,1,"1,093"
"Chesapeake City",-,"5 - Crestwood (CD 4)",107,692,1,800
"Chesapeake City",-,"6 - Deep Creek (CD 4)",766,611,2,"1,379"
"Chesapeake City",-,"7 - Greenbrier (CD 4)",831,402,0,"1,233"
"Chesapeake City",-,"8 - South Norfolk Recreation (CD 4)",555,389,1,945
"Chesapeake City",-,"9 - Bells Mill (CD 4)","1,106",423,1,"1,530"
"Chesapeake City",-,"10 - Oscar Smith School (CD 4)",268,155,1,424
"Chesapeake City",-,"11 - Geneva Park (CD 4)",423,236,0,659
"Chesapeake City",-,"12 - Georgetown (CD 4)",364,"1,137",0,"1,501"
"Chesapeake City",-,"13 - Gilmerton (CD 4)",558,356,1,915
"Chesapeake City",-,"14 - Grassfield (CD 4)",179,87,0,266
"Chesapeake City",-,"15 - B M Williams (CD 4)",356,329,2,687
"Chesapeake City",-,"16 - Hickory Grove (CD 4)","1,104",357,2,"1,463"
"Chesapeake City",-,"17 - Indian Creek (CD 4)",483,169,0,652
"Chesapeake City",-,"18 - Indian River (CD 4)",262,255,1,518
"Chesapeake City",-,"19 - Joliff One (CD 4)",551,191,0,742
"Chesapeake City",-,"20 - E W Chittum School (CD 4)",736,438,0,"1,174"
"Chesapeake City",-,"21 - Fellowship (CD 4)",585,284,2,871
"Chesapeake City",-,"22 - Norfolk Highlands (CD 4)",395,198,1,594
"Chesapeake City",-,"23 - Oak Grove (CD 4)",721,591,0,"1,312"
"Chesapeake City",-,"24 - Oaklette (CD 4)",373,340,0,713
"Chesapeake City",-,"25 - St Julians (CD 4)",210,83,0,293
"Chesapeake City",-,"26 - Johnson Park (CD 4)",152,173,0,325
"Chesapeake City",-,"27 - Silverwood (CD 4)",894,445,0,"1,339"
"Chesapeake City",-,"28 - Sunray I (CD 4)",94,26,0,120
"Chesapeake City",-,"29 - Tanglewood (CD 4)",613,205,1,819
"Chesapeake City",-,"30 - South Norfolk (CD 4)",31,290,0,321
"Chesapeake City",-,"31 - Carver School (CD 4)",192,626,0,818
"Chesapeake City",-,"32 - Providence (CD 4)",78,716,0,794
"Chesapeake City",-,"33 - Westover (CD 4)",341,183,0,524
"Chesapeake City",-,"34 - Hickory Middle School Precinct (CD 4)","1,491",380,1,"1,872"
"Chesapeake City",-,"35 - Taylor Road (CD 4)",501,783,1,"1,285"
"Chesapeake City",-,"36 - Great Bridge Baptist Church (CD 4)","1,427",444,1,"1,872"
"Chesapeake City",-,"37 - Bridgetown (CD 4)","1,315",458,0,"1,773"
"Chesapeake City",-,"38 - Bailey Creek (CD 4)",556,182,0,738
"Chesapeake City",-,"39 - Lake Drummond (CD 4)",339,149,0,488
"Chesapeake City",-,"40 - River Birch (CD 4)",842,631,0,"1,473"
"Chesapeake City",-,"41 - John T West (CD 4)",607,592,1,"1,200"
"Chesapeake City",-,"42 - Parkways (CD 4)",760,699,2,"1,461"
"Chesapeake City",-,"43 - Pleasant Crossing (CD 4)","1,548",473,1,"2,022"
"Chesapeake City",-,"44 - Nansemond (CD 4)",387,295,0,682
"Chesapeake City",-,"45 - Sunray II (CD 4)",143,218,0,361
"Chesapeake City",-,"46 - Bells Mill II (CD 4)",534,316,0,850
"Chesapeake City",-,"47 - Green Sea (CD 4)",647,229,1,877
"Chesapeake City",-,"48 - Jolliff Middle School (CD 4)",94,677,0,771
"Chesapeake City",-,"49 - Waterway (CD 4)",972,477,1,"1,450"
"Chesapeake City",-,"50 - River Walk (CD 4)",520,499,1,"1,020"
"Chesapeake City",-,"51 - Coopers Way (CD 4)",956,310,1,"1,267"
"Chesapeake City",-,"52 - Shipyard Road (CD 4)",310,426,0,736
"Chesapeake City",-,"53 - Fairways (CD 4)",346,279,1,626
"Chesapeake City",-,"Ab - Central Absentee Precinct (CD 4)","1,094",541,2,"1,637"
"Chesapeake City",-,"Provisional Votes (CD 4)",13,13,0,26
"Chesterfield County",-,"101 - Bellwood (CD 4)",408,221,0,629
"Chesterfield County",-,"102 - South Chester (CD 4)",841,375,0,"1,216"
"Chesterfield County",-,"103 - Enon (CD 4)",937,289,1,"1,227"
"Chesterfield County",-,"104 - North Chester (CD 4)",958,324,2,"1,284"
"Chesterfield County",-,"105 - Drewrys Bluff (CD 4)",467,424,0,891
"Chesterfield County",-,"106 - Harrowgate (CD 4)",951,577,0,"1,528"
"Chesterfield County",-,"107 - Wells (CD 4)",731,420,2,"1,153"
"Chesterfield County",-,"108 - Ecoff (CD 4)","1,378",423,4,"1,805"
"Chesterfield County",-,"109 - Elizabeth Scott (CD 4)","1,106",563,3,"1,672"
"Chesterfield County",-,"110 - Dutch Gap (CD 4)",556,295,0,851
"Chesterfield County",-,"111 - Iron Bridge (CD 4)","1,169",558,1,"1,728"
"Chesterfield County",-,"112 - Carver (CD 4)",609,460,1,"1,070"
"Chesterfield County",-,"201 - Gates (CD 4)",630,323,1,954
"Chesterfield County",-,"202 - Beulah (CD 4)",687,593,5,"1,285"
"Chesterfield County",-,"203 - Bird (CD 4)",426,315,1,742
"Chesterfield County",-,"204 - Jacobs (CD 4)",503,322,0,825
"Chesterfield County",-,"205 - Falling Creek (CD 4)",761,666,1,"1,428"
"Chesterfield County",-,"206 - Belmont (CD 7)",165,361,0,526
"Chesterfield County",-,"207 - Chippenham (CD 7)",212,232,5,449
"Chesterfield County",-,"208 - Meadowbrook (CD 4)",455,597,3,"1,055"
"Chesterfield County",-,"209 - Salem Church (CD 4)",903,453,1,"1,357"
"Chesterfield County",-,"210 - Five Forks (CD 4)",723,641,3,"1,367"
"Chesterfield County",-,"211 - Nash (CD 4)","1,430",411,2,"1,843"
"Chesterfield County",-,"212 - St. Luke's (CD 7)",556,233,0,789
"Chesterfield County",-,"213 - Southside (CD 7)",510,"1,028",1,"1,539"
"Chesterfield County",-,"301 - Ettrick (CD 4)",310,837,0,"1,147"
"Chesterfield County",-,"302 - Deer Run (CD 4)",366,155,0,521
"Chesterfield County",-,"303 - Matoaca (CD 4)",858,649,0,"1,507"
"Chesterfield County",-,"304 - Winfrees Store (CD 4)","1,220",319,3,"1,542"
"Chesterfield County",-,"305 - Beach (CD 4)",474,97,0,571
"Chesterfield County",-,"306 - Winterpock (CD 4)","1,272",304,0,"1,576"
"Chesterfield County",-,"307 - Cosby (CD 4)",897,311,0,"1,208"
"Chesterfield County",-,"308 - South Manchester (CD 7)",432,219,2,653
"Chesterfield County",-,"309 - Skinquarter (CD 7)","1,363",348,2,"1,713"
"Chesterfield County",-,"310 - Tomahawk (CD 7)","1,123",442,2,"1,567"
"Chesterfield County",-,"312 - Evergreen (CD 7)","1,339",560,2,"1,901"
"Chesterfield County",-,"313 - Woolridge (CD 7)","1,157",441,2,"1,600"
"Chesterfield County",-,"315 - Bailey Bridge (CD 4)","1,385",477,2,"1,864"
"Chesterfield County",-,"316 - Spring Run (CD 4)",840,329,1,"1,170"
"Chesterfield County",-,"317 - Birkdale (CD 4)",976,363,2,"1,341"
"Chesterfield County",-,"401 - Harbour Pointe (CD 7)",618,270,0,888
"Chesterfield County",-,"402 - Genito (CD 7)","1,116",604,2,"1,722"
"Chesterfield County",-,"403 - Brandermill (CD 7)","1,010",453,0,"1,463"
"Chesterfield County",-,"404 - Providence (CD 7)",751,572,2,"1,325"
"Chesterfield County",-,"405 - La Prade (CD 7)","1,008",496,2,"1,506"
"Chesterfield County",-,"406 - Smoketree (CD 7)","1,038",386,4,"1,428"
"Chesterfield County",-,"407 - Monacan (CD 7)",527,244,3,774
"Chesterfield County",-,"408 - Reams (CD 7)",806,728,5,"1,539"
"Chesterfield County",-,"409 - Manchester (CD 7)",613,668,0,"1,281"
"Chesterfield County",-,"410 - Wagstaff (CD 7)",509,241,0,750
"Chesterfield County",-,"411 - Swift Creek (CD 7)",954,445,3,"1,402"
"Chesterfield County",-,"413 - Shenandoah (CD 7)",744,473,1,"1,218"
"Chesterfield County",-,"414 - Crenshaw (CD 7)",719,357,3,"1,079"
"Chesterfield County",-,"501 - Huguenot (CD 7)",702,411,1,"1,114"
"Chesterfield County",-,"502 - Crestwood (CD 7)",561,304,1,866
"Chesterfield County",-,"503 - Midlothian (CD 7)","1,973",620,2,"2,595"
"Chesterfield County",-,"504 - Robious (CD 7)","1,472",526,3,"2,001"
"Chesterfield County",-,"505 - Bon Air (CD 7)","1,116",561,0,"1,677"
"Chesterfield County",-,"506 - Greenfield (CD 7)",842,504,2,"1,348"
"Chesterfield County",-,"507 - Salisbury (CD 7)","1,660",479,3,"2,142"
"Chesterfield County",-,"508 - Belgrade (CD 7)",772,348,2,"1,122"
"Chesterfield County",-,"509 - Cranbeck (CD 7)",484,268,0,752
"Chesterfield County",-,"510 - Sycamore (CD 7)","1,170",391,2,"1,563"
"Chesterfield County",-,"511 - Black Heath (CD 7)",905,318,1,"1,224"
"Chesterfield County",-,"513 - Beaufont (CD 7)",113,110,0,223
"Chesterfield County",-,"514 - Watkins (CD 7)","1,319",471,2,"1,792"
"Chesterfield County",-,"515 - Davis (CD 7)",362,713,1,"1,076"
"Chesterfield County",-,"Ab - Central Absentee Precinct (CD 4)","1,456",558,1,"2,015"
"Chesterfield County",-,"Ab - Central Absentee Precinct (CD 7)","1,662",668,4,"2,334"
"Chesterfield County",-,"Provisional Votes (CD 4)",22,8,0,30
"Chesterfield County",-,"Provisional Votes (CD 7)",21,8,0,29
"Clarke County",-,"101 - Russell (CD 10)",536,258,0,794
"Clarke County",-,"201 - Berryville (CD 10)",521,348,0,869
"Clarke County",-,"301 - Millwood (CD 10)",341,226,0,567
"Clarke County",-,"302 - Pine Grove (CD 10)",169,104,0,273
"Clarke County",-,"401 - White Post (CD 10)",480,298,0,778
"Clarke County",-,"501 - Buckmarsh (CD 10)",378,234,3,615
"Clarke County",-,"502 - Blue Ridge (CD 10)",116,81,0,197
"Clarke County",-,"Ab - Central Absentee Precinct (CD 10)",122,77,0,199
"Clarke County",-,"Provisional Votes (CD 10)",0,0,0,0
"Colonial Heights City",-,"1 - First (CD 4)",476,122,0,598
"Colonial Heights City",-,"2 - Second (CD 4)",576,147,0,723
"Colonial Heights City",-,"3 - Third (CD 4)",718,200,0,918
"Colonial Heights City",-,"4 - Fourth (CD 4)",904,200,0,"1,104"
"Colonial Heights City",-,"5 - Fifth (CD 4)","1,087",181,0,"1,268"
"Colonial Heights City",-,"Ab - Central Absentee Precinct (CD 4)",406,76,0,482
"Colonial Heights City",-,"Provisional Votes (CD 4)",0,0,0,0
"Covington City",-,"101 - Precinct 1-1 (CD 6)",83,103,0,186
"Covington City",-,"201 - Precinct 2-1 (CD 9)",118,157,0,275
"Covington City",-,"301 - Precinct 3-1 (CD 9)",52,138,0,190
"Covington City",-,"401 - Precinct 4-1 (CD 9)",190,202,0,392
"Covington City",-,"501 - Precinct 5-1 (CD 9)",163,197,0,360
"Covington City",-,"Ab - Central Absentee Precinct (CD 6)",5,5,0,10
"Covington City",-,"Ab - Central Absentee Precinct (CD 9)",13,15,0,28
"Covington City",-,"Provisional Votes (CD 6)",0,0,0,0
"Covington City",-,"Provisional Votes (CD 9)",0,0,0,0
"Craig County",-,"101 - Court House (CD 9)",209,87,0,296
"Craig County",-,"201 - Ammendale Precinct (CD 9)",254,82,0,336
"Craig County",-,"202 - North Mountain (CD 9)",33,19,0,52
"Craig County",-,"301 - Givens & Reynolds Store (CD 9)",90,104,0,194
"Craig County",-,"302 - Mcguires Store (CD 9)",57,43,1,101
"Craig County",-,"303 - Marshalls Store (CD 9)",65,22,0,87
"Craig County",-,"401 - Barbours Creek (CD 9)",57,24,0,81
"Craig County",-,"402 - Paint Bank (CD 9)",13,13,0,26
"Craig County",-,"403 - Craig Springs (CD 9)",90,30,0,120
"Craig County",-,"404 - Forks Of Johns Creek (CD 9)",30,16,0,46
"Craig County",-,"501 - Craig City (CD 9)",180,66,0,246
"Craig County",-,"Provisional Votes (CD 9)",0,0,0,0
"Culpeper County",-,"101 - West Fairfax (CD 7)",889,545,0,"1,434"
"Culpeper County",-,"201 - East Fairfax (CD 7)",484,346,0,830
"Culpeper County",-,"302 - Eggbornsville (CD 7)",437,125,0,562
"Culpeper County",-,"303 - Cardova (CD 7)",402,179,0,581
"Culpeper County",-,"401 - Eldorado (CD 7)",437,160,0,597
"Culpeper County",-,"402 - Browns Store (CD 7)",805,310,0,"1,115"
"Culpeper County",-,"501 - Jeffersonton (CD 7)","1,042",403,0,"1,445"
"Culpeper County",-,"502 - Rixeyville (CD 7)",323,105,0,428
"Culpeper County",-,"601 - Mitchells (CD 7)",127,59,0,186
"Culpeper County",-,"602 - Pearl Sample (CD 7)",661,310,2,973
"Culpeper County",-,"702 - Brandy Station (CD 7)",678,256,0,934
"Culpeper County",-,"703 - Lignum (CD 7)",319,110,0,429
"Culpeper County",-,"704 - Richardsville (CD 7)",190,50,0,240
"Culpeper County",-,"Ab - Central Absentee Precinct (CD 7)",294,133,0,427
"Culpeper County",-,"Provisional Votes (CD 7)",2,2,0,4
"Cumberland County",-,"101 - Precinct 1 (CD 5)",371,180,1,552
"Cumberland County",-,"201 - Precinct 2 (CD 5)",401,166,0,567
"Cumberland County",-,"301 - Election District 3 Precinct (CD 5)",252,234,0,486
"Cumberland County",-,"401 - Precinct 4 (CD 5)",353,145,1,499
"Cumberland County",-,"501 - Precinct 5 (CD 5)",351,156,0,507
"Cumberland County",-,"Provisional Votes (CD 5)",0,0,0,0
"Danville City",-,"1 - Ward One (CD 5)",24,140,0,164
"Danville City",-,"2 - Ward Two (CD 5)",148,163,4,315
"Danville City",-,"3 - Ward Three (CD 5)",32,198,0,230
"Danville City",-,"4 - Ward Four (CD 5)",697,425,0,"1,122"
"Danville City",-,"5 - Ward Five (CD 5)",285,142,0,427
"Danville City",-,"6 - Ward Six (CD 5)",63,223,0,286
"Danville City",-,"7 - Ward Seven (CD 5)",96,382,0,478
"Danville City",-,"8 - Ward Eight (CD 5)",300,185,1,486
"Danville City",-,"9 - Ward Nine (CD 5)",227,172,0,399
"Danville City",-,"10 - Ward Ten (CD 5)",430,233,2,665
"Danville City",-,"11 - Ward Eleven (CD 5)",439,445,2,886
"Danville City",-,"12 - Ward Twelve (CD 5)",521,492,0,"1,013"
"Danville City",-,"13 - Ward Thirteen (CD 5)",429,345,0,774
"Danville City",-,"14 - Ward Fourteen (CD 5)",11,95,0,106
"Danville City",-,"15 - Ward Fifteen (CD 5)",454,280,0,734
"Danville City",-,"16 - Ward Sixteen (CD 5)",638,279,0,917
"Danville City",-,"17 - Ward Seventeen (CD 5)",670,198,0,868
"Danville City",-,"Ab - Central Absentee Precinct (CD 5)",310,169,0,479
"Danville City",-,"Provisional Votes (CD 5)",1,1,0,2
"Dickenson County",-,"101 - South Clintwood (CD 9)",462,269,0,731
"Dickenson County",-,"201 - Nora (CD 9)",157,73,1,231
"Dickenson County",-,"202 - Frying Pan (CD 9)",57,39,0,96
"Dickenson County",-,"203 - Clinchco (CD 9)",125,105,0,230
"Dickenson County",-,"301 - West Dante (CD 9)",106,22,0,128
"Dickenson County",-,"302 - Herald (CD 9)",114,48,0,162
"Dickenson County",-,"303 - Ridge (CD 9)",170,47,0,217
"Dickenson County",-,"304 - Longs Fork (CD 9)",130,48,0,178
"Dickenson County",-,"401 - Colley (CD 9)",120,181,0,301
"Dickenson County",-,"402 - Haysi (CD 9)",154,158,1,313
"Dickenson County",-,"501 - Tarpon (CD 9)",76,75,0,151
"Dickenson County",-,"502 - Artrip (CD 9)",94,62,0,156
"Dickenson County",-,"503 - North Clintwood (CD 9)",221,77,1,299
"Dickenson County",-,"Ab - Central Absentee Precinct (CD 9)",141,132,0,273
"Dickenson County",-,"Provisional Votes (CD 9)",0,0,0,0
"Dinwiddie County",-,"101 - Rohoic (CD 4)",273,191,0,464
"Dinwiddie County",-,"102 - White Oak (CD 4)",247,87,0,334
"Dinwiddie County",-,"103 - Church Road (CD 4)",540,139,1,680
"Dinwiddie County",-,"201 - Edgehill (CD 4)",257,198,0,455
"Dinwiddie County",-,"202 - Chesdin (CD 4)",519,336,0,855
"Dinwiddie County",-,"301 - Reams (CD 4)",185,70,0,255
"Dinwiddie County",-,"302 - New Hope (CD 4)",516,405,1,922
"Dinwiddie County",-,"401 - Dinwiddie (CD 4)",355,366,0,721
"Dinwiddie County",-,"402 - Little Zion (CD 4)",268,269,0,537
"Dinwiddie County",-,"403 - Cherry Hill (CD 4)",116,108,0,224
"Dinwiddie County",-,"501 - Courthouse (CD 4)",427,145,0,572
"Dinwiddie County",-,"502 - Mckenney (CD 4)",401,168,0,569
"Dinwiddie County",-,"503 - Rocky Run (CD 4)",252,87,0,339
"Dinwiddie County",-,"Provisional Votes (CD 4)",0,0,0,0
"Emporia City",-,"101 - Precinct 1-1 (CD 4)",71,114,0,185
"Emporia City",-,"201 - Precinct 2-1 (CD 4)",22,79,0,101
"Emporia City",-,"301 - Precinct 3-1 (CD 4)",144,64,0,208
"Emporia City",-,"401 - Precinct 4-1 (CD 4)",149,98,0,247
"Emporia City",-,"501 - Precinct 5-1 (CD 4)",11,86,0,97
"Emporia City",-,"601 - District 6 (CD 4)",180,64,0,244
"Emporia City",-,"701 - District 7 (CD 4)",70,76,0,146
"Emporia City",-,"Provisional Votes (CD 4)",0,0,0,0
"Essex County",-,"101 - Greater Tappahannock (CD 1)",372,194,0,566
"Essex County",-,"201 - North (CD 1)",229,307,1,537
"Essex County",-,"301 - South (CD 1)",467,201,0,668
"Essex County",-,"401 - Central (CD 1)",468,258,1,727
"Essex County",-,"Ab - Central Absentee Precinct (CD 1)",80,45,0,125
"Essex County",-,"Provisional Votes (CD 1)",0,0,0,0
"Fairfax County",-,"102 - Bristow (CD 11)",318,389,1,708
"Fairfax County",-,"104 - Chapel (CD 11)",589,578,0,"1,167"
"Fairfax County",-,"105 - Fairview (CD 11)",964,869,2,"1,835"
"Fairfax County",-,"106 - Heritage (CD 11)",389,655,3,"1,047"
"Fairfax County",-,"108 - Kings Park (CD 11)",678,624,1,"1,303"
"Fairfax County",-,"109 - Olde Creek (CD 11)",602,543,1,"1,146"
"Fairfax County",-,"110 - North Springfield #1 (CD 11)",446,461,1,908
"Fairfax County",-,"111 - North Springfield #2 (CD 11)",310,317,1,628
"Fairfax County",-,"113 - Oak Hill (CD 11)",541,541,2,"1,084"
"Fairfax County",-,"115 - Ravensworth (CD 11)",387,336,0,723
"Fairfax County",-,"116 - Wakefield (CD 11)",539,638,2,"1,179"
"Fairfax County",-,"117 - Woodson (CD 11)",432,441,0,873
"Fairfax County",-,"118 - Lake Braddock (CD 11)",680,858,8,"1,546"
"Fairfax County",-,"119 - Laurel (CD 11)",829,841,0,"1,670"
"Fairfax County",-,"120 - Sideburn (CD 11)",865,675,3,"1,543"
"Fairfax County",-,"121 - Villa (CD 11)",427,330,0,757
"Fairfax County",-,"122 - Long Branch (CD 11)",384,404,0,788
"Fairfax County",-,"123 - Robinson (CD 11)",867,780,1,"1,648"
"Fairfax County",-,"124 - Olley (CD 11)",412,416,1,829
"Fairfax County",-,"125 - Signal Hill (CD 11)",685,739,0,"1,424"
"Fairfax County",-,"126 - Bonnie Brae (CD 11)",439,497,0,936
"Fairfax County",-,"127 - Burke Centre (CD 11)",768,816,5,"1,589"
"Fairfax County",-,"128 - Cardinal (CD 11)",430,500,1,931
"Fairfax County",-,"129 - Keene Mill (CD 11)",355,371,0,726
"Fairfax County",-,"130 - Terra Centre (CD 11)",502,477,1,980
"Fairfax County",-,"202 - Flint Hill (CD 11)",864,964,3,"1,831"
"Fairfax County",-,"203 - Floris (CD 10)",809,739,0,"1,548"
"Fairfax County",-,"208 - Reston #1 (CD 8)",288,637,2,927
"Fairfax County",-,"209 - Reston #2 (CD 8)",381,758,1,"1,140"
"Fairfax County",-,"213 - Vienna #1 (CD 11)",700,"1,044",0,"1,744"
"Fairfax County",-,"214 - Vienna #2 (CD 11)",626,827,4,"1,457"
"Fairfax County",-,"216 - Vienna #4 (CD 11)",239,406,0,645
"Fairfax County",-,"218 - Vienna #6 (CD 11)",326,616,2,944
"Fairfax County",-,"219 - Westbriar (CD 8)",717,727,0,"1,444"
"Fairfax County",-,"220 - Dogwood (CD 8)",485,837,1,"1,323"
"Fairfax County",-,"221 - Hunters Woods (CD 8)",558,830,2,"1,390"
"Fairfax County",-,"222 - Reston #3 (CD 8)",251,676,0,927
"Fairfax County",-,"223 - Glade (CD 8)",573,"1,033",2,"1,608"
"Fairfax County",-,"224 - South Lakes (CD 8)",623,"1,318",3,"1,944"
"Fairfax County",-,"225 - Terraset (CD 8)",422,877,0,"1,299"
"Fairfax County",-,"226 - Wolftrap (CD 8)",805,916,1,"1,722"
"Fairfax County",-,"227 - Sunrise Valley (CD 8)",400,487,3,890
"Fairfax County",-,"229 - Fox Mill (CD 10)","1,036",955,2,"1,993"
"Fairfax County",-,"233 - North Point (CD 8)",838,958,2,"1,798"
"Fairfax County",-,"234 - Aldrin (CD 8)",831,"1,054",1,"1,886"
"Fairfax County",-,"235 - Frying Pan (CD 10)",388,551,3,942
"Fairfax County",-,"236 - Stuart (CD 10)",259,310,2,571
"Fairfax County",-,"237 - Mcnair (CD 10)",370,498,0,868
"Fairfax County",-,"238 - Cameron Glen (CD 8)",413,476,1,890
"Fairfax County",-,"239 - Coppermine (CD 10)",200,314,0,514
"Fairfax County",-,"301 - Chain Bridge (CD 10)",682,724,3,"1,409"
"Fairfax County",-,"302 - Chesterbrook (CD 10)",559,730,0,"1,289"
"Fairfax County",-,"303 - Churchill (CD 10)",308,379,1,688
"Fairfax County",-,"304 - Cooper (CD 10)",538,445,1,984
"Fairfax County",-,"305 - El Nido (CD 10)",400,635,1,"1,036"
"Fairfax County",-,"306 - Great Falls (CD 10)",504,444,0,948
"Fairfax County",-,"307 - Haycock (CD 10)",510,681,1,"1,192"
"Fairfax County",-,"309 - Kenmore (CD 10)",817,718,2,"1,537"
"Fairfax County",-,"310 - Kirby (CD 10)",391,544,1,936
"Fairfax County",-,"311 - Langley (CD 10)",489,541,2,"1,032"
"Fairfax County",-,"312 - Longfellow (CD 10)",467,654,5,"1,126"
"Fairfax County",-,"314 - Mclean (CD 10)",481,584,1,"1,066"
"Fairfax County",-,"315 - Pimmit (CD 8)",468,597,0,"1,065"
"Fairfax County",-,"316 - Salona (CD 10)",540,735,0,"1,275"
"Fairfax County",-,"317 - Westhampton (CD 8)",358,552,0,910
"Fairfax County",-,"318 - Westmoreland (CD 10)",274,413,0,687
"Fairfax County",-,"319 - Herndon #1 (CD 10)",709,749,1,"1,459"
"Fairfax County",-,"320 - Herndon #2 (CD 10)",557,716,2,"1,275"
"Fairfax County",-,"321 - Clearview (CD 10)",882,888,2,"1,772"
"Fairfax County",-,"322 - Forestville (CD 10)",817,511,3,"1,331"
"Fairfax County",-,"323 - Shouse (CD 10)",502,521,1,"1,024"
"Fairfax County",-,"324 - Herndon #3 (CD 10)",438,593,0,"1,031"
"Fairfax County",-,"325 - Hutchison (CD 10)",243,377,2,622
"Fairfax County",-,"327 - Sugarland (CD 10)",662,605,2,"1,269"
"Fairfax County",-,"328 - Hickory (CD 10)",710,600,1,"1,311"
"Fairfax County",-,"329 - Seneca (CD 10)",837,587,2,"1,426"
"Fairfax County",-,"330 - Colvin (CD 10)",590,469,1,"1,060"
"Fairfax County",-,"331 - Spring Hill (CD 10)",566,520,1,"1,087"
"Fairfax County",-,"401 - Bush Hill (CD 8)",620,720,2,"1,342"
"Fairfax County",-,"402 - Cameron (CD 8)",168,203,1,372
"Fairfax County",-,"404 - Franconia (CD 8)",509,727,3,"1,239"
"Fairfax County",-,"405 - Groveton (CD 8)",368,912,2,"1,282"
"Fairfax County",-,"406 - Hayfield (CD 8)",720,607,1,"1,328"
"Fairfax County",-,"408 - Mount Eagle (CD 8)",153,358,1,512
"Fairfax County",-,"409 - Pioneer (CD 8)",597,851,1,"1,449"
"Fairfax County",-,"410 - Rose Hill (CD 8)",723,787,4,"1,514"
"Fairfax County",-,"411 - Virginia Hills (CD 8)",222,241,0,463
"Fairfax County",-,"413 - Fairfield (CD 8)",323,960,0,"1,283"
"Fairfax County",-,"415 - Crestwood (CD 11)",428,461,0,889
"Fairfax County",-,"417 - Garfield (CD 11)",496,594,0,"1,090"
"Fairfax County",-,"418 - Lynbrook (CD 11)",307,286,0,593
"Fairfax County",-,"419 - Lane (CD 8)",430,632,2,"1,064"
"Fairfax County",-,"420 - Villages (CD 8)",519,675,3,"1,197"
"Fairfax County",-,"421 - Kingstowne (CD 8)",481,679,0,"1,160"
"Fairfax County",-,"422 - Van Dorn (CD 8)",495,651,2,"1,148"
"Fairfax County",-,"423 - Clermont (CD 8)",496,572,1,"1,069"
"Fairfax County",-,"424 - Huntley (CD 8)",440,677,5,"1,122"
"Fairfax County",-,"425 - Wilton (CD 8)",278,413,3,694
"Fairfax County",-,"426 - Greenspring (CD 11)",547,708,2,"1,257"
"Fairfax County",-,"427 - Island Creek (CD 8)",425,542,1,968
"Fairfax County",-,"501 - Baileys (CD 8)",338,680,0,"1,018"
"Fairfax County",-,"502 - Barcroft (CD 11)",560,811,3,"1,374"
"Fairfax County",-,"503 - Belvedere (CD 11)",253,474,1,728
"Fairfax County",-,"505 - Glen Forest #1 (CD 8)",134,315,0,449
"Fairfax County",-,"506 - Holmes #1 (CD 11)",23,52,0,75
"Fairfax County",-,"506 - Holmes #1 (CD 8)",34,51,0,85
"Fairfax County",-,"507 - Lincolnia (CD 8)",371,634,1,"1,006"
"Fairfax County",-,"508 - Masonville (CD 11)",373,468,0,841
"Fairfax County",-,"510 - Parklawn (CD 8)",367,441,1,809
"Fairfax County",-,"511 - Ravenwood (CD 11)",271,489,0,760
"Fairfax County",-,"512 - Sleepy Hollow (CD 11)",284,397,0,681
