County/City,Ward,Pct,"Ken T. Cuccinelli, II","Stephen C. Shannon","All Others","Total Votes Cast"
"Hanover County",-,"502 - Rural Point (CD 7)",862,225,0,"1,087"
"Hanover County",-,"503 - Newman (CD 7)",625,210,0,835
"Hanover County",-,"504 - Studley (CD 7)",703,108,3,814
"Hanover County",-,"505 - Totopotomoy (CD 7)",262,69,0,331
"Hanover County",-,"506 - Georgetown (CD 7)",779,284,1,"1,064"
"Hanover County",-,"507 - Laurel Meadow (CD 7)",712,218,3,933
"Hanover County",-,"601 - Village (CD 7)","1,277",287,4,"1,568"
"Hanover County",-,"602 - Lee Davis (CD 7)",978,198,0,"1,176"
"Hanover County",-,"603 - Mechanicsville (CD 7)",528,198,0,726
"Hanover County",-,"604 - Hanover Grove (CD 7)",627,147,1,775
"Hanover County",-,"701 - Farrington (CD 7)",835,285,1,"1,121"
"Hanover County",-,"702 - Montpelier (CD 7)","1,284",533,3,"1,820"
"Hanover County",-,"703 - Rockville (CD 7)",829,274,0,"1,103"
"Hanover County",-,"704 - Elmont (CD 7)",673,217,1,891
"Hanover County",-,"Ab - Central Absentee Precinct (CD 7)",952,308,1,"1,261"
"Hanover County",-,"Provisional Votes (CD 7)",2,0,0,2
"Harrisonburg City",-,"101 - Northeast (CD 6)",743,520,1,"1,264"
"Harrisonburg City",-,"102 - East Central (CD 6)",383,395,1,779
"Harrisonburg City",-,"103 - Southeast (CD 6)",650,398,2,"1,050"
"Harrisonburg City",-,"201 - Northwest (CD 6)",875,652,2,"1,529"
"Harrisonburg City",-,"202 - Southwest (CD 6)",965,618,2,"1,585"
"Harrisonburg City",-,"Ab - Central Absentee Precinct (CD 6)",190,128,0,318
"Harrisonburg City",-,"Provisional Votes (CD 6)",0,0,0,0
"Henrico County",-,"101 - Coalpit (CD 7)",923,502,0,"1,425"
"Henrico County",-,"102 - Dumbarton (CD 7)",441,608,0,"1,049"
"Henrico County",-,"103 - Glen Allen (CD 7)","1,024",478,2,"1,504"
"Henrico County",-,"104 - Glenside (CD 7)",264,451,0,715
"Henrico County",-,"105 - Greendale (CD 7)",402,240,0,642
"Henrico County",-,"106 - Hermitage (CD 7)",627,428,1,"1,056"
"Henrico County",-,"107 - Hilliard (CD 7)",285,224,0,509
"Henrico County",-,"108 - Hunton (CD 7)",337,109,0,446
"Henrico County",-,"109 - Johnson (CD 7)",216,120,1,337
"Henrico County",-,"110 - Lakeside (CD 7)",616,384,2,"1,002"
"Henrico County",-,"111 - Longan (CD 7)",794,386,0,"1,180"
"Henrico County",-,"112 - Maude Trevvett (CD 7)",326,188,0,514
"Henrico County",-,"113 - Staples Mill (CD 7)","1,357",691,3,"2,051"
"Henrico County",-,"114 - Summit Court (CD 7)",324,219,0,543
"Henrico County",-,"115 - Westwood (CD 7)",472,334,1,807
"Henrico County",-,"116 - Hungary Creek (CD 7)","1,132",599,2,"1,733"
"Henrico County",-,"201 - Adams (CD 3)",50,518,0,568
"Henrico County",-,"202 - Azalea (CD 7)",126,783,1,910
"Henrico County",-,"203 - Belmont (CD 7)",420,429,0,849
"Henrico County",-,"204 - Brookland (CD 7)",167,129,0,296
"Henrico County",-,"205 - Canterbury (CD 7)",416,164,0,580
"Henrico County",-,"206 - Central Gardens (CD 3)",46,876,2,924
"Henrico County",-,"207 - Chamberlayne (CD 7)",422,870,0,"1,292"
"Henrico County",-,"208 - Fairfield (CD 3)",75,662,0,737
"Henrico County",-,"209 - Glen Lea (CD 7)",166,434,0,600
"Henrico County",-,"210 - Greenwood (CD 7)",132,439,0,571
"Henrico County",-,"211 - Highland Gardens (CD 7)",55,524,2,581
"Henrico County",-,"212 - Hollybrook (CD 7)",163,205,0,368
"Henrico County",-,"213 - Hungary (CD 7)",135,453,0,588
"Henrico County",-,"214 - Longdale (CD 7)",262,287,2,551
"Henrico County",-,"215 - Maplewood (CD 3)",82,928,0,"1,010"
"Henrico County",-,"216 - Moody (CD 7)",280,168,0,448
"Henrico County",-,"217 - Mountain (CD 7)",128,115,3,246
"Henrico County",-,"218 - Oakview (CD 7)",38,24,0,62
"Henrico County",-,"219 - Randolph (CD 7)",18,149,0,167
"Henrico County",-,"220 - Ratcliffe (CD 3)",141,"1,125",2,"1,268"
"Henrico County",-,"221 - Stratford Hall (CD 7)",93,68,0,161
"Henrico County",-,"222 - Wilder (CD 7)",224,751,0,975
"Henrico County",-,"223 - Yellow Tavern (CD 7)",626,557,2,"1,185"
"Henrico County",-,"301 - Causeway (CD 7)",573,278,0,851
"Henrico County",-,"302 - Cedarfield (CD 7)",881,331,1,"1,213"
"Henrico County",-,"303 - Crestview (CD 7)",491,313,0,804
"Henrico County",-,"304 - Innsbrook (CD 7)",635,355,2,992
"Henrico County",-,"305 - Jackson Davis (CD 7)",604,263,1,868
"Henrico County",-,"306 - Monument Hills (CD 7)",299,189,0,488
"Henrico County",-,"307 - Nuckols Farm (CD 7)","1,156",461,3,"1,620"
"Henrico County",-,"308 - Pocahontas (CD 7)",553,243,1,797
"Henrico County",-,"309 - Ridge (CD 7)",516,215,5,736
"Henrico County",-,"310 - Sadler (CD 7)",676,260,1,937
"Henrico County",-,"311 - Shady Grove (CD 7)","1,145",341,0,"1,486"
"Henrico County",-,"312 - Skipwith (CD 7)",690,367,0,"1,057"
"Henrico County",-,"313 - Springfield (CD 7)",411,247,2,660
"Henrico County",-,"314 - Stoney Run (CD 7)","1,163",589,0,"1,752"
"Henrico County",-,"315 - Three Chopt (CD 7)",559,343,2,904
"Henrico County",-,"316 - Tucker (CD 7)",454,478,0,932
"Henrico County",-,"317 - Rivers Edge (CD 7)",972,329,1,"1,302"
"Henrico County",-,"318 - Short Pump (CD 7)",890,365,0,"1,255"
"Henrico County",-,"401 - Byrd (CD 7)",776,472,2,"1,250"
"Henrico County",-,"402 - Derbyshire (CD 7)",776,277,2,"1,055"
"Henrico County",-,"403 - Freeman (CD 7)",544,276,3,823
"Henrico County",-,"404 - Gayton (CD 7)","1,240",520,1,"1,761"
"Henrico County",-,"405 - Godwin (CD 7)",786,463,0,"1,249"
"Henrico County",-,"406 - Lakewood (CD 7)",821,296,1,"1,118"
"Henrico County",-,"407 - Lauderdale (CD 7)",692,430,1,"1,123"
"Henrico County",-,"408 - Maybeury (CD 7)",882,386,2,"1,270"
"Henrico County",-,"409 - Mooreland (CD 7)",759,215,0,974
"Henrico County",-,"410 - Pemberton (CD 7)",555,325,1,881
"Henrico County",-,"411 - Pinchbeck (CD 7)",836,443,1,"1,280"
"Henrico County",-,"412 - Ridgefield (CD 7)",937,433,2,"1,372"
"Henrico County",-,"413 - Rollingwood (CD 7)",645,399,0,"1,044"
"Henrico County",-,"414 - Spottswood (CD 7)",352,229,1,582
"Henrico County",-,"415 - Tuckahoe (CD 7)","1,587",549,1,"2,137"
"Henrico County",-,"416 - West End (CD 7)",815,388,0,"1,203"
"Henrico County",-,"417 - Welborne (CD 7)",490,243,0,733
"Henrico County",-,"501 - Antioch (CD 3)",742,212,0,954
"Henrico County",-,"502 - Cedar Fork (CD 3)",117,320,0,437
"Henrico County",-,"503 - Chickahominy (CD 3)",692,363,0,"1,055"
"Henrico County",-,"504 - Donahoe (CD 3)",241,329,1,571
"Henrico County",-,"505 - Dorey (CD 3)",651,353,0,"1,004"
"Henrico County",-,"506 - Eanes (CD 3)",230,444,0,674
"Henrico County",-,"507 - Elko (CD 3)",249,65,0,314
"Henrico County",-,"508 - Highland Springs (CD 3)",183,468,0,651
"Henrico County",-,"509 - Laburnum (CD 3)",278,413,1,692
"Henrico County",-,"510 - Masonic (CD 3)",151,510,0,661
"Henrico County",-,"511 - Mehfoud (CD 3)",292,523,0,815
"Henrico County",-,"512 - Montrose (CD 3)",196,641,1,838
"Henrico County",-,"513 - Nine Mile (CD 3)",219,180,2,401
"Henrico County",-,"514 - Pleasants (CD 3)",177,891,1,"1,069"
"Henrico County",-,"515 - Sandston (CD 3)",620,188,0,808
"Henrico County",-,"516 - Sullivans (CD 3)",308,447,2,757
"Henrico County",-,"517 - Town Hall (CD 3)",352,161,0,513
"Henrico County",-,"518 - Whitlocks (CD 3)",633,358,0,991
"Henrico County",-,"519 - Rolfe (CD 3)",262,"1,385",0,"1,647"
"Henrico County",-,"Ab - Central Absentee Precinct (CD 3)",229,370,2,601
"Henrico County",-,"Ab - Central Absentee Precinct (CD 7)","1,880",971,9,"2,860"
"Henrico County",-,"Provisional Votes (CD 3)",4,3,0,7
"Henrico County",-,"Provisional Votes (CD 7)",15,4,0,19
"Henry County",-,"101 - Bassett Number Two (CD 9)",131,143,0,274
"Henry County",-,"102 - Gunville (CD 9)",354,146,0,500
"Henry County",-,"103 - Scott's Tanyard (CD 9)",558,248,0,806
"Henry County",-,"201 - Fieldale (CD 9)",221,110,0,331
"Henry County",-,"202 - Horsepasture #1 (CD 9)",334,245,0,579
"Henry County",-,"203 - Horsepasture #2 (CD 9)",93,314,0,407
"Henry County",-,"204 - Spencer (CD 9)",399,241,0,640
"Henry County",-,"302 - Axton (CD 5)",233,283,0,516
"Henry County",-,"303 - Irisburg (CD 5)",287,210,0,497
"Henry County",-,"304 - Mount Olivet (CD 5)",453,378,0,831
"Henry County",-,"305 - Mountain Valley (CD 5)",218,172,0,390
"Henry County",-,"401 - Collinsville Number 1 (CD 5)",318,111,0,429
"Henry County",-,"402 - Daniels Creek (CD 5)",288,100,0,388
"Henry County",-,"404 - Collinsville Number 2 (CD 5)",517,256,0,773
"Henry County",-,"405 - Mountain View (CD 5)",261,173,0,434
"Henry County",-,"501 - Bassett Number One (CD 9)",188,155,0,343
"Henry County",-,"502 - Figsboro (CD 5)",339,145,0,484
"Henry County",-,"503 - Stanleytown (CD 5)",545,199,0,744
"Henry County",-,"504 - Oak Level (CD 5)",203,99,0,302
"Henry County",-,"505 - Dyers Store (CD 5)",156,112,0,268
"Henry County",-,"601 - Fontaine (CD 5)",437,158,0,595
"Henry County",-,"602 - Hillcrest (CD 9)",187,148,0,335
"Henry County",-,"603 - Ridgeway #1 (CD 5)",454,182,0,636
"Henry County",-,"604 - Ridgeway #2 (CD 5)",357,160,0,517
"Henry County",-,"Ab - Central Absentee Precinct (CD 5)",272,115,0,387
"Henry County",-,"Ab - Central Absentee Precinct (CD 9)",77,41,0,118
"Henry County",-,"Provisional Votes (CD 5)",0,0,0,0
"Henry County",-,"Provisional Votes (CD 9)",0,0,0,0
"Highland County",-,"1 - Monterey (CD 6)",241,150,0,391
"Highland County",-,"3 - Wilsons Mill (CD 6)",42,43,0,85
"Highland County",-,"5 - Blue Grass (CD 6)",127,73,0,200
"Highland County",-,"7 - Mill Gap (CD 6)",80,55,0,135
"Highland County",-,"8 - Mcdowell (CD 6)",162,74,0,236
"Highland County",-,"10 - Headwaters (CD 6)",42,14,0,56
"Highland County",-,"Provisional Votes (CD 6)",0,0,0,0
"Hopewell City",-,"101 - Ward One (CD 4)",327,156,1,484
"Hopewell City",-,"201 - Ward Two (CD 4)",76,320,0,396
"Hopewell City",-,"301 - Ward Three (CD 4)",679,175,1,855
"Hopewell City",-,"401 - Ward Four (CD 4)",684,295,0,979
"Hopewell City",-,"501 - Ward Five (CD 4)",583,208,1,792
"Hopewell City",-,"601 - Ward Six (CD 4)",76,276,0,352
"Hopewell City",-,"701 - Ward Seven (CD 4)",235,221,0,456
"Hopewell City",-,"Ab - Central Absentee Precinct (CD 4)",175,67,2,244
"Hopewell City",-,"Provisional Votes (CD 4)",0,0,0,0
"Isle of Wight County",-,"101 - Smithfield (CD 4)","1,690",884,3,"2,577"
"Isle of Wight County",-,"201 - Bartlett (CD 4)",949,460,2,"1,411"
"Isle of Wight County",-,"202 - Carrollton (CD 4)",945,411,0,"1,356"
"Isle of Wight County",-,"301 - Rushmere (CD 4)",545,486,1,"1,032"
"Isle of Wight County",-,"302 - Pons (CD 4)",487,528,1,"1,016"
"Isle of Wight County",-,"401 - Courthouse (CD 4)",399,232,1,632
"Isle of Wight County",-,"402 - Windsor (CD 4)",596,266,0,862
"Isle of Wight County",-,"403 - Orbit (CD 4)",260,113,0,373
"Isle of Wight County",-,"501 - Walters (CD 4)",385,135,1,521
"Isle of Wight County",-,"502 - Camps Mill (CD 4)",99,132,0,231
"Isle of Wight County",-,"503 - Carrsville (CD 4)",195,148,0,343
"Isle of Wight County",-,"504 - Zuni (CD 4)",358,178,0,536
"Isle of Wight County",-,"505 - Raynor (CD 4)",129,57,0,186
"Isle of Wight County",-,"Ab - Central Absentee Precinct (CD 4)",285,96,0,381
"Isle of Wight County",-,"Provisional Votes (CD 4)",5,5,0,10
"James City County",-,"101 - Berkeley A (CD 1)",627,507,3,"1,137"
"James City County",-,"102 - Berkeley B (CD 1)","1,222",516,3,"1,741"
"James City County",-,"103 - Berkeley C (CD 1)","1,061",491,1,"1,553"
"James City County",-,"201 - Jamestown A (CD 1)","1,170",684,5,"1,859"
"James City County",-,"202 - Jamestown B (CD 1)",905,815,4,"1,724"
"James City County",-,"301 - Powhatan A (CD 1)","1,116",556,1,"1,673"
"James City County",-,"302 - Powhatan B (CD 1)",219,202,1,422
"James City County",-,"303 - Powhatan C (CD 1)","1,405",742,2,"2,149"
"James City County",-,"304 - Powhatan D (CD 1)",662,526,0,"1,188"
"James City County",-,"401 - Stonehouse A (CD 1)","1,017",511,3,"1,531"
"James City County",-,"402 - Stonehouse B (CD 1)","1,116",532,1,"1,649"
"James City County",-,"403 - Stonehouse C (CD 1)",852,400,2,"1,254"
"James City County",-,"501 - Roberts A (CD 1)",715,591,5,"1,311"
"James City County",-,"502 - Roberts B (CD 1)",841,383,0,"1,224"
"James City County",-,"503 - Roberts C (CD 1)",307,260,2,569
"James City County",-,"Ab - Central Absentee Precinct (CD 1)","1,276",642,3,"1,921"
"James City County",-,"Provisional Votes (CD 1)",5,6,0,11
"King and Queen County",-,"101 - Owenton (CD 1)",141,187,1,329
"King and Queen County",-,"201 - Clarks (CD 1)",296,141,1,438
"King and Queen County",-,"301 - Shacklefords (CD 1)",238,149,0,387
"King and Queen County",-,"401 - Courthouse (CD 1)",179,186,0,365
"King and Queen County",-,"501 - Oldmill (CD 1)",257,105,0,362
"King and Queen County",-,"Ab - Central Absentee Precinct (CD 1)",56,26,0,82
"King and Queen County",-,"Provisional Votes (CD 1)",0,1,0,1
"King George County",-,"101 - Courthouse (CD 1)",605,262,2,869
"King George County",-,"102 - Passapatanzy (CD 1)",278,157,0,435
"King George County",-,"201 - Monroe (CD 1)","1,291",541,2,"1,834"
"King George County",-,"301 - Dahlgren (CD 1)",585,317,0,902
"King George County",-,"401 - Shiloh (CD 1)",709,363,1,"1,073"
"King George County",-,"Ab - Central Absentee Precinct (CD 1)",224,73,1,298
"King George County",-,"Provisional Votes (CD 1)",0,0,0,0
"King William County",-,"101 - West Point (CD 1)",615,235,0,850
"King William County",-,"201 - Sweet Hall (CD 1)",237,115,0,352
"King William County",-,"202 - Courthouse (CD 1)",392,254,1,647
"King William County",-,"301 - Aylett (CD 1)",704,203,2,909
"King William County",-,"401 - Manquin (CD 1)",689,205,1,895
"King William County",-,"501 - Mangohick (CD 1)",583,335,1,919
"King William County",-,"Ab - Central Absentee Precinct (CD 1)",105,28,0,133
"King William County",-,"Provisional Votes (CD 1)",1,0,0,1
"Lancaster County",-,"101 - Precinct 1-1 (CD 1)",618,332,2,952
"Lancaster County",-,"201 - Precinct 2-1 (CD 1)",296,286,3,585
"Lancaster County",-,"301 - Precinct 3-1 (CD 1)",457,203,1,661
"Lancaster County",-,"302 - Precinct 3-2 (CD 1)",252,89,0,341
"Lancaster County",-,"401 - Precinct 4-1 (CD 1)",389,358,1,748
"Lancaster County",-,"501 - Precinct 5-1 (CD 1)",708,287,3,998
"Lancaster County",-,"Ab - Central Absentee Precinct (CD 1)",244,110,1,355
"Lancaster County",-,"Provisional Votes (CD 1)",0,0,0,0
"Lee County",-,"101 - Elydale (CD 9)",180,68,0,248
"Lee County",-,"102 - Ewing (CD 9)",192,55,0,247
"Lee County",-,"103 - Rose Hill (CD 9)",288,101,0,389
"Lee County",-,"201 - Blackwater (CD 9)",63,38,0,101
"Lee County",-,"202 - Flatwoods (CD 9)",343,64,0,407
"Lee County",-,"203 - North Jonesville (CD 9)",256,62,0,318
"Lee County",-,"204 - South Jonesville (CD 9)",260,105,0,365
"Lee County",-,"301 - Ben Hur (CD 9)",331,121,0,452
"Lee County",-,"302 - West Pennington Gap (CD 9)",164,67,0,231
"Lee County",-,"303 - Woodway (CD 9)",302,87,0,389
"Lee County",-,"401 - Stickleyville (CD 9)",165,67,1,233
"Lee County",-,"402 - Jasper (CD 9)",92,49,0,141
"Lee County",-,"403 - Seminary (CD 9)",147,47,0,194
"Lee County",-,"404 - Dryden (CD 9)",267,99,0,366
"Lee County",-,"501 - Saint Charles (CD 9)",36,54,0,90
"Lee County",-,"502 - Stone Creek (CD 9)",53,27,0,80
"Lee County",-,"503 - East Pennington Gap (CD 9)",260,61,0,321
"Lee County",-,"504 - Robbins Chapel (CD 9)",64,13,0,77
"Lee County",-,"505 - Keokee (CD 9)",43,50,0,93
"Lee County",-,"Ab - Central Absentee Precinct (CD 9)",164,58,1,223
"Lee County",-,"Provisional Votes (CD 9)",0,0,0,0
"Lexington City",-,"1 - Lexington (CD 6)",556,821,2,"1,379"
"Lexington City",-,"Ab - Central Absentee Precinct (CD 6)",41,51,0,92
"Lexington City",-,"Provisional Votes (CD 6)",0,0,0,0
"Loudoun County",-,"101 - Sanders Corner (CD 10)",653,394,1,"1,048"
"Loudoun County",-,"102 - Ashburn Farm (CD 10)",859,486,1,"1,346"
"Loudoun County",-,"105 - Hillside (CD 10)",767,464,3,"1,234"
"Loudoun County",-,"106 - Eagle Ridge (CD 10)",562,345,2,909
"Loudoun County",-,"107 - Little River (CD 10)",395,259,0,654
"Loudoun County",-,"108 - Mercer (CD 10)",574,441,5,"1,020"
"Loudoun County",-,"109 - Hutchison (CD 10)",712,482,1,"1,195"
"Loudoun County",-,"110 - Oak Grove (CD 10)",61,134,2,197
"Loudoun County",-,"111 - Briar Woods (CD 10)",372,304,0,676
"Loudoun County",-,"112 - Freedom (CD 10)",746,429,1,"1,176"
"Loudoun County",-,"113 - Mill Run (CD 10)",400,297,0,697
"Loudoun County",-,"114 - Dulles South (CD 10)",692,432,2,"1,126"
"Loudoun County",-,"115 - Pinebrook (CD 10)",497,257,2,756
"Loudoun County",-,"116 - Legacy (CD 10)",349,290,1,640
"Loudoun County",-,"117 - Carter (CD 10)",275,278,0,553
"Loudoun County",-,"207 - River Bend (CD 10)",409,292,0,701
"Loudoun County",-,"208 - Algonkian (CD 10)",584,467,1,"1,052"
"Loudoun County",-,"209 - Potomac Falls (CD 10)",473,400,2,875
"Loudoun County",-,"210 - Cascades (CD 10)",555,463,1,"1,019"
"Loudoun County",-,"211 - Buchanan (CD 10)",186,173,1,360
"Loudoun County",-,"212 - Claude Moore Park (CD 10)",368,388,1,757
"Loudoun County",-,"213 - Countryside (CD 10)",375,233,0,608
"Loudoun County",-,"301 - Purcellville One (CD 10)",672,401,2,"1,075"
"Loudoun County",-,"302 - Round Hill (CD 10)",571,315,0,886
"Loudoun County",-,"303 - Hillsboro (CD 10)",578,305,1,884
"Loudoun County",-,"304 - Hamilton (CD 10)","1,024",609,1,"1,634"
"Loudoun County",-,"305 - Philomont (CD 10)",548,305,1,854
"Loudoun County",-,"306 - Between The Hills (CD 10)",106,64,0,170
"Loudoun County",-,"307 - Middleburg (CD 10)",224,246,0,470
"Loudoun County",-,"308 - St Louis (CD 10)",281,277,1,559
"Loudoun County",-,"309 - Aldie (CD 10)",205,194,0,399
"Loudoun County",-,"310 - Purcellville Two (CD 10)",606,293,0,899
"Loudoun County",-,"311 - Woodgrove (CD 10)",493,220,0,713
"Loudoun County",-,"401 - West Lovettsville (CD 10)",566,355,1,922
"Loudoun County",-,"402 - Waterford (CD 10)",588,358,0,946
"Loudoun County",-,"403 - Lucketts (CD 10)",468,292,0,760
"Loudoun County",-,"405 - Greenway (CD 10)",334,269,1,604
"Loudoun County",-,"406 - Balls Bluff (CD 10)",568,351,2,921
"Loudoun County",-,"407 - Harper Park (CD 10)",934,557,2,"1,493"
"Loudoun County",-,"408 - Evergreen (CD 10)",773,393,0,"1,166"
"Loudoun County",-,"409 - Clarkes Gap (CD 10)",379,223,0,602
"Loudoun County",-,"410 - Tolbert (CD 10)",563,385,1,949
"Loudoun County",-,"411 - East Lovettsville (CD 10)",564,362,1,927
"Loudoun County",-,"412 - Heritage (CD 10)",483,252,0,735
"Loudoun County",-,"501 - West Leesburg (CD 10)",530,512,1,"1,043"
"Loudoun County",-,"502 - East Leesburg (CD 10)",386,413,2,801
"Loudoun County",-,"503 - Dry Mill (CD 10)",332,230,1,563
"Loudoun County",-,"504 - Smarts Mill (CD 10)",484,451,0,935
"Loudoun County",-,"505 - Cool Spring (CD 10)",617,345,1,963
"Loudoun County",-,"506 - Brandon Park (CD 10)",221,178,1,400
"Loudoun County",-,"604 - Sugarland North (CD 10)",752,540,3,"1,295"
"Loudoun County",-,"605 - Sugarland South (CD 10)",459,404,1,864
"Loudoun County",-,"606 - Seneca (CD 10)",418,333,0,751
"Loudoun County",-,"607 - Lowes Island (CD 10)",544,395,0,939
"Loudoun County",-,"608 - Mirror Ridge (CD 10)",370,386,1,757
"Loudoun County",-,"609 - South Bank (CD 10)",566,412,1,979
"Loudoun County",-,"701 - Sully (CD 10)",323,333,1,657
"Loudoun County",-,"702 - Park View (CD 10)",532,451,2,985
"Loudoun County",-,"703 - Rolling Ridge (CD 10)",345,435,1,781
"Loudoun County",-,"704 - Guilford (CD 10)",299,239,4,542
"Loudoun County",-,"705 - Forest Grove (CD 10)",515,371,2,888
"Loudoun County",-,"808 - Stone Bridge (CD 10)",656,445,0,"1,101"
"Loudoun County",-,"809 - Russell Branch (CD 10)",539,395,2,936
"Loudoun County",-,"810 - Cedar Lane (CD 10)",493,376,1,870
"Loudoun County",-,"811 - Dominion (CD 10)",582,425,0,"1,007"
"Loudoun County",-,"812 - Farmwell Station (CD 10)",576,490,1,"1,067"
"Loudoun County",-,"813 - Seldens Landing (CD 10)",457,371,0,828
"Loudoun County",-,"814 - Newton-lee (CD 10)","1,172",609,2,"1,783"
"Loudoun County",-,"815 - Belmont Ridge (CD 10)","1,008",749,0,"1,757"
"Loudoun County",-,"816 - Weller (CD 10)",547,422,0,969
"Loudoun County",-,"Ab - Central Absentee Precinct (CD 10)","2,117","1,277",2,"3,396"
"Loudoun County",-,"Provisional Votes (CD 10)",14,10,0,24
"Louisa County",-,"101 - Zion (CD 7)",511,249,2,762
"Louisa County",-,"102 - Mechanicsville (CD 7)",363,190,1,554
"Louisa County",-,"201 - Louisa #1 (CD 7)",373,179,0,552
"Louisa County",-,"202 - Louisa #2 (CD 7)",310,217,0,527
"Louisa County",-,"301 - Patrick Henry No 1 (CD 7)",604,680,1,"1,285"
"Louisa County",-,"401 - Mineral (CD 7)",576,191,0,767
"Louisa County",-,"402 - Yanceyville (CD 7)",148,124,0,272
"Louisa County",-,"501 - Fredericks Hall (CD 7)",314,199,0,513
"Louisa County",-,"502 - Cuckoo (CD 7)",344,181,0,525
"Louisa County",-,"601 - Bumpass (CD 7)",499,119,0,618
"Louisa County",-,"602 - Locust Creek (CD 7)",434,165,0,599
"Louisa County",-,"701 - Sheltons Mill (CD 7)",492,177,1,670
"Louisa County",-,"702 - South Anna (CD 7)",354,133,0,487
"Louisa County",-,"Ab - Central Absentee Precinct (CD 7)",352,152,0,504
"Louisa County",-,"Provisional Votes (CD 7)",0,0,0,0
"Lunenburg County",-,"101 - Plymouth (CD 5)",289,86,0,375
"Lunenburg County",-,"201 - Browns Store (CD 5)",280,124,0,404
"Lunenburg County",-,"301 - Rosebud (CD 5)",228,93,0,321
"Lunenburg County",-,"302 - Flat Rock (CD 5)",71,52,0,123
"Lunenburg County",-,"401 - Arrowhead Gun Club (CD 5)",119,42,0,161
"Lunenburg County",-,"402 - Pleasant Grove (CD 5)",196,70,0,266
"Lunenburg County",-,"501 - Reedy Creek (CD 5)",121,88,0,209
"Lunenburg County",-,"502 - Peoples Community Center (CD 5)",83,149,0,232
"Lunenburg County",-,"601 - Hounds Creek (CD 5)",221,210,1,432
"Lunenburg County",-,"701 - Meherrin Fire Department (CD 5)",117,78,0,195
"Lunenburg County",-,"702 - Victoria Christian Church (CD 5)",207,91,0,298
"Lunenburg County",-,"Ab - Central Absentee Precinct (CD 5)",87,39,0,126
"Lunenburg County",-,"Provisional Votes (CD 5)",0,0,0,0
"Lynchburg City",-,"101 - First Ward First Precinct (CD 6)","1,090",641,0,"1,731"
"Lynchburg City",-,"102 - First Ward Second Precinct (CD 6)","1,085",627,0,"1,712"
"Lynchburg City",-,"103 - First Ward Third Precinct (CD 6)",874,527,0,"1,401"
"Lynchburg City",-,"104 - First Ward Fourth Precinct (CD 6)",274,234,1,509
"Lynchburg City",-,"105 - First Ward Fifth Precinct (CD 6)",479,454,0,933
"Lynchburg City",-,"201 - Second Ward First Precinct (CD 6)",285,846,2,"1,133"
"Lynchburg City",-,"202 - Second Ward Second Precinct (CD 6)",156,641,4,801
"Lynchburg City",-,"203 - Second Ward Third Precinct (CD 6)",88,243,0,331
"Lynchburg City",-,"301 - Third Ward First Precinct (CD 6)",394,313,0,707
"Lynchburg City",-,"302 - Third Ward Second Precinct (CD 6)",185,145,0,330
"Lynchburg City",-,"303 - Third Ward Third Precinct (CD 6)",429,219,0,648
"Lynchburg City",-,"304 - Third Ward Fourth Precinct (CD 6)","2,052",226,4,"2,282"
"Lynchburg City",-,"305 - Third Ward Fifth Precinct (CD 6)",783,291,1,"1,075"
"Lynchburg City",-,"401 - Fourth Ward First Precinct (CD 6)","1,194",469,1,"1,664"
"Lynchburg City",-,"402 - Fourth Ward Second Precinct (CD 6)",507,252,1,760
"Lynchburg City",-,"403 - Fourth Ward Third Precinct (CD 6)",929,479,3,"1,411"
"Lynchburg City",-,"404 - Fourth Ward Fourth Precinct (CD 6)",929,550,2,"1,481"
"Lynchburg City",-,"Ab - Central Absentee Precinct (CD 6)",516,423,0,939
"Lynchburg City",-,"Provisional Votes (CD 6)",3,3,0,6
"Madison County",-,"1 - Oak Park (CD 7)",249,141,0,390
"Madison County",-,"2 - Radiant (CD 7)",406,215,0,621
"Madison County",-,"3 - Rochelle (CD 7)",261,84,0,345
"Madison County",-,"4 - Graves Mill (CD 7)",30,10,0,40
"Madison County",-,"5 - Madison (CD 7)",507,232,0,739
"Madison County",-,"6 - Wolftown (CD 7)",264,152,0,416
"Madison County",-,"7 - Brightwood (CD 7)",545,178,0,723
"Madison County",-,"8 - Criglersville (CD 7)",260,134,0,394
"Madison County",-,"9 - Etlan (CD 7)",138,69,0,207
"Madison County",-,"Ab - Central Absentee Precinct (CD 7)",132,66,1,199
"Madison County",-,"Provisional Votes (CD 7)",0,0,0,0
"Manassas City",-,"1 - Dean (CD 10)","1,022",530,0,"1,552"
"Manassas City",-,"2 - Weems (CD 10)",676,453,0,"1,129"
"Manassas City",-,"3 - Metz (CD 10)",700,430,0,"1,130"
"Manassas City",-,"4 - Haydon (CD 10)",867,570,2,"1,439"
"Manassas City",-,"5 - Baldwin (CD 10)",610,522,1,"1,133"
"Manassas City",-,"Ab - Central Absentee Precinct (CD 10)",257,164,0,421
"Manassas City",-,"Provisional Votes (CD 10)",0,0,0,0
"Manassas Park City",-,"1 - Precinct One (CD 10)",506,348,1,855
"Manassas Park City",-,"2 - Precinct Two (CD 10)",403,287,0,690
"Manassas Park City",-,"Ab - Central Absentee Precinct (CD 10)",73,36,0,109
"Manassas Park City",-,"Provisional Votes (CD 10)",2,0,0,2
"Martinsville City",-,"1 - Precinct #1 (CD 5)",17,257,1,275
"Martinsville City",-,"2 - Precinct #2 (CD 5)",274,292,2,568
