County/City,Ward,Pct,"Ralph Shearer Northam","Earl Walker Jackson, Sr.","All Others","Total Votes Cast"
"Norfolk City",-,"211 - Chrysler Museum (CD 3)",968,248,3,"1,219"
"Norfolk City",-,"212 - Park Place (CD 3)",580,36,2,618
"Norfolk City",-,"213 - Taylor Elementary School (CD 3)","1,020",275,5,"1,300"
"Norfolk City",-,"214 - Stuart (CD 3)",997,236,5,"1,238"
"Norfolk City",-,"215 - Suburban Park (CD 2)",583,318,1,902
"Norfolk City",-,"217 - Wesley (CD 3)",426,163,1,590
"Norfolk City",-,"218 - Willard (CD 2)","1,107",532,7,"1,646"
"Norfolk City",-,"301 - Ballentine (CD 3)",777,114,2,893
"Norfolk City",-,"302 - Tanners Creek (CD 3)",389,86,0,475
"Norfolk City",-,"303 - Bowling Park (CD 3)",980,70,1,"1,051"
"Norfolk City",-,"304 - Coleman Place School (CD 3)",387,91,1,479
"Norfolk City",-,"305 - Lafayette-winona (CD 3)",656,112,0,768
"Norfolk City",-,"306 - Lindenwood (CD 3)",531,67,3,601
"Norfolk City",-,"309 - Norview (CD 3)","1,193",232,8,"1,433"
"Norfolk City",-,"310 - Rosemont (CD 3)","1,177",61,2,"1,240"
"Norfolk City",-,"311 - Sherwood (CD 3)",949,373,10,"1,332"
"Norfolk City",-,"313 - Union Chapel (CD 3)",404,18,0,422
"Norfolk City",-,"402 - Berkley (CD 3)",714,41,1,756
"Norfolk City",-,"403 - Brambleton (CD 3)",266,20,0,286
"Norfolk City",-,"404 - Campostella (CD 3)",664,51,1,716
"Norfolk City",-,"405 - Chesterfield (CD 3)",835,38,2,875
"Norfolk City",-,"406 - Barron Black (CD 2)",483,224,0,707
"Norfolk City",-,"408 - Easton (CD 2)",593,305,2,900
"Norfolk City",-,"409 - Fairlawn (CD 2)",500,237,1,738
"Norfolk City",-,"411 - Ruffner Academy (CD 3)",147,10,1,158
"Norfolk City",-,"412 - Ingleside (CD 3)",785,114,0,899
"Norfolk City",-,"413 - Poplar Halls (CD 3)","1,027",169,1,"1,197"
"Norfolk City",-,"414 - Young Park (CD 3)",812,32,1,845
"Norfolk City",-,"415 - Lake Taylor High School (CD 3)",485,200,1,686
"Norfolk City",-,"501 - Bayview (CD 2)",649,407,3,"1,059"
"Norfolk City",-,"503 - East Ocean View (CD 2)",685,277,2,964
"Norfolk City",-,"504 - Larrymore (CD 2)",638,310,2,950
"Norfolk City",-,"505 - Little Creek (CD 2)",375,243,3,621
"Norfolk City",-,"506 - Ocean View Center (CD 2)",802,279,4,"1,085"
"Norfolk City",-,"507 - Pretlow (CD 2)",595,316,5,916
"Norfolk City",-,"509 - Tarrallton (CD 2)",604,465,4,"1,073"
"Norfolk City",-,"510 - Third Presbyterian (CD 2)",674,451,5,"1,130"
"Norfolk City",-,"511 - Crossroads (CD 2)",558,372,3,933
"Norfolk City",-,"512 - Azalea Gardens (CD 2)",387,231,2,620
"Norfolk City",-,"Ab - Central Absentee Precinct (CD 2)",462,197,1,660
"Norfolk City",-,"Ab - Central Absentee Precinct (CD 3)",769,104,2,875
"Norfolk City",-,"Provisional (CD 2)",5,4,9,18
"Norfolk City",-,"Provisional (CD 3)",10,5,15,30
"Northampton County",-,"101 - Precinct 1-1",644,283,3,930
"Northampton County",-,"201 - Precinct 2-1",532,131,0,663
"Northampton County",-,"301 - Precinct 3-1",484,159,0,643
"Northampton County",-,"401 - Precinct 4-1",514,222,0,736
"Northampton County",-,"501 - Precinct 5-1",465,309,1,775
"Northampton County",-,"Ab - Central Absentee Precinct",142,67,0,209
"Northampton County",-,Provisional,2,0,2,4
"Northumberland County",-,"101 - 1a",414,374,3,791
"Northumberland County",-,"201 - 2a",436,501,5,942
"Northumberland County",-,"301 - 3a",349,151,2,502
"Northumberland County",-,"302 - 3b",195,52,1,248
"Northumberland County",-,"401 - 4a",556,654,6,"1,216"
"Northumberland County",-,"501 - 5a",500,613,8,"1,121"
"Northumberland County",-,"Ab - Central Absentee Precinct",148,172,0,320
"Northumberland County",-,Provisional,2,1,0,3
"Norton City",-,"1 - East Ward",355,488,4,847
"Norton City",-,Provisional,0,1,0,1
"Nottoway County",-,"101 - Precinct 1-1",241,215,1,457
"Nottoway County",-,"102 - Precinct 1-2",167,143,1,311
"Nottoway County",-,"201 - Precinct 2-1",260,285,3,548
"Nottoway County",-,"202 - Precinct 2-2",97,167,1,265
"Nottoway County",-,"301 - Precinct 3-1",289,115,0,404
"Nottoway County",-,"302 - Precinct 3-2",151,123,2,276
"Nottoway County",-,"401 - Precinct 4-1",320,75,0,395
"Nottoway County",-,"402 - Precinct 4-2",172,200,0,372
"Nottoway County",-,"501 - Precinct 5-1",415,348,0,763
"Nottoway County",-,"Ab - Central Absentee Precinct",76,60,0,136
"Nottoway County",-,Provisional,0,0,0,0
"Orange County",-,"101 - One West",485,639,3,"1,127"
"Orange County",-,"102 - One East",461,496,1,958
"Orange County",-,"201 - Two West",338,472,0,810
"Orange County",-,"202 - Two East",287,467,4,758
"Orange County",-,"301 - Three West",552,559,4,"1,115"
"Orange County",-,"302 - Three East",160,206,1,367
"Orange County",-,"401 - Four West",293,610,2,905
"Orange County",-,"402 - Four East",301,484,1,786
"Orange County",-,"501 - Five South",562,625,2,"1,189"
"Orange County",-,"502 - Five North",562,742,6,"1,310"
"Orange County",-,"Ab - Central Absentee Precinct",238,286,3,527
"Orange County",-,Provisional,3,4,0,7
"Page County",-,"101 - West Luray",539,674,6,"1,219"
"Page County",-,"201 - East Luray",527,749,1,"1,277"
"Page County",-,"301 - Marksville",469,743,0,"1,212"
"Page County",-,"401 - Newport",307,639,2,948
"Page County",-,"501 - Shenandoah",327,715,3,"1,045"
"Page County",-,"Ab - Central Absentee Precinct",115,144,0,259
"Page County",-,Provisional,0,0,0,0
"Patrick County",-,"101 - Ararat",101,192,0,293
"Patrick County",-,"102 - Claudville",82,213,0,295
"Patrick County",-,"103 - Willis Gap",91,200,0,291
"Patrick County",-,"201 - Dry Pond",36,111,0,147
"Patrick County",-,"202 - Patrick Springs",151,369,1,521
"Patrick County",-,"203 - Russell Creek",119,251,0,370
"Patrick County",-,"301 - Critz/stella",172,338,1,511
"Patrick County",-,"302 - Liberty",77,250,0,327
"Patrick County",-,"401 - Meadows Of Dan",148,258,0,406
"Patrick County",-,"402 - Stuart Administration",180,331,0,511
"Patrick County",-,"501 - Stuart Community",59,163,0,222
"Patrick County",-,"502 - Elamsville",124,232,1,357
"Patrick County",-,"503 - Woolwine",149,291,0,440
"Patrick County",-,"Ab - Central Absentee Precinct",91,143,0,234
"Patrick County",-,Provisional,0,1,1,2
"Petersburg City",-,"101 - First Ward First Precinct",639,90,5,734
"Petersburg City",-,"201 - Second Ward First Precinct","1,240",115,2,"1,357"
"Petersburg City",-,"301 - Third Ward First Precinct","1,219",246,3,"1,468"
"Petersburg City",-,"401 - Fourth Ward First Precinct",807,145,2,954
"Petersburg City",-,"501 - Fifth Ward First Precinct",816,66,1,883
"Petersburg City",-,"601 - Sixth Ward First Precinct",842,45,0,887
"Petersburg City",-,"701 - Seventh Ward First Precinct","1,086",86,1,"1,173"
"Petersburg City",-,"Ab - Central Absentee Precinct",644,86,1,731
"Petersburg City",-,Provisional,3,0,0,3
"Pittsylvania County",-,"103 - Twin Springs",302,"1,099",3,"1,404"
"Pittsylvania County",-,"105 - Chatham",216,369,2,587
"Pittsylvania County",-,"106 - Tunstall",164,378,3,545
"Pittsylvania County",-,"108 - West Blairs",127,213,1,341
"Pittsylvania County",-,"201 - Callands",186,387,1,574
"Pittsylvania County",-,"202- Bearskin",82,76,0,158
"Pittsylvania County",-,"204 - Sandy Level",150,208,1,359
"Pittsylvania County",-,"206 - Climax",123,272,2,397
"Pittsylvania County",-,"207 - Gretna",387,604,1,992
"Pittsylvania County",-,"301 - Central",334,181,0,515
"Pittsylvania County",-,"305 - Riceville",280,171,1,452
"Pittsylvania County",-,"307 - East Blairs",420,124,0,544
"Pittsylvania County",-,"308 - Mt Airy",164,106,1,271
"Pittsylvania County",-,"309 - East Gretna",158,158,1,317
"Pittsylvania County",-,"402 - Keeling",128,377,1,506
"Pittsylvania County",-,"404 - Kentuck",278,684,3,965
"Pittsylvania County",-,"405 - Ringgold",396,660,0,"1,056"
"Pittsylvania County",-,"501 - Hurt",332,455,2,789
"Pittsylvania County",-,"502 - Motley Sycamore",387,456,2,845
"Pittsylvania County",-,"503 - Renan",202,260,0,462
"Pittsylvania County",-,"603 - Stony Mill",221,386,0,607
"Pittsylvania County",-,"604 - Swansonville",222,277,1,500
"Pittsylvania County",-,"605 - Whitmell",174,323,0,497
"Pittsylvania County",-,"606 - Brosville",267,253,0,520
"Pittsylvania County",-,"607 - Dry Fork",92,195,0,287
"Pittsylvania County",-,"702 - Bachelors Hall",211,606,3,820
"Pittsylvania County",-,"703 - Ferry Road",58,95,1,154
"Pittsylvania County",-,"704 - Mt Hermon",412,788,1,"1,201"
"Pittsylvania County",-,"705 - Mt Cross",140,394,3,537
"Pittsylvania County",-,"Ab - Central Absentee Precinct",308,418,1,727
"Pittsylvania County",-,Provisional,1,0,1,2
"Poquoson City",-,"1 - Central",424,817,5,"1,246"
"Poquoson City",-,"2 - Eastern",452,981,0,"1,433"
"Poquoson City",-,"3 - Western",530,977,5,"1,512"
"Poquoson City",-,"Ab - Central Absentee Precinct",63,124,1,188
"Poquoson City",-,Provisional,0,0,0,0
"Portsmouth City",-,"1 - One",648,187,2,837
"Portsmouth City",-,"5 - Five",526,31,2,559
"Portsmouth City",-,"7- Seven",401,116,1,518
"Portsmouth City",-,"9 - Nine",658,145,1,804
"Portsmouth City",-,"10 - Ten",332,160,3,495
"Portsmouth City",-,"11 - Eleven",589,24,1,614
"Portsmouth City",-,"13 - Thirteen",390,26,0,416
"Portsmouth City",-,"14 - Fourteen",658,40,0,698
"Portsmouth City",-,"16 - Sixteen",391,178,0,569
"Portsmouth City",-,"17 - Seventeen",490,206,1,697
"Portsmouth City",-,"19 - Nineteen",271,142,0,413
"Portsmouth City",-,"20 - Twenty",390,161,2,553
"Portsmouth City",-,"21 - Twenty-one",436,44,0,480
"Portsmouth City",-,"22 - Twenty-two",357,265,6,628
"Portsmouth City",-,"23 - Twenty-three",353,322,3,678
"Portsmouth City",-,"24 - Twenty-four",393,179,4,576
"Portsmouth City",-,"25 - Twenty-five",572,285,4,861
"Portsmouth City",-,"26 - Twenty-six",817,55,2,874
"Portsmouth City",-,"27 - Twenty-seven",836,56,2,894
"Portsmouth City",-,"28 - Twenty Eight","1,274",69,1,"1,344"
"Portsmouth City",-,"29 - Twenty- Nine",251,313,2,566
"Portsmouth City",-,"30 - Thirty",242,317,1,560
"Portsmouth City",-,"31 - Thirty-one",640,306,1,947
"Portsmouth City",-,"32 - Thirty-two",400,333,2,735
"Portsmouth City",-,"33- Thirty-three",299,323,1,623
"Portsmouth City",-,"34- Thirty-four",491,371,5,867
"Portsmouth City",-,"35 - Thirty-five",567,418,6,991
"Portsmouth City",-,"36 - Thirty-six","1,127",613,6,"1,746"
"Portsmouth City",-,"37 - Thirty-seven",947,364,1,"1,312"
"Portsmouth City",-,"38 - Thirty-eight","1,077",155,4,"1,236"
"Portsmouth City",-,"39 - Thirty-nine","1,255",329,4,"1,588"
"Portsmouth City",-,"Ab - Central Absentee Precinct",766,163,2,931
"Portsmouth City",-,Provisional,6,1,0,7
"Powhatan County",-,"101 - Subletts",428,778,6,"1,212"
"Powhatan County",-,"102 - Manakin",354,448,8,810
"Powhatan County",-,"103 - Flat Rock",211,411,5,627
"Powhatan County",-,"201 - Powhatan Station",253,608,4,865
"Powhatan County",-,"202 - Graceland",331,705,4,"1,040"
"Powhatan County",-,"301 - Bethesda",333,567,7,907
"Powhatan County",-,"302 - Lee's Landing",264,487,3,754
"Powhatan County",-,"401 - Powhatan Courthouse",416,938,6,"1,360"
"Powhatan County",-,"402 - Mt Zion",185,311,1,497
"Powhatan County",-,"501 - Smith Cross Roads",380,395,6,781
"Powhatan County",-,"502 - Pineville",206,224,0,430
"Powhatan County",-,"503 - Tobaccoville",111,232,0,343
"Powhatan County",-,"Ab - Central Absentee Precinct",147,229,3,379
"Powhatan County",-,Provisional,1,2,3,6
"Prince Edward County",-,"101 - Farmville",339,228,1,568
"Prince Edward County",-,"201 - Lockett",436,337,1,774
"Prince Edward County",-,"301 - Leigh",281,170,1,452
"Prince Edward County",-,"302 - Mt Pleasant",194,81,0,275
"Prince Edward County",-,"401 - Hampden",325,216,1,542
"Prince Edward County",-,"501 - Darlington Hts",165,222,0,387
"Prince Edward County",-,"502 - Buffalo Hts",135,128,1,264
"Prince Edward County",-,"601 - Prospect",454,329,4,787
"Prince Edward County",-,"701 - West End",382,227,1,610
"Prince Edward County",-,"801 - Center",234,68,1,303
"Prince Edward County",-,"Ab - Central Absentee Precinct",78,78,1,157
"Prince Edward County",-,Provisional,1,0,0,1
"Prince George County",-,"101 - Richard Bland (CD 4)",321,355,4,680
"Prince George County",-,"102 - Templeton (CD 4)",585,968,5,"1,558"
"Prince George County",-,"103 - Union Branch (CD 4)",533,452,4,989
"Prince George County",-,"104 - Rives (CD 3)",373,225,0,598
"Prince George County",-,"104 - Rives (CD 4)",16,4,0,20
"Prince George County",-,"105 - Harrison (CD 3)",133,205,1,339
"Prince George County",-,"201 - Bland (CD 3)",595,811,7,"1,413"
"Prince George County",-,"202 - Black Water (CD 3)",402,555,1,958
"Prince George County",-,"203 - Brandon (CD 3)",172,233,0,405
"Prince George County",-,"204 - Courts Bldg (CD 4)",648,488,3,"1,139"
"Prince George County",-,"205 - Jefferson Park (CD 4)",476,206,4,686
"Prince George County",-,"Ab - Central Absentee Precinct (CD 3)",89,111,0,200
"Prince George County",-,"Ab - Central Absentee Precinct (CD 4)",99,91,2,192
"Prince George County",-,"Provisional (CD 3)",0,0,0,0
"Prince George County",-,"Provisional (CD 4)",1,0,3,4
"Prince William County",-,"101 - Brentsville (CD 1)",440,817,2,"1,259"
"Prince William County",-,"102 - Cedar Point (CD 1)",759,876,3,"1,638"
"Prince William County",-,"103 - Glenkirk (CD 1)",520,575,2,"1,097"
"Prince William County",-,"104 - Nokesville (CD 1)",257,583,6,846
"Prince William County",-,"105 - Limestone (CD 1)",673,723,6,"1,402"
"Prince William County",-,"106 - Westgate (CD 1)",367,177,4,548
"Prince William County",-,"107 - Marsteller (CD 1)",921,836,5,"1,762"
"Prince William County",-,"108 - Victory (CD 1)",691,704,7,"1,402"
"Prince William County",-,"109 - Piney Branch (CD 1)",475,491,0,966
"Prince William County",-,"110 - Buckland Mills (CD 1)",176,204,2,382
"Prince William County",-,"110 - Buckland Mills (CD 10)",723,733,2,"1,458"
"Prince William County",-,"111 - Bristow Run (CD 1)",787,869,6,"1,662"
"Prince William County",-,"201 - Saunders (CD 1)",31,23,0,54
"Prince William County",-,"201 - Saunders (CD 11)",818,430,2,"1,250"
"Prince William County",-,"202 - Marshall (CD 1)",669,803,6,"1,478"
"Prince William County",-,"203 - Bennett (CD 1)",915,"1,240",8,"2,163"
"Prince William County",-,"204 - Ellis (CD 1)",455,438,6,899
"Prince William County",-,"205 - Buckhall (CD 10)",527,611,3,"1,141"
"Prince William County",-,"206 - Coles (CD 1)",483,563,4,"1,050"
"Prince William County",-,"207 - Spriggs (CD 1)",767,449,9,"1,225"
"Prince William County",-,"208 - Hylton (CD 1)",655,779,1,"1,435"
"Prince William County",-,"208 - Hylton (CD 11)",220,125,1,346
"Prince William County",-,"209 - Independent Hill (CD 1)",355,593,4,952
"Prince William County",-,"210 - Penn (CD 1)",530,696,4,"1,230"
"Prince William County",-,"210 - Penn (CD 11)",171,82,0,253
"Prince William County",-,"211 - Signal Hill (CD 10)",376,453,2,831
"Prince William County",-,"212 - Yorkshire (CD 10)",595,491,4,"1,090"
"Prince William County",-,"301 - Dumfries (CD 11)",520,195,2,717
"Prince William County",-,"302 - Potomac (CD 11)",821,229,2,"1,052"
"Prince William County",-,"303 - Graham Park (CD 11)",809,453,3,"1,265"
"Prince William County",-,"304 - Quantico (CD 1)",52,70,0,122
"Prince William County",-,"305 - Pattie (CD 1)",654,542,3,"1,199"
"Prince William County",-,"306 - Washington-reid (CD 1)",820,566,4,"1,390"
"Prince William County",-,"307 - Henderson (CD 1)","1,062",855,7,"1,924"
"Prince William County",-,"308 - Montclair (CD 1)",880,756,5,"1,641"
"Prince William County",-,"309 - Ashland (CD 1)",489,403,5,897
"Prince William County",-,"310 - Forest Park (CD 1)",593,303,1,897
"Prince William County",-,"311 - Swans Creek (CD 11)",951,342,5,"1,298"
"Prince William County",-,"312 - Triangle (CD 1)",139,56,0,195
"Prince William County",-,"401 - Evergreen (CD 10)",692,983,5,"1,680"
"Prince William County",-,"402 - Battlefield (CD 10)",543,"1,101",3,"1,647"
"Prince William County",-,"403 - Bull Run (CD 10)",392,447,2,841
"Prince William County",-,"404 - Ashton (CD 1)",580,286,4,870
"Prince William County",-,"405 - Stonewall (CD 1)",528,320,3,851
"Prince William County",-,"406 - Alvey (CD 10)",990,"1,173",4,"2,167"
"Prince William County",-,"407 - Heritage Hunt (CD 10)","1,037",982,2,"2,021"
"Prince William County",-,"408 - Sudley (CD 1)",396,387,2,785
"Prince William County",-,"409 - Haymarket (CD 10)",507,491,4,"1,002"
"Prince William County",-,"410 - Mountain View (CD 10)",531,805,3,"1,339"
"Prince William County",-,"411 - Mullen (CD 1)",669,354,4,"1,027"
"Prince William County",-,"501 - Lake Ridge (CD 1)",732,465,2,"1,199"
"Prince William County",-,"502 - Occoquan (CD 11)",376,242,2,620
"Prince William County",-,"503 - Old Bridge (CD 11)",735,683,3,"1,421"
"Prince William County",-,"504 - Rockledge (CD 11)",837,579,7,"1,423"
"Prince William County",-,"505 - Mohican (CD 1)",507,410,1,918
"Prince William County",-,"505 - Mohican (CD 11)",465,242,0,707
"Prince William County",-,"506 - Bethel (CD 11)",885,603,4,"1,492"
"Prince William County",-,"507 - Chinn (CD 11)",623,374,1,998
"Prince William County",-,"508 - Springwoods (CD 1)",463,247,1,711
"Prince William County",-,"508 - Springwoods (CD 11)",391,180,1,572
"Prince William County",-,"509 - Mc Coart (CD 1)",662,564,2,"1,228"
"Prince William County",-,"510 - Yates Ford (CD 1)",200,251,3,454
"Prince William County",-,"510 - Yates Ford (CD 10)",353,410,6,769
"Prince William County",-,"511 - Westridge (CD 1)",613,488,6,"1,107"
"Prince William County",-,"512 - York (CD 11)",650,206,2,858
"Prince William County",-,"601 - Dale (CD 11)",529,164,0,693
"Prince William County",-,"602 - Beville (CD 11)",842,368,2,"1,212"
"Prince William County",-,"603 - Godwin (CD 11)",892,332,4,"1,228"
"Prince William County",-,"604 - Gideon (CD 11)",561,221,2,784
"Prince William County",-,"605 - Minnieville (CD 11)",561,331,4,896
"Prince William County",-,"606 - Bel Air (CD 11)",574,318,5,897
"Prince William County",-,"607 - Kerrydale (CD 11)",712,300,2,"1,014"
"Prince William County",-,"608 - Enterprise (CD 11)",628,287,2,917
"Prince William County",-,"609 - King (CD 1)",0,0,0,0
"Prince William County",-,"609 - King (CD 11)",778,347,4,"1,129"
"Prince William County",-,"610 - Fitzgerald (CD 11)",724,286,3,"1,013"
"Prince William County",-,"701 - Belmont (CD 11)",577,399,3,979
"Prince William County",-,"702 - Library (CD 11)",955,406,0,"1,361"
"Prince William County",-,"703 - Lynn (CD 11)",519,158,2,679
"Prince William County",-,"704 - Porter (CD 11)",820,391,6,"1,217"
"Prince William County",-,"705 - Potomac View (CD 11)",304,231,1,536
"Prince William County",-,"706 - Rippon (CD 11)",835,429,2,"1,266"
"Prince William County",-,"707 - Kilby (CD 11)",504,204,0,708
"Prince William County",-,"708 - River Oaks (CD 11)","1,198",263,2,"1,463"
"Prince William County",-,"709 - Freedom (CD 11)",660,159,4,823
"Prince William County",-,"Ab - Central Absentee Precinct (CD 1)","1,291","1,272",8,"2,571"
"Prince William County",-,"Ab - Central Absentee Precinct (CD 10)",752,904,6,"1,662"
"Prince William County",-,"Ab - Central Absentee Precinct (CD 11)","1,263",715,3,"1,981"
"Prince William County",-,"Provisional (CD 1)",9,13,0,22
"Prince William County",-,"Provisional (CD 10)",0,2,0,2
"Prince William County",-,"Provisional (CD 11)",18,6,0,24
"Pulaski County",-,"101 - Belspring",171,183,2,356
"Pulaski County",-,"102 - New River",542,464,2,"1,008"
"Pulaski County",-,"103 - West Cloyd",217,279,0,496
"Pulaski County",-,"201 - Draper",240,397,0,637
"Pulaski County",-,"202 - South Pulaski",52,65,0,117
"Pulaski County",-,"203 - Newbern",427,478,5,910
"Pulaski County",-,"301 - Dublin",330,510,1,841
"Pulaski County",-,"302 - Hiwassee",56,120,0,176
"Pulaski County",-,"304 - Snowville",181,335,1,517
"Pulaski County",-,"401 - Massie",422,642,2,"1,066"
"Pulaski County",-,"402 - Walker",120,276,0,396
"Pulaski County",-,"501 - Robinson",540,597,5,"1,142"
"Pulaski County",-,"Ab - Central Absentee Precinct",139,158,1,298
"Pulaski County",-,Provisional,0,5,0,5
"Radford City",-,"1 - East Precinct",493,333,4,830
"Radford City",-,"2 - Central Precinct",564,403,5,972
"Radford City",-,"3 - West Precinct",487,449,2,938
"Radford City",-,"Ab - Central Absentee Precinct",90,55,0,145
"Rappahannock County",-,"101 - Washington",347,291,1,639
"Rappahannock County",-,"201 - Amissville",235,351,1,587
"Rappahannock County",-,"301 - Sperryville",332,231,5,568
"Rappahannock County",-,"401 - Scrabble",277,248,2,527
"Rappahannock County",-,"501 - Chester Gap",65,145,0,210
"Rappahannock County",-,"502 - Flint Hill",177,176,1,354
"Richmond County",-,"101 - Precinct 1-1",345,173,0,518
"Richmond County",-,"201 - Precinct 2-1",147,227,0,374
"Richmond County",-,"301 - Precinct 3-1",178,201,1,380
"Richmond County",-,"401 - Precinct 4-1",229,241,0,470
"Richmond County",-,"501 - Precinct 5-1",158,240,1,399
"Richmond County",-,"Ab - Central Absentee Precinct",35,60,1,96
"Richmond County",-,Provisional,0,0,0,0
"Richmond City",-,"101 - One Hundred One (CD 7)",792,451,9,"1,252"
"Richmond City",-,"102 - One Hundred Two (CD 7)",430,278,4,712
"Richmond City",-,"104 - One Hundred Four (CD 7)",652,442,12,"1,106"
"Richmond City",-,"105 - One Hundred Five (CD 7)",611,290,12,913
"Richmond City",-,"106 - One Hundred Six (CD 7)",621,502,9,"1,132"
"Richmond City",-,"111 - One Hundred Eleven (CD 7)",606,296,8,910
"Richmond City",-,"112 - One Hundred Twelve (CD 7)",504,210,10,724
"Richmond City",-,"113 - One Hundred Thirteen (CD 3)",828,180,5,"1,013"
"Richmond City",-,"114 - One Hundred Fourteen (CD 3)","1,001",236,7,"1,244"
"Richmond City",-,"203 - Two Hundred Three (CD 3)",850,165,5,"1,020"
"Richmond City",-,"204 - Two Hundred Four (CD 3)",836,222,9,"1,067"
"Richmond City",-,"206 - Two Hundred Six (CD 3)",761,131,3,895
"Richmond City",-,"207 - Two Hundred Seven (CD 3)",870,239,16,"1,125"
"Richmond City",-,"208 - Two Hundred Eight (CD 3)",989,191,12,"1,192"
"Richmond City",-,"213 - Two Hundred Thirteen (CD 3)",853,89,1,943
"Richmond City",-,"301 - Three Hundred One (CD 3)",505,28,2,535
"Richmond City",-,"302 - Three Hundred Two (CD 3)",632,86,1,719
"Richmond City",-,"303 - Three Hundred Three (CD 3)",530,34,1,565
"Richmond City",-,"304 - Three Hundred Four (CD 3)",671,55,1,727
"Richmond City",-,"305 - Three Hundred Five (CD 3)",614,50,1,665
"Richmond City",-,"306 - Three Hundred Six (CD 3)",453,38,0,491
"Richmond City",-,"307 - Three Hundred Seven (CD 3)",728,147,4,879
"Richmond City",-,"308 - Three Hundred Eight (CD 3)",804,163,10,977
"Richmond City",-,"309 - Three Hundred Nine (CD 7)",500,177,3,680
"Richmond City",-,"310 - Three Hundred Ten (CD 3)",216,26,0,242
"Richmond City",-,"402 - Four Hundred Two (CD 3)","1,232",396,16,"1,644"
"Richmond City",-,"404 - Four Hundred Four (CD 3)",901,245,2,"1,148"
"Richmond City",-,"409 - Four Hundred Nine (CD 7)","1,216",595,7,"1,818"
"Richmond City",-,"410 - Four Hundred Ten (CD 7)",734,255,5,994
"Richmond City",-,"412 - Four Hundred Twelve (CD 3)",233,56,3,292
"Richmond City",-,"412 - Four Hundred Twelve (CD 7)",406,104,1,511
"Richmond City",-,"413 - Four Hundred Thirteen (CD 7)",780,316,7,"1,103"
"Richmond City",-,"414 - Four Hundred Fourteen (CD 7)",783,387,5,"1,175"
"Richmond City",-,"501 - Five Hundred One (CD 3)","1,002",165,4,"1,171"
"Richmond City",-,"503 - Five Hundred Three (CD 3)","1,079",120,1,"1,200"
"Richmond City",-,"504 - Five Hundred Four (CD 3)","1,080",145,4,"1,229"
"Richmond City",-,"505 - Five Hundred Five (CD 3)",409,47,3,459
"Richmond City",-,"508 - Five Hundred Eight (CD 3)",568,82,1,651
"Richmond City",-,"509 - Five Hundred Nine (CD 3)",653,55,1,709
"Richmond City",-,"510 - Five Hundred Ten (CD 3)",817,86,2,905
"Richmond City",-,"602 - Six Hundred Two (CD 3)",471,17,0,488
"Richmond City",-,"603 - Six Hundred Three (CD 3)",609,40,2,651
"Richmond City",-,"604 - Six Hundred Four (CD 3)",449,34,0,483
"Richmond City",-,"606 - Six Hundred Six (CD 3)",831,56,26,913
"Richmond City",-,"607 - Six Hundred Seven (CD 3)",404,83,3,490
"Richmond City",-,"609 - Six Hundred Nine (CD 3)",469,55,2,526
"Richmond City",-,"610 - Six Hundred Ten (CD 3)",505,31,2,538
"Richmond City",-,"701 - Seven Hundred One (CD 3)",566,43,1,610
"Richmond City",-,"702 - Seven Hundred Two (CD 3)",516,84,3,603
"Richmond City",-,"703 - Seven Hundred Three (CD 3)",517,71,1,589
"Richmond City",-,"705 - Seven Hundred Five (CD 3)",523,75,3,601
"Richmond City",-,"706 - Seven Hundred Six (CD 3)",897,141,3,"1,041"
"Richmond City",-,"707 - Seven Hundred Seven (CD 3)","1,167",204,12,"1,383"
"Richmond City",-,"708 - Seven Hundred Eight (CD 3)",600,118,5,723
"Richmond City",-,"802 - Eight Hundred Two (CD 3)",546,37,1,584
"Richmond City",-,"806 - Eight Hundred Six (CD 3)",764,75,1,840
"Richmond City",-,"810 - Eight Hundred Ten (CD 3)",603,68,1,672
"Richmond City",-,"811 - Eight Hundred Eleven (CD 3)",632,70,0,702
"Richmond City",-,"812 - Eight Hundred Twelve (CD 3)",970,191,0,"1,161"
"Richmond City",-,"814 - Eight Hundred Fourteen (CD 3)",563,62,1,626
"Richmond City",-,"902 - Nine Hundred Two (CD 3)",294,28,0,322
"Richmond City",-,"903 - Nine Hundred Three (CD 3)",722,101,0,823
"Richmond City",-,"908 - Nine Hundred Eight (CD 3)",465,33,1,499
"Richmond City",-,"908 - Nine Hundred Eight (CD 7)",240,29,0,269
"Richmond City",-,"909 - Nine Hundred Nine (CD 3)",857,75,3,935
"Richmond City",-,"910 - Nine Hundred Ten (CD 3)",675,94,1,770
"Richmond City",-,"911 - Nine Hundred Eleven (CD 3)",715,51,0,766
"Richmond City",-,"Ab - Central Absentee Precinct (CD 3)","1,208",156,5,"1,369"
"Richmond City",-,"Ab - Central Absentee Precinct (CD 7)",353,152,6,511
"Richmond City",-,"Provisional (CD 3)",13,1,14,28
"Richmond City",-,"Provisional (CD 7)",3,1,4,8
"Roanoke County",-,"101 - Catawba (CD 9)",126,223,1,350
"Roanoke County",-,"102 - Mason Valley (CD 9)",127,242,0,369
"Roanoke County",-,"103 - Glenvar (CD 9)",298,546,1,845
"Roanoke County",-,"104 - Northside (CD 9)",311,356,1,668
"Roanoke County",-,"105 - Peters Creek (CD 9)",565,793,3,"1,361"
"Roanoke County",-,"106 - Green Hill (CD 9)",597,765,5,"1,367"
