County/City,Ward,Pct,"Barack Obama","John McCain","Ralph Nader","Bob Barr","Chuck Baldwin","Cynthia McKinney","All Others","Total Votes Cast"
"Buchanan County",-,"201 - Grassy (CD 9)",65,48,0,1,0,0,0,114
"Buchanan County",-,"202 - Bull (CD 9)",270,222,1,1,3,1,3,501
"Buchanan County",-,"203 - Rocklick (CD 9)",270,249,4,3,2,0,1,529
"Buchanan County",-,"301 - Slate (CD 9)",338,300,1,2,0,0,2,643
"Buchanan County",-,"302 - North Grundy (CD 9)",209,323,6,2,0,0,2,542
"Buchanan County",-,"403 - South Grundy (CD 9)",328,561,4,4,3,2,3,905
"Buchanan County",-,"404 - Oakwood (CD 9)",64,80,0,1,0,0,0,145
"Buchanan County",-,"501 - Prater (CD 9)",334,185,2,3,2,3,0,529
"Buchanan County",-,"502 - Fox (CD 9)",98,40,0,0,3,0,0,141
"Buchanan County",-,"503 - Vansant (CD 9)",241,305,2,3,1,1,0,553
"Buchanan County",-,"601 - Council (CD 9)",151,176,2,1,1,0,0,331
"Buchanan County",-,"602 - Garden (CD 9)",244,305,1,1,2,0,2,555
"Buchanan County",-,"603 - Hurricane (CD 9)",193,139,1,0,2,0,1,336
"Buchanan County",-,"701 - Whitewood (CD 9)",312,367,3,2,2,1,2,689
"Buchanan County",-,"702 - Contrary (CD 9)",186,261,2,0,1,0,4,454
"Buchanan County",-,"Ab - Central Absentee Precinct (CD 9)",309,343,3,1,0,0,6,662
"Buchanan County",-,"Provisional Votes (CD 9)",2,1,0,0,0,0,0,3
"Buckingham County",-,"101 - New Canton (CD 5)",515,437,6,3,4,4,0,969
"Buckingham County",-,"201 - White Hall (CD 5)",279,260,1,1,1,0,0,542
"Buckingham County",-,"301 - Curdsville (CD 5)",270,353,2,0,0,1,1,627
"Buckingham County",-,"302 - New Store (CD 5)",122,282,1,0,0,1,1,407
"Buckingham County",-,"401 - Maysville (CD 5)",440,555,2,2,3,0,1,"1,003"
"Buckingham County",-,"501 - Wrights (CD 5)",199,345,4,2,1,1,0,552
"Buckingham County",-,"502 - Glenmore (CD 5)",338,237,2,5,1,3,0,586
"Buckingham County",-,"601 - Slate River (CD 5)",702,428,3,3,4,0,1,"1,141"
"Buckingham County",-,"701 - Gold Hill (CD 5)",301,255,4,2,0,0,0,562
"Buckingham County",-,"Ab - Central Absentee Precinct (CD 5)",323,276,5,1,0,0,0,605
"Buckingham County",-,"Provisional Votes (CD 5)",0,0,0,0,0,0,0,0
"Buena Vista City",-,"1 - First Ward (CD 6)",623,723,5,1,5,1,2,"1,360"
"Buena Vista City",-,"2 - Second Ward (CD 6)",485,559,1,7,7,0,4,"1,063"
"Buena Vista City",-,"Provisional Votes (CD 6)",0,0,0,0,0,0,0,0
"Campbell County",-,"101 - Brookville (CD 5)",531,"1,568",4,7,14,0,2,"2,126"
"Campbell County",-,"102 - New London (CD 5)",444,"1,273",4,2,4,2,2,"1,731"
"Campbell County",-,"201 - Walker (CD 5)",627,"1,454",12,9,23,2,4,"2,131"
"Campbell County",-,"202 - Bedford Springs (CD 5)",390,"1,099",2,2,9,1,1,"1,504"
"Campbell County",-,"301 - Evington (CD 5)",236,564,2,4,0,0,1,807
"Campbell County",-,"302 - Lynch Station (CD 5)",382,744,3,3,1,0,0,"1,133"
"Campbell County",-,"303 - Altavista (CD 5)",634,743,2,6,3,3,1,"1,392"
"Campbell County",-,"401 - Three Forks (CD 5)",384,"1,204",8,2,7,0,1,"1,606"
"Campbell County",-,"402 - Court House (CD 5)",520,"1,388",7,5,6,0,3,"1,929"
"Campbell County",-,"501 - Spring Hill (CD 5)",503,"1,056",1,7,7,2,3,"1,579"
"Campbell County",-,"502 - Yellow Branch (CD 5)",464,"1,000",2,6,1,1,1,"1,475"
"Campbell County",-,"601 - Airport (CD 5)",234,833,3,1,5,0,0,"1,076"
"Campbell County",-,"602 - Kings (CD 5)",309,433,4,2,0,0,0,748
"Campbell County",-,"603 - Concord (CD 5)",552,"1,264",2,2,1,0,4,"1,825"
"Campbell County",-,"701 - Brookneal (CD 5)",452,689,1,2,4,2,1,"1,151"
"Campbell County",-,"702 - Gladys (CD 5)",540,733,4,2,1,0,0,"1,280"
"Campbell County",-,"703 - Morris Church (CD 5)",192,282,2,0,3,1,1,481
"Campbell County",-,"Ab - Central Absentee Precinct (CD 5)",695,"1,112",3,12,6,0,4,"1,832"
"Campbell County",-,"Provisional Votes (CD 5)",2,5,0,1,0,0,0,8
"Caroline County",-,"101 - Bowling Green (CD 1)",826,"1,146",11,7,6,1,2,"1,999"
"Caroline County",-,"201 - Madison (CD 7)","1,655","1,509",14,13,6,3,4,"3,204"
"Caroline County",-,"301 - Port Royal (CD 1)",263,280,0,2,5,5,1,556
"Caroline County",-,"302 - Chilesburg (CD 7)",120,173,2,1,0,0,0,296
"Caroline County",-,"303 - Woodford (CD 1)",507,496,2,4,0,1,3,"1,013"
"Caroline County",-,"401 - Reedy Church (CD 7)","1,444",659,6,7,1,3,6,"2,126"
"Caroline County",-,"402 - Penola (CD 1)",52,124,0,0,0,0,0,176
"Caroline County",-,"501 - Mattaponi (CD 1)","1,236",683,4,4,2,1,0,"1,930"
"Caroline County",-,"501 - Mattaponi (CD 7)",178,68,3,0,0,0,1,250
"Caroline County",-,"Ab - Central Absentee Precinct (CD 1)",443,268,1,2,0,0,0,714
"Caroline County",-,"Ab - Central Absentee Precinct (CD 7)",435,208,3,0,0,1,1,648
"Caroline County",-,"Provisional Votes (CD 1)",3,2,0,0,0,0,0,5
"Caroline County",-,"Provisional Votes (CD 7)",1,1,0,0,0,0,0,2
"Carroll County",-,"101 - Mount Bethel (CD 9)",173,323,3,3,1,4,0,507
"Carroll County",-,"102 - St Paul (CD 9)",200,589,8,6,4,2,0,809
"Carroll County",-,"103 - Lambsburg (CD 9)",136,235,1,2,3,0,3,380
"Carroll County",-,"104 - Oakland A (CD 9)",220,323,4,0,2,2,1,552
"Carroll County",-,"201 - Hillsville B (CD 9)",456,783,17,5,7,2,2,"1,272"
"Carroll County",-,"202 - Laurel Fork (CD 9)",169,289,3,1,8,2,2,474
"Carroll County",-,"203 - Gladesboro (CD 9)",266,457,8,2,1,2,1,737
"Carroll County",-,"301 - Hillsville C (CD 9)",551,938,15,6,8,3,0,"1,521"
"Carroll County",-,"302 - Sylvatus (CD 9)",175,332,5,0,3,0,1,516
"Carroll County",-,"303 - Dugspur (CD 9)",65,225,6,4,2,1,0,303
"Carroll County",-,"401 - Hillsville D (CD 9)",121,175,1,0,2,1,1,301
"Carroll County",-,"402 - Woodlawn D (CD 9)",383,771,11,5,4,4,1,"1,179"
"Carroll County",-,"403 - Oakland D (CD 9)",168,365,1,2,1,3,1,541
"Carroll County",-,"404 - Fancy Gap (CD 9)",127,270,3,2,2,2,2,408
"Carroll County",-,"501 - Vaughn (CD 9)",77,257,3,1,2,2,0,342
"Carroll County",-,"502 - Gladeville (CD 9)",240,592,9,3,1,1,2,848
"Carroll County",-,"503 - Woodlawn E (CD 9)",146,309,6,0,1,0,3,465
"Carroll County",-,"504 - Laurel (CD 9)",139,387,3,3,4,2,5,543
"Carroll County",-,"Ab - Central Absentee Precinct (CD 9)",296,566,9,1,1,1,5,879
"Carroll County",-,"Provisional Votes (CD 9)",1,1,0,0,0,0,0,2
"Charles City County",-,"101 - Precinct 1-1 (CD 3)",884,519,2,1,1,2,2,"1,411"
"Charles City County",-,"201 - Precinct 2-1 (CD 3)",961,293,3,0,2,0,0,"1,259"
"Charles City County",-,"301 - Precinct 3-1 (CD 3)",992,476,2,6,3,1,2,"1,482"
"Charles City County",-,"Provisional Votes (CD 3)",1,0,0,0,0,0,0,1
"Charlotte County",-,"101 - County Seat (CD 5)",397,484,1,2,6,0,1,891
"Charlotte County",-,"201 - Red Oak Wylliesburg (CD 5)",337,436,2,1,3,1,1,781
"Charlotte County",-,"302 - Drakes Branch (CD 5)",299,427,1,1,0,1,1,730
"Charlotte County",-,"401 - Keysville (CD 5)",301,476,5,5,0,2,0,789
"Charlotte County",-,"501 - Cullen (CD 5)",161,294,3,2,0,2,2,464
"Charlotte County",-,"503 - Red House (CD 5)",215,196,1,0,3,0,2,417
"Charlotte County",-,"601 - Aspen (CD 5)",142,206,4,0,2,0,1,355
"Charlotte County",-,"602 - Phenix (CD 5)",149,324,0,4,1,1,2,481
"Charlotte County",-,"701 - Bacon (CD 5)",247,160,1,2,2,0,0,412
"Charlotte County",-,"702 - Saxe (CD 5)",125,141,1,3,1,0,0,271
"Charlotte County",-,"Ab - Central Absentee Precinct (CD 5)",332,227,1,2,1,0,2,565
"Charlotte County",-,"Provisional Votes (CD 5)",0,1,0,0,0,0,0,1
"Charlottesville City",-,"101 - Recreation (CD 5)","1,960",639,11,5,6,1,8,"2,630"
"Charlottesville City",-,"102 - Clark (CD 5)","1,390",348,6,14,3,1,12,"1,774"
"Charlottesville City",-,"201 - Carver (CD 5)","1,119",190,4,7,2,2,1,"1,325"
"Charlottesville City",-,"202 - Walker (CD 5)","1,308",568,10,4,1,3,10,"1,904"
"Charlottesville City",-,"301 - Benjamin Tonsler (CD 5)","1,287",167,4,5,1,1,2,"1,467"
"Charlottesville City",-,"302 - Jefferson Park (CD 5)","2,003",627,7,12,2,0,7,"2,658"
"Charlottesville City",-,"401 - Venable (CD 5)","2,218",720,7,17,2,2,13,"2,979"
"Charlottesville City",-,"402 - Alumni Hall (CD 5)","1,201",283,4,10,4,1,9,"1,512"
"Charlottesville City",-,"Ab - Central Absentee Precinct (CD 5)","3,205",532,8,12,5,6,9,"3,777"
"Charlottesville City",-,"Provisional Votes (CD 5)",14,4,0,0,0,0,0,18
"Chesapeake City",-,"1 - Great Bridge (CD 4)",613,"1,247",6,7,3,0,2,"1,878"
"Chesapeake City",-,"2 - Bethel (CD 4)",391,"1,239",4,9,4,1,1,"1,649"
"Chesapeake City",-,"3 - Camelot (CD 4)","2,830",264,2,4,3,2,1,"3,106"
"Chesapeake City",-,"4 - Churchland (CD 4)",537,"1,225",5,3,7,1,2,"1,780"
"Chesapeake City",-,"5 - Crestwood (CD 4)","1,639",140,1,3,5,1,2,"1,791"
"Chesapeake City",-,"6 - Deep Creek (CD 4)","1,253","1,258",2,8,9,0,7,"2,537"
"Chesapeake City",-,"7 - Greenbrier (CD 4)",767,"1,244",2,8,2,0,2,"2,025"
"Chesapeake City",-,"8 - South Norfolk Recreation (CD 4)",925,933,8,1,9,1,1,"1,878"
"Chesapeake City",-,"9 - Bells Mill (CD 4)",840,"1,649",1,9,5,1,2,"2,507"
"Chesapeake City",-,"10 - Oscar Smith School (CD 4)",425,484,1,1,6,1,2,920
"Chesapeake City",-,"11 - Geneva Park (CD 4)",853,873,8,3,7,2,6,"1,752"
"Chesapeake City",-,"12 - Georgetown (CD 4)","2,214",499,3,4,3,0,4,"2,727"
"Chesapeake City",-,"13 - Gilmerton (CD 4)",689,929,4,2,7,0,0,"1,631"
"Chesapeake City",-,"14 - Grassfield (CD 4)",148,250,2,0,3,0,1,404
"Chesapeake City",-,"15 - B M Williams (CD 4)",767,618,1,3,4,0,3,"1,396"
"Chesapeake City",-,"16 - Hickory Grove (CD 4)",741,"1,763",4,5,7,0,1,"2,521"
"Chesapeake City",-,"17 - Indian Creek (CD 4)",330,811,1,4,3,2,4,"1,155"
"Chesapeake City",-,"18 - Indian River (CD 4)",791,469,2,2,1,2,1,"1,268"
"Chesapeake City",-,"19 - Joliff One (CD 4)",310,756,4,7,2,0,1,"1,080"
"Chesapeake City",-,"20 - E W Chittum School (CD 4)",653,"1,103",5,8,10,0,1,"1,780"
"Chesapeake City",-,"21 - Fellowship (CD 4)",456,973,6,3,4,2,1,"1,445"
"Chesapeake City",-,"22 - Norfolk Highlands (CD 4)",550,715,1,3,4,0,2,"1,275"
"Chesapeake City",-,"23 - Oak Grove (CD 4)","1,463","1,383",7,8,13,0,6,"2,880"
"Chesapeake City",-,"24 - Oaklette (CD 4)","1,015",627,7,5,8,3,2,"1,667"
"Chesapeake City",-,"25 - St Julians (CD 4)",154,323,1,5,1,1,0,485
"Chesapeake City",-,"26 - Johnson Park (CD 4)",625,273,3,4,3,1,3,912
"Chesapeake City",-,"27 - Silverwood (CD 4)",811,"1,364",3,8,1,0,1,"2,188"
"Chesapeake City",-,"28 - Sunray I (CD 4)",38,135,0,0,1,0,0,174
"Chesapeake City",-,"29 - Tanglewood (CD 4)",484,982,5,4,5,1,5,"1,486"
"Chesapeake City",-,"30 - South Norfolk (CD 4)",744,26,0,0,0,1,0,771
"Chesapeake City",-,"31 - Carver School (CD 4)","1,565",345,5,5,4,0,0,"1,924"
"Chesapeake City",-,"32 - Providence (CD 4)","2,239",70,3,1,3,1,1,"2,318"
"Chesapeake City",-,"33 - Westover (CD 4)",426,626,1,4,3,1,1,"1,062"
"Chesapeake City",-,"34 - Hickory Middle School Precinct (CD 4)",877,"2,371",4,12,4,1,8,"3,277"
"Chesapeake City",-,"35 - Taylor Road (CD 4)","1,784",779,3,6,7,3,6,"2,588"
"Chesapeake City",-,"36 - Great Bridge Baptist Church (CD 4)",963,"2,143",7,9,5,1,4,"3,132"
"Chesapeake City",-,"37 - Bridgetown (CD 4)",879,"2,036",7,12,4,2,6,"2,946"
"Chesapeake City",-,"38 - Bailey Creek (CD 4)",293,751,0,2,2,0,0,"1,048"
"Chesapeake City",-,"39 - Lake Drummond (CD 4)",267,486,3,3,2,0,0,761
"Chesapeake City",-,"40 - River Birch (CD 4)","1,412","1,303",7,7,10,1,7,"2,747"
"Chesapeake City",-,"41 - John T West (CD 4)","1,370","1,035",3,7,2,0,6,"2,423"
"Chesapeake City",-,"42 - Parkways (CD 4)","1,649","1,200",7,3,8,1,2,"2,870"
"Chesapeake City",-,"43 - Pleasant Crossing (CD 4)",854,"2,243",4,19,11,0,7,"3,138"
"Chesapeake City",-,"44 - Nansemond (CD 4)",478,532,2,2,1,1,0,"1,016"
"Chesapeake City",-,"45 - Sunray II (CD 4)",129,215,0,2,0,1,1,348
"Chesapeake City",-,"46 - Bells Mill II (CD 4)",640,896,6,2,1,1,2,"1,548"
"Chesapeake City",-,"47 - Green Sea (CD 4)",474,"1,085",9,4,6,0,6,"1,584"
"Chesapeake City",-,"48 - Jolliff Middle School (CD 4)","1,554",117,4,2,4,0,1,"1,682"
"Chesapeake City",-,"49 - Waterway (CD 4)",896,"1,428",2,5,4,1,2,"2,338"
"Chesapeake City",-,"50 - River Walk (CD 4)",960,752,3,6,5,0,0,"1,726"
"Chesapeake City",-,"51 - Coopers Way (CD 4)",627,"1,506",2,4,4,0,2,"2,145"
"Chesapeake City",-,"52 - Shipyard Road (CD 4)",884,506,0,3,5,0,1,"1,399"
"Chesapeake City",-,"53 - Fairways (CD 4)",636,554,1,4,5,2,4,"1,206"
"Chesapeake City",-,"Ab - Central Absentee Precinct (CD 4)","8,005","5,031",8,20,12,1,11,"13,088"
"Chesapeake City",-,"Provisional Votes (CD 4)",77,60,1,0,0,0,1,139
"Chesterfield County",-,"101 - Bellwood (CD 4)",579,659,4,3,2,0,2,"1,249"
"Chesterfield County",-,"102 - South Chester (CD 4)",979,"1,221",8,11,4,1,4,"2,228"
"Chesterfield County",-,"103 - Enon (CD 4)",685,"1,497",10,7,2,1,3,"2,205"
"Chesterfield County",-,"104 - North Chester (CD 4)",755,"1,406",13,4,4,0,2,"2,184"
"Chesterfield County",-,"105 - Drewrys Bluff (CD 4)","1,491",706,3,5,3,0,4,"2,212"
"Chesterfield County",-,"106 - Harrowgate (CD 4)","1,352","1,283",8,7,4,1,4,"2,659"
"Chesterfield County",-,"107 - Wells (CD 4)",925,"1,009",4,6,3,0,3,"1,950"
"Chesterfield County",-,"108 - Ecoff (CD 4)",910,"1,807",8,10,2,2,3,"2,742"
"Chesterfield County",-,"109 - Elizabeth Scott (CD 4)","1,163","1,569",11,6,3,3,4,"2,759"
"Chesterfield County",-,"110 - Dutch Gap (CD 4)",578,728,3,5,5,1,7,"1,327"
"Chesterfield County",-,"111 - Iron Bridge (CD 4)","1,156","1,566",1,5,2,3,6,"2,739"
"Chesterfield County",-,"112 - Carver (CD 4)",882,943,6,3,2,1,3,"1,840"
"Chesterfield County",-,"201 - Gates (CD 4)",677,866,4,3,6,0,3,"1,559"
"Chesterfield County",-,"202 - Beulah (CD 4)","1,225",915,3,4,4,0,4,"2,155"
"Chesterfield County",-,"203 - Bird (CD 4)",924,663,9,2,4,3,5,"1,610"
"Chesterfield County",-,"204 - Jacobs (CD 4)",661,722,5,3,0,0,2,"1,393"
"Chesterfield County",-,"205 - Falling Creek (CD 4)","1,409",979,4,8,4,1,5,"2,410"
"Chesterfield County",-,"206 - Belmont (CD 7)",844,226,1,2,4,0,2,"1,079"
"Chesterfield County",-,"207 - Chippenham (CD 7)",557,301,5,2,0,0,0,865
"Chesterfield County",-,"208 - Meadowbrook (CD 4)","1,374",627,3,3,3,0,5,"2,015"
"Chesterfield County",-,"209 - Salem Church (CD 4)","1,162","1,424",8,8,9,1,5,"2,617"
"Chesterfield County",-,"210 - Five Forks (CD 4)","1,288","1,035",9,3,2,4,3,"2,344"
"Chesterfield County",-,"211 - Nash (CD 4)",721,"1,819",6,8,0,1,2,"2,557"
"Chesterfield County",-,"212 - St. Luke's (CD 7)",542,714,1,1,1,0,2,"1,261"
"Chesterfield County",-,"213 - Southside (CD 7)","2,070",684,6,2,4,1,2,"2,769"
"Chesterfield County",-,"301 - Ettrick (CD 4)","2,500",441,2,2,2,1,2,"2,950"
"Chesterfield County",-,"302 - Deer Run (CD 4)",337,522,2,2,0,0,3,866
"Chesterfield County",-,"303 - Matoaca (CD 4)","1,412","1,296",9,5,6,0,1,"2,729"
"Chesterfield County",-,"304 - Winfrees Store (CD 4)",743,"1,724",10,2,5,1,5,"2,490"
"Chesterfield County",-,"305 - Beach (CD 4)",235,609,4,2,0,0,0,850
"Chesterfield County",-,"306 - Winterpock (CD 4)",610,"1,808",5,6,4,1,1,"2,435"
"Chesterfield County",-,"307 - Cosby (CD 4)",952,"1,400",2,7,1,0,6,"2,368"
"Chesterfield County",-,"308 - South Manchester (CD 7)",717,746,5,4,2,0,4,"1,478"
"Chesterfield County",-,"309 - Skinquarter (CD 7)",727,"1,805",8,2,3,0,2,"2,547"
"Chesterfield County",-,"310 - Tomahawk (CD 7)",892,"1,457",5,11,2,0,2,"2,369"
"Chesterfield County",-,"312 - Evergreen (CD 7)","1,324","1,839",7,7,7,1,11,"3,196"
"Chesterfield County",-,"313 - Woolridge (CD 7)",945,"1,515",6,6,2,0,4,"2,478"
"Chesterfield County",-,"315 - Bailey Bridge (CD 4)","1,054","2,114",11,13,5,1,3,"3,201"
"Chesterfield County",-,"316 - Spring Run (CD 4)",892,"1,185",6,6,7,0,4,"2,100"
"Chesterfield County",-,"317 - Birkdale (CD 4)",729,"1,238",3,3,0,0,2,"1,975"
"Chesterfield County",-,"401 - Harbour Pointe (CD 7)",533,782,4,5,1,0,4,"1,329"
"Chesterfield County",-,"402 - Genito (CD 7)","1,572","1,805",11,4,4,0,5,"3,401"
"Chesterfield County",-,"403 - Brandermill (CD 7)","1,011","1,358",6,13,4,2,4,"2,398"
"Chesterfield County",-,"404 - Providence (CD 7)","1,155","1,025",2,5,5,0,5,"2,197"
"Chesterfield County",-,"405 - La Prade (CD 7)",970,"1,255",2,6,7,1,4,"2,245"
"Chesterfield County",-,"406 - Smoketree (CD 7)",660,"1,280",5,8,2,1,0,"1,956"
"Chesterfield County",-,"407 - Monacan (CD 7)",465,703,5,4,1,0,2,"1,180"
"Chesterfield County",-,"408 - Reams (CD 7)","1,525","1,110",16,6,6,0,2,"2,665"
"Chesterfield County",-,"409 - Manchester (CD 7)","1,353",838,8,3,8,1,4,"2,215"
"Chesterfield County",-,"410 - Wagstaff (CD 7)",554,708,5,2,3,0,3,"1,275"
"Chesterfield County",-,"411 - Swift Creek (CD 7)",854,"1,253",8,10,2,1,8,"2,136"
"Chesterfield County",-,"413 - Shenandoah (CD 7)",989,973,5,7,2,0,1,"1,977"
"Chesterfield County",-,"414 - Crenshaw (CD 7)",878,"1,120",7,4,4,2,6,"2,021"
"Chesterfield County",-,"501 - Huguenot (CD 7)",753,872,8,4,2,0,1,"1,640"
"Chesterfield County",-,"502 - Crestwood (CD 7)",494,649,1,5,1,1,1,"1,152"
"Chesterfield County",-,"503 - Midlothian (CD 7)","1,320","2,492",15,8,5,0,3,"3,843"
"Chesterfield County",-,"504 - Robious (CD 7)",917,"1,836",8,11,2,0,1,"2,775"
"Chesterfield County",-,"505 - Bon Air (CD 7)",928,"1,360",9,7,1,1,5,"2,311"
"Chesterfield County",-,"506 - Greenfield (CD 7)","1,091","1,156",6,8,4,0,5,"2,270"
"Chesterfield County",-,"507 - Salisbury (CD 7)",829,"1,989",4,6,2,0,1,"2,831"
"Chesterfield County",-,"508 - Belgrade (CD 7)",700,"1,006",4,6,3,0,6,"1,725"
"Chesterfield County",-,"509 - Cranbeck (CD 7)",595,688,7,4,1,1,3,"1,299"
"Chesterfield County",-,"510 - Sycamore (CD 7)",769,"1,507",2,7,2,2,2,"2,291"
"Chesterfield County",-,"511 - Black Heath (CD 7)",530,"1,059",2,4,3,0,2,"1,600"
"Chesterfield County",-,"513 - Beaufont (CD 7)",453,220,2,3,2,0,0,680
"Chesterfield County",-,"514 - Watkins (CD 7)",953,"1,677",7,6,3,0,4,"2,650"
"Chesterfield County",-,"515 - Davis (CD 7)","1,630",495,4,2,0,0,1,"2,132"
"Chesterfield County",-,"Ab - Central Absentee Precinct (CD 4)","5,517","4,996",20,18,12,1,21,"10,585"
"Chesterfield County",-,"Ab - Central Absentee Precinct (CD 7)","5,234","5,061",26,29,6,4,16,"10,376"
"Chesterfield County",-,"Provisional Votes (CD 4)",45,23,0,1,0,0,0,69
"Chesterfield County",-,"Provisional Votes (CD 7)",55,49,0,0,0,0,0,104
"Clarke County",-,"101 - Russell (CD 10)",479,745,9,4,6,1,3,"1,247"
"Clarke County",-,"201 - Berryville (CD 10)",747,693,5,13,5,3,3,"1,469"
"Clarke County",-,"301 - Millwood (CD 10)",423,488,3,3,2,0,3,922
"Clarke County",-,"302 - Pine Grove (CD 10)",208,240,3,2,1,1,1,456
"Clarke County",-,"401 - White Post (CD 10)",567,653,10,2,5,0,3,"1,240"
"Clarke County",-,"501 - Buckmarsh (CD 10)",418,527,9,2,4,2,2,964
"Clarke County",-,"502 - Blue Ridge (CD 10)",177,179,3,2,3,1,3,368
"Clarke County",-,"Ab - Central Absentee Precinct (CD 10)",437,314,1,6,5,0,0,763
"Clarke County",-,"Provisional Votes (CD 10)",1,1,0,0,0,0,0,2
"Colonial Heights City",-,"1 - First (CD 4)",432,706,9,6,6,0,4,"1,163"
"Colonial Heights City",-,"2 - Second (CD 4)",397,821,5,8,1,2,5,"1,239"
"Colonial Heights City",-,"3 - Third (CD 4)",450,964,4,2,7,0,4,"1,431"
"Colonial Heights City",-,"4 - Fourth (CD 4)",494,"1,142",8,5,4,0,2,"1,655"
"Colonial Heights City",-,"5 - Fifth (CD 4)",333,"1,311",5,8,5,3,0,"1,665"
"Colonial Heights City",-,"Ab - Central Absentee Precinct (CD 4)",456,"1,217",2,6,6,2,7,"1,696"
"Colonial Heights City",-,"Provisional Votes (CD 4)",0,0,0,0,0,0,0,0
"Covington City",-,"101 - Precinct 1-1 (CD 6)",201,144,0,0,2,0,0,347
"Covington City",-,"201 - Precinct 2-1 (CD 9)",252,196,6,1,1,0,2,458
"Covington City",-,"301 - Precinct 3-1 (CD 9)",329,100,3,0,0,0,0,432
"Covington City",-,"401 - Precinct 4-1 (CD 9)",264,304,4,0,2,0,0,574
"Covington City",-,"501 - Precinct 5-1 (CD 9)",258,276,1,4,1,0,3,543
"Covington City",-,"Provisional Votes (CD 6)",0,0,0,0,0,0,0,0
"Covington City",-,"Provisional Votes (CD 9)",0,0,0,0,0,0,0,0
"Craig County",-,"101 - Court House (CD 9)",164,304,6,4,0,1,0,479
"Craig County",-,"201 - Ammendale Precinct (CD 9)",133,371,3,0,0,0,0,507
"Craig County",-,"202 - North Mountain (CD 9)",27,53,0,0,0,0,0,80
"Craig County",-,"301 - Givens & Reynolds Store (CD 9)",142,164,1,0,2,1,0,310
"Craig County",-,"302 - Mcguires Store (CD 9)",66,82,0,0,0,0,0,148
"Craig County",-,"303 - Marshalls Store (CD 9)",24,92,2,2,1,0,0,121
"Craig County",-,"401 - Barbours Creek (CD 9)",53,103,0,4,0,0,0,160
"Craig County",-,"402 - Paint Bank (CD 9)",25,36,0,0,0,0,0,61
"Craig County",-,"403 - Craig Springs (CD 9)",62,153,3,1,2,0,0,221
"Craig County",-,"404 - Forks Of Johns Creek (CD 9)",35,36,1,1,0,1,0,74
"Craig County",-,"501 - Craig City (CD 9)",146,301,2,4,3,2,2,460
"Craig County",-,"Provisional Votes (CD 9)",0,0,0,0,0,0,0,0
"Culpeper County",-,"101 - West Fairfax (CD 7)","1,335","1,330",9,6,7,2,2,"2,691"
"Culpeper County",-,"201 - East Fairfax (CD 7)","1,153",722,3,6,5,3,2,"1,894"
"Culpeper County",-,"302 - Eggbornsville (CD 7)",360,707,4,4,5,2,3,"1,085"
"Culpeper County",-,"303 - Cardova (CD 7)",460,613,2,1,3,2,1,"1,082"
"Culpeper County",-,"401 - Eldorado (CD 7)",450,605,2,4,2,1,3,"1,067"
"Culpeper County",-,"402 - Browns Store (CD 7)",685,"1,144",14,7,6,3,4,"1,863"
"Culpeper County",-,"501 - Jeffersonton (CD 7)",925,"1,439",10,7,4,1,3,"2,389"
"Culpeper County",-,"502 - Rixeyville (CD 7)",250,433,3,3,6,0,2,697
"Culpeper County",-,"601 - Mitchells (CD 7)",162,176,1,1,0,1,0,341
"Culpeper County",-,"602 - Pearl Sample (CD 7)",646,948,8,2,2,0,2,"1,608"
"Culpeper County",-,"702 - Brandy Station (CD 7)",552,873,4,1,3,3,2,"1,438"
"Culpeper County",-,"703 - Lignum (CD 7)",316,428,3,1,2,1,0,751
"Culpeper County",-,"704 - Richardsville (CD 7)",136,252,1,0,2,0,0,391
"Culpeper County",-,"Ab - Central Absentee Precinct (CD 7)","1,352","1,031",6,8,11,0,6,"2,414"
"Culpeper County",-,"Provisional Votes (CD 7)",20,10,0,0,0,0,0,30
"Cumberland County",-,"101 - Precinct 1 (CD 5)",441,534,4,4,1,0,0,984
"Cumberland County",-,"201 - Precinct 2 (CD 5)",436,588,4,4,5,2,0,"1,039"
"Cumberland County",-,"301 - Election District 3 Precinct (CD 5)",623,336,1,1,3,0,4,968
"Cumberland County",-,"401 - Precinct 4 (CD 5)",399,533,2,2,3,1,0,940
"Cumberland County",-,"501 - Precinct 5 (CD 5)",356,427,1,3,4,2,0,793
"Cumberland County",-,"Provisional Votes (CD 5)",0,0,0,0,0,0,0,0
"Danville City",-,"1 - Ward One (CD 5)",463,20,0,0,0,0,0,483
"Danville City",-,"2 - Ward Two (CD 5)",366,210,2,0,1,0,0,579
"Danville City",-,"3 - Ward Three (CD 5)",528,33,1,0,0,1,0,563
"Danville City",-,"4 - Ward Four (CD 5)",988,955,3,9,2,2,1,"1,960"
"Danville City",-,"5 - Ward Five (CD 5)",291,325,3,0,4,1,1,625
"Danville City",-,"6 - Ward Six (CD 5)",620,62,2,2,1,0,0,687
"Danville City",-,"7 - Ward Seven (CD 5)","1,071",151,5,3,1,2,1,"1,234"
"Danville City",-,"8 - Ward Eight (CD 5)",534,422,2,1,1,0,0,960
"Danville City",-,"9 - Ward Nine (CD 5)",500,364,5,4,5,0,0,878
"Danville City",-,"10 - Ward Ten (CD 5)",560,557,7,5,4,1,0,"1,134"
"Danville City",-,"11 - Ward Eleven (CD 5)","1,044",584,2,1,2,3,0,"1,636"
