County/City,Ward,Pct,"Glenn Allen Youngkin","Terence Richard McAuliffe","Princess Latece Teira Blanding","All Others","Total Votes Cast"
"Carroll County",-,"##ab - Central Absentee Precinct",362,348,7,0,717
"Carroll County",-,"##ev - Central Absentee Precinct","1,325",425,5,2,"1,757"
"Carroll County",-,"##pe - Central Absentee Precinct",8,8,0,0,16
"Carroll County",-,Provisional,8,3,0,0,11
"Charles City County",-,"101 - Precinct 1-1",489,295,6,0,790
"Charles City County",-,"201 - Precinct 2-1",269,283,3,0,555
"Charles City County",-,"301 - Precinct 3-1",312,278,2,0,592
"Charles City County",-,"##ab - Central Absentee Precinct",47,244,2,0,293
"Charles City County",-,"##ev - Central Absentee Precinct",428,705,2,0,"1,135"
"Charles City County",-,"##pe - Central Absentee Precinct",4,11,0,0,15
"Charles City County",-,Provisional,1,6,0,0,7
"Charlotte County",-,"101 - County Seat",365,117,6,0,488
"Charlotte County",-,"201 - Red Oak Wylliesburg",437,147,1,1,586
"Charlotte County",-,"302 - Drakes Branch",324,87,2,1,414
"Charlotte County",-,"401 - Keysville",444,126,3,0,573
"Charlotte County",-,"501 - Cullen/Red House",310,111,1,0,422
"Charlotte County",-,"602 - Phenix",497,102,0,0,599
"Charlotte County",-,"702 - Bacon/Saxe",245,113,3,1,362
"Charlotte County",-,"##ab - Central Absentee Precinct",64,171,2,0,237
"Charlotte County",-,"##ev - Central Absentee Precinct",665,419,3,0,"1,087"
"Charlotte County",-,"##pe - Central Absentee Precinct",3,0,0,0,3
"Charlotte County",-,Provisional,0,3,0,0,3
"Charlottesville City",-,"101 - Key Recreation",255,"1,042",16,3,"1,316"
"Charlottesville City",-,"102 - Clark",260,"1,210",17,4,"1,491"
"Charlottesville City",-,"201 - Carver",152,950,13,0,"1,115"
"Charlottesville City",-,"202 - Walker",437,"1,289",11,2,"1,739"
"Charlottesville City",-,"301 - Benjamin Tonsler",153,924,17,1,"1,095"
"Charlottesville City",-,"302 - Johnson",371,"1,188",23,3,"1,585"
"Charlottesville City",-,"303 - Buford",98,496,8,2,604
"Charlottesville City",-,"401 - Venable",90,545,1,0,636
"Charlottesville City",-,"402 - Alumni Hall",258,678,6,1,943
"Charlottesville City",-,"##ab - Central Absentee Precinct",180,"1,859",28,3,"2,070"
"Charlottesville City",-,"##ev - Central Absentee Precinct",492,"4,010",27,2,"4,531"
"Charlottesville City",-,"##pe - Central Absentee Precinct",20,138,5,1,164
"Charlottesville City",-,Provisional,8,49,1,0,58
"Chesapeake City",-,"1 - Great Bridge (CD 4)",623,240,6,2,871
"Chesapeake City",-,"2 - Bethel (CD 4)",989,137,3,0,"1,129"
"Chesapeake City",-,"3 - Camelot (CD 3)",84,560,15,0,659
"Chesapeake City",-,"4 - Churchland (CD 3)",583,225,4,0,812
"Chesapeake City",-,"5 - Crestwood (CD 3)",139,677,9,0,825
"Chesapeake City",-,"6 - Deep Creek (CD 4)",523,358,3,0,884
"Chesapeake City",-,"7 - Greenbrier (CD 4)",501,250,5,0,756
"Chesapeake City",-,"8 - South Norfolk Recreation (CD 3)",567,499,11,0,"1,077"
"Chesapeake City",-,"9 - Bells Mill (CD 4)","1,037",303,3,0,"1,343"
"Chesapeake City",-,"10 - Oscar Smith (CD 3)",285,212,4,0,501
"Chesapeake City",-,"11 - Geneva Park (CD 3)",483,252,10,0,745
"Chesapeake City",-,"12 - Georgetown (CD 3)",122,439,7,0,568
"Chesapeake City",-,"13 - Gilmerton (CD 3)",536,378,8,0,922
"Chesapeake City",-,"14 - Grassfield (CD 4)",591,255,6,1,853
"Chesapeake City",-,"15 - Greenbrier Middle School (CD 3)",395,443,11,0,849
"Chesapeake City",-,"16 - Hickory Grove (CD 4)",953,258,11,0,"1,222"
"Chesapeake City",-,"17 - Indian Creek (CD 4)",787,164,11,0,962
"Chesapeake City",-,"18 - Indian River (CD 3)",261,355,15,0,631
"Chesapeake City",-,"19 - Jolliff (CD 4)",490,188,5,0,683
"Chesapeake City",-,"20 - E W Chittum (CD 4)",667,382,7,2,"1,058"
"Chesapeake City",-,"21 - Fellowship (CD 3)",621,376,6,0,"1,003"
"Chesapeake City",-,"22 - Norfolk Highlands (CD 3)",385,204,4,1,594
"Chesapeake City",-,"23 - Oak Grove (CD 4)",470,452,7,0,929
"Chesapeake City",-,"24 - Oaklette (CD 3)",363,332,14,0,709
"Chesapeake City",-,"25 - St Julians (CD 3)",317,404,13,0,734
"Chesapeake City",-,"26 - Johnson Park (CD 3)",190,263,9,1,463
"Chesapeake City",-,"27 - Silverwood (CD 3)",564,321,10,0,895
"Chesapeake City",-,"28 - Sunray I (CD 4)",158,65,0,0,223
"Chesapeake City",-,"29 - Tanglewood (CD 3)",535,199,5,1,740
"Chesapeake City",-,"30 - South Norfolk (CD 3)",23,348,6,2,379
"Chesapeake City",-,"31 - Carver School (CD 3)",166,556,7,5,734
"Chesapeake City",-,"32 - Providence (CD 3)",66,696,9,3,774
"Chesapeake City",-,"33 - Westover (CD 3)",406,190,2,1,599
"Chesapeake City",-,"34 - Hickory Middle School (CD 4)",974,232,2,0,"1,208"
"Chesapeake City",-,"35 - Taylor Road (CD 3)",188,310,4,1,503
"Chesapeake City",-,"36 - Great Bridge Baptist Church (CD 4)",711,234,3,1,949
"Chesapeake City",-,"37 - Bridgetown (CD 4)",701,275,1,1,978
"Chesapeake City",-,"38 - Bailey Creek (CD 3)",650,218,3,0,871
"Chesapeake City",-,"39 - Lake Drummond (CD 4)",456,266,2,0,724
"Chesapeake City",-,"41 - John T West (CD 4)",827,644,24,4,"1,499"
"Chesapeake City",-,"42 - Parkways (CD 3)",285,371,4,0,660
"Chesapeake City",-,"43 - Pleasant Crossing (CD 4)",746,182,7,0,935
"Chesapeake City",-,"44 - Nansemond (CD 3)",358,401,6,1,766
"Chesapeake City",-,"45 - Sunray II (CD 4)",150,175,3,0,328
"Chesapeake City",-,"46 - Bells Mill II (CD 4)",599,336,7,0,942
"Chesapeake City",-,"48 - Jolliff Middle School (CD 4)",121,669,12,1,803
"Chesapeake City",-,"49 - Waterway (CD 4)",457,305,2,0,764
"Chesapeake City",-,"50 - River Walk (CD 4)",467,509,9,2,987
"Chesapeake City",-,"51 - Coopers Way (CD 4)","1,176",360,6,2,"1,544"
"Chesapeake City",-,"52 - Shipyard Road (CD 4)",384,354,9,0,747
"Chesapeake City",-,"53 - Fairways (CD 3)",578,512,4,1,"1,095"
"Chesapeake City",-,"54 - Pughsville (CD 3)",224,432,7,2,665
"Chesapeake City",-,"55 - Georgetown East (CD 3)",142,297,9,1,449
"Chesapeake City",-,"56 - Green Tree (CD 3)",344,360,3,2,709
"Chesapeake City",-,"57 - Cypress (CD 3)",332,335,8,1,676
"Chesapeake City",-,"58 - Expressway (CD 4)",123,216,3,0,342
"Chesapeake City",-,"59 - Clearfield (CD 4)",535,426,1,1,963
"Chesapeake City",-,"60 - Parker Road (CD 4)",682,224,2,1,909
"Chesapeake City",-,"61 - Centerville (CD 4)","1,011",346,7,1,"1,365"
"Chesapeake City",-,"62 - Fentress (CD 4)",901,304,0,0,"1,205"
"Chesapeake City",-,"63 - Poplar Branch (CD 4)",519,99,4,1,623
"Chesapeake City",-,"64 - Deep Creek Ii (CD 4)",435,340,9,0,784
"Chesapeake City",-,"65 - Waterway Ii (CD 4)",474,292,2,0,768
"Chesapeake City",-,"##ab - Central Absentee Precinct (CD 3)",673,"2,585",50,1,"3,309"
"Chesapeake City",-,"##ab - Central Absentee Precinct (CD 4)","1,332","2,696",30,1,"4,059"
"Chesapeake City",-,"##ev - Central Absentee Precinct (CD 3)","4,791","7,742",70,5,"12,608"
"Chesapeake City",-,"##ev - Central Absentee Precinct (CD 4)","10,563","8,270",64,5,"18,902"
"Chesapeake City",-,"##pe - Central Absentee Precinct (CD 3)",66,229,18,0,313
"Chesapeake City",-,"##pe - Central Absentee Precinct (CD 4)",155,247,10,4,416
"Chesapeake City",-,"Provisional (CD 3)",25,68,2,0,95
"Chesapeake City",-,"Provisional (CD 4)",44,65,1,0,110
"Chesterfield County",-,"101 - Bellwood (CD 4)",435,365,12,0,812
"Chesterfield County",-,"102 - South Chester (CD 4)",688,482,18,1,"1,189"
"Chesterfield County",-,"103 - Enon (CD 4)","1,123",642,11,0,"1,776"
"Chesterfield County",-,"104 - North Chester (CD 4)",876,447,10,3,"1,336"
"Chesterfield County",-,"105 - Drewrys Bluff (CD 7)",317,407,10,0,734
"Chesterfield County",-,"106 - Harrowgate (CD 4)",820,749,18,1,"1,588"
"Chesterfield County",-,"107 - Wells (CD 4)",621,537,11,1,"1,170"
"Chesterfield County",-,"108 - Ecoff (CD 4)",883,484,11,1,"1,379"
"Chesterfield County",-,"109 - Elizabeth Scott (CD 4)","1,076",752,8,2,"1,838"
"Chesterfield County",-,"110 - Dutch Gap (CD 4)",580,390,11,0,981
"Chesterfield County",-,"111 - Iron Bridge (CD 4)",480,258,10,0,748
"Chesterfield County",-,"112 - Carver (CD 4)",480,437,2,0,919
"Chesterfield County",-,"113 - Iron Bridge North (CD 4)",423,400,11,1,835
"Chesterfield County",-,"201 - Gates (CD 4)",480,303,8,0,791
"Chesterfield County",-,"202 - Beulah (CD 7)",425,777,23,1,"1,226"
"Chesterfield County",-,"203 - Bird (CD 4)",328,227,9,0,564
"Chesterfield County",-,"204 - Jacobs (CD 7)",395,388,6,0,789
"Chesterfield County",-,"205 - Falling Creek (CD 7)",304,633,7,0,944
"Chesterfield County",-,"206 - Belmont (CD 7)",115,438,11,0,564
"Chesterfield County",-,"207 - Chippenham (CD 7)",114,223,6,0,343
"Chesterfield County",-,"208 - Meadowbrook (CD 7)",255,594,9,0,858
"Chesterfield County",-,"209 - Salem Church (CD 4)",580,374,7,2,963
"Chesterfield County",-,"210 - Five Forks (CD 7)",583,858,16,5,"1,462"
"Chesterfield County",-,"211 - Nash (CD 4)","1,004",457,7,1,"1,469"
"Chesterfield County",-,"212 - St. Luke's (CD 7)",401,295,6,2,704
"Chesterfield County",-,"213 - Southside (CD 7)",169,382,9,2,562
"Chesterfield County",-,"214 - Hopkins (CD 7)",27,110,4,0,141
"Chesterfield County",-,"215 - North Bird (CD 7)",170,277,5,0,452
"Chesterfield County",-,"216 - Ridgedale (CD 7)",194,647,8,0,849
"Chesterfield County",-,"301 - Ettrick (CD 4)",251,603,10,3,867
"Chesterfield County",-,"302 - Deer Run (CD 7)",292,158,2,0,452
"Chesterfield County",-,"303 - Matoaca (CD 4)",805,484,8,2,"1,299"
"Chesterfield County",-,"304 - Winfrees Store (CD 4)",779,202,4,0,985
"Chesterfield County",-,"305 - Beach (CD 4)",411,94,3,0,508
"Chesterfield County",-,"306 - Winterpock (CD 7)","1,285",331,6,0,"1,622"
"Chesterfield County",-,"307 - Cosby (CD 7)","1,368",934,19,4,"2,325"
"Chesterfield County",-,"308 - South Manchester (CD 7)",194,207,4,0,405
"Chesterfield County",-,"309 - Skinquarter (CD 7)",869,432,6,0,"1,307"
"Chesterfield County",-,"310 - Tomahawk (CD 7)",851,575,7,0,"1,433"
"Chesterfield County",-,"313 - Woolridge (CD 7)","1,133",722,11,0,"1,866"
"Chesterfield County",-,"314 - Longhouse (CD 4)",531,106,4,1,642
"Chesterfield County",-,"315 - Bailey Bridge (CD 7)",972,324,12,1,"1,309"
"Chesterfield County",-,"316 - Spring Run (CD 7)",820,496,18,1,"1,335"
"Chesterfield County",-,"317 - Birkdale (CD 7)","1,009",610,6,1,"1,626"
"Chesterfield County",-,"318 - West Beach (CD 7)",309,155,1,0,465
"Chesterfield County",-,"319 - Magnolia (CD 7)","1,340",729,6,1,"2,076"
"Chesterfield County",-,"401 - Harbour Pointe (CD 7)",485,331,4,2,822
"Chesterfield County",-,"402 - Genito (CD 7)",267,243,3,0,513
"Chesterfield County",-,"403 - Brandermill (CD 7)",798,594,17,0,"1,409"
"Chesterfield County",-,"404 - Providence (CD 7)",503,530,13,0,"1,046"
"Chesterfield County",-,"405 - La Prade (CD 7)",560,421,9,1,991
"Chesterfield County",-,"406 - Smoketree (CD 7)",608,434,8,3,"1,053"
"Chesterfield County",-,"407 - Monacan (CD 7)",389,249,7,1,646
"Chesterfield County",-,"408 - Reams (CD 7)",614,713,25,0,"1,352"
"Chesterfield County",-,"409 - Manchester (CD 7)",376,402,6,0,784
"Chesterfield County",-,"410 - Wagstaff (CD 7)",411,346,17,0,774
"Chesterfield County",-,"411 - Swift Creek (CD 7)",723,551,9,1,"1,284"
"Chesterfield County",-,"412 - Clover Hill (CD 7)",682,523,10,1,"1,216"
"Chesterfield County",-,"413 - Shenandoah (CD 7)",571,543,14,0,"1,128"
"Chesterfield County",-,"414 - Crenshaw (CD 7)","1,049",721,18,1,"1,789"
"Chesterfield County",-,"415 - Evergreen (CD 7)",656,471,19,0,"1,146"
"Chesterfield County",-,"416 - Evergreen West (CD 7)",466,385,6,0,857
"Chesterfield County",-,"417 - Edgewater (CD 7)",479,357,2,1,839
"Chesterfield County",-,"501 - Huguenot (CD 7)",513,558,17,0,"1,088"
"Chesterfield County",-,"502 - Crestwood (CD 7)",341,358,7,1,707
"Chesterfield County",-,"503 - Midlothian (CD 7)",865,565,7,0,"1,437"
"Chesterfield County",-,"504 - Robious (CD 7)","1,143",772,5,3,"1,923"
"Chesterfield County",-,"505 - Bon Air (CD 7)",657,779,19,1,"1,456"
"Chesterfield County",-,"506 - Greenfield (CD 7)",623,756,16,2,"1,397"
"Chesterfield County",-,"507 - Salisbury (CD 7)","1,257",758,5,3,"2,023"
"Chesterfield County",-,"508 - Belgrade (CD 7)",602,495,9,2,"1,108"
"Chesterfield County",-,"509 - Cranbeck (CD 7)",389,514,5,0,908
"Chesterfield County",-,"510 - Sycamore (CD 7)",788,530,7,0,"1,325"
"Chesterfield County",-,"511 - Black Heath (CD 7)",670,414,8,2,"1,094"
"Chesterfield County",-,"513 - Beaufont (CD 7)",191,355,10,0,556
"Chesterfield County",-,"514 - Watkins (CD 7)",885,593,15,0,"1,493"
"Chesterfield County",-,"515 - Davis (CD 7)",223,615,18,3,859
"Chesterfield County",-,"516 - Pocoshock (CD 7)",191,414,7,1,613
"Chesterfield County",-,"517 - Roseland (CD 7)",742,433,3,0,"1,178"
"Chesterfield County",-,"518 - Midlothian North (CD 7)",941,524,3,1,"1,469"
"Chesterfield County",-,"##ab - Central Absentee Precinct (CD 4)","1,084","2,431",42,2,"3,559"
"Chesterfield County",-,"##ab - Central Absentee Precinct (CD 7)","3,247","8,122",136,15,"11,520"
"Chesterfield County",-,"##ev - Central Absentee Precinct (CD 4)","8,890","6,807",57,7,"15,761"
"Chesterfield County",-,"##ev - Central Absentee Precinct (CD 7)","19,109","18,131",170,18,"37,428"
"Chesterfield County",-,"##pe - Central Absentee Precinct (CD 4)",64,171,6,0,241
"Chesterfield County",-,"##pe - Central Absentee Precinct (CD 7)",218,553,20,0,791
"Chesterfield County",-,"Provisional (CD 4)",9,23,0,0,32
"Chesterfield County",-,"Provisional (CD 7)",45,105,4,0,154
"Clarke County",-,"101 - Russell",726,223,3,1,953
"Clarke County",-,"201 - Berryville",478,271,1,0,750
"Clarke County",-,"301 - Millwood",447,172,4,2,625
"Clarke County",-,"302 - Pine Grove",245,110,5,1,361
"Clarke County",-,"401 - White Post",707,289,6,2,"1,004"
"Clarke County",-,"501 - Buckmarsh",440,194,0,0,634
"Clarke County",-,"502 - Blue Ridge",221,95,5,1,322
"Clarke County",-,"##ab - Central Absentee Precinct",142,326,1,0,469
"Clarke County",-,"##ev - Central Absentee Precinct","1,221","1,044",8,0,"2,273"
"Clarke County",-,"##pe - Central Absentee Precinct",12,11,1,0,24
"Clarke County",-,Provisional,3,4,0,0,7
"Colonial Heights City",-,"1 - First",438,151,4,2,595
"Colonial Heights City",-,"2 - Second",479,175,7,1,662
"Colonial Heights City",-,"3 - Third",539,198,8,3,748
"Colonial Heights City",-,"4 - Fourth",550,224,11,1,786
"Colonial Heights City",-,"5 - Fifth",725,201,2,1,929
"Colonial Heights City",-,"##ab - Central Absentee Precinct",213,200,8,0,421
"Colonial Heights City",-,"##ev - Central Absentee Precinct","1,965",570,12,2,"2,549"
"Colonial Heights City",-,"##pe - Central Absentee Precinct",3,10,1,0,14
"Colonial Heights City",-,Provisional,1,0,0,0,1
"Covington City",-,"101 - Precinct 1-1",163,66,1,0,230
"Covington City",-,"201 - Precinct 2-1",193,83,0,0,276
"Covington City",-,"301 - Precinct 3-1",91,88,3,0,182
"Covington City",-,"401 - Precinct 4-1",277,75,4,0,356
"Covington City",-,"501 - Precinct 5-1",300,81,2,0,383
"Covington City",-,"##ab - Central Absentee Precinct",174,184,6,0,364
"Covington City",-,"##ev - Central Absentee Precinct",0,0,0,0,0
"Covington City",-,"##pe - Central Absentee Precinct",0,2,0,0,2
"Covington City",-,Provisional,0,0,0,0,0
"Craig County",-,"101 - Court House",286,41,2,0,329
"Craig County",-,"201 - Ammendale Precinct",381,42,2,2,427
"Craig County",-,"301 - Givens & Reynolds Store",224,53,3,0,280
"Craig County",-,"303 - Marshalls Store",164,34,3,0,201
"Craig County",-,"401 - Barbours Creek",148,28,2,1,179
"Craig County",-,"402 - Paint Bank",25,8,0,0,33
"Craig County",-,"403 - Craig Springs",150,27,0,0,177
"Craig County",-,"501 - Craig City",278,36,0,0,314
"Craig County",-,"##ab - Central Absentee Precinct",45,46,1,0,92
"Craig County",-,"##ev - Central Absentee Precinct",377,85,4,1,467
"Craig County",-,"##pe - Central Absentee Precinct",1,0,0,0,1
"Craig County",-,Provisional,0,0,0,0,0
"Culpeper County",-,"101 - West Fairfax",887,572,14,3,"1,476"
"Culpeper County",-,"201 - East Fairfax",670,523,15,0,"1,208"
"Culpeper County",-,"302 - Eggbornsville",776,166,4,0,946
"Culpeper County",-,"303 - Cardova",612,135,3,0,750
"Culpeper County",-,"304 - Willow Shade",188,102,4,0,294
"Culpeper County",-,"401 - Eldorado",778,212,1,0,991
"Culpeper County",-,"402 - Browns Store","1,143",334,6,0,"1,483"
"Culpeper County",-,"501 - Jeffersonton","1,093",339,6,1,"1,439"
"Culpeper County",-,"502 - Rixeyville",996,225,5,0,"1,226"
"Culpeper County",-,"601 - Mitchells",166,53,1,0,220
"Culpeper County",-,"602 - Pearl Sample",840,296,4,0,"1,140"
"Culpeper County",-,"603 - South Ridge",233,132,3,0,368
"Culpeper County",-,"702 - Brandy Station","1,083",268,2,3,"1,356"
"Culpeper County",-,"703 - Lignum",534,135,2,0,671
"Culpeper County",-,"704 - Richardsville",371,62,2,0,435
"Culpeper County",-,"##ab - Central Absentee Precinct",509,"1,031",18,1,"1,559"
"Culpeper County",-,"##ev - Central Absentee Precinct","2,529","2,042",15,2,"4,588"
"Culpeper County",-,"##pe - Central Absentee Precinct",17,23,0,0,40
"Culpeper County",-,Provisional,11,11,2,0,24
"Cumberland County",-,"101 - Precinct 1",551,205,4,0,760
"Cumberland County",-,"201 - Precinct 2",450,141,3,3,597
"Cumberland County",-,"301 - Precinct 3",279,210,2,0,491
"Cumberland County",-,"401 - Precinct 4",469,154,4,0,627
"Cumberland County",-,"501 - Precinct 5",361,217,4,0,582
"Cumberland County",-,"##ab - Central Absentee Precinct",76,141,7,0,224
"Cumberland County",-,"##ev - Central Absentee Precinct",491,444,3,2,940
"Cumberland County",-,"##pe - Central Absentee Precinct",1,2,0,0,3
"Cumberland County",-,Provisional,0,1,0,0,1
"Danville City",-,"1 - Ward One",60,153,6,0,219
"Danville City",-,"2 - Ward Two",110,148,2,1,261
"Danville City",-,"3 - Ward Three",172,295,5,0,472
"Danville City",-,"4 - Ward Four",505,454,6,0,965
"Danville City",-,"6 - Ward Six",55,195,1,0,251
"Danville City",-,"7 - Ward Seven",85,290,2,0,377
"Danville City",-,"8 - Ward Eight",151,254,0,0,405
"Danville City",-,"9 - Ward Nine",222,192,6,0,420
"Danville City",-,"10 - Ward Ten",283,299,2,2,586
"Danville City",-,"11 - Ward Eleven",257,416,1,0,674
"Danville City",-,"12 - Ward Twelve",348,428,5,0,781
"Danville City",-,"13 - Ward Thirteen",313,386,4,0,703
"Danville City",-,"14 - Ward Fourteen",9,81,1,0,91
"Danville City",-,"15 - Ward Fifteen",385,311,5,0,701
"Danville City",-,"16 - Ward Sixteen",561,316,5,1,883
"Danville City",-,"17 - Ward Seventeen",537,176,3,0,716
"Danville City",-,"##ab - Central Absentee Precinct",345,847,15,0,"1,207"
"Danville City",-,"##ev - Central Absentee Precinct","1,493","1,598",11,1,"3,103"
"Danville City",-,"##pe - Central Absentee Precinct",12,14,0,0,26
"Danville City",-,Provisional,4,19,0,0,23
"Dickenson County",-,"101 - South Clintwood",496,73,2,0,571
"Dickenson County",-,"201 - Nora",219,32,0,0,251
"Dickenson County",-,"202 - Frying Pan",91,13,1,1,106
"Dickenson County",-,"203 - Clinchco",274,51,0,0,325
"Dickenson County",-,"301 - West Dante",152,6,1,1,160
"Dickenson County",-,"302 - Herald",266,21,0,0,287
"Dickenson County",-,"303 - Ridge",190,26,1,0,217
"Dickenson County",-,"304 - Longs Fork",165,12,0,0,177
"Dickenson County",-,"401 - Haysi-colley",493,132,0,0,625
"Dickenson County",-,"501 - Tarpon",131,26,1,0,158
"Dickenson County",-,"502 - North Clintwood",412,70,0,1,483
"Dickenson County",-,"##ab - Central Absentee Precinct",111,112,3,0,226
"Dickenson County",-,"##ev - Central Absentee Precinct",863,353,2,0,"1,218"
"Dickenson County",-,"##pe - Central Absentee Precinct",2,4,0,0,6
"Dickenson County",-,Provisional,2,3,0,0,5
"Dinwiddie County",-,"101 - White Oak",356,63,1,0,420
"Dinwiddie County",-,"102 - Rocky Run",453,85,1,0,539
"Dinwiddie County",-,"103 - Church Road",768,98,1,0,867
"Dinwiddie County",-,"201 - Rohoic",203,221,5,0,429
"Dinwiddie County",-,"202 - Sutherland",738,309,7,1,"1,055"
"Dinwiddie County",-,"301 - Reams",331,79,0,2,412
"Dinwiddie County",-,"302 - New Hope",416,157,3,0,576
"Dinwiddie County",-,"303 - Little Zion",430,267,4,0,701
"Dinwiddie County",-,"401 - Dinwiddie",539,206,3,1,749
"Dinwiddie County",-,"402 - Mckenney",350,150,1,0,501
