County/City,Ward,Pct,"Timothy Michael Kaine","Corey Alan Stewart","Matthew Joseph Waters","All Others","Total Votes Cast"
"Hanover County",-,"105 - Berkley",706,363,35,3,"1,107"
"Hanover County",-,"106 - Kersey Creek",350,476,19,0,845
"Hanover County",-,"107 - Chickahominy",544,596,24,5,"1,169"
"Hanover County",-,"201 - Beaverdam",483,"1,229",41,3,"1,756"
"Hanover County",-,"202 - Blunts",374,535,10,0,919
"Hanover County",-,"203 - Wilmington Parish",514,879,19,1,"1,413"
"Hanover County",-,"206 - Courthouse",601,615,27,3,"1,246"
"Hanover County",-,"208 - Oak Knoll",446,823,18,0,"1,287"
"Hanover County",-,"209 - West Hanover",122,234,7,0,363
"Hanover County",-,"210 - Oak Hill",157,314,12,2,485
"Hanover County",-,"301 - Clay",546,"1,092",28,3,"1,669"
"Hanover County",-,"303 - Shady Grove",554,971,28,3,"1,556"
"Hanover County",-,"304 - Atlee","1,582","1,910",75,8,"3,575"
"Hanover County",-,"305 - Cool Spring",664,898,57,4,"1,623"
"Hanover County",-,"401 - Battlefield",414,"1,253",30,4,"1,701"
"Hanover County",-,"403 - Cold Harbor",661,"1,349",35,1,"2,046"
"Hanover County",-,"404 - Black Creek",405,"1,475",30,3,"1,913"
"Hanover County",-,"405 - Pebble Creek",424,619,12,1,"1,056"
"Hanover County",-,"406 - Beaverdam Creek",138,235,3,0,376
"Hanover County",-,"502 - Rural Point",602,"1,034",27,3,"1,666"
"Hanover County",-,"503 - Newman",543,741,31,5,"1,320"
"Hanover County",-,"504 - Studley",253,797,31,1,"1,082"
"Hanover County",-,"505 - Totopotomoy",226,614,18,1,859
"Hanover County",-,"506 - Georgetown",419,821,22,1,"1,263"
"Hanover County",-,"507 - Laurel Meadow",472,983,31,4,"1,490"
"Hanover County",-,"601 - Village",776,"1,532",64,2,"2,374"
"Hanover County",-,"602 - Lee Davis",612,"1,171",36,2,"1,821"
"Hanover County",-,"603 - Mechanicsville",558,617,27,4,"1,206"
"Hanover County",-,"604 - Hanover Grove",385,732,20,2,"1,139"
"Hanover County",-,"701 - Farrington",523,"1,042",29,1,"1,595"
"Hanover County",-,"702 - Montpelier",603,834,25,0,"1,462"
"Hanover County",-,"703 - Rockville",548,987,32,4,"1,571"
"Hanover County",-,"704 - Elmont",681,965,27,1,"1,674"
"Hanover County",-,"705 - South Anna",303,577,22,1,903
"Hanover County",-,"Ab - Central Absentee Precinct","1,603","1,819",76,11,"3,509"
"Hanover County",-,Provisional,21,18,0,1,40
"Harrisonburg City",-,"101 - Northeast","1,326",501,60,9,"1,896"
"Harrisonburg City",-,"102 - East Central",704,186,37,2,929
"Harrisonburg City",-,"103 - Southeast","1,263",473,60,4,"1,800"
"Harrisonburg City",-,"104 - East","1,119",547,44,1,"1,711"
"Harrisonburg City",-,"105 - South East Central",814,257,38,4,"1,113"
"Harrisonburg City",-,"201 - Northwest","1,086",602,56,0,"1,744"
"Harrisonburg City",-,"202 - Southwest","1,185",599,58,1,"1,843"
"Harrisonburg City",-,"203 - West","1,134",520,37,4,"1,695"
"Harrisonburg City",-,"Ab - Central Absentee Precinct",598,367,14,5,984
"Harrisonburg City",-,Provisional,5,4,0,0,9
"Henrico County",-,"101 - Coalpit (CD 7)","1,418","1,058",51,4,"2,531"
"Henrico County",-,"102 - Dumbarton (CD 7)","1,516",420,39,3,"1,978"
"Henrico County",-,"103 - Glen Allen (CD 7)","1,422","1,220",38,1,"2,681"
"Henrico County",-,"105 - Greendale (CD 7)","1,292",652,56,3,"2,003"
"Henrico County",-,"106 - Hermitage (CD 7)","1,161",666,48,3,"1,878"
"Henrico County",-,"108 - Hungary Creek (CD 7)","1,452","1,071",37,3,"2,563"
"Henrico County",-,"109 - Hunton (CD 7)",296,354,10,2,662
"Henrico County",-,"110 - Johnson (CD 7)","1,537",499,35,1,"2,072"
"Henrico County",-,"111 - Lakeside (CD 7)","1,533",878,58,1,"2,470"
"Henrico County",-,"112 - Longan (CD 7)",979,719,32,1,"1,731"
"Henrico County",-,"113 - Maude Trevvett (CD 7)",443,317,18,0,778
"Henrico County",-,"114 - Monument Hills (CD 7)",443,300,18,4,765
"Henrico County",-,"115 - Staples Mill (CD 7)","1,340","1,210",48,7,"2,605"
"Henrico County",-,"117 - Westwood (CD 7)",912,474,32,4,"1,422"
"Henrico County",-,"201 - Adams (CD 4)","1,236",62,8,0,"1,306"
"Henrico County",-,"202 - Azalea (CD 7)","1,797",96,14,2,"1,909"
"Henrico County",-,"203 - Belmont (CD 7)","1,135",370,42,0,"1,547"
"Henrico County",-,"204 - Brookland (CD 7)",290,175,1,0,466
"Henrico County",-,"205 - Canterbury (CD 7)",288,256,7,0,551
"Henrico County",-,"206 - Central Gardens (CD 4)","1,586",35,7,0,"1,628"
"Henrico County",-,"207 - Chamberlayne (CD 7)","1,382",365,28,0,"1,775"
"Henrico County",-,"208 - Fairfield (CD 4)","1,392",44,8,1,"1,445"
"Henrico County",-,"209 - Glen Lea (CD 4)",977,122,7,1,"1,107"
"Henrico County",-,"210 - Greenwood (CD 7)",874,155,14,3,"1,046"
"Henrico County",-,"211 - Highland Gardens (CD 4)",626,27,3,0,656
"Henrico County",-,"212 - Hollybrook (CD 7)",447,133,11,0,591
"Henrico County",-,"213 - Hungary (CD 7)",895,179,16,2,"1,092"
"Henrico County",-,"214 - Longdale (CD 7)",749,289,17,0,"1,055"
"Henrico County",-,"215 - Maplewood (CD 4)","1,679",61,12,0,"1,752"
"Henrico County",-,"216 - Moody (CD 7)",414,269,24,0,707
"Henrico County",-,"217 - Mountain (CD 7)",345,171,16,1,533
"Henrico County",-,"218 - Oakview (CD 7)",56,50,3,0,109
"Henrico County",-,"219 - Randolph (CD 7)",193,39,2,0,234
"Henrico County",-,"220 - Ratcliffe (CD 4)","1,961",101,10,2,"2,074"
"Henrico County",-,"221 - Stratford Hall (CD 7)",156,81,6,1,244
"Henrico County",-,"222 - Wilder (CD 7)","1,147",196,15,0,"1,358"
"Henrico County",-,"223 - Yellow Tavern (CD 7)","1,331",720,37,3,"2,091"
"Henrico County",-,"224 - Essex Village (CD 4)",370,11,2,0,383
"Henrico County",-,"301 - Causeway (CD 7)",823,577,34,4,"1,438"
"Henrico County",-,"302 - Cedarfield (CD 7)",926,862,37,4,"1,829"
"Henrico County",-,"303 - Innsbrook (CD 7)","1,233",715,40,8,"1,996"
"Henrico County",-,"304 - Jackson Davis (CD 7)",557,541,23,0,"1,121"
"Henrico County",-,"305 - Nuckols Farm (CD 7)","1,169","1,024",48,6,"2,247"
"Henrico County",-,"306 - Pocahontas (CD 7)","1,019",699,47,5,"1,770"
"Henrico County",-,"307 - Ridge (CD 7)",563,426,30,3,"1,022"
"Henrico County",-,"308 - Rivers Edge (CD 7)","1,074",924,49,3,"2,050"
"Henrico County",-,"309 - Sadler (CD 7)","1,190",768,33,7,"1,998"
"Henrico County",-,"310 - Shady Grove (CD 7)","1,118","1,011",36,8,"2,173"
"Henrico County",-,"311 - Short Pump (CD 7)","1,609",992,49,6,"2,656"
"Henrico County",-,"312 - Springfield (CD 7)",769,465,20,2,"1,256"
"Henrico County",-,"313 - Stoney Run (CD 7)","1,438","1,062",69,10,"2,579"
"Henrico County",-,"314 - Three Chopt (CD 7)","1,043",756,49,4,"1,852"
"Henrico County",-,"315 - Tucker (CD 7)","1,505",450,42,2,"1,999"
"Henrico County",-,"401 - Quioccasin (CD 7)","1,154",708,43,1,"1,906"
"Henrico County",-,"402 - Crestview (CD 7)","1,012",462,32,3,"1,509"
"Henrico County",-,"403 - Derbyshire (CD 7)",656,710,41,3,"1,410"
"Henrico County",-,"404 - Freeman (CD 7)",696,504,39,1,"1,240"
"Henrico County",-,"405 - Gayton (CD 7)","1,054",994,57,7,"2,112"
"Henrico County",-,"406 - Godwin (CD 7)",965,646,45,4,"1,660"
"Henrico County",-,"407 - Lakewood (CD 7)",686,618,39,1,"1,344"
"Henrico County",-,"408 - Lauderdale (CD 7)",933,617,33,3,"1,586"
"Henrico County",-,"409 - Maybeury (CD 7)",996,756,63,7,"1,822"
"Henrico County",-,"410 - Mooreland (CD 7)",506,579,32,3,"1,120"
"Henrico County",-,"411 - Pemberton (CD 7)",934,496,33,5,"1,468"
"Henrico County",-,"412 - Pinchbeck (CD 7)","1,147",746,46,3,"1,942"
"Henrico County",-,"413 - Ridgefield (CD 7)","1,146",926,52,9,"2,133"
"Henrico County",-,"414 - Rollingwood (CD 7)",802,532,31,0,"1,365"
"Henrico County",-,"415 - Skipwith (CD 7)",591,344,27,4,966
"Henrico County",-,"416 - Spottswood (CD 7)",460,302,28,0,790
"Henrico County",-,"417 - Tuckahoe (CD 7)","1,205","1,211",78,7,"2,501"
"Henrico County",-,"418 - Welborne (CD 7)",753,431,24,3,"1,211"
"Henrico County",-,"419 - West End (CD 7)",935,781,45,9,"1,770"
"Henrico County",-,"501 - Antioch (CD 4)",373,862,21,0,"1,256"
"Henrico County",-,"502 - Cedar Fork (CD 4)",673,91,5,1,770
"Henrico County",-,"503 - Chickahominy (CD 4)",725,694,15,2,"1,436"
"Henrico County",-,"504 - Donahoe (CD 4)",757,268,7,5,"1,037"
"Henrico County",-,"505 - Dorey (CD 4)",949,733,19,1,"1,702"
"Henrico County",-,"506 - Eanes (CD 4)","1,149",299,19,1,"1,468"
"Henrico County",-,"507 - Elko (CD 4)",99,347,8,0,454
"Henrico County",-,"508 - Highland Springs (CD 4)",992,164,7,1,"1,164"
"Henrico County",-,"509 - Laburnum (CD 4)",962,262,13,2,"1,239"
"Henrico County",-,"510 - Mehfoud (CD 4)","1,034",315,16,1,"1,366"
"Henrico County",-,"511 - Montrose (CD 4)","2,110",233,17,0,"2,360"
"Henrico County",-,"512 - Nine Mile (CD 4)",472,206,16,1,695
"Henrico County",-,"513 - Pleasants (CD 4)","1,659",166,11,1,"1,837"
"Henrico County",-,"514 - Rolfe (CD 4)","2,800",226,19,1,"3,046"
"Henrico County",-,"515 - Sandston (CD 4)",466,676,21,0,"1,163"
"Henrico County",-,"516 - Sullivans (CD 4)",892,374,19,0,"1,285"
"Henrico County",-,"517 - Town Hall (CD 4)",274,337,14,1,626
"Henrico County",-,"518 - Whitlocks (CD 4)",615,731,23,2,"1,371"
"Henrico County",-,"AB - Central Absentee Precinct (CD 4)","1,954",405,22,0,"2,381"
"Henrico County",-,"Ab - Central Absentee Precinct (CD 7)","5,937","2,858",158,28,"8,981"
"Henrico County",-,"Provisional (CD 4)",51,4,0,0,55
"Henrico County",-,"Provisional (CD 7)",146,55,4,0,205
"Henry County",-,"101 - Bassett Number Two (CD 9)",205,181,2,0,388
"Henry County",-,"102 - Gunville (CD 9)",156,576,9,0,741
"Henry County",-,"103 - Scott's Tanyard (CD 9)",313,937,19,0,"1,269"
"Henry County",-,"201 - Fieldale (CD 9)",202,286,6,0,494
"Henry County",-,"202 - Horsepasture #1 (CD 9)",341,538,4,0,883
"Henry County",-,"203 - Horsepasture #2 (CD 9)",604,200,4,0,808
"Henry County",-,"204 - Spencer (CD 9)",271,656,6,0,933
"Henry County",-,"302 - Axton (CD 5)",319,275,10,0,604
"Henry County",-,"303 - Irisburg (CD 5)",495,557,8,0,"1,060"
"Henry County",-,"304 - Mount Olivet (CD 5)",676,533,8,0,"1,217"
"Henry County",-,"304 - Mount Olivet (CD 9)",4,0,0,0,4
"Henry County",-,"305 - Mountain Valley (CD 5)",240,292,8,0,540
"Henry County",-,"401 - Collinsville Number 1 (CD 9)",167,381,9,1,558
"Henry County",-,"402 - Daniels Creek (CD 9)",215,400,6,0,621
"Henry County",-,"404 - Collinsville Number 2 (CD 9)",388,643,21,0,"1,052"
"Henry County",-,"405 - Mountain View (CD 5)",268,336,4,1,609
"Henry County",-,"501 - Bassett Number One (CD 9)",230,239,3,0,472
"Henry County",-,"502 - Figsboro (CD 9)",189,488,5,0,682
"Henry County",-,"503 - Stanleytown (CD 9)",193,787,15,2,997
"Henry County",-,"504 - Oak Level (CD 9)",119,261,6,0,386
"Henry County",-,"505 - Dyers Store (CD 5)",13,44,0,0,57
"Henry County",-,"505 - Dyers Store (CD 9)",139,212,4,1,356
"Henry County",-,"601 - Fontaine (CD 9)",275,598,11,0,884
"Henry County",-,"602 - Hillcrest (CD 9)",152,186,5,0,343
"Henry County",-,"603 - Ridgeway #1 (CD 5)",270,700,6,1,977
"Henry County",-,"604 - Ridgeway #2 (CD 9)",202,543,1,0,746
"Henry County",-,"Ab - Central Absentee Precinct (CD 5)",154,151,4,0,309
"Henry County",-,"Ab - Central Absentee Precinct (CD 9)",256,463,6,0,725
"Henry County",-,"Provisional (CD 5)",3,2,0,0,5
"Henry County",-,"Provisional (CD 9)",2,6,0,0,8
"Highland County",-,"1 - Monterey",158,224,5,0,387
"Highland County",-,"3 - Wilsons Mill",30,61,2,0,93
"Highland County",-,"5 - Blue Grass",77,147,0,0,224
"Highland County",-,"7 - Mill Gap",54,87,1,0,142
"Highland County",-,"8 - Mcdowell",65,191,4,0,260
"Highland County",-,"10 - Headwaters",16,62,0,0,78
"Highland County",-,Provisional,0,0,0,0,0
"Hopewell City",-,"101 - Ward One",366,330,21,1,718
"Hopewell City",-,"201 - Ward Two",559,91,8,1,659
"Hopewell City",-,"301 - Ward Three",377,753,25,0,"1,155"
"Hopewell City",-,"401 - Ward Four",772,594,9,2,"1,377"
"Hopewell City",-,"501 - Ward Five",381,547,12,0,940
"Hopewell City",-,"601 - Ward Six",686,94,13,1,794
"Hopewell City",-,"701 - Ward Seven",488,282,16,0,786
"Hopewell City",-,"Ab - Central Absentee Precinct",244,202,3,0,449
"Hopewell City",-,Provisional,5,1,0,0,6
"Isle of Wight County",-,"101 - Smithfield",779,"1,149",40,1,"1,969"
"Isle of Wight County",-,"102 - Cypress Creek",677,892,28,0,"1,597"
"Isle of Wight County",-,"201 - Bartlett",769,"1,132",37,5,"1,943"
"Isle of Wight County",-,"202 - Carrollton",941,"1,023",35,3,"2,002"
"Isle of Wight County",-,"301 - Rushmere",763,611,22,1,"1,397"
"Isle of Wight County",-,"302 - Pons",906,464,10,1,"1,381"
"Isle of Wight County",-,"401 - Courthouse",171,394,7,2,574
"Isle of Wight County",-,"402 - Windsor",419,711,22,0,"1,152"
"Isle of Wight County",-,"403 - Longview",502,613,19,1,"1,135"
"Isle of Wight County",-,"501 - Walters",183,451,6,0,640
"Isle of Wight County",-,"502 - Camps Mill",181,140,0,0,321
"Isle of Wight County",-,"503 - Carrsville",193,264,5,0,462
"Isle of Wight County",-,"504 - Zuni",255,536,14,1,806
"Isle of Wight County",-,"505 - Raynor",118,324,4,0,446
"Isle of Wight County",-,"Ab - Central Absentee Precinct",496,463,14,3,976
"Isle of Wight County",-,Provisional,4,4,0,0,8
"James City County",-,"101 - Berkeley A (CD 1)","1,088","1,083",43,2,"2,216"
"James City County",-,"102 - Berkeley B (CD 1)",779,663,40,4,"1,486"
"James City County",-,"103 - Berkeley C (CD 1)","1,355","1,569",46,6,"2,976"
"James City County",-,"104- Berkeley D (CD 2)",396,284,17,1,698
"James City County",-,"201 - Jamestown A (CD 2)",401,244,12,0,657
"James City County",-,"202 - Jamestown B (CD 1)","1,298",715,51,2,"2,066"
"James City County",-,"202 - Jamestown B (CD 2)",3,0,0,0,3
"James City County",-,"203 - Jamestown C (CD 1)",901,815,32,4,"1,752"
"James City County",-,"204 - Jamestown D (CD 1)","1,162","1,241",48,2,"2,453"
"James City County",-,"301 - Powhatan A (CD 1)","1,215","1,280",33,1,"2,529"
"James City County",-,"302 - Powhatan B (CD 1)",436,273,16,1,726
"James City County",-,"303 - Powhatan C (CD 1)",304,554,8,0,866
"James City County",-,"304 - Powhatan D (CD 1)","1,233",759,34,5,"2,031"
"James City County",-,"401 - Stonehouse A (CD 1)","1,133","1,220",54,4,"2,411"
"James City County",-,"402 - Stonehouse B (CD 1)","1,633","1,567",46,2,"3,248"
"James City County",-,"403 - Stonehouse C (CD 1)",910,"1,178",34,0,"2,122"
"James City County",-,"501 - Roberts A (CD 2)",756,230,13,1,"1,000"
"James City County",-,"502 - Roberts B (CD 2)",966,"1,331",29,11,"2,337"
"James City County",-,"503 - Roberts C (CD 2)",272,102,11,1,386
"James City County",-,"504 - Roberts D (CD 1)",10,8,0,0,18
"James City County",-,"504 - Roberts D (CD 2)","1,207",906,38,3,"2,154"
"James City County",-,"Ab - Central Absentee Precinct (CD 1)","1,992","1,469",44,8,"3,513"
"James City County",-,"AB - Central Absentee Precinct (CD 2)",670,453,15,0,"1,138"
"James City County",-,"Provisional (CD 1)",18,8,0,0,26
"James City County",-,"Provisional (CD 2)",8,3,0,0,11
"King and Queen County",-,"101 - Owenton",315,214,5,0,534
"King and Queen County",-,"201 - Clarks",228,355,8,1,592
"King and Queen County",-,"301 - Shacklefords",243,317,8,1,569
"King and Queen County",-,"401 - Courthouse",286,285,10,1,582
"King and Queen County",-,"501 - Oldmill",142,349,6,0,497
"King and Queen County",-,"Ab - Central Absentee Precinct",104,93,1,0,198
"King and Queen County",-,Provisional,0,2,0,0,2
"King George County",-,"101 - Courthouse",653,962,46,0,"1,661"
"King George County",-,"102 - Passapatanzy",302,501,13,0,816
"King George County",-,"201 - Monroe",806,"1,380",57,6,"2,249"
"King George County",-,"301 - Dahlgren",920,992,41,6,"1,959"
"King George County",-,"401 - Shiloh",846,"1,227",35,1,"2,109"
"King George County",-,"Ab - Central Absentee Precinct",443,480,21,2,946
"King George County",-,Provisional,6,4,0,0,10
"King William County",-,"101 - West Point",510,794,27,2,"1,333"
"King William County",-,"201 - Sweet Hall",186,316,15,0,517
"King William County",-,"202 - Courthouse",410,485,9,3,907
"King William County",-,"301 - Aylett",404,961,29,1,"1,395"
"King William County",-,"401 - Manquin",494,997,19,8,"1,518"
"King William County",-,"501 - Mangohick",545,968,19,0,"1,532"
"King William County",-,"Ab - Central Absentee Precinct",126,186,4,0,316
"King William County",-,Provisional,0,0,0,0,0
"Lancaster County",-,"101 - Precinct 1-1",402,582,19,0,"1,003"
"Lancaster County",-,"201 - Precinct 2-1",551,338,10,1,900
"Lancaster County",-,"301 - Precinct 3-1",266,486,10,0,762
"Lancaster County",-,"302 - Precinct 3-2",160,246,6,0,412
"Lancaster County",-,"401 - Precinct 4-1",575,304,6,1,886
"Lancaster County",-,"501 - Precinct 5-1",460,683,15,0,"1,158"
"Lancaster County",-,"Ab - Central Absentee Precinct",268,308,8,0,584
"Lancaster County",-,Provisional,1,0,0,0,1
"Lee County",-,"101 - Elydale",76,230,4,0,310
"Lee County",-,"102 - Ewing",70,250,2,0,322
"Lee County",-,"103 - Rose Hill",146,471,6,0,623
"Lee County",-,"201 - Blackwater",44,89,1,1,135
"Lee County",-,"202 - Flatwoods",91,409,3,0,503
"Lee County",-,"203 - Jonesville",197,564,4,0,765
"Lee County",-,"301 - Ben Hur",194,618,4,0,816
"Lee County",-,"302 - Woodway",109,423,1,0,533
"Lee County",-,"401 - Stickleyville",80,204,5,0,289
"Lee County",-,"402 - Jasper",42,176,1,0,219
"Lee County",-,"403 - Seminary",54,241,4,0,299
"Lee County",-,"404 - Dryden",135,394,3,0,532
"Lee County",-,"501 - Saint Charles",96,148,3,0,247
"Lee County",-,"502 - Pennington",127,430,6,1,564
"Lee County",-,"503 - Robbins Chapel",13,67,0,0,80
"Lee County",-,"504 - Keokee",40,84,0,0,124
"Lee County",-,"Ab - Central Absentee Precinct",157,298,5,0,460
"Lee County",-,Provisional,0,0,0,0,0
"Lexington City",-,"1 - Lexington","1,301",490,30,4,"1,825"
"Lexington City",-,"Ab - Central Absentee Precinct",209,79,6,0,294
"Lexington City",-,Provisional,1,0,0,0,1
"Loudoun County",-,"107 - Little River","1,018",620,26,1,"1,665"
"Loudoun County",-,"108 - Mercer","1,046",520,23,1,"1,590"
"Loudoun County",-,"112 - Freedom",809,344,23,3,"1,179"
"Loudoun County",-,"114 - Dulles South","1,005",446,21,1,"1,473"
"Loudoun County",-,"117 - Carter",599,192,12,0,803
"Loudoun County",-,"118 - Moorefield","1,276",462,25,5,"1,768"
"Loudoun County",-,"119 - Arcola",943,371,32,2,"1,348"
"Loudoun County",-,"120 - Lunsford","1,216",597,26,2,"1,841"
"Loudoun County",-,"121 - Town Hall",719,386,31,2,"1,138"
"Loudoun County",-,"122 - Hutchison Farm","1,204",629,41,2,"1,876"
"Loudoun County",-,"123 - Cardinal Ridge",700,377,22,0,"1,099"
"Loudoun County",-,"124 - Liberty",833,392,23,1,"1,249"
"Loudoun County",-,"125 - Rock Ridge","1,113",372,11,2,"1,498"
"Loudoun County",-,"126-Goshen Post","1,130",524,33,2,"1,689"
"Loudoun County",-,"207 - River Bend",691,450,26,1,"1,168"
"Loudoun County",-,"208 - Algonkian",732,412,27,2,"1,173"
"Loudoun County",-,"209 - Potomac Falls","1,115",550,41,4,"1,710"
"Loudoun County",-,"210 - Cascades","1,321",596,38,1,"1,956"
"Loudoun County",-,"213 - Countryside",451,207,21,1,680
"Loudoun County",-,"214 - Sugarland North","1,279",748,42,1,"2,070"
"Loudoun County",-,"215 - Sugarland South","1,231",564,49,2,"1,846"
"Loudoun County",-,"216 - Lowes Island",981,582,26,4,"1,593"
"Loudoun County",-,"217 - South Bank","1,251",666,33,5,"1,955"
"Loudoun County",-,"218 - University Center",853,331,37,0,"1,221"
"Loudoun County",-,"219 - Galilee Church",920,442,45,0,"1,407"
"Loudoun County",-,"301 - Purcellville","1,062",922,52,5,"2,041"
"Loudoun County",-,"302 - Round Hill",799,908,41,3,"1,751"
"Loudoun County",-,"303 - Hillsboro",744,845,31,2,"1,622"
"Loudoun County",-,"305 - Philomont",354,397,14,4,769
"Loudoun County",-,"307 - Middleburg",491,301,15,2,809
"Loudoun County",-,"308 - St Louis",471,342,15,1,829
"Loudoun County",-,"309 - Aldie",317,309,18,1,645
"Loudoun County",-,"310 - Mountain View","1,070","1,044",70,5,"2,189"
"Loudoun County",-,"311 - Round Hill Elementary",758,890,34,3,"1,685"
"Loudoun County",-,"312 - Briar Woods","1,295",548,33,1,"1,877"
"Loudoun County",-,"313 - Pinebrook","1,082",598,29,2,"1,711"
"Loudoun County",-,"314 - Legacy","1,180",448,22,3,"1,653"
"Loudoun County",-,"315 - Firehouse",248,318,13,2,581
"Loudoun County",-,"316 - Creighton's Corner","1,292",525,40,1,"1,858"
"Loudoun County",-,"318 - Madison's Trust",961,930,49,4,"1,944"
"Loudoun County",-,"319 - John Champe","1,474",795,39,2,"2,310"
"Loudoun County",-,"320 - Stone Hill","1,498",423,24,0,"1,945"
"Loudoun County",-,"321 - Brambleton Middle",828,315,15,0,"1,158"
"Loudoun County",-,"322-Buffalo Trail",857,370,19,0,"1,246"
"Loudoun County",-,"401 - West Lovettsville",942,"1,084",55,5,"2,086"
"Loudoun County",-,"402 - Waterford",867,921,33,3,"1,824"
"Loudoun County",-,"403 - Lucketts","1,055",988,35,1,"2,079"
"Loudoun County",-,"407 - Harper Park",690,434,25,5,"1,154"
"Loudoun County",-,"408 - Evergreen","1,098",768,38,0,"1,904"
"Loudoun County",-,"409 - Clarkes Gap",843,926,39,6,"1,814"
"Loudoun County",-,"411 - East Lovettsville",614,756,31,4,"1,405"
"Loudoun County",-,"413 - Tuscarora",43,44,1,0,88
"Loudoun County",-,"414 - Red Rock",676,324,19,1,"1,020"
"Loudoun County",-,"416 - Hamilton","1,102","1,052",50,8,"2,212"
"Loudoun County",-,"420 - River Creek",763,714,17,4,"1,498"
"Loudoun County",-,"421 - Between The Hills",91,118,3,0,212
"Loudoun County",-,"422 - Sycolin Creek",674,692,16,1,"1,383"
"Loudoun County",-,"501 - West Leesburg","1,058",561,44,5,"1,668"
"Loudoun County",-,"502 - East Leesburg","1,266",459,49,2,"1,776"
"Loudoun County",-,"503 - Dry Mill",550,338,26,1,915
"Loudoun County",-,"504 - Smarts Mill","1,195",621,51,2,"1,869"
"Loudoun County",-,"505 - Cool Spring","1,065",766,43,4,"1,878"
"Loudoun County",-,"506 - Brandon Park",731,297,31,2,"1,061"
"Loudoun County",-,"507 - Greenway",562,374,19,5,960
"Loudoun County",-,"508 - Balls Bluff","1,149",637,40,1,"1,827"
"Loudoun County",-,"509 - Tolbert","1,354",560,23,1,"1,938"
"Loudoun County",-,"510 - Heritage",642,480,20,3,"1,145"
"Loudoun County",-,"615 - Hillside","1,035",594,46,2,"1,677"
"Loudoun County",-,"616 - Eagle Ridge","1,209",619,33,10,"1,871"
"Loudoun County",-,"617 - Oak Grove",602,140,12,1,755
"Loudoun County",-,"619 - Ridgetop",658,162,19,0,839
"Loudoun County",-,"620 - Russell Branch","1,310",710,49,3,"2,072"
"Loudoun County",-,"621 - Dominion Trail","1,423",639,40,4,"2,106"
"Loudoun County",-,"622 - Farmwell Station","1,405",595,41,3,"2,044"
"Loudoun County",-,"623 - Weller","1,603",803,39,3,"2,448"
"Loudoun County",-,"625 - Mill Run",463,306,15,2,786
"Loudoun County",-,"626 - Ashby Ponds",588,422,6,1,"1,017"
"Loudoun County",-,"627 - Ashbrook",482,146,22,3,653
"Loudoun County",-,"628 - Moorefield Station","1,416",522,43,3,"1,984"
"Loudoun County",-,"629 - Discovery",309,165,10,0,484
"Loudoun County",-,"701 - Sully","1,043",470,38,1,"1,552"
"Loudoun County",-,"702 - Park View",943,422,29,3,"1,397"
"Loudoun County",-,"703 - Rolling Ridge","1,339",346,37,0,"1,722"
"Loudoun County",-,"705 - Forest Grove","1,348",631,44,6,"2,029"
"Loudoun County",-,"707 - Claude Moore Park",974,342,27,0,"1,343"
"Loudoun County",-,"708 - Seneca",957,517,26,1,"1,501"
"Loudoun County",-,"709 - Mirror Ridge","1,143",450,32,4,"1,629"
"Loudoun County",-,"710 - Sterling",889,382,35,1,"1,307"
"Loudoun County",-,"808 - Stone Bridge","1,362",725,42,3,"2,132"
"Loudoun County",-,"810 - Cedar Lane","1,209",561,43,2,"1,815"
"Loudoun County",-,"813 - Seldens Landing",940,387,27,0,"1,354"
"Loudoun County",-,"814 - Newton - Lee","1,080",782,31,7,"1,900"
"Loudoun County",-,"815 - Belmont Ridge","1,132",675,24,4,"1,835"
"Loudoun County",-,"817 - Sanders Corner","1,359",793,46,5,"2,203"
"Loudoun County",-,"818 - Broad Run",927,524,29,1,"1,481"
"Loudoun County",-,"819 - Heritage Church",863,486,27,3,"1,379"
"Loudoun County",-,"820 - Belmont Station",998,558,32,1,"1,589"
"Loudoun County",-,"822 - Riverside",759,434,19,3,"1,215"
"Loudoun County",-,"Ab - Central Absentee Precinct","13,929","6,093",337,43,"20,402"
"Loudoun County",-,Provisional,120,46,3,1,170
"Louisa County",-,"101 - Zion",839,882,28,2,"1,751"
"Louisa County",-,"102 - Mechanicsville",352,458,14,1,825
"Louisa County",-,"201 - Louisa #1",380,530,11,2,923
"Louisa County",-,"202 - Louisa #2",355,501,16,1,873
"Louisa County",-,"301 - Patrick Henry No 1",907,723,26,1,"1,657"
"Louisa County",-,"302 - Patrick Henry #2",187,250,3,0,440
"Louisa County",-,"401 - Mineral",491,872,19,1,"1,383"
"Louisa County",-,"402 - Yanceyville",223,239,5,0,467
"Louisa County",-,"501 - Fredericks Hall",253,207,5,0,465
"Louisa County",-,"502 - Cuckoo",255,472,13,0,740
"Louisa County",-,"503 - Elk Creek",196,419,10,0,625
"Louisa County",-,"601 - Bumpass",210,609,15,1,835
"Louisa County",-,"602 - Locust Creek",347,723,16,1,"1,087"
"Louisa County",-,"701 - Sheltons Mill",372,735,23,0,"1,130"
"Louisa County",-,"702 - South Anna",320,538,18,2,878
"Louisa County",-,"Ab - Central Absentee Precinct",693,632,20,0,"1,345"
"Louisa County",-,Provisional,4,0,0,0,4
"Lunenburg County",-,"101 - Plymouth",133,318,8,0,459
"Lunenburg County",-,"201 - Browns Store",166,306,10,0,482
