County/City,Ward,Pct,"Mark Rankin Herring","John Donley Adams","All Others","Total Votes Cast"
,,,Democratic,Republican
"Chesterfield County",-,"417 - Edgewater (CD 7)",392,419,0,811
"Chesterfield County",-,"501 - Huguenot (CD 7)",671,562,1,"1,234"
"Chesterfield County",-,"502 - Crestwood (CD 7)",490,518,1,"1,009"
"Chesterfield County",-,"503 - Midlothian (CD 7)",722,951,1,"1,674"
"Chesterfield County",-,"504 - Robious (CD 7)","1,096","1,618",0,"2,714"
"Chesterfield County",-,"505 - Bon Air (CD 7)","1,005",957,3,"1,965"
"Chesterfield County",-,"506 - Greenfield (CD 7)",926,777,1,"1,704"
"Chesterfield County",-,"507 - Salisbury (CD 7)",893,"1,566",3,"2,462"
"Chesterfield County",-,"508 - Belgrade (CD 7)",750,829,2,"1,581"
"Chesterfield County",-,"509 - Cranbeck (CD 7)",610,448,1,"1,059"
"Chesterfield County",-,"510 - Sycamore (CD 7)",759,"1,090",3,"1,852"
"Chesterfield County",-,"511 - Black Heath (CD 7)",494,799,0,"1,293"
"Chesterfield County",-,"513 - Beaufont (CD 7)",494,181,0,675
"Chesterfield County",-,"514 - Watkins (CD 7)",831,"1,231",3,"2,065"
"Chesterfield County",-,"515 - Davis (CD 7)",980,246,0,"1,226"
"Chesterfield County",-,"516 - Pocoshock (CD 7)",657,194,0,851
"Chesterfield County",-,"517 - Roseland (CD 7)",263,446,0,709
"Chesterfield County",-,"518 - Midlothian North (CD 7)",740,"1,274",1,"2,015"
"Chesterfield County",-,"Ab - Central Absentee Precinct (CD 4)",894,"1,152",1,"2,047"
"Chesterfield County",-,"Ab - Central Absentee Precinct (CD 7)","2,191","2,208",2,"4,401"
"Chesterfield County",-,"Provisional (CD 4)",14,9,0,23
"Chesterfield County",-,"Provisional (CD 7)",330,114,0,444
"Clarke County",-,"101 - Russell",382,671,2,"1,055"
"Clarke County",-,"201 - Berryville",449,470,0,919
"Clarke County",-,"301 - Millwood",339,435,0,774
"Clarke County",-,"302 - Pine Grove",131,211,1,343
"Clarke County",-,"401 - White Post",453,552,0,"1,005"
"Clarke County",-,"501 - Buckmarsh",305,425,2,732
"Clarke County",-,"502 - Blue Ridge",128,153,0,281
"Clarke County",-,"Ab - Central Absentee Precinct",220,203,1,424
"Clarke County",-,Provisional,2,2,0,4
"Colonial Heights City",-,"1 - First",239,385,1,625
"Colonial Heights City",-,"2 - Second",211,529,1,741
"Colonial Heights City",-,"3 - Third",275,650,0,925
"Colonial Heights City",-,"4 - Fourth",331,770,0,"1,101"
"Colonial Heights City",-,"5 - Fifth",254,977,1,"1,232"
"Colonial Heights City",-,"Ab - Central Absentee Precinct",109,388,0,497
"Colonial Heights City",-,Provisional,0,1,0,1
"Covington City",-,"101 - Precinct 1-1",76,117,1,194
"Covington City",-,"201 - Precinct 2-1",113,130,0,243
"Covington City",-,"301 - Precinct 3-1",118,84,0,202
"Covington City",-,"401 - Precinct 4-1",112,235,1,348
"Covington City",-,"501 - Precinct 5-1",95,199,0,294
"Covington City",-,"Ab - Central Absentee Precinct",29,23,0,52
"Covington City",-,Provisional,0,0,0,0
"Craig County",-,"101 - Court House",61,261,0,322
"Craig County",-,"201 - Ammendale Precinct",75,317,0,392
"Craig County",-,"301 - Givens & Reynolds Store",76,160,0,236
"Craig County",-,"303 - Marshalls Store",70,125,0,195
"Craig County",-,"401 - Barbours Creek",37,121,0,158
"Craig County",-,"402 - Paint Bank",12,24,0,36
"Craig County",-,"403 - Craig Springs",40,137,0,177
"Craig County",-,"501 - Craig City",59,256,0,315
"Craig County",-,Provisional,0,0,0,0
"Culpeper County",-,"101 - West Fairfax",758,768,0,"1,526"
"Culpeper County",-,"201 - East Fairfax",655,549,2,"1,206"
"Culpeper County",-,"302 - Eggbornsville",232,566,2,800
"Culpeper County",-,"303 - Cardova",171,420,0,591
"Culpeper County",-,"304 - Willow Shade",133,145,0,278
"Culpeper County",-,"401 - Eldorado",265,535,2,802
"Culpeper County",-,"402 - Browns Store",479,965,4,"1,448"
"Culpeper County",-,"501 - Jeffersonton",368,833,1,"1,202"
"Culpeper County",-,"502 - Rixeyville",356,793,1,"1,150"
"Culpeper County",-,"601 - Mitchells",53,147,0,200
"Culpeper County",-,"602 - Pearl Sample",444,754,1,"1,199"
"Culpeper County",-,"603 - South Ridge",154,199,1,354
"Culpeper County",-,"702 - Brandy Station",311,761,1,"1,073"
"Culpeper County",-,"703 - Lignum",163,411,0,574
"Culpeper County",-,"704 - Richardsville",71,245,1,317
"Culpeper County",-,"Ab - Central Absentee Precinct",320,455,0,775
"Culpeper County",-,Provisional,5,7,0,12
"Cumberland County",-,"101 - Precinct 1",257,420,0,677
"Cumberland County",-,"201 - Precinct 2",200,417,1,618
"Cumberland County",-,"301 - Precinct 3",318,241,0,559
"Cumberland County",-,"401 - Precinct 4",176,385,1,562
"Cumberland County",-,"501 - Precinct 5",255,313,1,569
"Cumberland County",-,"Ab - Central Absentee Precinct",50,79,0,129
"Cumberland County",-,Provisional,2,1,0,3
"Danville City",-,"1 - Ward One",207,35,1,243
"Danville City",-,"2 - Ward Two",203,127,1,331
"Danville City",-,"3 - Ward Three",453,201,0,654
"Danville City",-,"4 - Ward Four",597,573,2,"1,172"
"Danville City",-,"6 - Ward Six",240,35,0,275
"Danville City",-,"7 - Ward Seven",443,79,1,523
"Danville City",-,"8 - Ward Eight",331,168,0,499
"Danville City",-,"9 - Ward Nine",269,198,0,467
"Danville City",-,"10 - Ward Ten",344,308,0,652
"Danville City",-,"11 - Ward Eleven",648,305,0,953
"Danville City",-,"12 - Ward Twelve",628,455,2,"1,085"
"Danville City",-,"13 - Ward Thirteen",533,326,0,859
"Danville City",-,"14 - Ward Fourteen",115,5,0,120
"Danville City",-,"15 - Ward Fifteen",370,396,1,767
"Danville City",-,"16 - Ward Sixteen",360,572,0,932
"Danville City",-,"17 - Ward Seventeen",231,619,1,851
"Danville City",-,"Ab - Central Absentee Precinct",235,282,1,518
"Danville City",-,Provisional,1,1,0,2
"Dickenson County",-,"101 - South Clintwood",185,487,2,674
"Dickenson County",-,"201 - Nora",55,164,1,220
"Dickenson County",-,"202 - Frying Pan",18,78,0,96
"Dickenson County",-,"203 - Clinchco",77,173,0,250
"Dickenson County",-,"301 - West Dante",12,116,0,128
"Dickenson County",-,"302 - Herald",29,181,0,210
"Dickenson County",-,"303 - Ridge",67,288,0,355
"Dickenson County",-,"401 - Haysi-colley",184,309,0,493
"Dickenson County",-,"501 - Tarpon",50,111,1,162
"Dickenson County",-,"502 - North Clintwood",134,367,0,501
"Dickenson County",-,"Ab - Central Absentee Precinct",146,172,1,319
"Dickenson County",-,Provisional,1,0,0,1
"Dinwiddie County",-,"101 - White Oak",85,249,0,334
"Dinwiddie County",-,"102 - Rocky Run",142,368,1,511
"Dinwiddie County",-,"103 - Church Road",167,637,0,804
"Dinwiddie County",-,"201 - Rohoic",239,166,0,405
"Dinwiddie County",-,"202 - Sutherland",458,671,0,"1,129"
"Dinwiddie County",-,"301 - Reams",111,204,0,315
"Dinwiddie County",-,"302 - New Hope",210,372,1,583
"Dinwiddie County",-,"303 - Little Zion",448,349,0,797
"Dinwiddie County",-,"401 - Dinwiddie",326,499,0,825
"Dinwiddie County",-,"402 - Mckenney",195,243,1,439
"Dinwiddie County",-,"403 - Cherry Hill",182,163,0,345
"Dinwiddie County",-,"501 - Edgehill",95,38,0,133
"Dinwiddie County",-,"502 - Chesdin",764,335,1,"1,100"
"Dinwiddie County",-,"Ab - Central Absentee Precinct",258,308,1,567
"Dinwiddie County",-,Provisional,0,0,0,0
"Emporia City",-,"101 - Precinct 1-1",161,86,0,247
"Emporia City",-,"201 - Precinct 2-1",138,17,0,155
"Emporia City",-,"301 - Precinct 3-1",104,132,0,236
"Emporia City",-,"401 - Precinct 4-1",124,160,1,285
"Emporia City",-,"501 - Precinct 5-1",124,10,0,134
"Emporia City",-,"601 - District 6",117,190,0,307
"Emporia City",-,"701 - District 7",110,63,0,173
"Emporia City",-,"AB - Central Absentee Precinct",35,50,0,85
"Emporia City",-,Provisional,0,0,0,0
"Essex County",-,"101 - Greater Tappahannock",348,412,0,760
"Essex County",-,"201 - North",496,310,1,807
"Essex County",-,"301 - South",335,614,1,950
"Essex County",-,"401 - Central",370,516,0,886
"Essex County",-,"Ab - Central Absentee Precinct",150,145,0,295
"Essex County",-,Provisional,1,0,0,1
"Fairfax County",-,"104 - Chapel (CD 11)",834,534,0,"1,368"
"Fairfax County",-,"105 - Fairview (CD 11)","1,545",835,1,"2,381"
"Fairfax County",-,"106 - Heritage (CD 11)","1,056",349,0,"1,405"
"Fairfax County",-,"108 - Kings Park (CD 11)",784,484,2,"1,270"
"Fairfax County",-,"109 - Little Run (CD 11)",506,285,0,791
"Fairfax County",-,"110 - North Springfield (CD 11)","1,248",633,2,"1,883"
"Fairfax County",-,"113 - Canterbury (CD 11)","1,376",752,5,"2,133"
"Fairfax County",-,"114 - Olde Creek (CD 11)",627,403,1,"1,031"
"Fairfax County",-,"115 - Ravensworth (CD 11)",516,367,0,883
"Fairfax County",-,"116 - Wakefield (CD 11)",891,428,3,"1,322"
"Fairfax County",-,"117 - Woodson (CD 11)",875,529,2,"1,406"
"Fairfax County",-,"118 - Lake Braddock (CD 11)","1,318",579,2,"1,899"
"Fairfax County",-,"119 - Laurel (CD 11)","1,340",762,1,"2,103"
"Fairfax County",-,"120 - Sideburn (CD 11)",965,751,3,"1,719"
"Fairfax County",-,"121 - Villa (CD 11)",605,361,1,967
"Fairfax County",-,"123 - Robinson (CD 11)","1,277",763,3,"2,043"
"Fairfax County",-,"125 - Signal Hill (CD 11)","1,037",584,0,"1,621"
"Fairfax County",-,"126 - Bonnie Brae (CD 11)",835,379,2,"1,216"
"Fairfax County",-,"127 - Burke Centre (CD 11)","1,428",692,4,"2,124"
"Fairfax County",-,"128 - Cardinal (CD 11)",761,361,1,"1,123"
"Fairfax County",-,"129 - Keene Mill (CD 11)",604,324,0,928
"Fairfax County",-,"130 - Terra Centre (CD 11)",770,458,0,"1,228"
"Fairfax County",-,"131 - Eagle View (CD 11)",990,501,3,"1,494"
"Fairfax County",-,"132 - Monument (CD 11)","1,174",425,2,"1,601"
"Fairfax County",-,"133 - Danbury (CD 11)",244,120,0,364
"Fairfax County",-,"134 - University (CD 11)","1,099",185,1,"1,285"
"Fairfax County",-,"201 - Armstrong (CD 11)","1,283",553,2,"1,838"
"Fairfax County",-,"202 - Flint Hill (CD 11)",996,673,0,"1,669"
"Fairfax County",-,"203 - Floris (CD 11)","1,264",700,0,"1,964"
"Fairfax County",-,"204 - Madison (CD 11)",278,109,1,388
"Fairfax County",-,"208 - Reston #1 (CD 11)","1,244",371,2,"1,617"
"Fairfax County",-,"209 - Reston #2 (CD 11)","1,265",304,7,"1,576"
"Fairfax County",-,"213 - Vienna #1 (CD 11)","1,414",712,0,"2,126"
"Fairfax County",-,"214 - Vienna #2 (CD 11)","1,099",562,5,"1,666"
"Fairfax County",-,"216 - Vienna #4 (CD 11)",566,251,0,817
"Fairfax County",-,"218 - Vienna #6 (CD 11)",802,342,0,"1,144"
"Fairfax County",-,"219 - Westbriar (CD 11)","1,216",632,1,"1,849"
"Fairfax County",-,"220 - Dogwood (CD 11)","1,424",452,0,"1,876"
"Fairfax County",-,"221 - Hunters Woods (CD 11)","1,108",493,0,"1,601"
"Fairfax County",-,"222 - Reston #3 (CD 11)","1,003",208,3,"1,214"
"Fairfax County",-,"223 - Glade (CD 11)","1,539",480,1,"2,020"
"Fairfax County",-,"224 - South Lakes (CD 11)","1,877",542,6,"2,425"
"Fairfax County",-,"225 - Hughes (CD 11)","1,419",337,2,"1,758"
"Fairfax County",-,"226 - Wolftrap (CD 11)","1,237",759,1,"1,997"
"Fairfax County",-,"227 - Sunrise Valley (CD 11)",647,329,1,977
"Fairfax County",-,"229 - Fox Mill (CD 10)","1,568",924,6,"2,498"
"Fairfax County",-,"233 - North Point (CD 11)","1,126",638,0,"1,764"
"Fairfax County",-,"234 - Aldrin (CD 11)","1,077",447,1,"1,525"
"Fairfax County",-,"235 - Frying Pan (CD 11)","1,014",320,3,"1,337"
"Fairfax County",-,"236 - Stuart (CD 11)",506,232,2,740
"Fairfax County",-,"237 - Mcnair (CD 11)","1,035",301,1,"1,337"
"Fairfax County",-,"238 - Cameron Glen (CD 11)","1,044",450,2,"1,496"
"Fairfax County",-,"240 - Colvin (CD 10)",721,529,1,"1,251"
"Fairfax County",-,"301 - Chain Bridge (CD 10)",926,655,2,"1,583"
"Fairfax County",-,"302 - Chesterbrook (CD 8)",909,526,1,"1,436"
"Fairfax County",-,"303 - Churchill (CD 10)",464,307,0,771
"Fairfax County",-,"304 - Cooper (CD 10)",572,420,0,992
"Fairfax County",-,"305 - El Nido (CD 8)",796,377,0,"1,173"
"Fairfax County",-,"306 - Great Falls (CD 10)",567,507,1,"1,075"
"Fairfax County",-,"307 - Haycock (CD 8)",900,436,1,"1,337"
"Fairfax County",-,"309 - Kenmore (CD 10)","1,023",711,2,"1,736"
"Fairfax County",-,"310 - Kirby (CD 8)",734,326,1,"1,061"
"Fairfax County",-,"311 - Langley (CD 10)",585,460,3,"1,048"
"Fairfax County",-,"312 - Longfellow (CD 8)",878,397,0,"1,275"
"Fairfax County",-,"314 - Mclean (CD 10)",765,426,0,"1,191"
"Fairfax County",-,"315 - Pimmit (CD 8)","1,073",483,3,"1,559"
"Fairfax County",-,"316 - Salona #1 (CD 8)",297,197,1,495
"Fairfax County",-,"317 - Westhampton (CD 8)",828,391,0,"1,219"
"Fairfax County",-,"318 - Westmoreland (CD 8)",530,250,0,780
"Fairfax County",-,"319 - Herndon #1 (CD 11)","1,310",645,3,"1,958"
"Fairfax County",-,"320 - Herndon #2 (CD 11)","1,346",518,5,"1,869"
"Fairfax County",-,"321 - Clearview (CD 10)","1,284",721,5,"2,010"
"Fairfax County",-,"322 - Forestville (CD 10)",749,744,2,"1,495"
"Fairfax County",-,"323 - Shouse (CD 10)",738,462,0,"1,200"
"Fairfax County",-,"324 - Herndon #3 (CD 11)","1,108",399,5,"1,512"
"Fairfax County",-,"325 - Hutchison (CD 11)",789,166,1,956
"Fairfax County",-,"327 - Sugarland (CD 10)","1,126",677,0,"1,803"
"Fairfax County",-,"328 - Hickory (CD 10)",865,703,3,"1,571"
"Fairfax County",-,"329 - Seneca (CD 10)",949,762,0,"1,711"
"Fairfax County",-,"331 - Spring Hill (CD 10)",661,471,1,"1,133"
"Fairfax County",-,"332 - Coates (CD 11)","1,021",269,3,"1,293"
"Fairfax County",-,"333 - Salona #2 (CD 8)",560,341,2,903
"Fairfax County",-,"401 - Bush Hill (CD 8)","1,144",592,4,"1,740"
"Fairfax County",-,"402 - Cameron (CD 8)",425,155,1,581
"Fairfax County",-,"403 - Forestdale (CD 8)",466,178,1,645
"Fairfax County",-,"404 - Franconia (CD 8)","1,201",417,1,"1,619"
"Fairfax County",-,"405 - Groveton (CD 8)",658,189,2,849
"Fairfax County",-,"406 - Hayfield (CD 8)",759,562,1,"1,322"
"Fairfax County",-,"408 - Mount Eagle (CD 8)",942,261,2,"1,205"
"Fairfax County",-,"409 - Pioneer (CD 8)","1,217",397,1,"1,615"
"Fairfax County",-,"410 - Rose Hill (CD 8)","1,358",705,5,"2,068"
"Fairfax County",-,"411 - Virginia Hills (CD 8)",790,317,3,"1,110"
"Fairfax County",-,"413 - Fairfield (CD 8)",768,117,0,885
"Fairfax County",-,"415 - Crestwood (CD 8)",802,386,3,"1,191"
"Fairfax County",-,"417 - Garfield (CD 8)","1,083",458,1,"1,542"
"Fairfax County",-,"418 - Lynbrook (CD 8)",660,217,1,878
"Fairfax County",-,"419 - Lane (CD 8)","1,238",376,1,"1,615"
"Fairfax County",-,"420 - Villages (CD 8)","1,391",533,5,"1,929"
"Fairfax County",-,"421 - Kingstowne (CD 8)","1,182",425,0,"1,607"
"Fairfax County",-,"422 - Van Dorn (CD 8)","1,221",463,1,"1,685"
"Fairfax County",-,"423 - Clermont (CD 8)",936,461,5,"1,402"
"Fairfax County",-,"424 - Huntley (CD 8)",968,445,2,"1,415"
"Fairfax County",-,"426 - Greenspring (CD 11)",760,419,0,"1,179"
"Fairfax County",-,"427 - Island Creek (CD 8)",920,361,2,"1,283"
"Fairfax County",-,"428 - Pinewood (CD 8)","1,086",196,1,"1,283"
"Fairfax County",-,"429 - Hybla Valley (CD 8)","1,070",181,0,"1,251"
"Fairfax County",-,"501 - Baileys (CD 8)","1,209",342,2,"1,553"
"Fairfax County",-,"502 - Barcroft (CD 11)",553,247,0,800
"Fairfax County",-,"503 - Belvedere (CD 11)",643,237,1,881
"Fairfax County",-,"504 - Bristow (CD 11)",789,278,1,"1,068"
"Fairfax County",-,"505 - Glen Forest (CD 8)",985,279,2,"1,266"
"Fairfax County",-,"506 - Holmes #1 (CD 8)",178,39,0,217
"Fairfax County",-,"507 - Lincolnia (CD 8)","1,141",365,0,"1,506"
"Fairfax County",-,"508 - Masonville (CD 11)",995,413,5,"1,413"
"Fairfax County",-,"509 - Plaza (CD 8)",414,72,2,488
"Fairfax County",-,"510 - Parklawn (CD 8)",760,313,1,"1,074"
"Fairfax County",-,"511 - Ravenwood (CD 11)",938,389,2,"1,329"
"Fairfax County",-,"512 - Sleepy Hollow (CD 11)",546,251,1,798
"Fairfax County",-,"513 - Saint Albans (CD 11)",582,259,0,841
"Fairfax County",-,"513 - Saint Albans (CD 8)",314,149,0,463
"Fairfax County",-,"514 - Crossroads (CD 8)",502,89,2,593
"Fairfax County",-,"515 - Westlawn (CD 8)",609,191,1,801
"Fairfax County",-,"516 - Weyanoke (CD 8)","1,058",324,2,"1,384"
"Fairfax County",-,"517 - Willston (CD 8)",578,162,2,742
"Fairfax County",-,"518 - Columbia (CD 11)",838,379,2,"1,219"
"Fairfax County",-,"519 - Hummer (CD 11)",563,286,0,849
"Fairfax County",-,"520 - Skyline (CD 8)",835,181,1,"1,017"
"Fairfax County",-,"521 - Brook Hill (CD 8)",663,344,1,"1,008"
"Fairfax County",-,"522 - Camelot (CD 11)",512,319,0,831
"Fairfax County",-,"523 - Poe (CD 8)",853,389,1,"1,243"
"Fairfax County",-,"525 - Walnut Hill (CD 8)","1,075",459,1,"1,535"
"Fairfax County",-,"526 - Bren Mar (CD 8)","1,209",342,1,"1,552"
"Fairfax County",-,"527 - Edsall (CD 8)",686,266,2,954
"Fairfax County",-,"528 - Ridgelea (CD 11)",448,253,2,703
"Fairfax County",-,"530 - Holmes #2 (CD 11)",669,158,0,827
"Fairfax County",-,"601 - Belle Haven (CD 8)",664,476,1,"1,141"
"Fairfax County",-,"602 - Belleview (CD 8)",852,368,3,"1,223"
"Fairfax County",-,"604 - Bucknell (CD 8)","1,183",345,2,"1,530"
"Fairfax County",-,"605 - Fort Hunt (CD 8)",784,564,0,"1,348"
"Fairfax County",-,"606 - Hollin Hall (CD 8)",964,537,4,"1,505"
"Fairfax County",-,"607 - Huntington (CD 8)","1,354",457,2,"1,813"
"Fairfax County",-,"608 - Kirkside (CD 8)",804,316,0,"1,120"
"Fairfax County",-,"609 - Marlan (CD 8)",750,489,2,"1,241"
"Fairfax County",-,"610 - Sherwood (CD 8)",706,295,1,"1,002"
"Fairfax County",-,"611 - Stratford (CD 8)",966,634,1,"1,601"
"Fairfax County",-,"612 - Waynewood (CD 8)",470,319,1,790
"Fairfax County",-,"613 - Westgate (CD 8)",907,"1,000",4,"1,911"
"Fairfax County",-,"614 - Riverside (CD 8)",670,509,2,"1,181"
"Fairfax County",-,"615 - Woodley (CD 8)",878,536,2,"1,416"
"Fairfax County",-,"616 - Gunston (CD 8)",656,570,0,"1,226"
"Fairfax County",-,"617 - Lorton (CD 8)",748,184,0,932
"Fairfax County",-,"618 - Newington (CD 11)","1,591",827,1,"2,419"
"Fairfax County",-,"619 - Belvoir (CD 8)","1,069",556,1,"1,626"
"Fairfax County",-,"621 - Grosvenor (CD 8)",759,221,3,983
"Fairfax County",-,"622 - Lorton Station (CD 8)","1,171",317,2,"1,490"
"Fairfax County",-,"623 - Alban (CD 8)",993,385,2,"1,380"
"Fairfax County",-,"626 - Saratoga (CD 8)","1,112",625,3,"1,740"
"Fairfax County",-,"627 - Woodlawn (CD 8)","1,218",375,0,"1,593"
"Fairfax County",-,"628 - Laurel Hill (CD 11)","1,315",438,2,"1,755"
"Fairfax County",-,"629 - South County (CD 11)",860,630,1,"1,491"
"Fairfax County",-,"630- Army (CD 8)",241,135,0,376
"Fairfax County",-,"701 - Blake (CD 11)","1,510",559,2,"2,071"
"Fairfax County",-,"703 - Fort Buffalo (CD 8)",696,199,3,898
"Fairfax County",-,"704 - Freedom Hill (CD 11)",795,335,1,"1,131"
"Fairfax County",-,"705 - Graham - Greenway (CD 8)","1,314",447,0,"1,761"
"Fairfax County",-,"707 - Mantua (CD 11)",811,417,0,"1,228"
"Fairfax County",-,"708 - Marshall (CD 8)","1,754",525,5,"2,284"
"Fairfax County",-,"709 - Mosby (CD 11)","1,071",358,5,"1,434"
"Fairfax County",-,"710 - Pine Spring (CD 8)",814,294,2,"1,110"
"Fairfax County",-,"711 - Price (CD 11)",747,363,1,"1,111"
"Fairfax County",-,"712 - Shreve (CD 8)",598,267,0,865
"Fairfax County",-,"713 - Timber Lane (CD 8)","1,142",342,1,"1,485"
"Fairfax County",-,"714 - Walker (CD 11)","1,080",431,0,"1,511"
"Fairfax County",-,"717 - Woodburn (CD 11)",686,251,2,939
"Fairfax County",-,"718 - Pine Ridge (CD 11)",762,336,1,"1,099"
"Fairfax County",-,"720 - Thoreau (CD 11)","1,117",497,3,"1,617"
"Fairfax County",-,"721 - Merrifield (CD 11)","1,271",341,5,"1,617"
"Fairfax County",-,"723 - Gallows East (CD 11)",608,178,0,786
"Fairfax County",-,"726 - Magarity (CD 8)","1,193",429,1,"1,623"
"Fairfax County",-,"727 - Oakton (CD 11)",777,544,1,"1,322"
"Fairfax County",-,"729 - Nottoway (CD 11)","1,229",503,2,"1,734"
"Fairfax County",-,"730 - Penderbrook (CD 11)","1,087",529,1,"1,617"
"Fairfax County",-,"731 - Tysons (CD 11)",755,244,3,"1,002"
"Fairfax County",-,"732 - Oak Marr (CD 11)","1,090",717,1,"1,808"
"Fairfax County",-,"733 - Kilmer (CD 11)","1,421",528,1,"1,950"
"Fairfax County",-,"734 - Hunters Branch (CD 11)",731,263,1,995
"Fairfax County",-,"735 - Rotonda (CD 11)",431,179,3,613
"Fairfax County",-,"801 - Burke (CD 11)","1,494",705,5,"2,204"
"Fairfax County",-,"802 - Cedar Lake (CD 11)",371,140,0,511
"Fairfax County",-,"803 - Clifton (CD 10)",987,"1,198",0,"2,185"
"Fairfax County",-,"804 - Colchester (CD 10)",488,510,1,999
"Fairfax County",-,"805 - Fairfax Station (CD 10)",451,430,2,883
"Fairfax County",-,"806 - Sydenstricker (CD 11)","1,064",668,1,"1,733"
"Fairfax County",-,"807 - Hunt Valley (CD 11)",684,471,2,"1,157"
"Fairfax County",-,"811 - Pohick (CD 11)",727,265,1,993
"Fairfax County",-,"812 - Valley (CD 11)",933,533,1,"1,467"
"Fairfax County",-,"815 - Woodyard (CD 10)",669,761,0,"1,430"
"Fairfax County",-,"824 - Orange (CD 11)","1,282",839,2,"2,123"
"Fairfax County",-,"825 - Cherry Run (CD 11)",898,601,2,"1,501"
"Fairfax County",-,"827 - Irving (CD 11)",923,546,1,"1,470"
"Fairfax County",-,"833 - White Oaks (CD 11)",937,446,4,"1,387"
"Fairfax County",-,"838 - Sangster (CD 10)",662,549,3,"1,214"
"Fairfax County",-,"839 - Silverbrook (CD 10)",958,850,1,"1,809"
"Fairfax County",-,"840 - West Springfield (CD 11)",984,574,3,"1,561"
"Fairfax County",-,"841 - Popes Head (CD 10)",442,456,2,900
"Fairfax County",-,"842 - Parkway (CD 11)",692,543,4,"1,239"
"Fairfax County",-,"843 - Fair Lakes (CD 11)","1,050",507,3,"1,560"
"Fairfax County",-,"844 - Centerpointe (CD 11)",837,292,3,"1,132"
"Fairfax County",-,"845 - Fountainhead (CD 10)","1,002","1,041",0,"2,043"
"Fairfax County",-,"846 - Greenbriar East (CD 11)","1,112",473,2,"1,587"
"Fairfax County",-,"847 - Greenbriar West (CD 10)",729,425,2,"1,156"
"Fairfax County",-,"848 - Fair Oaks (CD 11)",899,410,1,"1,310"
"Fairfax County",-,"849 - Newgate (CD 10)","1,330","1,213",2,"2,545"
"Fairfax County",-,"850 - South Run (CD 10)",820,699,0,"1,519"
"Fairfax County",-,"851 - Willow Springs (CD 11)",763,548,0,"1,311"
"Fairfax County",-,"901 - Centre Ridge (CD 11)",950,389,0,"1,339"
"Fairfax County",-,"902 - Brookfield (CD 10)","1,235",562,1,"1,798"
"Fairfax County",-,"903 - Cub Run (CD 10)","1,125",748,3,"1,876"
"Fairfax County",-,"904 - Stonecroft (CD 10)",390,328,0,718
"Fairfax County",-,"905 - Franklin (CD 10)",325,199,0,524
"Fairfax County",-,"908 - Hidden Meadow (CD 10)",733,514,1,"1,248"
"Fairfax County",-,"909 - Oak Hill (CD 10)",760,434,1,"1,195"
"Fairfax County",-,"910 - London Towne (CD 11)","1,136",474,3,"1,613"
"Fairfax County",-,"911 - Navy (CD 10)","1,100",634,1,"1,735"
"Fairfax County",-,"913 - Rocky Run (CD 10)","1,176",871,1,"2,048"
"Fairfax County",-,"914 - Vale (CD 10)",766,514,2,"1,282"
"Fairfax County",-,"915 - Virginia Run (CD 10)",652,752,3,"1,407"
"Fairfax County",-,"916 - Waples Mill (CD 10)","1,342",977,3,"2,322"
"Fairfax County",-,"917 - Stone North (CD 10)",641,330,1,972
"Fairfax County",-,"918 - Centreville (CD 11)","1,365",545,3,"1,913"
"Fairfax County",-,"919 - Green Trails (CD 11)","1,262",562,1,"1,825"
"Fairfax County",-,"920 - Chantilly (CD 10)",879,470,0,"1,349"
"Fairfax County",-,"921 - Deer Park (CD 10)",896,768,2,"1,666"
"Fairfax County",-,"923 - Bull Run (CD 10)",507,644,0,"1,151"
"Fairfax County",-,"924 - Spindle (CD 11)",627,212,0,839
"Fairfax County",-,"925 - Old Mill (CD 10)",528,322,1,851
"Fairfax County",-,"926 - Powell (CD 11)","1,250",531,2,"1,783"
"Fairfax County",-,"927 - Armfield (CD 10)",564,305,0,869
"Fairfax County",-,"928 - Poplar Tree (CD 10)",878,603,0,"1,481"
"Fairfax County",-,"929 - Difficult Run (CD 10)",195,192,0,387
"Fairfax County",-,"930 - Lees Corner (CD 10)",728,438,0,"1,166"
"Fairfax County",-,"931 - Carson (CD 10)",811,370,1,"1,182"
"Fairfax County",-,"932 - Stone South (CD 10)",491,184,1,676
"Fairfax County",-,"933 - Compton (CD 11)",209,142,0,351
"Fairfax County",-,"Ab - Central Absentee Precinct (CD 10)","6,706","4,063",4,"10,773"
"Fairfax County",-,"Ab - Central Absentee Precinct (CD 11)","15,216","5,909",18,"21,143"
"Fairfax County",-,"Ab - Central Absentee Precinct (CD 8)","9,407","3,499",5,"12,911"
"Fairfax County",-,"Provisional (CD 10)",53,20,0,73
"Fairfax County",-,"Provisional (CD 11)",133,53,1,187
"Fairfax County",-,"Provisional (CD 8)",67,29,0,96
"Fairfax City",-,"1 - One",685,374,4,"1,063"
"Fairfax City",-,"2 - Two",698,473,1,"1,172"
"Fairfax City",-,"3 - Three",994,574,1,"1,569"
"Fairfax City",-,"4 - Four",905,485,0,"1,390"
"Fairfax City",-,"5 - Five",729,362,1,"1,092"
"Fairfax City",-,"6 - Six",672,371,0,"1,043"
"Fairfax City",-,"Ab - Central Absentee Precinct",614,270,1,885
"Fairfax City",-,Provisional,6,2,0,8
"Falls Church City",-,"1 - First Ward","1,250",393,0,"1,643"
"Falls Church City",-,"2 - Second Ward",955,307,2,"1,264"
