County/City,Ward,Pct,"Robert F. McDonnell","Robert Creigh Deeds","All Others","Total Votes Cast"
"Hanover County",-,"502 - Rural Point (CD 7)",861,231,1,"1,093"
"Hanover County",-,"503 - Newman (CD 7)",635,204,1,840
"Hanover County",-,"504 - Studley (CD 7)",703,115,0,818
"Hanover County",-,"505 - Totopotomoy (CD 7)",271,60,0,331
"Hanover County",-,"506 - Georgetown (CD 7)",804,270,0,"1,074"
"Hanover County",-,"507 - Laurel Meadow (CD 7)",725,211,0,936
"Hanover County",-,"601 - Village (CD 7)","1,296",271,3,"1,570"
"Hanover County",-,"602 - Lee Davis (CD 7)",991,194,0,"1,185"
"Hanover County",-,"603 - Mechanicsville (CD 7)",535,198,0,733
"Hanover County",-,"604 - Hanover Grove (CD 7)",631,145,3,779
"Hanover County",-,"701 - Farrington (CD 7)",857,268,3,"1,128"
"Hanover County",-,"702 - Montpelier (CD 7)","1,291",535,4,"1,830"
"Hanover County",-,"703 - Rockville (CD 7)",843,269,0,"1,112"
"Hanover County",-,"704 - Elmont (CD 7)",691,206,3,900
"Hanover County",-,"Ab - Central Absentee Precinct (CD 7)",959,307,1,"1,267"
"Hanover County",-,"Provisional Votes (CD 7)",2,0,0,2
"Harrisonburg City",-,"101 - Northeast (CD 6)",743,527,3,"1,273"
"Harrisonburg City",-,"102 - East Central (CD 6)",368,420,2,790
"Harrisonburg City",-,"103 - Southeast (CD 6)",652,417,3,"1,072"
"Harrisonburg City",-,"201 - Northwest (CD 6)",889,655,2,"1,546"
"Harrisonburg City",-,"202 - Southwest (CD 6)",974,639,1,"1,614"
"Harrisonburg City",-,"Ab - Central Absentee Precinct (CD 6)",190,132,0,322
"Harrisonburg City",-,"Provisional Votes (CD 6)",0,0,0,0
"Henrico County",-,"101 - Coalpit (CD 7)",953,481,1,"1,435"
"Henrico County",-,"102 - Dumbarton (CD 7)",445,607,2,"1,054"
"Henrico County",-,"103 - Glen Allen (CD 7)","1,035",469,4,"1,508"
"Henrico County",-,"104 - Glenside (CD 7)",258,459,1,718
"Henrico County",-,"105 - Greendale (CD 7)",407,239,2,648
"Henrico County",-,"106 - Hermitage (CD 7)",640,428,4,"1,072"
"Henrico County",-,"107 - Hilliard (CD 7)",293,219,3,515
"Henrico County",-,"108 - Hunton (CD 7)",350,100,0,450
"Henrico County",-,"109 - Johnson (CD 7)",218,116,2,336
"Henrico County",-,"110 - Lakeside (CD 7)",617,382,1,"1,000"
"Henrico County",-,"111 - Longan (CD 7)",812,364,1,"1,177"
"Henrico County",-,"112 - Maude Trevvett (CD 7)",335,181,0,516
"Henrico County",-,"113 - Staples Mill (CD 7)","1,382",672,4,"2,058"
"Henrico County",-,"114 - Summit Court (CD 7)",338,207,0,545
"Henrico County",-,"115 - Westwood (CD 7)",488,325,1,814
"Henrico County",-,"116 - Hungary Creek (CD 7)","1,126",613,1,"1,740"
"Henrico County",-,"201 - Adams (CD 3)",40,540,0,580
"Henrico County",-,"202 - Azalea (CD 7)",120,808,1,929
"Henrico County",-,"203 - Belmont (CD 7)",428,423,0,851
"Henrico County",-,"204 - Brookland (CD 7)",170,131,0,301
"Henrico County",-,"205 - Canterbury (CD 7)",425,161,0,586
"Henrico County",-,"206 - Central Gardens (CD 3)",26,912,2,940
"Henrico County",-,"207 - Chamberlayne (CD 7)",428,875,1,"1,304"
"Henrico County",-,"208 - Fairfield (CD 3)",55,693,1,749
"Henrico County",-,"209 - Glen Lea (CD 7)",162,442,2,606
"Henrico County",-,"210 - Greenwood (CD 7)",134,446,1,581
"Henrico County",-,"211 - Highland Gardens (CD 7)",34,554,2,590
"Henrico County",-,"212 - Hollybrook (CD 7)",155,215,0,370
"Henrico County",-,"213 - Hungary (CD 7)",130,469,0,599
"Henrico County",-,"214 - Longdale (CD 7)",264,285,2,551
"Henrico County",-,"215 - Maplewood (CD 3)",62,962,2,"1,026"
"Henrico County",-,"216 - Moody (CD 7)",291,161,0,452
"Henrico County",-,"217 - Mountain (CD 7)",129,113,4,246
"Henrico County",-,"218 - Oakview (CD 7)",37,26,0,63
"Henrico County",-,"219 - Randolph (CD 7)",17,154,0,171
"Henrico County",-,"220 - Ratcliffe (CD 3)",113,"1,164",2,"1,279"
"Henrico County",-,"221 - Stratford Hall (CD 7)",93,66,0,159
"Henrico County",-,"222 - Wilder (CD 7)",226,764,1,991
"Henrico County",-,"223 - Yellow Tavern (CD 7)",645,549,2,"1,196"
"Henrico County",-,"301 - Causeway (CD 7)",593,255,0,848
"Henrico County",-,"302 - Cedarfield (CD 7)",908,325,0,"1,233"
"Henrico County",-,"303 - Crestview (CD 7)",503,302,2,807
"Henrico County",-,"304 - Innsbrook (CD 7)",659,339,3,"1,001"
"Henrico County",-,"305 - Jackson Davis (CD 7)",620,260,1,881
"Henrico County",-,"306 - Monument Hills (CD 7)",301,193,1,495
"Henrico County",-,"307 - Nuckols Farm (CD 7)","1,183",435,2,"1,620"
"Henrico County",-,"308 - Pocahontas (CD 7)",572,234,1,807
"Henrico County",-,"309 - Ridge (CD 7)",525,220,3,748
"Henrico County",-,"310 - Sadler (CD 7)",694,244,1,939
"Henrico County",-,"311 - Shady Grove (CD 7)","1,182",314,1,"1,497"
"Henrico County",-,"312 - Skipwith (CD 7)",709,355,1,"1,065"
"Henrico County",-,"313 - Springfield (CD 7)",430,235,1,666
"Henrico County",-,"314 - Stoney Run (CD 7)","1,198",565,1,"1,764"
"Henrico County",-,"315 - Three Chopt (CD 7)",576,333,2,911
"Henrico County",-,"316 - Tucker (CD 7)",455,480,2,937
"Henrico County",-,"317 - Rivers Edge (CD 7)","1,003",305,2,"1,310"
"Henrico County",-,"318 - Short Pump (CD 7)",911,350,3,"1,264"
"Henrico County",-,"401 - Byrd (CD 7)",793,465,2,"1,260"
"Henrico County",-,"402 - Derbyshire (CD 7)",799,272,2,"1,073"
"Henrico County",-,"403 - Freeman (CD 7)",561,268,3,832
"Henrico County",-,"404 - Gayton (CD 7)","1,275",495,2,"1,772"
"Henrico County",-,"405 - Godwin (CD 7)",810,442,0,"1,252"
"Henrico County",-,"406 - Lakewood (CD 7)",842,287,1,"1,130"
"Henrico County",-,"407 - Lauderdale (CD 7)",701,423,0,"1,124"
"Henrico County",-,"408 - Maybeury (CD 7)",896,382,1,"1,279"
"Henrico County",-,"409 - Mooreland (CD 7)",786,187,0,973
"Henrico County",-,"410 - Pemberton (CD 7)",561,326,1,888
"Henrico County",-,"411 - Pinchbeck (CD 7)",856,440,2,"1,298"
"Henrico County",-,"412 - Ridgefield (CD 7)",968,411,3,"1,382"
"Henrico County",-,"413 - Rollingwood (CD 7)",663,383,1,"1,047"
"Henrico County",-,"414 - Spottswood (CD 7)",361,218,3,582
"Henrico County",-,"415 - Tuckahoe (CD 7)","1,638",509,3,"2,150"
"Henrico County",-,"416 - West End (CD 7)",809,395,0,"1,204"
"Henrico County",-,"417 - Welborne (CD 7)",496,237,0,733
"Henrico County",-,"501 - Antioch (CD 3)",744,214,0,958
"Henrico County",-,"502 - Cedar Fork (CD 3)",119,329,0,448
"Henrico County",-,"503 - Chickahominy (CD 3)",708,356,1,"1,065"
"Henrico County",-,"504 - Donahoe (CD 3)",250,324,1,575
"Henrico County",-,"505 - Dorey (CD 3)",654,363,0,"1,017"
"Henrico County",-,"506 - Eanes (CD 3)",227,448,1,676
"Henrico County",-,"507 - Elko (CD 3)",252,63,0,315
"Henrico County",-,"508 - Highland Springs (CD 3)",178,475,0,653
"Henrico County",-,"509 - Laburnum (CD 3)",273,422,0,695
"Henrico County",-,"510 - Masonic (CD 3)",152,515,1,668
"Henrico County",-,"511 - Mehfoud (CD 3)",302,519,0,821
"Henrico County",-,"512 - Montrose (CD 3)",183,670,1,854
"Henrico County",-,"513 - Nine Mile (CD 3)",221,183,1,405
"Henrico County",-,"514 - Pleasants (CD 3)",160,922,0,"1,082"
"Henrico County",-,"515 - Sandston (CD 3)",641,169,2,812
"Henrico County",-,"516 - Sullivans (CD 3)",317,445,3,765
"Henrico County",-,"517 - Town Hall (CD 3)",357,162,0,519
"Henrico County",-,"518 - Whitlocks (CD 3)",630,365,0,995
"Henrico County",-,"519 - Rolfe (CD 3)",238,"1,431",1,"1,670"
"Henrico County",-,"Ab - Central Absentee Precinct (CD 3)",229,384,0,613
"Henrico County",-,"Ab - Central Absentee Precinct (CD 7)","1,890",995,1,"2,886"
"Henrico County",-,"Provisional Votes (CD 3)",4,3,0,7
"Henrico County",-,"Provisional Votes (CD 7)",15,4,0,19
"Henry County",-,"101 - Bassett Number Two (CD 9)",149,148,0,297
"Henry County",-,"102 - Gunville (CD 9)",381,140,0,521
"Henry County",-,"103 - Scott's Tanyard (CD 9)",582,252,0,834
"Henry County",-,"201 - Fieldale (CD 9)",236,114,0,350
"Henry County",-,"202 - Horsepasture #1 (CD 9)",338,257,0,595
"Henry County",-,"203 - Horsepasture #2 (CD 9)",98,323,0,421
"Henry County",-,"204 - Spencer (CD 9)",414,251,0,665
"Henry County",-,"302 - Axton (CD 5)",242,295,0,537
"Henry County",-,"303 - Irisburg (CD 5)",299,215,0,514
"Henry County",-,"304 - Mount Olivet (CD 5)",454,412,0,866
"Henry County",-,"305 - Mountain Valley (CD 5)",229,184,0,413
"Henry County",-,"401 - Collinsville Number 1 (CD 5)",332,110,0,442
"Henry County",-,"402 - Daniels Creek (CD 5)",294,112,0,406
"Henry County",-,"404 - Collinsville Number 2 (CD 5)",528,261,1,790
"Henry County",-,"405 - Mountain View (CD 5)",264,183,0,447
"Henry County",-,"501 - Bassett Number One (CD 9)",186,162,0,348
"Henry County",-,"502 - Figsboro (CD 5)",350,142,0,492
"Henry County",-,"503 - Stanleytown (CD 5)",575,195,0,770
"Henry County",-,"504 - Oak Level (CD 5)",226,90,0,316
"Henry County",-,"505 - Dyers Store (CD 5)",161,110,0,271
"Henry County",-,"601 - Fontaine (CD 5)",446,158,0,604
"Henry County",-,"602 - Hillcrest (CD 9)",186,166,0,352
"Henry County",-,"603 - Ridgeway #1 (CD 5)",467,191,0,658
"Henry County",-,"604 - Ridgeway #2 (CD 5)",373,153,0,526
"Henry County",-,"Ab - Central Absentee Precinct (CD 5)",271,124,0,395
"Henry County",-,"Ab - Central Absentee Precinct (CD 9)",79,43,0,122
"Henry County",-,"Provisional Votes (CD 5)",0,0,0,0
"Henry County",-,"Provisional Votes (CD 9)",0,0,0,0
"Highland County",-,"1 - Monterey (CD 6)",205,191,0,396
"Highland County",-,"3 - Wilsons Mill (CD 6)",37,48,0,85
"Highland County",-,"5 - Blue Grass (CD 6)",116,88,0,204
"Highland County",-,"7 - Mill Gap (CD 6)",69,68,0,137
"Highland County",-,"8 - Mcdowell (CD 6)",153,91,0,244
"Highland County",-,"10 - Headwaters (CD 6)",39,19,0,58
"Highland County",-,"Provisional Votes (CD 6)",0,0,0,0
"Hopewell City",-,"101 - Ward One (CD 4)",328,172,1,501
"Hopewell City",-,"201 - Ward Two (CD 4)",71,349,4,424
"Hopewell City",-,"301 - Ward Three (CD 4)",700,169,1,870
"Hopewell City",-,"401 - Ward Four (CD 4)",705,294,0,999
"Hopewell City",-,"501 - Ward Five (CD 4)",611,199,1,811
"Hopewell City",-,"601 - Ward Six (CD 4)",82,289,0,371
"Hopewell City",-,"701 - Ward Seven (CD 4)",249,216,3,468
"Hopewell City",-,"Ab - Central Absentee Precinct (CD 4)",180,65,1,246
"Hopewell City",-,"Provisional Votes (CD 4)",0,0,0,0
"Isle of Wight County",-,"101 - Smithfield (CD 4)","1,777",835,3,"2,615"
"Isle of Wight County",-,"201 - Bartlett (CD 4)",986,439,0,"1,425"
"Isle of Wight County",-,"202 - Carrollton (CD 4)",976,392,0,"1,368"
"Isle of Wight County",-,"301 - Rushmere (CD 4)",605,465,2,"1,072"
"Isle of Wight County",-,"302 - Pons (CD 4)",516,532,1,"1,049"
"Isle of Wight County",-,"401 - Courthouse (CD 4)",413,235,0,648
"Isle of Wight County",-,"402 - Windsor (CD 4)",622,252,0,874
"Isle of Wight County",-,"403 - Orbit (CD 4)",273,104,0,377
"Isle of Wight County",-,"501 - Walters (CD 4)",388,138,0,526
"Isle of Wight County",-,"502 - Camps Mill (CD 4)",101,139,0,240
"Isle of Wight County",-,"503 - Carrsville (CD 4)",205,134,1,340
"Isle of Wight County",-,"504 - Zuni (CD 4)",383,167,0,550
"Isle of Wight County",-,"505 - Raynor (CD 4)",134,58,0,192
"Isle of Wight County",-,"Ab - Central Absentee Precinct (CD 4)",300,86,1,387
"Isle of Wight County",-,"Provisional Votes (CD 4)",5,5,0,10
"James City County",-,"101 - Berkeley A (CD 1)",671,484,0,"1,155"
"James City County",-,"102 - Berkeley B (CD 1)","1,264",485,5,"1,754"
"James City County",-,"103 - Berkeley C (CD 1)","1,100",464,1,"1,565"
"James City County",-,"201 - Jamestown A (CD 1)","1,221",648,7,"1,876"
"James City County",-,"202 - Jamestown B (CD 1)",967,785,3,"1,755"
"James City County",-,"301 - Powhatan A (CD 1)","1,184",512,0,"1,696"
"James City County",-,"302 - Powhatan B (CD 1)",229,201,1,431
"James City County",-,"303 - Powhatan C (CD 1)","1,502",672,2,"2,176"
"James City County",-,"304 - Powhatan D (CD 1)",689,525,0,"1,214"
"James City County",-,"401 - Stonehouse A (CD 1)","1,047",495,1,"1,543"
"James City County",-,"402 - Stonehouse B (CD 1)","1,148",504,0,"1,652"
"James City County",-,"403 - Stonehouse C (CD 1)",877,379,2,"1,258"
"James City County",-,"501 - Roberts A (CD 1)",762,565,0,"1,327"
"James City County",-,"502 - Roberts B (CD 1)",899,335,0,"1,234"
"James City County",-,"503 - Roberts C (CD 1)",313,264,1,578
"James City County",-,"Ab - Central Absentee Precinct (CD 1)","1,314",621,2,"1,937"
"James City County",-,"Provisional Votes (CD 1)",6,6,0,12
"King and Queen County",-,"101 - Owenton (CD 1)",145,192,2,339
"King and Queen County",-,"201 - Clarks (CD 1)",302,140,0,442
"King and Queen County",-,"301 - Shacklefords (CD 1)",233,158,0,391
"King and Queen County",-,"401 - Courthouse (CD 1)",182,191,0,373
"King and Queen County",-,"501 - Oldmill (CD 1)",258,109,0,367
"King and Queen County",-,"Ab - Central Absentee Precinct (CD 1)",55,28,0,83
"King and Queen County",-,"Provisional Votes (CD 1)",0,1,0,1
"King George County",-,"101 - Courthouse (CD 1)",619,251,2,872
"King George County",-,"102 - Passapatanzy (CD 1)",290,151,0,441
"King George County",-,"201 - Monroe (CD 1)","1,359",494,0,"1,853"
"King George County",-,"301 - Dahlgren (CD 1)",605,309,1,915
"King George County",-,"401 - Shiloh (CD 1)",743,342,3,"1,088"
"King George County",-,"Ab - Central Absentee Precinct (CD 1)",223,77,1,301
"King George County",-,"Provisional Votes (CD 1)",0,0,0,0
"King William County",-,"101 - West Point (CD 1)",635,242,0,877
"King William County",-,"201 - Sweet Hall (CD 1)",256,104,0,360
"King William County",-,"202 - Courthouse (CD 1)",390,265,0,655
"King William County",-,"301 - Aylett (CD 1)",708,199,2,909
"King William County",-,"401 - Manquin (CD 1)",710,194,0,904
"King William County",-,"501 - Mangohick (CD 1)",600,323,1,924
"King William County",-,"Ab - Central Absentee Precinct (CD 1)",111,27,0,138
"King William County",-,"Provisional Votes (CD 1)",1,0,0,1
"Lancaster County",-,"101 - Precinct 1-1 (CD 1)",640,337,1,978
"Lancaster County",-,"201 - Precinct 2-1 (CD 1)",309,287,2,598
"Lancaster County",-,"301 - Precinct 3-1 (CD 1)",459,208,3,670
"Lancaster County",-,"302 - Precinct 3-2 (CD 1)",262,80,1,343
"Lancaster County",-,"401 - Precinct 4-1 (CD 1)",394,365,2,761
"Lancaster County",-,"501 - Precinct 5-1 (CD 1)",738,272,2,"1,012"
"Lancaster County",-,"Ab - Central Absentee Precinct (CD 1)",249,112,1,362
"Lancaster County",-,"Provisional Votes (CD 1)",0,0,0,0
"Lee County",-,"101 - Elydale (CD 9)",180,78,0,258
"Lee County",-,"102 - Ewing (CD 9)",202,51,0,253
"Lee County",-,"103 - Rose Hill (CD 9)",297,104,0,401
"Lee County",-,"201 - Blackwater (CD 9)",67,35,0,102
"Lee County",-,"202 - Flatwoods (CD 9)",341,72,0,413
"Lee County",-,"203 - North Jonesville (CD 9)",253,66,0,319
"Lee County",-,"204 - South Jonesville (CD 9)",265,109,0,374
"Lee County",-,"301 - Ben Hur (CD 9)",340,119,0,459
"Lee County",-,"302 - West Pennington Gap (CD 9)",171,66,1,238
"Lee County",-,"303 - Woodway (CD 9)",304,98,0,402
"Lee County",-,"401 - Stickleyville (CD 9)",162,72,0,234
"Lee County",-,"402 - Jasper (CD 9)",96,43,0,139
"Lee County",-,"403 - Seminary (CD 9)",156,41,0,197
"Lee County",-,"404 - Dryden (CD 9)",281,90,0,371
"Lee County",-,"501 - Saint Charles (CD 9)",42,49,0,91
"Lee County",-,"502 - Stone Creek (CD 9)",56,29,0,85
"Lee County",-,"503 - East Pennington Gap (CD 9)",257,65,0,322
"Lee County",-,"504 - Robbins Chapel (CD 9)",69,7,0,76
"Lee County",-,"505 - Keokee (CD 9)",48,47,0,95
"Lee County",-,"Ab - Central Absentee Precinct (CD 9)",168,59,0,227
"Lee County",-,"Provisional Votes (CD 9)",0,0,0,0
"Lexington City",-,"1 - Lexington (CD 6)",551,855,2,"1,408"
"Lexington City",-,"Ab - Central Absentee Precinct (CD 6)",41,56,0,97
"Lexington City",-,"Provisional Votes (CD 6)",0,0,0,0
"Loudoun County",-,"101 - Sanders Corner (CD 10)",701,351,3,"1,055"
"Loudoun County",-,"102 - Ashburn Farm (CD 10)",899,451,3,"1,353"
"Loudoun County",-,"105 - Hillside (CD 10)",807,429,2,"1,238"
"Loudoun County",-,"106 - Eagle Ridge (CD 10)",618,294,2,914
"Loudoun County",-,"107 - Little River (CD 10)",424,233,0,657
"Loudoun County",-,"108 - Mercer (CD 10)",613,416,3,"1,032"
"Loudoun County",-,"109 - Hutchison (CD 10)",745,456,0,"1,201"
"Loudoun County",-,"110 - Oak Grove (CD 10)",72,128,1,201
"Loudoun County",-,"111 - Briar Woods (CD 10)",399,286,1,686
"Loudoun County",-,"112 - Freedom (CD 10)",776,409,2,"1,187"
"Loudoun County",-,"113 - Mill Run (CD 10)",417,283,1,701
"Loudoun County",-,"114 - Dulles South (CD 10)",712,418,2,"1,132"
"Loudoun County",-,"115 - Pinebrook (CD 10)",511,246,2,759
"Loudoun County",-,"116 - Legacy (CD 10)",372,275,0,647
"Loudoun County",-,"117 - Carter (CD 10)",298,260,2,560
"Loudoun County",-,"207 - River Bend (CD 10)",435,270,0,705
"Loudoun County",-,"208 - Algonkian (CD 10)",607,448,1,"1,056"
"Loudoun County",-,"209 - Potomac Falls (CD 10)",489,389,4,882
"Loudoun County",-,"210 - Cascades (CD 10)",600,431,1,"1,032"
"Loudoun County",-,"211 - Buchanan (CD 10)",205,161,0,366
"Loudoun County",-,"212 - Claude Moore Park (CD 10)",383,377,1,761
"Loudoun County",-,"213 - Countryside (CD 10)",385,223,2,610
"Loudoun County",-,"301 - Purcellville One (CD 10)",703,382,0,"1,085"
"Loudoun County",-,"302 - Round Hill (CD 10)",594,293,2,889
"Loudoun County",-,"303 - Hillsboro (CD 10)",612,275,2,889
"Loudoun County",-,"304 - Hamilton (CD 10)","1,065",572,5,"1,642"
"Loudoun County",-,"305 - Philomont (CD 10)",567,289,0,856
"Loudoun County",-,"306 - Between The Hills (CD 10)",108,62,0,170
"Loudoun County",-,"307 - Middleburg (CD 10)",235,242,0,477
"Loudoun County",-,"308 - St Louis (CD 10)",304,260,0,564
"Loudoun County",-,"309 - Aldie (CD 10)",215,190,0,405
"Loudoun County",-,"310 - Purcellville Two (CD 10)",619,292,0,911
"Loudoun County",-,"311 - Woodgrove (CD 10)",501,214,0,715
"Loudoun County",-,"401 - West Lovettsville (CD 10)",584,340,3,927
"Loudoun County",-,"402 - Waterford (CD 10)",611,342,1,954
"Loudoun County",-,"403 - Lucketts (CD 10)",484,281,0,765
"Loudoun County",-,"405 - Greenway (CD 10)",351,254,1,606
"Loudoun County",-,"406 - Balls Bluff (CD 10)",590,332,2,924
"Loudoun County",-,"407 - Harper Park (CD 10)",983,519,2,"1,504"
"Loudoun County",-,"408 - Evergreen (CD 10)",797,378,0,"1,175"
"Loudoun County",-,"409 - Clarkes Gap (CD 10)",394,212,0,606
"Loudoun County",-,"410 - Tolbert (CD 10)",587,372,0,959
"Loudoun County",-,"411 - East Lovettsville (CD 10)",581,344,1,926
"Loudoun County",-,"412 - Heritage (CD 10)",498,245,0,743
"Loudoun County",-,"501 - West Leesburg (CD 10)",561,486,0,"1,047"
"Loudoun County",-,"502 - East Leesburg (CD 10)",400,399,0,799
"Loudoun County",-,"503 - Dry Mill (CD 10)",333,235,2,570
"Loudoun County",-,"504 - Smarts Mill (CD 10)",509,431,2,942
"Loudoun County",-,"505 - Cool Spring (CD 10)",639,334,1,974
"Loudoun County",-,"506 - Brandon Park (CD 10)",226,175,0,401
"Loudoun County",-,"604 - Sugarland North (CD 10)",768,532,3,"1,303"
"Loudoun County",-,"605 - Sugarland South (CD 10)",487,388,0,875
"Loudoun County",-,"606 - Seneca (CD 10)",440,320,0,760
"Loudoun County",-,"607 - Lowes Island (CD 10)",569,372,2,943
"Loudoun County",-,"608 - Mirror Ridge (CD 10)",376,384,0,760
"Loudoun County",-,"609 - South Bank (CD 10)",592,391,2,985
"Loudoun County",-,"701 - Sully (CD 10)",345,321,3,669
"Loudoun County",-,"702 - Park View (CD 10)",559,431,4,994
"Loudoun County",-,"703 - Rolling Ridge (CD 10)",378,410,0,788
"Loudoun County",-,"704 - Guilford (CD 10)",316,239,4,559
"Loudoun County",-,"705 - Forest Grove (CD 10)",525,364,5,894
"Loudoun County",-,"808 - Stone Bridge (CD 10)",691,415,1,"1,107"
"Loudoun County",-,"809 - Russell Branch (CD 10)",556,382,1,939
"Loudoun County",-,"810 - Cedar Lane (CD 10)",511,361,2,874
"Loudoun County",-,"811 - Dominion (CD 10)",615,401,1,"1,017"
"Loudoun County",-,"812 - Farmwell Station (CD 10)",616,464,1,"1,081"
"Loudoun County",-,"813 - Seldens Landing (CD 10)",489,344,1,834
"Loudoun County",-,"814 - Newton-lee (CD 10)","1,209",581,4,"1,794"
"Loudoun County",-,"815 - Belmont Ridge (CD 10)","1,064",702,1,"1,767"
"Loudoun County",-,"816 - Weller (CD 10)",592,388,0,980
"Loudoun County",-,"Ab - Central Absentee Precinct (CD 10)","2,164","1,248",2,"3,414"
"Loudoun County",-,"Provisional Votes (CD 10)",15,8,1,24
"Louisa County",-,"101 - Zion (CD 7)",521,246,2,769
"Louisa County",-,"102 - Mechanicsville (CD 7)",367,192,1,560
"Louisa County",-,"201 - Louisa #1 (CD 7)",367,186,1,554
"Louisa County",-,"202 - Louisa #2 (CD 7)",309,228,1,538
"Louisa County",-,"301 - Patrick Henry No 1 (CD 7)",607,710,1,"1,318"
"Louisa County",-,"401 - Mineral (CD 7)",570,203,0,773
"Louisa County",-,"402 - Yanceyville (CD 7)",150,124,0,274
"Louisa County",-,"501 - Fredericks Hall (CD 7)",319,195,0,514
"Louisa County",-,"502 - Cuckoo (CD 7)",353,180,0,533
"Louisa County",-,"601 - Bumpass (CD 7)",513,105,0,618
"Louisa County",-,"602 - Locust Creek (CD 7)",434,172,0,606
"Louisa County",-,"701 - Sheltons Mill (CD 7)",493,187,1,681
"Louisa County",-,"702 - South Anna (CD 7)",359,132,0,491
"Louisa County",-,"Ab - Central Absentee Precinct (CD 7)",351,163,0,514
"Louisa County",-,"Provisional Votes (CD 7)",0,0,0,0
"Lunenburg County",-,"101 - Plymouth (CD 5)",295,92,0,387
"Lunenburg County",-,"201 - Browns Store (CD 5)",288,129,0,417
"Lunenburg County",-,"301 - Rosebud (CD 5)",226,103,0,329
"Lunenburg County",-,"302 - Flat Rock (CD 5)",78,59,0,137
"Lunenburg County",-,"401 - Arrowhead Gun Club (CD 5)",128,43,0,171
"Lunenburg County",-,"402 - Pleasant Grove (CD 5)",199,78,0,277
"Lunenburg County",-,"501 - Reedy Creek (CD 5)",124,92,0,216
"Lunenburg County",-,"502 - Peoples Community Center (CD 5)",82,157,0,239
"Lunenburg County",-,"601 - Hounds Creek (CD 5)",213,238,0,451
"Lunenburg County",-,"701 - Meherrin Fire Department (CD 5)",109,94,0,203
"Lunenburg County",-,"702 - Victoria Christian Church (CD 5)",211,93,1,305
"Lunenburg County",-,"Ab - Central Absentee Precinct (CD 5)",87,44,0,131
"Lunenburg County",-,"Provisional Votes (CD 5)",0,0,0,0
"Lynchburg City",-,"101 - First Ward First Precinct (CD 6)","1,119",637,3,"1,759"
"Lynchburg City",-,"102 - First Ward Second Precinct (CD 6)","1,125",623,1,"1,749"
"Lynchburg City",-,"103 - First Ward Third Precinct (CD 6)",918,513,0,"1,431"
"Lynchburg City",-,"104 - First Ward Fourth Precinct (CD 6)",275,248,1,524
"Lynchburg City",-,"105 - First Ward Fifth Precinct (CD 6)",493,456,1,950
"Lynchburg City",-,"201 - Second Ward First Precinct (CD 6)",292,878,6,"1,176"
"Lynchburg City",-,"202 - Second Ward Second Precinct (CD 6)",157,668,1,826
"Lynchburg City",-,"203 - Second Ward Third Precinct (CD 6)",94,245,0,339
"Lynchburg City",-,"301 - Third Ward First Precinct (CD 6)",398,315,2,715
"Lynchburg City",-,"302 - Third Ward Second Precinct (CD 6)",193,146,0,339
"Lynchburg City",-,"303 - Third Ward Third Precinct (CD 6)",448,221,1,670
"Lynchburg City",-,"304 - Third Ward Fourth Precinct (CD 6)","2,064",231,2,"2,297"
"Lynchburg City",-,"305 - Third Ward Fifth Precinct (CD 6)",792,300,0,"1,092"
"Lynchburg City",-,"401 - Fourth Ward First Precinct (CD 6)","1,209",479,2,"1,690"
"Lynchburg City",-,"402 - Fourth Ward Second Precinct (CD 6)",517,256,0,773
"Lynchburg City",-,"403 - Fourth Ward Third Precinct (CD 6)",941,490,3,"1,434"
"Lynchburg City",-,"404 - Fourth Ward Fourth Precinct (CD 6)",940,573,3,"1,516"
"Lynchburg City",-,"Ab - Central Absentee Precinct (CD 6)",525,431,0,956
"Lynchburg City",-,"Provisional Votes (CD 6)",3,3,0,6
"Madison County",-,"1 - Oak Park (CD 7)",252,144,0,396
"Madison County",-,"2 - Radiant (CD 7)",416,214,0,630
"Madison County",-,"3 - Rochelle (CD 7)",264,91,0,355
"Madison County",-,"4 - Graves Mill (CD 7)",30,13,0,43
"Madison County",-,"5 - Madison (CD 7)",544,216,1,761
"Madison County",-,"6 - Wolftown (CD 7)",272,151,0,423
"Madison County",-,"7 - Brightwood (CD 7)",559,178,1,738
"Madison County",-,"8 - Criglersville (CD 7)",279,120,1,400
"Madison County",-,"9 - Etlan (CD 7)",140,70,0,210
"Madison County",-,"Ab - Central Absentee Precinct (CD 7)",136,71,0,207
"Madison County",-,"Provisional Votes (CD 7)",0,0,0,0
"Manassas City",-,"1 - Dean (CD 10)","1,051",523,0,"1,574"
"Manassas City",-,"2 - Weems (CD 10)",683,460,1,"1,144"
"Manassas City",-,"3 - Metz (CD 10)",724,414,3,"1,141"
"Manassas City",-,"4 - Haydon (CD 10)",913,547,0,"1,460"
"Manassas City",-,"5 - Baldwin (CD 10)",636,507,1,"1,144"
"Manassas City",-,"Ab - Central Absentee Precinct (CD 10)",259,167,0,426
"Manassas City",-,"Provisional Votes (CD 10)",0,0,0,0
"Manassas Park City",-,"1 - Precinct One (CD 10)",517,344,0,861
"Manassas Park City",-,"2 - Precinct Two (CD 10)",413,284,0,697
"Manassas Park City",-,"Ab - Central Absentee Precinct (CD 10)",74,38,0,112
"Manassas Park City",-,"Provisional Votes (CD 10)",2,0,0,2
"Martinsville City",-,"1 - Precinct #1 (CD 5)",7,291,1,299
