County/City,Ward,Pct,"Mark Robert Warner","Edward Walter Gillespie","Robert Christopher Sarvis","All Others","Total Votes Cast"
,,,Democratic,Republican,Libertarian
"Chesapeake City",-,"30 - South Norfolk",414,15,2,1,432
"Chesapeake City",-,"31 - Carver School",870,138,7,1,"1,016"
"Chesapeake City",-,"32 - Providence","1,048",65,8,2,"1,123"
"Chesapeake City",-,"33 - Westover",208,345,19,0,572
"Chesapeake City",-,"34 - Hickory Middle School",380,"1,151",27,0,"1,558"
"Chesapeake City",-,"35 - Taylor Road",442,182,10,1,635
"Chesapeake City",-,"36 - Great Bridge Baptist Church",444,825,29,1,"1,299"
"Chesapeake City",-,"37 - Bridgetown",323,623,19,0,965
"Chesapeake City",-,"38 - Bailey Creek",311,698,22,1,"1,032"
"Chesapeake City",-,"39 - Lake Drummond",190,300,9,0,499
"Chesapeake City",-,"40 - River Birch",575,512,34,1,"1,122"
"Chesapeake City",-,"41 - John T West",868,623,37,2,"1,530"
"Chesapeake City",-,"42 - Parkways",451,345,12,0,808
"Chesapeake City",-,"43 - Pleasant Crossing",292,728,19,0,"1,039"
"Chesapeake City",-,"44 - Nansemond",424,315,8,0,747
"Chesapeake City",-,"45 - Sunray II",300,111,9,0,420
"Chesapeake City",-,"46 - Bells Mill II",397,517,34,0,948
"Chesapeake City",-,"47 - Green Sea",182,422,25,0,629
"Chesapeake City",-,"48 - Jolliff Middle School",970,65,8,1,"1,044"
"Chesapeake City",-,"49 - Waterway",763,980,31,3,"1,777"
"Chesapeake City",-,"50 - River Walk",634,510,23,1,"1,168"
"Chesapeake City",-,"51 - Coopers Way",339,928,27,0,"1,294"
"Chesapeake City",-,"52 - Shipyard Road",588,358,22,2,970
"Chesapeake City",-,"53 - Fairways",349,329,9,1,688
"Chesapeake City",-,"54 - Pughsville",670,270,16,0,956
"Chesapeake City",-,"55 - Georgetown East",642,148,7,1,798
"Chesapeake City",-,"56 - Green Tree",473,340,18,0,831
"Chesapeake City",-,"57 - Cypress",491,428,15,0,934
"Chesapeake City",-,"58 - Expressway",299,87,11,2,399
"Chesapeake City",-,"59 - Clearfield",286,343,14,1,644
"Chesapeake City",-,"60 - Parker Road",420,929,22,2,"1,373"
"Chesapeake City",-,"61 - Centerville",251,692,18,1,962
"Chesapeake City",-,"62 - Fentress",391,754,29,2,"1,176"
"Chesapeake City",-,"63 - Poplar Branch",168,568,12,0,748
"Chesapeake City",-,"Ab - Central Absentee Precinct","1,077","1,035",35,2,"2,149"
"Chesapeake City",-,Provisional,27,4,0,0,31
"Chesterfield County",-,"101 - Bellwood (CD 4)",290,342,25,0,657
"Chesterfield County",-,"102 - South Chester (CD 4)",556,689,46,1,"1,292"
"Chesterfield County",-,"103 - Enon (CD 4)",527,914,47,1,"1,489"
"Chesterfield County",-,"104 - North Chester (CD 4)",487,920,57,1,"1,465"
"Chesterfield County",-,"105 - Drewrys Bluff (CD 4)",435,347,29,1,812
"Chesterfield County",-,"106 - Harrowgate (CD 4)",985,839,66,3,"1,893"
"Chesterfield County",-,"107 - Wells (CD 4)",587,645,44,1,"1,277"
"Chesterfield County",-,"108 - Ecoff (CD 4)",648,"1,209",53,1,"1,911"
"Chesterfield County",-,"109 - Elizabeth Scott (CD 4)",878,"1,041",41,1,"1,961"
"Chesterfield County",-,"110 - Dutch Gap (CD 4)",427,447,30,0,904
"Chesterfield County",-,"111 - Iron Bridge (CD 4)",974,"1,115",63,4,"2,156"
"Chesterfield County",-,"112 - Carver (CD 4)",593,546,43,0,"1,182"
"Chesterfield County",-,"201 - Gates (CD 4)",420,556,36,0,"1,012"
"Chesterfield County",-,"202 - Beulah (CD 4)",874,545,39,4,"1,462"
"Chesterfield County",-,"203 - Bird (CD 4)",453,332,27,1,813
"Chesterfield County",-,"204 - Jacobs (CD 4)",494,441,23,1,959
"Chesterfield County",-,"205 - Falling Creek (CD 4)",992,554,34,1,"1,581"
"Chesterfield County",-,"206 - Belmont (CD 7)",570,148,17,1,736
"Chesterfield County",-,"207 - Chippenham (CD 4)",312,135,11,1,459
"Chesterfield County",-,"208 - Meadowbrook (CD 4)",880,371,36,3,"1,290"
"Chesterfield County",-,"209 - Salem Church (CD 4)",615,808,73,1,"1,497"
"Chesterfield County",-,"210 - Five Forks (CD 4)",977,621,57,0,"1,655"
"Chesterfield County",-,"211 - Nash (CD 4)",660,"1,349",69,1,"2,079"
"Chesterfield County",-,"212 - St. Luke's (CD 4)",316,478,24,0,818
"Chesterfield County",-,"213 - Southside (CD 4)","1,499",474,31,1,"2,005"
"Chesterfield County",-,"214 - Hopkins (CD 4)",140,28,7,0,175
"Chesterfield County",-,"301 - Ettrick (CD 4)","1,054",230,23,4,"1,311"
"Chesterfield County",-,"302 - Deer Run (CD 4)",209,328,29,1,567
"Chesterfield County",-,"303 - Matoaca (CD 4)",859,771,33,0,"1,663"
"Chesterfield County",-,"304 - Winfrees Store (CD 4)",482,"1,199",52,1,"1,734"
"Chesterfield County",-,"305 - Beach (CD 4)",392,712,33,0,"1,137"
"Chesterfield County",-,"306 - Winterpock (CD 4)",416,"1,241",54,0,"1,711"
"Chesterfield County",-,"307 - Cosby (CD 4)",542,943,51,4,"1,540"
"Chesterfield County",-,"308 - South Manchester (CD 4)",228,181,7,0,416
"Chesterfield County",-,"309 - Skinquarter (CD 7)",514,"1,282",64,0,"1,860"
"Chesterfield County",-,"310 - Tomahawk (CD 7)",622,"1,012",59,0,"1,693"
"Chesterfield County",-,"313 - Woolridge (CD 7)",735,"1,170",57,1,"1,963"
"Chesterfield County",-,"315 - Bailey Bridge (CD 4)",426,"1,047",41,1,"1,515"
"Chesterfield County",-,"316 - Spring Run (CD 4)",497,761,39,1,"1,298"
"Chesterfield County",-,"317 - Birkdale (CD 4)",672,"1,113",43,1,"1,829"
"Chesterfield County",-,"401 - Harbour Pointe (CD 7)",398,553,41,0,992
"Chesterfield County",-,"402 - Genito (CD 7)",925,"1,052",73,2,"2,052"
"Chesterfield County",-,"403 - Brandermill (CD 7)",611,936,74,3,"1,624"
"Chesterfield County",-,"404 - Providence (CD 7)",685,623,55,0,"1,363"
"Chesterfield County",-,"405 - La Prade (CD 7)",709,856,52,1,"1,618"
"Chesterfield County",-,"406 - Smoketree (CD 7)",521,901,57,1,"1,480"
"Chesterfield County",-,"407 - Monacan (CD 7)",329,519,44,0,892
"Chesterfield County",-,"408 - Reams (CD 7)","1,004",675,74,0,"1,753"
"Chesterfield County",-,"409 - Manchester (CD 7)",354,385,35,0,774
"Chesterfield County",-,"410 - Wagstaff (CD 7)",370,438,27,1,836
"Chesterfield County",-,"411 - Swift Creek (CD 7)",608,852,54,1,"1,515"
"Chesterfield County",-,"413 - Shenandoah (CD 7)",555,611,48,0,"1,214"
"Chesterfield County",-,"414 - Crenshaw (CD 4)",709,909,87,1,"1,706"
"Chesterfield County",-,"415 - Evergreen (CD 7)",595,837,64,1,"1,497"
"Chesterfield County",-,"416 - Evergreen West (CD 7)",225,289,12,2,528
"Chesterfield County",-,"417 - Edgewater (CD 7)",242,329,22,0,593
"Chesterfield County",-,"501 - Huguenot (CD 7)",524,585,43,1,"1,153"
"Chesterfield County",-,"502 - Crestwood (CD 7)",390,481,37,0,908
"Chesterfield County",-,"503 - Midlothian (CD 7)",501,835,49,1,"1,386"
"Chesterfield County",-,"504 - Robious (CD 7)",802,"1,400",64,1,"2,267"
"Chesterfield County",-,"505 - Bon Air (CD 7)",764,911,62,1,"1,738"
"Chesterfield County",-,"506 - Greenfield (CD 7)",710,715,62,2,"1,489"
"Chesterfield County",-,"507 - Salisbury (CD 7)",697,"1,423",64,3,"2,187"
"Chesterfield County",-,"508 - Belgrade (CD 7)",651,831,50,1,"1,533"
"Chesterfield County",-,"509 - Cranbeck (CD 7)",411,394,31,1,837
"Chesterfield County",-,"510 - Sycamore (CD 7)",593,990,73,0,"1,656"
"Chesterfield County",-,"511 - Black Heath (CD 7)",423,740,39,0,"1,202"
"Chesterfield County",-,"513 - Beaufont (CD 7)",354,153,27,0,534
"Chesterfield County",-,"514 - Watkins (CD 7)",667,"1,130",77,0,"1,874"
"Chesterfield County",-,"515 - Davis (CD 7)",855,235,19,0,"1,109"
"Chesterfield County",-,"516 - Pocoshock (CD 7)",561,147,10,0,718
"Chesterfield County",-,"517 - Roseland (CD 7)",74,169,11,0,254
"Chesterfield County",-,"518 - Midlothian North (CD 7)",498,"1,103",36,0,"1,637"
"Chesterfield County",-,"Ab - Central Absentee Precinct (CD 4)","1,024","1,158",37,1,"2,220"
"Chesterfield County",-,"Ab - Central Absentee Precinct (CD 7)",889,"1,230",49,4,"2,172"
"Chesterfield County",-,"Provisional (CD 4)",17,14,0,0,31
"Chesterfield County",-,"Provisional (CD 7)",9,13,0,0,22
"Clarke County",-,"101 - Russell",307,673,20,0,"1,000"
"Clarke County",-,"201 - Berryville",382,427,35,1,845
"Clarke County",-,"301 - Millwood",279,374,17,0,670
"Clarke County",-,"302 - Pine Grove",116,203,16,0,335
"Clarke County",-,"401 - White Post",371,538,25,1,935
"Clarke County",-,"501 - Buckmarsh",268,407,17,1,693
"Clarke County",-,"502 - Blue Ridge",102,128,8,0,238
"Clarke County",-,"Ab - Central Absentee Precinct",128,142,5,0,275
"Clarke County",-,Provisional,1,1,0,0,2
"Colonial Heights City",-,"1 - First",181,352,22,0,555
"Colonial Heights City",-,"2 - Second",165,478,33,0,676
"Colonial Heights City",-,"3 - Third",238,604,27,2,871
"Colonial Heights City",-,"4 - Fourth",275,724,21,0,"1,020"
"Colonial Heights City",-,"5 - Fifth",236,907,29,0,"1,172"
"Colonial Heights City",-,"Ab - Central Absentee Precinct",92,286,7,0,385
"Covington City",-,"101 - Precinct 1-1",108,53,7,0,168
"Covington City",-,"201 - Precinct 2-1",152,87,5,1,245
"Covington City",-,"301 - Precinct 3-1",131,41,4,0,176
"Covington City",-,"401 - Precinct 4-1",157,134,5,0,296
"Covington City",-,"501 - Precinct 5-1",147,126,3,0,276
"Covington City",-,"Ab - Central Absentee Precinct",36,16,0,0,52
"Craig County",-,"101 - Court House",92,189,12,2,295
"Craig County",-,"201 - Ammendale Precinct",78,228,4,0,310
"Craig County",-,"202 - North Mountain",28,29,3,0,60
"Craig County",-,"301 - Givens & Reynolds Store",86,103,4,0,193
"Craig County",-,"302 - Mcguires Store",52,41,2,0,95
"Craig County",-,"303 - Marshalls Store",25,55,6,0,86
"Craig County",-,"401 - Barbours Creek",42,72,4,0,118
"Craig County",-,"402 - Paint Bank",13,14,3,0,30
"Craig County",-,"403 - Craig Springs",30,93,2,0,125
"Craig County",-,"404 - Forks Of Johns Creek",20,27,0,0,47
"Craig County",-,"501 - Craig City",93,159,9,0,261
"Craig County",-,Provisional,0,1,0,0,1
"Culpeper County",-,"101 - West Fairfax",537,715,39,1,"1,292"
"Culpeper County",-,"201 - East Fairfax",410,476,22,0,908
"Culpeper County",-,"302 - Eggbornsville",160,496,15,0,671
"Culpeper County",-,"303 - Cardova",153,380,10,0,543
"Culpeper County",-,"304 - Willow Shade",104,146,6,0,256
"Culpeper County",-,"401 - Eldorado",237,471,38,0,746
"Culpeper County",-,"402 - Browns Store",387,815,26,0,"1,228"
"Culpeper County",-,"501 - Jeffersonton",318,748,35,1,"1,102"
"Culpeper County",-,"502 - Rixeyville",270,642,28,4,944
"Culpeper County",-,"601 - Mitchells",60,131,1,0,192
"Culpeper County",-,"602 - Pearl Sample",340,669,18,0,"1,027"
"Culpeper County",-,"603 - South Ridge",140,185,10,0,335
"Culpeper County",-,"702 - Brandy Station",277,700,22,2,"1,001"
"Culpeper County",-,"703 - Lignum",143,339,14,0,496
"Culpeper County",-,"704 - Richardsville",72,196,10,0,278
"Culpeper County",-,"Ab - Central Absentee Precinct",215,375,9,0,599
"Culpeper County",-,Provisional,0,3,0,0,3
"Cumberland County",-,"101 - Precinct 1",255,331,27,1,614
"Cumberland County",-,"201 - Precinct 2",177,333,20,0,530
"Cumberland County",-,"301 - Precinct 3",331,194,10,0,535
"Cumberland County",-,"401 - Precinct 4",200,286,20,0,506
"Cumberland County",-,"501 - Precinct 5",227,255,14,3,499
"Cumberland County",-,"Ab - Central Absentee Precinct",35,52,2,0,89
"Cumberland County",-,Provisional,3,0,0,0,3
"Danville City",-,"1 - Ward One",204,21,2,0,227
"Danville City",-,"2 - Ward Two",228,113,5,0,346
"Danville City",-,"3 - Ward Three",288,18,3,0,309
"Danville City",-,"4 - Ward Four",579,556,13,0,"1,148"
"Danville City",-,"5 - Ward Five",184,194,7,0,385
"Danville City",-,"6 - Ward Six",268,36,1,0,305
"Danville City",-,"7 - Ward Seven",407,63,2,0,472
"Danville City",-,"8 - Ward Eight",304,185,4,0,493
"Danville City",-,"9 - Ward Nine",253,182,4,0,439
"Danville City",-,"10 - Ward Ten",332,321,8,0,661
"Danville City",-,"11 - Ward Eleven",581,302,7,0,890
"Danville City",-,"12 - Ward Twelve",632,397,7,1,"1,037"
"Danville City",-,"13 - Ward Thirteen",506,307,16,0,829
"Danville City",-,"14 - Ward Fourteen",123,8,0,0,131
"Danville City",-,"15 - Ward Fifteen",361,386,6,1,754
"Danville City",-,"16 - Ward Sixteen",396,540,13,0,949
"Danville City",-,"17 - Ward Seventeen",283,568,4,0,855
"Danville City",-,"Ab - Central Absentee Precinct",328,235,12,1,576
"Danville City",-,Provisional,2,4,0,0,6
"Dickenson County",-,"101 - South Clintwood",291,368,7,4,670
"Dickenson County",-,"201 - Nora",85,117,3,0,205
"Dickenson County",-,"202 - Frying Pan",37,61,2,0,100
"Dickenson County",-,"203 - Clinchco",142,131,2,4,279
"Dickenson County",-,"301 - West Dante",26,99,2,0,127
"Dickenson County",-,"302 - Herald",56,137,1,0,194
"Dickenson County",-,"303 - Ridge",78,258,9,3,348
"Dickenson County",-,"401 - Haysi-colley",284,220,7,3,514
"Dickenson County",-,"501 - Tarpon",85,79,0,0,164
"Dickenson County",-,"502 - North Clintwood",172,277,5,8,462
"Dickenson County",-,"Ab - Central Absentee Precinct",160,149,2,1,312
"Dickenson County",-,Provisional,0,1,0,0,1
"Dinwiddie County",-,"101 - White Oak",103,191,10,2,306
"Dinwiddie County",-,"102 - Rocky Run",150,313,10,0,473
"Dinwiddie County",-,"103 - Church Road",169,536,19,1,725
"Dinwiddie County",-,"201 - Rohoic",194,163,5,0,362
"Dinwiddie County",-,"202 - Sutherland",417,552,20,8,997
"Dinwiddie County",-,"301 - Reams",117,184,8,0,309
"Dinwiddie County",-,"302 - New Hope",200,306,3,0,509
"Dinwiddie County",-,"303 - Little Zion",452,269,12,3,736
"Dinwiddie County",-,"401 - Dinwiddie",338,418,15,0,771
"Dinwiddie County",-,"402 - Mckenney",205,210,12,1,428
"Dinwiddie County",-,"403 - Cherry Hill",211,110,4,0,325
"Dinwiddie County",-,"501 - Edgehill",91,32,2,0,125
"Dinwiddie County",-,"502 - Chesdin",664,268,24,0,956
"Dinwiddie County",-,"Ab - Central Absentee Precinct",156,142,2,1,301
"Emporia City",-,"101 - Precinct 1-1",199,66,1,0,266
"Emporia City",-,"201 - Precinct 2-1",99,10,2,0,111
"Emporia City",-,"301 - Precinct 3-1",98,104,4,1,207
"Emporia City",-,"401 - Precinct 4-1",135,120,4,0,259
"Emporia City",-,"501 - Precinct 5-1",109,3,1,0,113
"Emporia City",-,"601 - District 6",108,142,3,0,253
"Emporia City",-,"701 - District 7",107,56,1,0,164
"Emporia City",-,Provisional,0,0,0,0,0
"Essex County",-,"101 - Greater Tappahannock",294,343,14,0,651
"Essex County",-,"201 - North",429,219,12,0,660
"Essex County",-,"301 - South",287,488,18,1,794
"Essex County",-,"401 - Central",305,405,13,0,723
"Essex County",-,"Ab - Central Absentee Precinct",102,90,0,0,192
"Essex County",-,Provisional,2,0,0,0,2
"Fairfax County",-,"104 - Chapel (CD 11)",659,520,33,0,"1,212"
"Fairfax County",-,"105 - Fairview (CD 11)","1,135",905,37,1,"2,078"
"Fairfax County",-,"106 - Heritage (CD 11)",754,340,41,2,"1,137"
"Fairfax County",-,"108 - Kings Park (CD 11)",641,523,32,0,"1,196"
"Fairfax County",-,"109 - Little Run (CD 11)",904,685,30,1,"1,620"
"Fairfax County",-,"110 - North Springfield (CD 11)",930,678,42,1,"1,651"
"Fairfax County",-,"113 - Canterbury (CD 11)","1,176",842,42,2,"2,062"
"Fairfax County",-,"115 - Ravensworth (CD 11)",426,360,28,0,814
"Fairfax County",-,"116 - Wakefield (CD 11)",738,472,15,1,"1,226"
"Fairfax County",-,"117 - Woodson (CD 11)",698,536,29,0,"1,263"
"Fairfax County",-,"118 - Lake Braddock (CD 11)",954,587,29,2,"1,572"
"Fairfax County",-,"119 - Laurel (CD 11)",972,803,41,2,"1,818"
"Fairfax County",-,"120 - Sideburn (CD 11)",783,816,18,2,"1,619"
"Fairfax County",-,"121 - Villa (CD 11)",415,367,25,1,808
"Fairfax County",-,"123 - Robinson (CD 11)",993,819,39,1,"1,852"
"Fairfax County",-,"125 - Signal Hill (CD 11)",836,640,28,1,"1,505"
"Fairfax County",-,"126 - Bonnie Brae (CD 11)",575,407,38,2,"1,022"
"Fairfax County",-,"127 - Burke Centre (CD 11)",994,718,45,2,"1,759"
"Fairfax County",-,"128 - Cardinal (CD 11)",562,365,31,0,958
"Fairfax County",-,"129 - Keene Mill (CD 11)",423,308,21,0,752
"Fairfax County",-,"130 - Terra Centre (CD 11)",639,500,29,2,"1,170"
"Fairfax County",-,"131 - Eagle View (CD 11)",736,551,28,0,"1,315"
"Fairfax County",-,"132 - Monument (CD 11)",695,456,29,0,"1,180"
"Fairfax County",-,"133 - Danbury (CD 11)",187,120,12,0,319
"Fairfax County",-,"134 - University (CD 11)",368,141,50,0,559
"Fairfax County",-,"202 - Flint Hill (CD 11)",840,678,25,1,"1,544"
"Fairfax County",-,"203 - Floris (CD 11)",935,711,28,4,"1,678"
"Fairfax County",-,"204 - Madison (CD 11)",225,122,11,0,358
"Fairfax County",-,"208 - Reston #1 (CD 11)",794,264,29,0,"1,087"
"Fairfax County",-,"209 - Reston #2 (CD 11)",968,343,36,3,"1,350"
"Fairfax County",-,"213 - Vienna #1 (CD 11)","1,140",711,33,1,"1,885"
"Fairfax County",-,"214 - Vienna #2 (CD 11)",883,616,24,2,"1,525"
"Fairfax County",-,"216 - Vienna #4 (CD 11)",419,277,16,0,712
"Fairfax County",-,"218 - Vienna #6 (CD 11)",671,344,25,0,"1,040"
"Fairfax County",-,"219 - Westbriar (CD 11)",870,669,19,1,"1,559"
"Fairfax County",-,"220 - Dogwood (CD 11)","1,070",484,58,1,"1,613"
"Fairfax County",-,"221 - Hunters Woods (CD 11)",914,505,24,0,"1,443"
"Fairfax County",-,"222 - Reston #3 (CD 11)",777,220,24,2,"1,023"
"Fairfax County",-,"223 - Glade (CD 11)","1,289",514,49,1,"1,853"
"Fairfax County",-,"224 - South Lakes (CD 11)","1,471",565,40,1,"2,077"
"Fairfax County",-,"225 - Terraset (CD 11)","1,035",373,44,2,"1,454"
"Fairfax County",-,"226 - Wolftrap (CD 11)","1,016",793,35,1,"1,845"
"Fairfax County",-,"227 - Sunrise Valley (CD 11)",516,390,15,0,921
"Fairfax County",-,"229 - Fox Mill (CD 10)","1,328",995,44,1,"2,368"
"Fairfax County",-,"233 - North Point (CD 11)","1,207",797,41,1,"2,046"
"Fairfax County",-,"234 - Aldrin (CD 11)","1,320",876,38,0,"2,234"
"Fairfax County",-,"235 - Frying Pan (CD 11)",698,362,29,2,"1,091"
"Fairfax County",-,"236 - Stuart (CD 11)",390,227,12,1,630
"Fairfax County",-,"237 - Mcnair (CD 11)",675,320,32,1,"1,028"
"Fairfax County",-,"238 - Cameron Glen (CD 11)",660,514,29,1,"1,204"
"Fairfax County",-,"240 - Colvin (CD 10)",574,622,19,1,"1,216"
"Fairfax County",-,"301 - Chain Bridge (CD 10)",788,645,13,0,"1,446"
"Fairfax County",-,"302 - Chesterbrook (CD 8)",698,509,11,1,"1,219"
"Fairfax County",-,"303 - Churchill (CD 10)",423,296,14,0,733
"Fairfax County",-,"304 - Cooper (CD 10)",491,477,12,2,982
"Fairfax County",-,"305 - El Nido (CD 8)",669,380,7,1,"1,057"
"Fairfax County",-,"306 - Great Falls (CD 10)",505,555,12,3,"1,075"
"Fairfax County",-,"307 - Haycock (CD 8)",760,469,23,1,"1,253"
"Fairfax County",-,"309 - Kenmore (CD 10)",852,740,28,0,"1,620"
"Fairfax County",-,"310 - Kirby (CD 8)",578,378,11,2,969
"Fairfax County",-,"311 - Langley (CD 10)",532,502,7,0,"1,041"
"Fairfax County",-,"312 - Longfellow (CD 8)",716,453,17,2,"1,188"
"Fairfax County",-,"314 - Mclean (CD 10)",663,478,21,1,"1,163"
"Fairfax County",-,"315 - Pimmit (CD 8)",720,446,47,1,"1,214"
"Fairfax County",-,"316 - Salona #1 (CD 8)",263,196,4,2,465
"Fairfax County",-,"317 - Westhampton (CD 8)",639,396,22,0,"1,057"
"Fairfax County",-,"318 - Westmoreland (CD 8)",431,288,8,0,727
"Fairfax County",-,"319 - Herndon #1 (CD 11)",923,631,57,1,"1,612"
"Fairfax County",-,"320 - Herndon #2 (CD 11)",952,510,40,0,"1,502"
"Fairfax County",-,"321 - Clearview (CD 10)","1,152",848,60,1,"2,061"
"Fairfax County",-,"322 - Forestville (CD 10)",632,840,24,1,"1,497"
"Fairfax County",-,"323 - Shouse (CD 10)",621,449,17,0,"1,087"
"Fairfax County",-,"324 - Herndon #3 (CD 11)",795,437,48,5,"1,285"
"Fairfax County",-,"325 - Hutchison (CD 11)",453,207,19,0,679
"Fairfax County",-,"327 - Sugarland (CD 10)",800,634,34,1,"1,469"
"Fairfax County",-,"328 - Hickory (CD 10)",747,688,23,2,"1,460"
"Fairfax County",-,"329 - Seneca (CD 10)",766,802,19,1,"1,588"
"Fairfax County",-,"331 - Spring Hill (CD 10)",586,525,14,0,"1,125"
"Fairfax County",-,"332 - Coates (CD 11)",591,222,25,2,840
"Fairfax County",-,"333 - Salona #2 (CD 8)",457,350,14,0,821
"Fairfax County",-,"401 - Bush Hill (CD 8)",841,576,27,0,"1,444"
"Fairfax County",-,"402 - Cameron (CD 8)",288,179,10,2,479
"Fairfax County",-,"404 - Franconia (CD 8)",814,433,35,1,"1,283"
"Fairfax County",-,"405 - Groveton (CD 8)",473,159,13,2,647
"Fairfax County",-,"406 - Hayfield (CD 8)",617,573,32,1,"1,223"
"Fairfax County",-,"408 - Mount Eagle (CD 8)",715,237,29,0,981
"Fairfax County",-,"409 - Pioneer (CD 8)","1,124",535,31,2,"1,692"
"Fairfax County",-,"410 - Rose Hill (CD 8)",955,693,52,1,"1,701"
"Fairfax County",-,"411 - Virginia Hills (CD 8)",574,322,22,0,918
"Fairfax County",-,"413 - Fairfield (CD 8)",529,100,8,0,637
"Fairfax County",-,"415 - Crestwood (CD 8)",513,377,27,1,918
"Fairfax County",-,"417 - Garfield (CD 8)",644,465,23,0,"1,132"
"Fairfax County",-,"418 - Lynbrook (CD 8)",390,224,25,1,640
"Fairfax County",-,"419 - Lane (CD 8)",844,350,22,1,"1,217"
"Fairfax County",-,"420 - Villages (CD 8)",988,528,26,2,"1,544"
"Fairfax County",-,"421 - Kingstowne (CD 8)",836,437,25,1,"1,299"
"Fairfax County",-,"422 - Van Dorn (CD 8)",842,430,26,0,"1,298"
"Fairfax County",-,"423 - Clermont (CD 8)",702,480,23,1,"1,206"
"Fairfax County",-,"424 - Huntley (CD 8)",820,428,20,1,"1,269"
"Fairfax County",-,"426 - Greenspring (CD 11)",709,491,9,1,"1,210"
"Fairfax County",-,"427 - Island Creek (CD 8)",657,382,21,1,"1,061"
"Fairfax County",-,"428 - Pinewood (CD 8)",777,180,22,2,981
"Fairfax County",-,"429 - Hybla Valley (CD 8)",771,181,12,0,964
"Fairfax County",-,"501 - Baileys (CD 8)",831,307,20,2,"1,160"
"Fairfax County",-,"502 - Barcroft (CD 11)",491,240,8,1,740
"Fairfax County",-,"503 - Belvedere (CD 11)",547,240,12,0,799
"Fairfax County",-,"504 - Bristow (CD 11)",522,284,11,0,817
"Fairfax County",-,"505 - Glen Forest (CD 8)",608,276,25,2,911
"Fairfax County",-,"506 - Holmes (CD 11)",475,193,13,1,682
"Fairfax County",-,"506 - Holmes (CD 8)",112,59,0,0,171
"Fairfax County",-,"507 - Lincolnia (CD 8)",767,341,24,1,"1,133"
"Fairfax County",-,"508 - Masonville (CD 11)",751,450,28,2,"1,231"
"Fairfax County",-,"509 - Plaza (CD 8)",322,84,14,0,420
"Fairfax County",-,"510 - Parklawn (CD 8)",548,319,25,2,894
"Fairfax County",-,"511 - Ravenwood (CD 11)",766,421,21,1,"1,209"
"Fairfax County",-,"512 - Sleepy Hollow (CD 11)",404,232,22,0,658
"Fairfax County",-,"513 - Saint Albans (CD 11)",441,254,16,0,711
"Fairfax County",-,"513 - Saint Albans (CD 8)",284,158,10,0,452
"Fairfax County",-,"515 - Westlawn (CD 8)",399,206,15,0,620
"Fairfax County",-,"516 - Weyanoke (CD 8)",615,316,24,1,956
"Fairfax County",-,"517 - Willston (CD 8)",424,186,25,0,635
"Fairfax County",-,"518 - Columbia (CD 11)",570,430,30,1,"1,031"
"Fairfax County",-,"519 - Hummer (CD 11)",441,290,7,1,739
"Fairfax County",-,"520 - Skyline (CD 8)",868,240,14,1,"1,123"
"Fairfax County",-,"521 - Brook Hill (CD 8)",434,350,17,0,801
"Fairfax County",-,"522 - Camelot (CD 11)",430,370,10,1,811
"Fairfax County",-,"523 - Poe (CD 8)",612,375,21,4,"1,012"
"Fairfax County",-,"525 - Walnut Hill (CD 8)",798,476,37,3,"1,314"
"Fairfax County",-,"526 - Bren Mar (CD 8)",808,325,23,0,"1,156"
"Fairfax County",-,"527 - Edsall (CD 8)",517,291,21,1,830
"Fairfax County",-,"528 - Ridgelea (CD 11)",370,250,10,0,630
"Fairfax County",-,"601 - Belle Haven (CD 8)",538,502,16,0,"1,056"
"Fairfax County",-,"602 - Belleview (CD 8)",643,404,27,3,"1,077"
"Fairfax County",-,"604 - Bucknell (CD 8)",886,316,22,1,"1,225"
"Fairfax County",-,"605 - Fort Hunt (CD 8)",678,610,16,0,"1,304"
"Fairfax County",-,"606 - Hollin Hall (CD 8)",819,554,19,2,"1,394"
"Fairfax County",-,"607 - Huntington (CD 8)",947,452,39,0,"1,438"
"Fairfax County",-,"608 - Kirkside (CD 8)",725,315,11,0,"1,051"
"Fairfax County",-,"609 - Marlan (CD 8)",602,520,22,0,"1,144"
"Fairfax County",-,"610 - Sherwood (CD 8)",582,307,21,0,910
"Fairfax County",-,"611 - Stratford (CD 8)",896,703,26,2,"1,627"
"Fairfax County",-,"612 - Waynewood (CD 8)",409,368,14,1,792
"Fairfax County",-,"613 - Westgate (CD 8)",786,"1,050",31,2,"1,869"
"Fairfax County",-,"614 - Riverside (CD 8)",562,529,15,1,"1,107"
"Fairfax County",-,"615 - Woodley (CD 8)",609,528,26,1,"1,164"
"Fairfax County",-,"616 - Gunston (CD 8)",458,544,19,0,"1,021"
"Fairfax County",-,"617 - Lorton (CD 8)",585,188,11,2,786
"Fairfax County",-,"618 - Newington (CD 11)","1,059",756,48,2,"1,865"
"Fairfax County",-,"619 - Belvoir (CD 8)",558,395,22,0,975
"Fairfax County",-,"621 - Grosvenor (CD 8)",506,226,21,1,754
"Fairfax County",-,"622 - Lorton Station (CD 8)",742,312,24,1,"1,079"
"Fairfax County",-,"623 - Alban (CD 8)",603,416,27,2,"1,048"
"Fairfax County",-,"625 - Lorton Center (CD 8)",461,327,12,1,801
"Fairfax County",-,"626 - Saratoga (CD 8)",819,639,30,1,"1,489"
"Fairfax County",-,"627 - Woodlawn (CD 8)",799,316,21,0,"1,136"
