block_geoid20,total_population_2020,voting_age_population_2020
510010906004001,41,23
510010906004002,22,10
510010906004003,24,23
510010906004004,14,7
510010906004005,183,155
510010906004006,23,15
510010906004007,11,11
510010906004008,10,7
510010906004009,11,10
510010906004010,0,0
510010906004011,13,13
510010906004012,0,0
510010906004013,0,0
510010906004014,18,17
510010906004015,86,80
510010906004016,103,91
510010906004017,0,0
510010906004018,0,0
510010906004019,22,19
510010906004020,2,1
510010906004021,0,0
510010906004022,39,37
510010906004023,14,12
510010906004024,14,11
510010906004025,9,7
510010906004026,30,29
510010906004027,0,0
510010906004028,28,25
510010906004029,0,0
510010906004030,0,0
510010906004031,0,0
510010906004032,50,45
510010906004033,0,0
510010906004034,58,58
510010906004035,83,79
510010906004036,0,0
510010906004037,62,56
510010906004038,21,13
510010906004039,37,31
510010906004040,0,0
510010906004041,0,0
510010906004042,37,36
510010906004043,34,27
510010906004044,0,0
510010906004045,24,23
510010906004046,0,0
510010906004047,36,27
510010906004048,16,10
510010906004049,25,23
510010906004050,36,30
510010906004051,15,15
510010906004052,15,9
510010906004053,22,14
510010906004054,18,16
510010907001000,0,0
510010907001001,10,6
510010907001002,45,28
510010907001003,120,99
510010907001004,10,10
510010907001005,9,7
510010907001006,29,27
510010907001007,11,10
510010907001008,8,5
510010907001009,0,0
510010907001010,8,4
510010907001011,0,0
510010907001012,0,0
510010907001013,0,0
510010907001014,30,17
510010907001015,24,21
510010907001016,8,5
510010907001017,17,17
510010907001018,8,6
510010907001019,10,8
510010907001020,10,7
510010907001021,22,20
510010907001022,0,0
510010907001023,0,0
510010907001024,0,0
510010907001025,12,7
510010907001026,45,39
510010907001027,22,21
510010907001028,32,23
510010907001029,25,20
510010907001030,25,14
510010907001031,13,13
510010907001032,18,16
510010907001033,7,7
510010907001034,31,26
510010907001035,6,5
510010907001036,8,8
510010907001037,13,6
510010907001038,0,0
510010907001039,0,0
510010907001040,0,0
510010907001041,0,0
510010907001042,0,0
510010907001043,6,2
510010907001044,2,1
510010907001045,68,65
510010907001046,98,78
510010907001047,18,12
510010907001048,0,0
510010907001049,8,7
510010907001050,0,0
510010907001051,7,4
510010907001052,0,0
510010907001053,163,110
510010907001054,23,18
510010907001055,18,14
510010907001056,0,0
510010907001057,45,38
510010907001058,124,105
510010907001059,23,13
510010907001060,12,8
510010907001061,7,2
510010907002000,43,37
510010907002001,15,14
510010907002002,108,75
510010907002003,0,0
510010907002004,14,4
510010907002005,0,0
510010907002006,18,10
510010907002007,10,9
510010907002008,8,5
510010907002009,7,7
510010907002010,9,8
510010907002011,0,0
510010907002012,0,0
510010907002013,0,0
510010907002014,6,6
510010907002015,55,51
510010907002016,22,19
510010907002017,0,0
510010907002018,0,0
510010907002019,0,0
510010907002020,2,0
510010907002021,8,5
510010907002022,12,9
510010907002023,0,0
510010907002024,8,7
510010907002025,8,8
510010907002026,7,3
510010907002027,50,36
510010907002028,11,9
510010907002029,14,7
510010907002030,5,4
510010907002031,41,38
510010907002032,16,15
510010907002033,11,10
510010907002034,10,8
510010907002035,34,32
510010907002036,0,0
510010907002037,4,4
510010907002038,9,9
510010907002039,13,13
510010907002040,32,21
510010907002041,41,40
510010907002042,29,20
510010907002043,0,0
510010907002044,31,27
510010907002045,0,0
510010907002046,8,5
510010907002047,10,5
510010907002048,0,0
510010907002049,0,0
510010907002050,20,20
510010907003000,8,5
510010907003001,0,0
510010907003002,0,0
510010907003003,0,0
510010907003004,50,36
510010907003005,10,2
510010907003006,7,6
510010907003007,3,2
510010907003008,18,14
510010907003009,16,16
510010907003010,45,41
510010907003011,17,13
510010907003012,5,5
510010907003013,8,6
510010907003014,15,12
510010907003015,15,5
510010907003016,5,5
510010907003017,0,0
510010907003018,0,0
510010907003019,16,11
510010907003020,16,15
510010907003021,7,4
510010907003022,14,7
510010907003023,6,6
510010907003024,21,17
510010907003025,18,16
510010907003026,17,8
510010907003027,60,43
510010907003028,43,30
510010907003029,64,44
510010907003030,16,15
510010907003031,0,0
510010907003032,0,0
510010907003033,3,3
510010907003034,4,2
510010907003035,14,11
510010907003036,9,9
510010907003037,9,7
510010907003038,11,10
510010907003039,11,9
510010907003040,0,0
510010907003041,0,0
510010907003042,0,0
510010907003043,30,23
510010907003044,3,3
510010907003045,0,0
510010907003046,0,0
510010907004000,20,16
510010907004001,30,28
510010907004002,24,15
510010907004003,74,60
510010907004004,43,43
510010907004005,53,32
510010907004006,175,139
510010907004007,39,31
510010907004008,39,36
510010907004009,18,8
510010907004010,0,0
510010907004011,8,4
510010907004012,7,3
510010907004013,0,0
510010907004014,87,75
510010907004015,12,10
510010907004016,7,4
510010907004017,24,24
510010907004018,0,0
510010907004019,0,0
510010907004020,157,128
510010907004021,0,0
510010907004022,0,0
510010907004023,19,13
510010907004024,20,18
510010907004025,14,12
510010907004026,29,25
510010907004027,4,4
510010907004028,53,44
510010907004029,4,0
510010907004030,8,7
510010907004031,6,4
510010907004032,35,26
510010907004033,0,0
510010907004034,0,0
510010907004035,44,28
510010907004036,35,30
510010907004037,5,3
510010907005000,0,0
510010907005001,0,0
510010907005002,0,0
510010907005003,0,0
510010907005004,0,0
510010907005005,43,43
510010907005006,3,2
510010907005007,0,0
510010907005008,0,0
510010907005009,0,0
510010907005010,0,0
510010907005011,1,0
510010907005012,0,0
510010907005013,0,0
510010907005014,0,0
510010907005015,0,0
510010907005016,0,0
510010907005017,0,0
510010907005018,26,26
510010907005019,0,0
510010907005020,0,0
510010907005021,37,26
510010907005022,0,0
510010907005023,20,20
510010907005024,7,7
510010907005025,27,23
510010907005026,26,20
510010907005027,0,0
510010907005028,17,10
510010907005029,0,0
510010907005030,0,0
510010907005031,43,37
510010907005032,0,0
510010907005033,0,0
510010907005034,49,43
510010907005035,1,1
510010907005036,16,9
510010907005037,1,1
510010907005038,63,53
510010907005039,17,17
510010907005040,12,9
510010907005041,0,0
510010907005042,18,18
510010907005043,7,6
510010907005044,0,0
510010907005045,88,82
510010907005046,1,1
510010907005047,7,4
510010907005048,38,36
510010907005049,0,0
510010907005050,35,26
510010907005051,16,16
510010907005052,213,164
510010907005053,0,0
510010907005054,7,6
510010907005055,146,132
510010907005056,0,0
510010907005057,0,0
510010907005058,0,0
510010907005059,20,12
510010907005060,0,0
510010907005061,0,0
510010907005062,12,12
510010907005063,0,0
510010907005064,0,0
510010907005065,0,0
510010907005066,45,36
510010907005067,13,9
510010907005068,0,0
510010907005069,28,22
510010907005070,100,82
510010907005071,17,17
510010907005072,47,38
510010907005073,14,12
510010907005074,176,147
510010907005075,2,2
510010907005076,0,0
510010907005077,0,0
510010907005078,0,0
510010907005079,16,12
510010907005080,31,29
510010907005081,0,0
510010908001000,71,51
510010908001001,0,0
510010908001002,63,47
510010908001003,2,2
510010908001004,0,0
510010908001005,20,20
510010908001006,13,9
510010908001007,10,10
510010908001008,19,19
510010908001009,75,59
510010908001010,0,0
510010908001011,2,2
510010908001012,11,10
510010908001013,10,9
510010908001014,12,12
510010908001015,12,3
510010908001016,5,5
510010908001017,12,12
510010908001018,31,31
510010908001019,0,0
510010908001020,31,26
510010908001021,8,6
510010908001022,5,5
510010908001023,0,0
510010908001024,0,0
510010908001025,34,19
510010908001026,0,0
510010908001027,10,10
510010908001028,0,0
510010908001029,7,0
510010908001030,0,0
510010908001031,0,0
510010908001032,0,0
510010908001033,0,0
510010908001034,0,0
510010908001035,0,0
510010908001036,0,0
510010908001037,0,0
510010908001038,0,0
510010908001039,0,0
510010908001040,0,0
510010908001041,0,0
510010908001042,0,0
510010908001043,0,0
510010908001044,0,0
510010908001045,0,0
510010908001046,28,27
510010908001047,2,0
510010908001048,19,17
510010908001049,0,0
510010908001050,0,0
510010908001051,10,8
510010908001052,36,31
510010908001053,7,7
510010908001054,4,4
510010908001055,2,1
510010908001056,8,8
510010908001057,8,8
510010908001058,1,1
510010908001059,18,18
510010908001060,11,10
510010908001061,10,10
510010908001062,11,10
510010908001063,19,16
510010908001064,10,8
510010908001065,25,21
510010908001066,13,11
510010908001067,4,4
510010908001068,9,9
510010908001069,5,5
510010908001070,19,14
510010908001071,9,7
510010908001072,10,8
510010908001073,8,8
510010908001074,18,18
510010908001075,14,10
510010908001076,12,12
510010908001077,0,0
510010908001078,4,4
510010908001079,0,0
510010908001080,4,1
510010908001081,45,31
510010908001082,12,12
510010908001083,6,5
510010908001084,37,32
510010908001085,10,6
510010908001086,4,3
510010908001087,0,0
510010908002000,0,0
510010908002001,0,0
510010908002002,0,0
510010908002003,0,0
510010908002004,0,0
510010908002005,0,0
510010908002006,0,0
510010908002007,0,0
510010908002008,0,0
510010908002009,0,0
510010908002010,0,0
510010908002011,0,0
510010908002012,0,0
510010908002013,29,23
510010908002014,0,0
510010908002015,0,0
510010908002016,0,0
510010908002017,0,0
510010908002018,0,0
510010908002019,0,0
510010908002020,0,0
510010908002021,0,0
510010908002022,0,0
510010908002023,0,0
510010908002024,0,0
510010908002025,0,0
510010908002026,0,0
510010908002027,0,0
510010908002028,0,0
510010908002029,89,75
510010908002030,0,0
510010908002031,0,0
510010908002032,13,13
510010908002033,0,0
510010908002034,0,0
510010908002035,58,47
510010908002036,3,3
510010908002037,10,10
510010908002038,0,0
510010908002039,0,0
510010908002040,74,49
510010908002041,0,0
510010908002042,0,0
510010908002043,4,4
510010908002044,0,0
510010908002045,3,3
510010908002046,0,0
510010908002047,0,0
510010908002048,0,0
510010908002049,26,24
510010908002050,2,0
510010908002051,25,20
510010908002052,34,26
510010908002053,14,9
510010908002054,25,25
510010908002055,34,26
510010908002056,95,74
510010908002057,66,54
510010908002058,96,72
510010908002059,0,0
510010908002060,30,22
510010908002061,36,35
510010908002062,7,4
510010908002063,70,55
510010908002064,15,8
510010908002065,17,13
510010908002066,59,49
510010908002067,8,7
510010908002068,9,7
510010908002069,0,0
510010908002070,0,0
510010908002071,11,8
510010908002072,16,10
510010908002073,10,7
510010908002074,19,13
510010908002075,16,10
510010908002076,7,4
510010908002077,26,23
510010908002078,4,3
510010908002079,4,3
510010908002080,3,2
510010908002081,16,14
510010908002082,8,7
510010908002083,40,35
510010908002084,8,6
510010908002085,22,16
510010908002086,12,11
510010908002087,40,30
510010908002088,7,6
510010908002089,16,13
510010908002090,19,17
510010908002091,0,0
510010908002092,0,0
510010908002093,0,0
510010908002094,0,0
510010908002095,16,12
510010908002096,9,7
510010908002097,1,1
510010908002098,16,14
510010908002099,20,13
510010908002100,10,7
510010908002101,5,5
510010908002102,1,1
510010908002103,9,6
510010908002104,0,0
510010908002105,8,2
510010908002106,25,11
510010908002107,37,26
510010908002108,0,0
510010908002109,9,5
510010908002110,0,0
510010908002111,0,0
510010908002112,0,0
510010908002113,0,0
510010908002114,0,0
510010908002115,15,9
510010908002116,10,10
510010908002117,7,7
510010908002118,30,26
510010908002119,5,5
510010908002120,9,8
510010908002121,13,10
510010908002122,0,0
510010908002123,0,0
510010908002124,0,0
510010908002125,0,0
510010908002126,0,0
510010908002127,0,0
510010908002128,0,0
510010908002129,0,0
510010908002130,0,0
510010908002131,0,0
510010908002132,0,0
510010908002133,0,0
510010908002134,0,0
510010908002135,12,5
510010908002136,4,4
510010908002137,13,13
510010908002138,4,3
510010908002139,4,3
510010908002140,0,0
510010908002141,2,1
510010908002142,1,1
510010908002143,13,12
510010908002144,38,29
510010908002145,0,0
510010908002146,0,0
510010908002147,0,0
510010908002148,0,0
510010908002149,0,0
510010908002150,0,0
510010908002151,0,0
510010908002152,0,0
510010908002153,0,0
510010908002154,0,0
510010908002155,0,0
510010908002156,0,0
510010908003000,0,0
510010908003001,0,0
510010908003002,0,0
510010908003003,0,0
510010908003004,0,0
510010908003005,0,0
510010908003006,20,15
510010908003007,6,4
510010908003008,7,7
510010908003009,20,17
510010908003010,0,0
510010908003011,12,11
510010908003012,23,16
510010908003013,12,12
510010908003014,12,10
510010908003015,24,11
510010908003016,10,6
510010908003017,32,23
510010908003018,3,2
510010908003019,4,3
510010908003020,0,0
510010908003021,67,49
510010908003022,9,8
510010908003023,0,0
510010908003024,0,0
510010908003025,25,22
510010908003026,7,7
510010908003027,59,49
510010908003028,173,123
510010908003029,0,0
510010908003030,0,0
510010908003031,76,59
510010908003032,39,36
510010908003033,12,8
510010908003034,5,5
510010908003035,37,30
510010908003036,29,22
510010908003037,37,27
510010908003038,0,0
510010908003039,37,31
510010908003040,20,13
510010908003041,0,0
510010908003042,0,0
510010908003043,0,0
510010908003044,4,1
510010908003045,4,3
510010908003046,0,0
510010908003047,0,0
510010908003048,0,0
510010908003049,0,0
510010908003050,1,0
510010908003051,0,0
510019801001000,0,0
510019801001001,0,0
510019801001002,0,0
510019801001003,0,0
510019801001004,0,0
510019801001005,0,0
510019801001006,0,0
510019801001007,0,0
510019801001008,0,0
510019801001009,0,0
510019801001010,0,0
510019801001011,0,0
510019801001012,0,0
510019801001013,0,0
510019801001014,0,0
510019801001015,0,0
510019801001016,0,0
510019801001017,0,0
510019801001018,0,0
510019801001019,0,0
510019801001020,0,0
510019801001021,0,0
510019801001022,0,0
510019801001023,0,0
510019801001024,0,0
510019801001025,0,0
510019801001026,1,1
510019801001027,0,0
510019801001028,0,0
510019801001029,0,0
510019801001030,0,0
510019801001031,0,0
510019801001032,0,0
510019801001033,0,0
510019801001034,0,0
510019801001035,0,0
510019801001036,0,0
510019801001037,0,0
510019801001038,0,0
510019801001039,0,0
510019801001040,0,0
510019801001041,0,0
510019801001042,0,0
510019801001043,0,0
510019801001044,0,0
510019801001045,0,0
510019801001046,0,0
510019801001047,0,0
510019801001048,0,0
510019801001049,0,0
510019801001050,0,0
510019801001051,0,0
510019801001052,0,0
510019801001053,0,0
510019801001054,0,0
510019801001055,0,0
510019801001056,0,0
510019801001057,0,0
510019801001058,0,0
510019801001059,0,0
510019801001060,0,0
510019801001061,0,0
510019801001062,0,0
510019801001063,0,0
510019802001000,0,0
510019802001001,0,0
510019802001002,0,0
510019802001003,0,0
510019802001004,0,0
510019802001005,0,0
510019802001006,0,0
510019802001007,0,0
510019802001008,0,0
510019802001009,0,0
510019802001010,0,0
510019802001011,0,0
510019802001012,0,0
510019802001013,0,0
510019802001014,0,0
510019802001015,0,0
510019802001016,0,0
510019802001017,0,0
510019802001018,0,0
510019802001019,0,0
510019802001020,0,0
510019802001021,0,0
510019802001022,0,0
510019802001023,0,0
510019802001024,0,0
510019802001025,0,0
510019802001026,0,0
510019802001027,0,0
510019802001028,0,0
510019802001029,0,0
510019802001030,0,0
510019802001031,0,0
510019802001032,0,0
510019802001033,0,0
510019802001034,0,0
510019802001035,0,0
510019802001036,0,0
510019802001037,0,0
510019802001038,0,0
510019802001039,0,0
510019802001040,0,0
510019802001041,0,0
510019802001042,0,0
510019802001043,0,0
510019802001044,0,0
510019802001045,0,0
510019802001046,0,0
510019802001047,0,0
510019802001048,0,0
510019802001049,0,0
510019802001050,0,0
510019802001051,0,0
510019802001052,0,0
510019802001053,0,0
510019802001054,0,0
510019802001055,0,0
510019802001056,0,0
510019802001057,0,0
510019802001058,0,0
510019802001059,0,0
510019802001060,0,0
510019802001061,0,0
510019802001062,0,0
510019802001063,0,0
510019802001064,0,0
510019802001065,0,0
510019802001066,0,0
510019802001067,0,0
510019802001068,0,0
510019802001069,0,0
510019802001070,0,0
510019802001071,0,0
510019802001072,0,0
510019802001073,0,0
510019802001074,0,0
510019802001075,0,0
510019802001076,0,0
510019802001077,0,0
510019901000001,0,0
510019901000002,0,0
510019901000003,0,0
510019901000004,0,0
510019901000005,0,0
510019901000006,0,0
510019901000007,0,0
510019901000008,0,0
510019901000009,0,0
510019901000010,0,0
510019901000011,0,0
510019901000012,0,0
510019901000013,0,0
