legacy_id,locality,legacy_prec_id,legacy_precinct_name,current_prec_id,current_precinct_name,match_method,legacy_area_overlap
1,ACCOMACK COUNTY,101,101 - CHINCOTEAGUE,101,101 - CHINCOTEAGUE,exact_key,1.0
2,ACCOMACK COUNTY,201,201 - ATLANTIC,201,201 - ATLANTIC,exact_key,1.0
3,ACCOMACK COUNTY,202,202 - GREENBACKVILLE,202,202 - GREENBACKVILLE,exact_key,1.0
4,ACCOMACK COUNTY,301,301 - NEW CHURCH,301,301 - NEW CHURCH,exact_key,1.0
5,ACCOMACK COUNTY,401,401 - BLOXOM,401,401 - BLOXOM,exact_key,1.0
6,ACCOMACK COUNTY,402,402 - PARKSLEY,402,402 - PARKSLEY,exact_key,1.0
7,ACCOMACK COUNTY,403,403 - SAXIS,403,403 - SAXIS,exact_key,1.0
8,ACCOMACK COUNTY,501,501 - MAPPSVILLE,501,501 - MAPPSVILLE,exact_key,1.0
9,ACCOMACK COUNTY,502,502 - RUE,502,502 - RUE,exact_key,1.0
10,ACCOMACK COUNTY,601,601 - ACCOMAC,601,601 - ACCOMAC,exact_key,1.0
11,ACCOMACK COUNTY,602,602 - TANGIER,602,602 - TANGIER,exact_key,1.0
12,ACCOMACK COUNTY,701,701 - NANDUA,701,701 - NANDUA,exact_key,1.0
13,ACCOMACK COUNTY,801,801 - BOBTOWN,801,801 - BOBTOWN,exact_key,1.0
14,ACCOMACK COUNTY,802,802 - MELFA,802,802 - MELFA,exact_key,1.0
15,ACCOMACK COUNTY,803,803 - WACHAPREAGUE,803,803 - WACHAPREAGUE,exact_key,1.0
16,ACCOMACK COUNTY,901,901 - PAINTER,901,901 - PAINTER,exact_key,1.0
17,ALBEMARLE COUNTY,101,101 - WOODBROOK,101,101 - WOODBROOK,exact_key,1.0
18,ALBEMARLE COUNTY,103,103 - BRANCHLANDS,103,103 - BRANCHLANDS,exact_key,1.0
19,ALBEMARLE COUNTY,104,104 - AGNOR-HURT,104,104 - AGNOR HURT,exact_key,1.0
20,ALBEMARLE COUNTY,105,105 - DUNLORA,105,105 - DUNLORA,exact_key,1.0
21,ALBEMARLE COUNTY,106,106 - NORTHSIDE,106,106 - NORTHSIDE,exact_key,1.0
22,ALBEMARLE COUNTY,201,201 - JACK JOUETT,201,201 - JACK JOUETT,exact_key,1.0
23,ALBEMARLE COUNTY,202,202 - UNIVERSITY HALL,202,202 - UNIVERSITY,exact_key,1.0
24,ALBEMARLE COUNTY,203,203 - GEORGETOWN,203,203 - GEORGETOWN,exact_key,1.0
25,ALBEMARLE COUNTY,301,301 - IVY,301,301 - IVY,exact_key,1.0
26,ALBEMARLE COUNTY,302,302 - RED HILL,302,302 - RED HILL,exact_key,1.0
27,ALBEMARLE COUNTY,304,304 - EAST IVY,304,304 - EAST IVY,exact_key,1.0
28,ALBEMARLE COUNTY,305,305 - COUNTRY GREEN,305,305 - COUNTRY GREEN,exact_key,1.0
29,ALBEMARLE COUNTY,306,306 - PORTERS,306,306 - PORTERS,exact_key,1.0
30,ALBEMARLE COUNTY,307,307 - YELLOW MOUNTAIN,307,307 - YELLOW MOUNTAIN,exact_key,1.0
31,ALBEMARLE COUNTY,401,401 - SCOTTSVILLE,401,401 - SCOTTSVILLE,exact_key,1.0
32,ALBEMARLE COUNTY,402,402 - MONTICELLO,402,402 - MONTICELLO,exact_key,1.0
33,ALBEMARLE COUNTY,405,405 - CALE,405,405 - MOUNTAIN VIEW,exact_key,1.0
34,ALBEMARLE COUNTY,406,406 - STONE ROBINSON,406,406 - STONE ROBINSON,exact_key,1.0
35,ALBEMARLE COUNTY,407,407 - BISCUIT RUN,407,407 - BISCUIT RUN,exact_key,1.0
36,ALBEMARLE COUNTY,501,501 - KESWICK,501,501 - KESWICK,exact_key,1.0
37,ALBEMARLE COUNTY,502,502 - STONY POINT,502,502 - STONY POINT,exact_key,1.0
38,ALBEMARLE COUNTY,503,503 - HOLLYMEAD,503,503 - HOLLYMEAD,exact_key,1.0
39,ALBEMARLE COUNTY,504,504 - FREE BRIDGE,504,504 - FREE BRIDGE,exact_key,1.0
40,ALBEMARLE COUNTY,506,506 - BAKER-BUTLER,506,506 - BAKER-BUTLER,exact_key,1.0
41,ALBEMARLE COUNTY,507,507 - PANTOPS,507,507 - PANTOPS,exact_key,1.0
42,ALBEMARLE COUNTY,601,601 - CROZET,601,601 - CROZET,exact_key,1.0
43,ALBEMARLE COUNTY,602,602 - FREE UNION,602,602 - FREE UNION,exact_key,1.0
44,ALBEMARLE COUNTY,603,603 - EARLYSVILLE,603,603 - EARLYSVILLE,exact_key,1.0
45,ALBEMARLE COUNTY,604,604 - BROWNSVILLE,604,604 - BROWNSVILLE,exact_key,1.0
46,ALBEMARLE COUNTY,606,606 - MECHUMS RIVER,606,606 - MECHUMS RIVER,exact_key,1.0
47,ALLEGHANY COUNTY,101,101 - ARRITT,101,ARRITT,exact_key,1.0
48,ALLEGHANY COUNTY,103,103 - DAMERON,103,DAMERON,exact_key,1.0
49,ALLEGHANY COUNTY,201,201 - HUMPBACK BRIDGE,201,HUMPBACK BRIDGE,exact_key,1.0
50,ALLEGHANY COUNTY,202,202 - DOLLY ANN,202,DOLLY ANN,exact_key,1.0
51,ALLEGHANY COUNTY,301,301 - CALLAGHAN,301,CALLAGHAN,exact_key,1.0
52,ALLEGHANY COUNTY,302,302 - GRIFFITH,302,GRIFFITH,exact_key,1.0
53,ALLEGHANY COUNTY,401,401 - LOW MOOR,401,LOW MOOR,exact_key,1.0
54,ALLEGHANY COUNTY,402,402 - JACKSON HEIGHTS,402,JACKSON HEIGHTS,exact_key,1.0
55,ALLEGHANY COUNTY,501,501 - IRON GATE,501,IRON GATE,exact_key,1.0
56,ALLEGHANY COUNTY,502,502 - PETERS SWITCH,502,PETERS SWITCH,exact_key,1.0
57,ALLEGHANY COUNTY,601,601 - DISTRICT 1,601,CLIFTON FORGE EAST,exact_key,1.0
58,ALLEGHANY COUNTY,701,701 - DISTRICT 2,701,CLIFTON FORGE WEST,exact_key,1.0
59,AMELIA COUNTY,101,101 - NUMBER ONE,101,NUMBER ONE,exact_key,1.0
60,AMELIA COUNTY,201,201 - NUMBER TWO,201,NUMBER TWO,exact_key,1.0
61,AMELIA COUNTY,301,301 - NUMBER THREE,301,NUMBER THREE,exact_key,1.0
62,AMELIA COUNTY,401,401 - NUMBER FOUR,401,NUMBER FOUR,exact_key,1.0
63,AMELIA COUNTY,501,501 - NUMBER FIVE,501,NUMBER FIVE,exact_key,1.0
64,AMHERST COUNTY,101,101 - WRIGHT SHOP,101,WRIGHT SHOP,exact_key,1.0
65,AMHERST COUNTY,102,102 - NEW GLASGOW,102,NEW GLASGOW,exact_key,1.0
66,AMHERST COUNTY,103,103 - COOLWELL,103,COOLWELL,exact_key,1.0
67,AMHERST COUNTY,201,201 - COURT HOUSE,201,COURTHOUSE,exact_key,1.0
68,AMHERST COUNTY,202,202 - TEMPERANCE,202,TEMPERANCE,exact_key,1.0
69,AMHERST COUNTY,301,301 - MONROE,301,MONROE,exact_key,1.0
70,AMHERST COUNTY,302,302 - ELON,302,ELON,exact_key,1.0
71,AMHERST COUNTY,303,303 - PLEASANT VIEW,303,PLEASANT VIEW,exact_key,1.0
72,AMHERST COUNTY,401,401 - AMELON,401,AMELON,exact_key,1.0
73,AMHERST COUNTY,402,402 - LONCO,402,LONCO,exact_key,1.0
74,AMHERST COUNTY,501,501 - MADISON,501,MADISON,exact_key,1.0
75,APPOMATTOX COUNTY,101,101 - VERA,101,VERA,exact_key,1.0
76,APPOMATTOX COUNTY,102,102 - PAMPLIN,102,PAMPLIN,exact_key,1.0
77,APPOMATTOX COUNTY,201,201 - CHAP,201,CHAP,exact_key,1.0
78,APPOMATTOX COUNTY,202,202 - SPOUT SPRING,202,SPOUT SPRING,exact_key,1.0
79,APPOMATTOX COUNTY,301,301 - US 460,301,US 460,exact_key,1.0
80,APPOMATTOX COUNTY,302,302 - STONEWALL,302,STONEWALL,exact_key,1.0
81,APPOMATTOX COUNTY,401,401 - COURTHOUSE,401,COURTHOUSE,exact_key,1.0
82,APPOMATTOX COUNTY,501,501 - OAKVILLE,501,OAKVILLE,exact_key,1.0
83,APPOMATTOX COUNTY,502,502 - AGEE,501,OAKVILLE,largest_overlap,0.990904
84,ARLINGTON COUNTY,1,1 - ARLINGTON,101,PRECINCT 101,largest_overlap,0.998474
85,ARLINGTON COUNTY,10,10 - WILSON,110,PRECINCT 110,largest_overlap,0.992572
86,ARLINGTON COUNTY,11,11 - EAST FALLS CHURCH,111,PRECINCT 111,largest_overlap,0.996199
87,ARLINGTON COUNTY,12,12 - FAIRLINGTON,112,PRECINCT 112,largest_overlap,0.999999
88,ARLINGTON COUNTY,13,13 - GLEN CARLYN,113,PRECINCT 113,largest_overlap,0.967547
89,ARLINGTON COUNTY,14,14 - CLARENDON,114,PRECINCT 114,largest_overlap,0.992485
90,ARLINGTON COUNTY,15,15 - LYON PARK,115,PRECINCT 115,largest_overlap,0.984621
91,ARLINGTON COUNTY,16,16 - LYON VILLAGE,116,PRECINCT 116,largest_overlap,0.996021
92,ARLINGTON COUNTY,17,17 - OVERLEE KNOLLS,117,PRECINCT 117,largest_overlap,0.995299
93,ARLINGTON COUNTY,18,18 - PARK LANE,118,PRECINCT 118,largest_overlap,0.98887
94,ARLINGTON COUNTY,19,19 - ROSSLYN,119,PRECINCT 119,largest_overlap,0.983005
95,ARLINGTON COUNTY,2,2 - ASHTON HEIGHTS,102,PRECINCT 102,largest_overlap,0.991332
96,ARLINGTON COUNTY,20,20 - THRIFTON,120,PRECINCT 120,largest_overlap,0.98769
97,ARLINGTON COUNTY,21,21 - VIRGINIA HIGHLANDS,121,PRECINCT 121,largest_overlap,0.997393
98,ARLINGTON COUNTY,22,22 - ABINGDON,122,PRECINCT 122,largest_overlap,0.993727
99,ARLINGTON COUNTY,23,23 - WESTOVER,123,PRECINCT 123,largest_overlap,0.998121
100,ARLINGTON COUNTY,24,24 - WOODLAWN,124,PRECINCT 124,largest_overlap,0.995243
101,ARLINGTON COUNTY,25,25 - ARLINGTON FOREST,125,PRECINCT 125,largest_overlap,0.982343
102,ARLINGTON COUNTY,26,26 - FILLMORE,126,PRECINCT 126,largest_overlap,0.990316
103,ARLINGTON COUNTY,27,27 - JEFFERSON,127,PRECINCT 127,largest_overlap,0.992297
104,ARLINGTON COUNTY,28,28 - CLAREMONT,128,PRECINCT 128,largest_overlap,0.972895
105,ARLINGTON COUNTY,29,29 - DOMINION HILLS,129,PRECINCT 129,largest_overlap,0.997139
106,ARLINGTON COUNTY,3,3 - AURORA HILLS,103,PRECINCT 103,largest_overlap,0.999257
107,ARLINGTON COUNTY,30,30 - GLEBE,130,PRECINCT 130,largest_overlap,0.998783
108,ARLINGTON COUNTY,31,31 - LEXINGTON,131,PRECINCT 131,largest_overlap,0.999143
109,ARLINGTON COUNTY,32,32 - OAKRIDGE,132,PRECINCT 132,largest_overlap,0.998178
110,ARLINGTON COUNTY,33,33 - ROCK SPRING,133,PRECINCT 133,largest_overlap,0.995562
111,ARLINGTON COUNTY,34,34 - YORKTOWN,134,PRECINCT 134,largest_overlap,0.989887
112,ARLINGTON COUNTY,35,35 - MADISON,135,PRECINCT 135,largest_overlap,0.998084
113,ARLINGTON COUNTY,36,36 - MARSHALL,136,PRECINCT 136,largest_overlap,0.99647
114,ARLINGTON COUNTY,37,37 - NOTTINGHAM,137,PRECINCT 137,largest_overlap,0.993666
115,ARLINGTON COUNTY,38,38 - ARLINGTON VIEW,138,PRECINCT 138,largest_overlap,0.988017
116,ARLINGTON COUNTY,39,39 - ASHLAWN,139,PRECINCT 139,largest_overlap,0.988832
117,ARLINGTON COUNTY,4,4 - BALLSTON,104,PRECINCT 104,largest_overlap,0.998051
118,ARLINGTON COUNTY,40,40 - VIRGINIA SQUARE,140,PRECINCT 140,largest_overlap,0.994321
119,ARLINGTON COUNTY,41,41 - WOODBURY,141,PRECINCT 141,largest_overlap,0.982231
120,ARLINGTON COUNTY,42,42 - SHIRLINGTON,142,PRECINCT 142,largest_overlap,0.941939
121,ARLINGTON COUNTY,43,43 - ARLINGTON MILL,143,PRECINCT 143,largest_overlap,0.995783
122,ARLINGTON COUNTY,44,44 - DAWSON TERRACE,144,PRECINCT 144,largest_overlap,0.986739
123,ARLINGTON COUNTY,45,45 - BUCKINGHAM,145,PRECINCT 145,largest_overlap,0.9847
124,ARLINGTON COUNTY,46,46 - CENTRAL,146,PRECINCT 146,largest_overlap,0.98832
125,ARLINGTON COUNTY,47,47 - FOUR MILE RUN,147,PRECINCT 147,largest_overlap,0.994771
126,ARLINGTON COUNTY,48,48 - COURTLANDS,148,PRECINCT 148,largest_overlap,0.992416
127,ARLINGTON COUNTY,49,49 - MONROE,149,PRECINCT 149,largest_overlap,0.989482
128,ARLINGTON COUNTY,5,5 - BARCROFT,105,PRECINCT 105,largest_overlap,0.995581
129,ARLINGTON COUNTY,50,50 - CRYSTAL PLAZA,150,PRECINCT 150,largest_overlap,0.994153
130,ARLINGTON COUNTY,51,51 - TAYLOR,151,PRECINCT 151,largest_overlap,0.909183
131,ARLINGTON COUNTY,52,52 - GUNSTON,152,PRECINCT 152,largest_overlap,0.997468
132,ARLINGTON COUNTY,53,53 - MET PARK,153,PRECINCT 153,largest_overlap,0.992289
133,ARLINGTON COUNTY,54,54 - GARFIELD PARK,154,PRECINCT 154,largest_overlap,0.984054
134,ARLINGTON COUNTY,6,6 - CRYSTAL CITY,106,PRECINCT 106,largest_overlap,0.975358
135,ARLINGTON COUNTY,7,7 - CHERRYDALE,107,PRECINCT 107,largest_overlap,0.978472
136,ARLINGTON COUNTY,8,8 - HUME,108,PRECINCT 108,largest_overlap,0.991674
137,ARLINGTON COUNTY,9,9 - COLUMBIA,109,PRECINCT 109,largest_overlap,0.993635
138,AUGUSTA COUNTY,101,101 - JOLIVUE,101,JOLIVUE,exact_key,1.0
139,AUGUSTA COUNTY,102,102 - STUARTS DRAFT ELEMENTARY,102,STUARTS DRAFT ELEM.,exact_key,1.0
140,AUGUSTA COUNTY,103,103 - VERONA,103,VERONA,exact_key,1.0
141,AUGUSTA COUNTY,201,201 - CRIMORA,201,CRIMORA,exact_key,1.0
142,AUGUSTA COUNTY,202,202 - NEW HOPE,202,NEW HOPE,exact_key,1.0
143,AUGUSTA COUNTY,203,203 - WEYERS CAVE,203,WEYERS CAVE,exact_key,1.0
144,AUGUSTA COUNTY,301,301 - FORT DEFIANCE,301,FORT DEFIANCE,exact_key,1.0
145,AUGUSTA COUNTY,302,302 - NORTH RIVER,302,NORTH RIVER,exact_key,1.0
146,AUGUSTA COUNTY,303,303 - MOUNT SOLON,303,MOUNT SOLON,exact_key,1.0
147,AUGUSTA COUNTY,304,304 - CHURCHVILLE FIRE STATION,304,ROLLA,exact_key,1.0
148,AUGUSTA COUNTY,401,401 - BUFFALO GAP,401,BUFFALO GAP,exact_key,1.0
149,AUGUSTA COUNTY,402,402 - CHURCHVILLE ELEMENTARY,402,CHURCHVILLE ELEM.,exact_key,1.0
150,AUGUSTA COUNTY,403,403 - CRAIGSVILLE,403,CRAIGSVILLE,exact_key,1.0
151,AUGUSTA COUNTY,404,404 - DEERFIELD,404,DEERFIELD,exact_key,1.0
152,AUGUSTA COUNTY,405,405 - CEDAR GREEN,405,CEDAR GREEN,exact_key,1.0
153,AUGUSTA COUNTY,501,501 - GREENVILLE,501,GREENVILLE,exact_key,1.0
154,AUGUSTA COUNTY,502,502 - MIDDLEBROOK,502,MIDDLEBROOK,exact_key,1.0
155,AUGUSTA COUNTY,503,503 - SPOTTSWOOD,503,SPOTTSWOOD,exact_key,1.0
156,AUGUSTA COUNTY,504,504 - WHITE HILL,504,WHITE HILL,exact_key,1.0
157,AUGUSTA COUNTY,601,601 - SHERANDO,601,SHERANDO,exact_key,1.0
158,AUGUSTA COUNTY,602,602 - RIDGEVIEW,602,RIDGEVIEW,exact_key,1.0
159,AUGUSTA COUNTY,603,603 - LYNDHURST,603,LYNDHURST,exact_key,1.0
160,AUGUSTA COUNTY,801,801 - DOOMS,801,DOOMS,exact_key,1.0
161,AUGUSTA COUNTY,802,802 - FISHERSVILLE,802,FISHERSVILLE,exact_key,1.0
162,AUGUSTA COUNTY,803,803 - WILSON,803,LADD,exact_key,1.0
163,BATH COUNTY,101,101 - WARM SPRINGS,101,WARM SPRINGS,exact_key,1.0
164,BATH COUNTY,102,102 - MOUNTAIN GROVE,102,MOUNTAIN GROVE,exact_key,1.0
165,BATH COUNTY,201,201 - HOT SPRINGS,201,HOT SPRINGS,exact_key,1.0
166,BATH COUNTY,301,301 - FAIRVIEW,301,FAIRVIEW,exact_key,1.0
167,BATH COUNTY,302,302 - BURNSVILLE,302,BURNSVILLE,exact_key,1.0
168,BATH COUNTY,401,401 - MILLBORO,401,MILLBORO,exact_key,1.0
169,BATH COUNTY,501,501 - HEALING SPRINGS,501,HEALING SPRINGS,exact_key,1.0
170,BEDFORD COUNTY,101,101 - GOODVIEW ELEM SCHOOL,101,GOODVIEW ELEMENTARY SCHOOL PRECINCT,exact_key,1.0
171,BEDFORD COUNTY,102,102 - HARDY VOL FIRE CO,102,HARDY VOLUNTEER FIRE COMPANY PRECINCT,exact_key,1.0
172,BEDFORD COUNTY,103,103 - CHAMBLISSBURG BAPTIST CHURCH,103,CHAMBLISSBURG BAPTIST CHURCH PRECINCT,exact_key,1.0
173,BEDFORD COUNTY,104,104 - STEWARTSVILLE RESCUE SQUAD,104,BARNHARDT BAPTIST CHURCH PRECINCT,exact_key,1.0
174,BEDFORD COUNTY,201,201 - BEDFORD CHRISTIAN CHURCH,201,BEDFORD CHRISTIAN CHURCH PRECINCT,exact_key,1.0
175,BEDFORD COUNTY,202,202 - STAUNTON RIVER HIGH SCHOOL,202,STAUNTON RIVER HIGH SCHOOL PRECINCT,exact_key,1.0
176,BEDFORD COUNTY,203,203 - MONETA ELEM SCHOOL,203,EASTLAKE COMMUNITY CHURCH PRECINCT,exact_key,1.0
177,BEDFORD COUNTY,204,204 - QUAKER BAPTIST CHURCH,204,HUDDLESTON ELEMENTARY SCHOOL PRECINCT,exact_key,1.0
178,BEDFORD COUNTY,205,205 - SAUNDERS VOL FIRE CO,205,SAUNDERS VOLUNTEER FIRE COMPANY PRECINCT,exact_key,1.0
179,BEDFORD COUNTY,301,301 - NEW LONDON ACADEMY,301,NEW LONDON ACADEMY PRECINCT,exact_key,1.0
180,BEDFORD COUNTY,302,302 - BEDFORD REGIONAL WATER AUTH,302,BEDFORD COUNTY GYM PRECINCT,exact_key,1.0
181,BEDFORD COUNTY,303,303 - BETHESDA UNITED METHODIST CHURCH,303,FOREST ALLIANCE CHURCH PRECINCT,exact_key,1.0
182,BEDFORD COUNTY,304,304 - FOREST YOUTH ATHLETIC ASSOC,304,FREEDOM BAPTIST CHURCH PRECINCT,exact_key,1.0
183,BEDFORD COUNTY,305,305 - HUDDLESTON ELEM SCHOOL,305,FOREST FIRE STATION #2 PRECINCT,exact_key,1.0
184,BEDFORD COUNTY,306,306 - FOREST FIRE STATION #2,305,FOREST FIRE STATION #2 PRECINCT,largest_overlap,0.595667
185,BEDFORD COUNTY,401,401 - FOREST ELEMENTARY SCHOOL,401,FOREST ELEMENTARY SCHOOL PRECINCT,exact_key,1.0
186,BEDFORD COUNTY,402,402 - THOMAS JEFFERSON ELEM SCHOOL,402,THOMAS JEFFERSON ELEMENTARY SCHOOL PRECINCT,exact_key,1.0
187,BEDFORD COUNTY,403,403 - KNIGHTS OF COLUMBUS BLDG,403,PLEASANT VIEW BAPTIST CHURCH PRECINCT,exact_key,1.0
188,BEDFORD COUNTY,404,404 - FOREST RECREATION CENTER,404,FOREST RECREATION CENTER PRECINCT,exact_key,1.0
189,BEDFORD COUNTY,502,502 - BIG ISLAND ELEM SCHOOL,502,SUCK SPRING BAPTIST CHURCH PRECINCT,exact_key,1.0
190,BEDFORD COUNTY,503,503 - SEDALIA CENTER,503,BOONSBORO ELEMENTARY SCHOOL PRECINCT,exact_key,1.0
191,BEDFORD COUNTY,504,504 - SUCK SPRINGS BAPTIST CHURCH,504,BOONSBORO RURITAN CLUB PRECINCT,exact_key,1.0
192,BEDFORD COUNTY,505,505 - BOONSBORO ELEMENTARY SCHOOL,503,BOONSBORO ELEMENTARY SCHOOL PRECINCT,largest_overlap,0.999792
193,BEDFORD COUNTY,506,506 - BOONSBORO RURITAN CLUB,504,BOONSBORO RURITAN CLUB PRECINCT,largest_overlap,0.999579
194,BEDFORD COUNTY,601,601 - MONTVALE ELEM SCHOOL,601,MONTVALE ELEMENTARY SCHOOL PRECINCT,exact_key,1.0
195,BEDFORD COUNTY,602,602 - SHADY GROVE FIRE DEPARTMENT,602,SHADY GROVE FIRE DEPARTMENT PRECINCT,exact_key,1.0
196,BEDFORD COUNTY,603,603 - BEDFORD MOOSE LODGE,603,BEDFORD MOOSE LODGE PRECINCT,exact_key,1.0
197,BEDFORD COUNTY,604,604 - BEDFORD WELCOME CENTER,604,BEDFORD WELCOME CENTER PRECINCT,exact_key,1.0
198,BEDFORD COUNTY,701,701 - GOODE VOL RESCUE SQUAD,701,GOODE VOLUNTEER RESCUE SQUAD PRECINCT,exact_key,1.0
199,BEDFORD COUNTY,702,702 - LIBERTY HIGH SCHOOL,702,LIBERTY HIGH SCHOOL PRECINCT,exact_key,1.0
200,BEDFORD COUNTY,703,703 - THAXTON BAPTIST CHURCH #2,703,THAXTON BAPTIST CHURCH PRECINCT,exact_key,1.0
201,BEDFORD COUNTY,704,704 - BEDFORD CENTRAL LIBRARY,704,BEDFORD CENTRAL LIBRARY PRECINCT,exact_key,1.0
202,BLAND COUNTY,101,101 - BASTIAN,101,BASTIAN,exact_key,1.0
203,BLAND COUNTY,102,102 - CERES,102,CERES,exact_key,1.0
204,BLAND COUNTY,201,201 - DAVIS,201,DAVIS,exact_key,1.0
205,BLAND COUNTY,202,202 - SEDDON,202,SEDDON,exact_key,1.0
206,BLAND COUNTY,301,301 - HOLLYBROOK,301,HOLLY BROOK,exact_key,1.0
207,BLAND COUNTY,302,302 - MECHANICSBURG,302,MECHANICSBURG,exact_key,1.0
208,BLAND COUNTY,401,401 - ROCKY GAP,401,ROCKY GAP,exact_key,1.0
209,BOTETOURT COUNTY,101,101 - DALEVILLE,101,DALEVILLE,exact_key,1.0
210,BOTETOURT COUNTY,102,102 - GREENFIELD,102,GREENFIELD,exact_key,1.0
211,BOTETOURT COUNTY,201,201 - BLUE RIDGE,201,BLUE RIDGE,exact_key,1.0
212,BOTETOURT COUNTY,202,202 - RAINBOW FOREST,202,RAINBOW FOREST,exact_key,1.0
213,BOTETOURT COUNTY,301,301 - BUCHANAN,301,BUCHANAN,exact_key,1.0
214,BOTETOURT COUNTY,302,302 - MILL CREEK,302,MILL CREEK,exact_key,1.0
215,BOTETOURT COUNTY,403,403 - EAGLE ROCK,403,EAGLE ROCK,exact_key,1.0
216,BOTETOURT COUNTY,406,406 - FINCASTLE,406,FINCASTLE,exact_key,1.0
217,BOTETOURT COUNTY,501,501 - TROUTVILLE,501,TROUTVILLE,exact_key,1.0
218,BOTETOURT COUNTY,502,502 - CLOVERDALE,502,CLOVERDALE,exact_key,1.0
219,BRUNSWICK COUNTY,101,101 - BRODNAX,101,BRODNAX PRECINCT,exact_key,1.0
220,BRUNSWICK COUNTY,102,102 - ROCK STORE,102,ROCK STORE PRECINCT,exact_key,1.0
221,BRUNSWICK COUNTY,103,103 - TILLMAN,103,TILLMAN PRECINCT,exact_key,1.0
222,BRUNSWICK COUNTY,201,201 - DROMGOOLE,201,DROMGOOLE PRECINCT,exact_key,1.0
223,BRUNSWICK COUNTY,202,202 - EDGERTON,202,EDGERTON PRECINCT,exact_key,1.0
224,BRUNSWICK COUNTY,203,203 - FITZHUGH,203,FITZHUGH PRECINCT,exact_key,1.0
225,BRUNSWICK COUNTY,301,301 - ALBERTA,301,ALBERTA PRECINCT,exact_key,1.0
226,BRUNSWICK COUNTY,302,302 - DANIELTOWN,302,DANIELTOWN PRECINCT,exact_key,1.0
227,BRUNSWICK COUNTY,303,303 - ELMORE,303,ELMORE PRECINCT,exact_key,1.0
228,BRUNSWICK COUNTY,304,304 - SEYMOUR,304,SEYMOUR PRECINCT,exact_key,1.0
229,BRUNSWICK COUNTY,401,401 - STURGEON,401,STURGEON PRECINCT,exact_key,1.0
230,BRUNSWICK COUNTY,402,402 - KING'S STORE,402,KING'S STORE PRECINCT,exact_key,1.0
231,BRUNSWICK COUNTY,501,501 - TOTARO,501,LAWRENCEVILLE PRECINCT,exact_key,1.0
232,BUCHANAN COUNTY,102,102 - BLACKEY,102,BLACKEY,exact_key,1.0
233,BUCHANAN COUNTY,103,103 - HURLEY,103,HURLEY,exact_key,1.0
234,BUCHANAN COUNTY,201,201 - GRASSY,201,GRASSY,exact_key,1.0
235,BUCHANAN COUNTY,202,202 - BULL,202,BULL,exact_key,1.0
236,BUCHANAN COUNTY,203,203 - ROCKLICK,203,ROCKLICK,exact_key,1.0
237,BUCHANAN COUNTY,301,301 - SLATE,301,SLATE,exact_key,1.0
238,BUCHANAN COUNTY,302,302 - NORTH GRUNDY,302,NORTH GRUNDY,exact_key,1.0
239,BUCHANAN COUNTY,403,403 - SOUTH GRUNDY,403,403 - SOUTH GRUNDY,exact_key,1.0
240,BUCHANAN COUNTY,404,404 - OAKWOOD,404,OAKWOOD,exact_key,1.0
241,BUCHANAN COUNTY,501,501 - PRATER,501,PRATER,exact_key,1.0
242,BUCHANAN COUNTY,502,502 - FOX,502,FOX,exact_key,1.0
243,BUCHANAN COUNTY,503,503 - VANSANT,503,VANSANT,exact_key,1.0
244,BUCHANAN COUNTY,601,601 - COUNCIL,601,COUNCIL,exact_key,1.0
245,BUCHANAN COUNTY,602,602 - GARDEN,602,GARDEN,exact_key,1.0
246,BUCHANAN COUNTY,603,603 - HURRICANE,603,HURRICANE,exact_key,1.0
247,BUCHANAN COUNTY,701,701 - WHITEWOOD,701,WHITEWOOD,exact_key,1.0
248,BUCHANAN COUNTY,702,702 - CONTRARY,702,CONTRARY,exact_key,1.0
249,BUCKINGHAM COUNTY,101,101 - NEW CANTON,101,NEW CANTON,exact_key,1.0
250,BUCKINGHAM COUNTY,102,102 - GEORGIA CREEK,601,SLATE RIVER,largest_overlap,0.999998
251,BUCKINGHAM COUNTY,201,201 - WHITE HALL,201,WHITE HALL,exact_key,1.0
252,BUCKINGHAM COUNTY,301,301 - CURDSVILLE,301,CURDSVILLE,exact_key,1.0
253,BUCKINGHAM COUNTY,302,302 - NEW STORE,302,NEW STORE,exact_key,1.0
254,BUCKINGHAM COUNTY,401,401 - MAYSVILLE,401,MAYSVILLE,exact_key,1.0
255,BUCKINGHAM COUNTY,501,501 - WRIGHTS,501,WRIGHTS,exact_key,1.0
256,BUCKINGHAM COUNTY,502,502 - GLENMORE,502,GLENMORE,exact_key,1.0
257,BUCKINGHAM COUNTY,601,601 - SLATE RIVER,601,SLATE RIVER,exact_key,1.0
258,BUCKINGHAM COUNTY,701,701 - GOLD HILL,701,GOLD HILL,exact_key,1.0
259,CAMPBELL COUNTY,101,101 - BROOKVILLE,101,BROOKVILLE PRECINCT,exact_key,1.0
260,CAMPBELL COUNTY,102,102 - NEW LONDON,102,NEW LONDON PRECINCT,exact_key,1.0
261,CAMPBELL COUNTY,201,201 - WALKER,201,WALKER PRECINCT,exact_key,1.0
262,CAMPBELL COUNTY,202,202 - BEDFORD SPRINGS,202,BEDFORD SPRINGS PRECINCT,exact_key,1.0
263,CAMPBELL COUNTY,301,301 - EVINGTON,301,EVINGTON PRECINCT,exact_key,1.0
264,CAMPBELL COUNTY,302,302 - OTTER RIVER,302,OTTER RIVER PRECINCT,exact_key,1.0
