legacy_id,locality,legacy_prec_id,legacy_precinct_name,current_prec_id,current_precinct_name,match_method,legacy_area_overlap
600,FAIRFAX COUNTY,612,612 - WAYNEWOOD,612,WAYNEWOOD PRECINCT,exact_key,1.0
601,FAIRFAX COUNTY,613,613 - WESTGATE,613,WESTGATE PRECINCT,exact_key,1.0
602,FAIRFAX COUNTY,614,614 - RIVERSIDE,614,RIVERSIDE PRECINCT,exact_key,1.0
603,FAIRFAX COUNTY,615,615 - WOODLEY,615,WOODLEY PRECINCT,exact_key,1.0
604,FAIRFAX COUNTY,616,616 - GUNSTON,616,GUNSTON PRECINCT,exact_key,1.0
605,FAIRFAX COUNTY,617,617 - LORTON,617,LORTON PRECINCT,exact_key,1.0
606,FAIRFAX COUNTY,618,618 - NEWINGTON,618,NEWINGTON #1 PRECINCT,exact_key,1.0
607,FAIRFAX COUNTY,619,619 - BELVOIR,635,WOODLAWN #2 PRECINCT,largest_overlap,0.490716
608,FAIRFAX COUNTY,621,621 - GROSVENOR,621,GROSVENOR PRECINCT,exact_key,1.0
609,FAIRFAX COUNTY,622,622 - LORTON STATION,622,LORTON STATION PRECINCT,exact_key,1.0
610,FAIRFAX COUNTY,623,623 - ALBAN,623,ALBAN PRECINCT,exact_key,1.0
611,FAIRFAX COUNTY,626,626 - SARATOGA,855,SARATOGA PRECINCT,largest_overlap,0.990433
612,FAIRFAX COUNTY,627,627 - WOODLAWN,627,WOODLAWN #1 PRECINCT,exact_key,1.0
613,FAIRFAX COUNTY,628,628 - LAUREL HILL,628,LAUREL HILL #1 PRECINCT,exact_key,1.0
614,FAIRFAX COUNTY,629,629 - SOUTH COUNTY,629,SOUTH COUNTY PRECINCT,exact_key,1.0
615,FAIRFAX COUNTY,630,630 - ARMY,630,ARMY PRECINCT,exact_key,1.0
616,FAIRFAX COUNTY,700,700 - VTD 000700,700,FAIRFAX COURT PRECINCT,exact_key,1.0
617,FAIRFAX COUNTY,701,701 - BLAKE,701,BLAKE PRECINCT,exact_key,1.0
618,FAIRFAX COUNTY,703,703 - FORT BUFFALO,535,FORT BUFFALO PRECINCT,largest_overlap,0.999241
619,FAIRFAX COUNTY,704,704 - FREEDOM HILL,704,FREEDOM HILL PRECINCT,exact_key,1.0
620,FAIRFAX COUNTY,705,705 - GRAHAM - GREENWAY,705,GRAHAM-GREENWAY PRECINCT,exact_key,1.0
621,FAIRFAX COUNTY,707,707 - MANTUA,707,MANTUA PRECINCT,exact_key,1.0
622,FAIRFAX COUNTY,708,708 - MARSHALL,708,MARSHALL PRECINCT,exact_key,1.0
623,FAIRFAX COUNTY,709,709 - MOSBY,709,MOSBY #1 PRECINCT,exact_key,1.0
624,FAIRFAX COUNTY,710,710 - PINE SPRING,710,PINE SPRING PRECINCT,exact_key,1.0
625,FAIRFAX COUNTY,711,711 - PRICE,711,PRICE PRECINCT,exact_key,1.0
626,FAIRFAX COUNTY,712,712 - SHREVE,712,SHREVE PRECINCT,exact_key,1.0
627,FAIRFAX COUNTY,713,713 - TIMBER LANE,713,TIMBER LANE PRECINCT,exact_key,1.0
628,FAIRFAX COUNTY,714,714 - WALKER,714,WALKER PRECINCT,exact_key,1.0
629,FAIRFAX COUNTY,717,717 - WOODBURN,536,WOODBURN PRECINCT,largest_overlap,0.690441
630,FAIRFAX COUNTY,718,718 - PINE RIDGE,718,PINE RIDGE PRECINCT,exact_key,1.0
631,FAIRFAX COUNTY,720,720 - THOREAU,720,THOREAU PRECINCT,exact_key,1.0
632,FAIRFAX COUNTY,721,721 - MERRIFIELD,721,MERRIFIELD PRECINCT,exact_key,1.0
633,FAIRFAX COUNTY,723,723 - GALLOWS EAST,723,GALLOWS EAST PRECINCT,exact_key,1.0
634,FAIRFAX COUNTY,726,726 - MAGARITY,726,MAGARITY PRECINCT,exact_key,1.0
635,FAIRFAX COUNTY,727,727 - OAKTON,727,OAKTON PRECINCT,exact_key,1.0
636,FAIRFAX COUNTY,729,729 - NOTTOWAY,729,NOTTOWAY PRECINCT,exact_key,1.0
637,FAIRFAX COUNTY,730,730 - PENDERBROOK,856,PENDERBROOK PRECINCT,largest_overlap,0.860235
638,FAIRFAX COUNTY,731,731 - TYSONS,731,TYSONS PRECINCT,exact_key,1.0
639,FAIRFAX COUNTY,732,732 - OAK MARR,732,OAKTREE CROSSING PRECINCT,exact_key,1.0
640,FAIRFAX COUNTY,733,733 - KILMER,733,KILMER PRECINCT,exact_key,1.0
641,FAIRFAX COUNTY,734,734 - HUNTERS BRANCH,734,HUNTERS BRANCH PRECINCT,exact_key,1.0
642,FAIRFAX COUNTY,735,735 - ROTONDA,735,ROTONDA PRECINCT,exact_key,1.0
643,FAIRFAX COUNTY,801,801 - BURKE,801,BURKE #1 PRECINCT,exact_key,1.0
644,FAIRFAX COUNTY,802,802 - CEDAR LAKE,802,CEDAR LAKE PRECINCT,exact_key,1.0
645,FAIRFAX COUNTY,803,803 - CLIFTON,803,CLIFTON SOUTH PRECINCT,exact_key,1.0
646,FAIRFAX COUNTY,804,804 - COLCHESTER,804,COLCHESTER PRECINCT,exact_key,1.0
647,FAIRFAX COUNTY,805,805 - FAIRFAX STATION,805,FAIRFAX STATION PRECINCT,exact_key,1.0
648,FAIRFAX COUNTY,806,806 - SYDENSTRICKER,806,SYDENSTRICKER PRECINCT,exact_key,1.0
649,FAIRFAX COUNTY,807,807 - HUNT VALLEY,807,HUNT VALLEY PRECINCT,exact_key,1.0
650,FAIRFAX COUNTY,811,811 - POHICK,811,POHICK PRECINCT,exact_key,1.0
651,FAIRFAX COUNTY,812,812 - VALLEY,812,VALLEY PRECINCT,exact_key,1.0
652,FAIRFAX COUNTY,815,815 - WOODYARD,815,WOODYARD PRECINCT,exact_key,1.0
653,FAIRFAX COUNTY,824,824 - ORANGE,824,ORANGE PRECINCT,exact_key,1.0
654,FAIRFAX COUNTY,825,825 - CHERRY RUN,825,CHERRY RUN PRECINCT,exact_key,1.0
655,FAIRFAX COUNTY,827,827 - IRVING,135,IRVING PRECINCT,largest_overlap,0.996309
656,FAIRFAX COUNTY,833,833 - WHITE OAKS,833,WHITE OAKS PRECINCT,exact_key,1.0
657,FAIRFAX COUNTY,838,838 - SANGSTER,838,SANGSTER PRECINCT,exact_key,1.0
658,FAIRFAX COUNTY,839,839 - SILVERBROOK,839,SILVERBROOK PRECINCT,exact_key,1.0
659,FAIRFAX COUNTY,840,840 - WEST SPRINGFIELD,431,WEST SPRINGFIELD PRECINCT,largest_overlap,0.993578
660,FAIRFAX COUNTY,841,841 - POPES HEAD,841,POPES HEAD PRECINCT,exact_key,1.0
661,FAIRFAX COUNTY,842,842 - PARKWAY,842,PARKWAY PRECINCT,exact_key,1.0
662,FAIRFAX COUNTY,843,843 - FAIR LAKES,843,FAIR LAKES PRECINCT,exact_key,1.0
663,FAIRFAX COUNTY,844,844 - CENTERPOINTE,844,CENTERPOINTE PRECINCT,exact_key,1.0
664,FAIRFAX COUNTY,845,845 - FOUNTAINHEAD,845,FOUNTAINHEAD PRECINCT,exact_key,1.0
665,FAIRFAX COUNTY,846,846 - GREENBRIAR EAST,846,GREENBRIAR EAST PRECINCT,exact_key,1.0
666,FAIRFAX COUNTY,847,847 - GREENBRIAR WEST,847,GREENBRIAR WEST PRECINCT,exact_key,1.0
667,FAIRFAX COUNTY,848,848 - FAIR OAKS,848,FAIR OAKS PRECINCT,exact_key,1.0
668,FAIRFAX COUNTY,849,849 - NEWGATE NORTH,849,NEWGATE NORTH PRECINCT,exact_key,1.0
669,FAIRFAX COUNTY,850,850 - SOUTH RUN,850,SOUTH RUN PRECINCT,exact_key,1.0
670,FAIRFAX COUNTY,851,851 - WILLOW SPRINGS,851,WILLOW SPRINGS #1 PRECINCT,exact_key,1.0
671,FAIRFAX COUNTY,901,901 - CENTRE RIDGE,901,CENTRE RIDGE PRECINCT,exact_key,1.0
672,FAIRFAX COUNTY,902,902 - BROOKFIELD,902,BROOKFIELD PRECINCT,exact_key,1.0
673,FAIRFAX COUNTY,903,903 - CUB RUN,903,CUB RUN PRECINCT,exact_key,1.0
674,FAIRFAX COUNTY,904,904 - STONECROFT,904,STONECROFT PRECINCT,exact_key,1.0
675,FAIRFAX COUNTY,905,905 - FRANKLIN,905,FRANKLIN PRECINCT,exact_key,1.0
676,FAIRFAX COUNTY,908,908 - HIDDEN MEADOW,908,HIDDEN MEADOW PRECINCT,exact_key,1.0
677,FAIRFAX COUNTY,909,909 - OAK HILL,909,OAK HILL PRECINCT,exact_key,1.0
678,FAIRFAX COUNTY,910,910 - LONDON TOWNE,910,LONDON TOWNE PRECINCT,exact_key,1.0
679,FAIRFAX COUNTY,911,911 - NAVY,911,NAVY PRECINCT,exact_key,1.0
680,FAIRFAX COUNTY,913,913 - ROCKY RUN,913,ROCKY RUN PRECINCT,exact_key,1.0
681,FAIRFAX COUNTY,914,914 - VALE,914,VALE PRECINCT,exact_key,1.0
682,FAIRFAX COUNTY,915,915 - VIRGINIA RUN,915,VIRGINIA RUN PRECINCT,exact_key,1.0
683,FAIRFAX COUNTY,916,916 - WAPLES MILL,916,WAPLES MILL PRECINCT,exact_key,1.0
684,FAIRFAX COUNTY,917,917 - STONE,917,STONE PRECINCT,exact_key,1.0
685,FAIRFAX COUNTY,918,918 - CENTREVILLE,918,CENTREVILLE PRECINCT,exact_key,1.0
686,FAIRFAX COUNTY,919,919 - GREEN TRAILS,919,GREEN TRAILS PRECINCT,exact_key,1.0
687,FAIRFAX COUNTY,920,920 - CHANTILLY,920,CHANTILLY PRECINCT,exact_key,1.0
688,FAIRFAX COUNTY,921,921 - DEER PARK,921,DEER PARK PRECINCT,exact_key,1.0
689,FAIRFAX COUNTY,923,923 - BULL RUN,923,BULL RUN PRECINCT,exact_key,1.0
690,FAIRFAX COUNTY,924,924 - SPINDLE,924,SPINDLE PRECINCT,exact_key,1.0
691,FAIRFAX COUNTY,925,925 - OLD MILL,925,OLD MILL PRECINCT,exact_key,1.0
692,FAIRFAX COUNTY,926,926 - POWELL,926,POWELL PRECINCT,exact_key,1.0
693,FAIRFAX COUNTY,927,927 - ARMFIELD,927,ARMFIELD PRECINCT,exact_key,1.0
694,FAIRFAX COUNTY,928,928 - POPLAR TREE,928,POPLAR TREE PRECINCT,exact_key,1.0
695,FAIRFAX COUNTY,929,929 - DIFFICULT RUN,929,DIFFICULT RUN PRECINCT,exact_key,1.0
696,FAIRFAX COUNTY,930,930 - LEES CORNER,905,FRANKLIN PRECINCT,largest_overlap,0.82237
697,FAIRFAX COUNTY,931,931 - CARSON,931,CARSON PRECINCT,exact_key,1.0
698,FAIRFAX COUNTY,932,932 - STONE SOUTH,917,STONE PRECINCT,largest_overlap,0.999331
699,FAIRFAX COUNTY,933,933 - COMPTON,854,NEWGATE SOUTH PRECINCT,largest_overlap,0.994711
700,FAUQUIER COUNTY,101,101 - KETTLE RUN,101,KETTLE RUN,exact_key,1.0
701,FAUQUIER COUNTY,102,102 - CATLETT,102,CATLETT,exact_key,1.0
702,FAUQUIER COUNTY,103,103 - CASANOVA,103,CASANOVA,exact_key,1.0
703,FAUQUIER COUNTY,104,104 - LOIS,104,LOIS,exact_key,1.0
704,FAUQUIER COUNTY,105,105 - OPAL,105,OPAL,exact_key,1.0
705,FAUQUIER COUNTY,106,106 - BALDWIN RIDGE,103,CASANOVA,largest_overlap,1.0
706,FAUQUIER COUNTY,201,201 - COURTHOUSE,201,WARD 1,exact_key,1.0
707,FAUQUIER COUNTY,202,202 - AIRLIE,202,WARD 2,exact_key,1.0
708,FAUQUIER COUNTY,203,203 - WARRENTON,203,WARD 3,exact_key,1.0
709,FAUQUIER COUNTY,301,301 - MORRISVILLE,301,MORRISVILLE,exact_key,1.0
710,FAUQUIER COUNTY,302,302 - REMINGTON,302,BOTHA,exact_key,1.0
711,FAUQUIER COUNTY,303,303 - BEALETON,303,BEALETON,exact_key,1.0
712,FAUQUIER COUNTY,401,401 - MARSHALL,401,SALEM,exact_key,1.0
713,FAUQUIER COUNTY,402,402 - LEEDS,402,LEEDS,exact_key,1.0
714,FAUQUIER COUNTY,403,403 - WATERLOO,403,WATERLOO,exact_key,1.0
715,FAUQUIER COUNTY,404,404 - SPRINGS VALLEY,404,SPRINGS VALLEY,exact_key,1.0
716,FAUQUIER COUNTY,501,501 - THE PLAINS,501,HOPEWELL,exact_key,1.0
717,FAUQUIER COUNTY,502,502 - NEW BALTIMORE,502,NEW BALTIMORE,exact_key,1.0
718,FAUQUIER COUNTY,503,503 - BROAD RUN,503,BROAD RUN,exact_key,1.0
719,FAUQUIER COUNTY,504,504 - VINT HILL,504,VINT HILL,exact_key,1.0
720,FLOYD COUNTY,101,101 - LOCUST GROVE,101,LOCUST GROVE,exact_key,1.0
721,FLOYD COUNTY,201,201 - LITTLE RIVER,201,LITTLE RIVER,exact_key,1.0
722,FLOYD COUNTY,301,301 - COURTHOUSE,301,COURTHOUSE,exact_key,1.0
723,FLOYD COUNTY,401,401 - BURKS FORK,401,BURKS FORK,exact_key,1.0
724,FLOYD COUNTY,501,501 - INDIAN VALLEY,501,INDIAN VALLEY,exact_key,1.0
725,FLUVANNA COUNTY,101,101 - PALMYRA,101,PALMYRA,exact_key,1.0
726,FLUVANNA COUNTY,201,201 - COLUMBIA,201,COLUMBIA,exact_key,1.0
727,FLUVANNA COUNTY,301,301 - FORK UNION,301,FORK UNION,exact_key,1.0
728,FLUVANNA COUNTY,401,401 - CUNNINGHAM,401,CUNNINGHAM,exact_key,1.0
729,FLUVANNA COUNTY,501,501 - RIVANNA,501,RIVANNA,exact_key,1.0
730,FRANKLIN COUNTY,102,102 - BURNT CHIMNEY,102,BURNT CHIMNEY,exact_key,1.0
731,FRANKLIN COUNTY,103,103 - SCRUGGS,103,SCRUGGS,exact_key,1.0
732,FRANKLIN COUNTY,201,201 - GLADE HILL,201,GLADE HILL,exact_key,1.0
733,FRANKLIN COUNTY,202,202 - PENHOOK,202,PENHOOK,exact_key,1.0
734,FRANKLIN COUNTY,203,203 - HODGESVILLE,203,HODGESVILLE,exact_key,1.0
735,FRANKLIN COUNTY,204,204 - DUDLEY,204,DUDLEY,exact_key,1.0
736,FRANKLIN COUNTY,301,301 - SNOW CREEK,301,SNOW CREEK,exact_key,1.0
737,FRANKLIN COUNTY,302,302 - FORK MOUNTAIN,302,FORK MOUNTAIN,exact_key,1.0
738,FRANKLIN COUNTY,303,303 - SONTAG,303,SONTAG,exact_key,1.0
739,FRANKLIN COUNTY,304,304 - DICKINSON,304,DICKINSON,exact_key,1.0
740,FRANKLIN COUNTY,401,401 - HENRY,401,HENRY,exact_key,1.0
741,FRANKLIN COUNTY,402,402 - FERRUM,402,FERRUM,exact_key,1.0
742,FRANKLIN COUNTY,403,403 - ENDICOTT,403,ENDICOTT,exact_key,1.0
743,FRANKLIN COUNTY,501,501 - WAIDSBORO,504,GOGGINSVILLE,largest_overlap,0.393522
744,FRANKLIN COUNTY,502,502 - CALLAWAY,502,CALLAWAY,exact_key,1.0
745,FRANKLIN COUNTY,503,503 - BOWMANS,503,BOWMANS,exact_key,1.0
746,FRANKLIN COUNTY,504,504 - GOGGINSVILLE,504,GOGGINSVILLE,exact_key,1.0
747,FRANKLIN COUNTY,601,601 - BOONES MILL,601,BOONES MILL,exact_key,1.0
748,FRANKLIN COUNTY,602,602 - BONBROOK,602,BONBROOK,exact_key,1.0
749,FRANKLIN COUNTY,603,603 - COOPERS COVE,603,COOPERS COVE,exact_key,1.0
750,FRANKLIN COUNTY,701,701 - ROCKY MOUNT EAST,701,ROCKY MOUNT EAST,exact_key,1.0
751,FRANKLIN COUNTY,702,702 - ROCKY MOUNT WEST,702,ROCKY MOUNT WEST,exact_key,1.0
752,FRANKLIN COUNTY,703,703 - ROCKY MOUNT SOUTH,703,ROCKY MOUNT SOUTH,exact_key,1.0
753,FREDERICK COUNTY,101,101 - RUSSELLS,101,RUSSELLS,exact_key,1.0
754,FREDERICK COUNTY,102,102 - GORE,102,GORE,exact_key,1.0
755,FREDERICK COUNTY,103,103 - KERNSTOWN,103,KERNSTOWN,exact_key,1.0
756,FREDERICK COUNTY,104,104 - CEDAR CREEK,104,CEDAR CREEK,exact_key,1.0
757,FREDERICK COUNTY,201,201 - GAINESBOROUGH,201,GAINESBOROUGH,exact_key,1.0
758,FREDERICK COUNTY,202,202 - ALBIN,202,ALBIN,exact_key,1.0
759,FREDERICK COUNTY,203,203 - REDLAND,203,REDLAND,exact_key,1.0
760,FREDERICK COUNTY,204,204 - NAIN,204,NAIN,exact_key,1.0
761,FREDERICK COUNTY,301,301 - CLEAR BROOK,301,CLEAR BROOK,exact_key,1.0
762,FREDERICK COUNTY,302,302 - NEFF'S TOWN,302,NEFFS TOWN,exact_key,1.0
763,FREDERICK COUNTY,303,303 - WHITE HALL,303,JORDAN SPRINGS,exact_key,1.0
764,FREDERICK COUNTY,401,401 - CARPERS VALLEY,401,ARMEL,exact_key,1.0
765,FREDERICK COUNTY,402,402 - SHENANDOAH,402,SHENANDOAH,exact_key,1.0
766,FREDERICK COUNTY,403,403 - PARKIN'S MILL,403,PARKINS MILL,exact_key,1.0
767,FREDERICK COUNTY,404,404 - ARMEL,404,WHITE OAK SCHOOL,exact_key,1.0
768,FREDERICK COUNTY,501,501 - STEPHENS CITY,501,STEPHENS CITY,exact_key,1.0
769,FREDERICK COUNTY,502,502 - NEWTOWN,502,BASS-HOOVER,exact_key,1.0
770,FREDERICK COUNTY,503,503 - CANTERBURG,503,CANTERBURG,exact_key,1.0
771,FREDERICK COUNTY,601,601 - MILLBROOK,601,MILLBROOK,exact_key,1.0
772,FREDERICK COUNTY,602,602 - ASH HOLLOW,602,ASH HOLLOW,exact_key,1.0
773,FREDERICK COUNTY,603,603 - GREENWOOD,603,GREENWOOD,exact_key,1.0
774,GILES COUNTY,101,101 - GLEN LYN,102,RICH CREEK PRECINCT,largest_overlap,0.998943
775,GILES COUNTY,102,102 - RICH CREEK,102,RICH CREEK PRECINCT,exact_key,1.0
776,GILES COUNTY,103,103 - NARROWS,103,NARROWS PRECINCT,exact_key,1.0
777,GILES COUNTY,201,201 - PEARISBURG,201,PEARISBURG PRECINCT,exact_key,1.0
778,GILES COUNTY,202,202 - STAFFORDSVILLE,202,STAFFORDSVILLE PRECINCT,exact_key,1.0
779,GILES COUNTY,203,203 - WHITE GATE,203,WHITE GATE PRECINCT,exact_key,1.0
780,GILES COUNTY,301,301 - EGGLESTON,301,EGGLESTON PRECINCT,exact_key,1.0
781,GILES COUNTY,302,302 - PEMBROKE,302,PEMBROKE PRECINCT,exact_key,1.0
782,GILES COUNTY,303,303 - NEWPORT,303,NEWPORT PRECINCT,exact_key,1.0
783,GLOUCESTER COUNTY,101,101 - HARCUM,101,HARCUM,exact_key,1.0
784,GLOUCESTER COUNTY,102,102 - SALEM,102,SALEM,exact_key,1.0
785,GLOUCESTER COUNTY,103,103 - PEASLEY,103,PEASLEY,exact_key,1.0
786,GLOUCESTER COUNTY,201,201 - COURTHOUSE,201,COURTHOUSE,exact_key,1.0
787,GLOUCESTER COUNTY,202,202 - BOTETOURT,202,BOTETOURT,exact_key,1.0
788,GLOUCESTER COUNTY,301,301 - WHITE MARSH,301,WHITE MARSH,exact_key,1.0
789,GLOUCESTER COUNTY,302,302 - ROANES,302,ROANES,exact_key,1.0
790,GLOUCESTER COUNTY,401,401 - HAYES,401,HAYES,exact_key,1.0
791,GLOUCESTER COUNTY,402,402 - SARAHS CREEK,402,SARAHS CREEK,exact_key,1.0
792,GLOUCESTER COUNTY,501,501 - ACHILLES,501,ACHILLES,exact_key,1.0
793,GLOUCESTER COUNTY,502,502 - WALKER,502,WALKER,exact_key,1.0
794,GOOCHLAND COUNTY,101,101 - FIFE,101,FIFE,exact_key,1.0
795,GOOCHLAND COUNTY,102,102 - HADENSVILLE,102,HADENSVILLE,exact_key,1.0
796,GOOCHLAND COUNTY,201,201 - THREE SQUARE,201,THREE SQUARE,exact_key,1.0
797,GOOCHLAND COUNTY,202,202 - SANDY HOOK,202,SANDY HOOK,exact_key,1.0
798,GOOCHLAND COUNTY,301,301 - GOOCHLAND COURT HOUSE 1,301,BEAVERDAM,exact_key,1.0
799,GOOCHLAND COUNTY,302,302 - GOOCHLAND COURT HOUSE 2,302,RANDOLPH,exact_key,1.0
800,GOOCHLAND COUNTY,401,401 - SHALLOW WELL,401,SHALLOW WELL,exact_key,1.0
801,GOOCHLAND COUNTY,402,402 - CENTERVILLE,402,CENTERVILLE,exact_key,1.0
802,GOOCHLAND COUNTY,501,501 - MANAKIN,501,MANAKIN,exact_key,1.0
803,GOOCHLAND COUNTY,502,502 - BLAIR ROAD,502,BLAIR,exact_key,1.0
804,GRAYSON COUNTY,101,101 - BRIDLE CREEK,101,BRIDLE CREEK,exact_key,1.0
805,GRAYSON COUNTY,102,102 - FLATRIDGE,102,FLATRIDGE,exact_key,1.0
806,GRAYSON COUNTY,103,103 - GRANT,103,GRANT,exact_key,1.0
807,GRAYSON COUNTY,104,104 - MOUTH OF WILSON,104,MOUTH OF WILSON,exact_key,1.0
808,GRAYSON COUNTY,105,105 - MOUNT ROGERS,105,MOUNT ROGERS,exact_key,1.0
809,GRAYSON COUNTY,106,106 - RUGBY,106,RUGBY,exact_key,1.0
810,GRAYSON COUNTY,107,107 - TROUTDALE,107,TROUTDALE,exact_key,1.0
811,GRAYSON COUNTY,108,108 - COMERS ROCK,108,COMERS ROCK,exact_key,1.0
812,GRAYSON COUNTY,202,202 - ELK CREEK,202,ELK CREEK,exact_key,1.0
813,GRAYSON COUNTY,203,203 - INDEPENDENCE,203,INDEPENDENCE,exact_key,1.0
814,GRAYSON COUNTY,301,301 - BAYWOOD,301,BAYWOOD,exact_key,1.0
815,GRAYSON COUNTY,302,302 - FAIRVIEW,302,FAIRVIEW,exact_key,1.0
816,GRAYSON COUNTY,4011,4011 - VTD 004011,401,401 - FRIES PART 1 / FRIES PART 2,largest_overlap,1.0
817,GRAYSON COUNTY,4012,4012 - VTD 004012,401,401 - FRIES PART 1 / FRIES PART 2,largest_overlap,1.0
818,GRAYSON COUNTY,402,402 - PROVIDENCE,402,PROVIDENCE,exact_key,1.0
819,GRAYSON COUNTY,403,403 - OLDTOWN,403,OLDTOWN,exact_key,1.0
820,GREENE COUNTY,101,101 - DYKE,101,DYKE,exact_key,1.0
821,GREENE COUNTY,102,102 - SWIFT RUN,102,SWIFT RUN,exact_key,1.0
822,GREENE COUNTY,201,201 - RUCKERSVILLE,201,RUCKERSVILLE,exact_key,1.0
823,GREENE COUNTY,301,301 - STANARDSVILLE,301,STANARDSVILLE,exact_key,1.0
824,GREENE COUNTY,401,401 - MIDWAY,401,MIDWAY,exact_key,1.0
825,GREENSVILLE COUNTY,101,101 - PRECINCT 1-A,101,101 PRECINCT 1-A,exact_key,1.0
826,GREENSVILLE COUNTY,102,102 - PRECINCT 1-B,102,102 PRECINCT 1-B,exact_key,1.0
827,GREENSVILLE COUNTY,103,103 - PRECINCT 1-C,103,103 PRECINCT 1-C,exact_key,1.0
828,GREENSVILLE COUNTY,201,201 - PRECINCT 2-A,201,201 PRECINCT 2-A,exact_key,1.0
829,GREENSVILLE COUNTY,202,202 - PRECINCT 2-B,202,202 PRECINCT 2-B,exact_key,1.0
830,GREENSVILLE COUNTY,302,302 - PRECINCT 3-A,302,302 PRECINCT 3-A,exact_key,1.0
831,GREENSVILLE COUNTY,401,401 - PRECINCT 4-A,401,401 PRECINCT 4-A,exact_key,1.0
832,GREENSVILLE COUNTY,402,402 - PRECINCT 4-B,402,402 PRECINCT 4-B,exact_key,1.0
833,GREENSVILLE COUNTY,403,403 - PRECINCT 4-C,403,403 PRECINCT 4-C,exact_key,1.0
834,HALIFAX COUNTY,101,101 - CHILDREY,101,CHILDREY,exact_key,1.0
835,HALIFAX COUNTY,102,102 - LIBERTY,102,LIBERTY,exact_key,1.0
836,HALIFAX COUNTY,103,103 - REPUBLICAN GROVE,103,REPUBLICAN GROVE,exact_key,1.0
837,HALIFAX COUNTY,201,201 - CLAYS MILL,201,CLAYS MILL,exact_key,1.0
838,HALIFAX COUNTY,202,202 - CROSSROADS,202,CROSSROADS,exact_key,1.0
839,HALIFAX COUNTY,203,203 - CLOVER,203,CLOVER,exact_key,1.0
840,HALIFAX COUNTY,302,302 - MEADVILLE,302,MEADVILLE,exact_key,1.0
841,HALIFAX COUNTY,304,304 - VERNON HILL,304,VERNON HILL,exact_key,1.0
842,HALIFAX COUNTY,305,305 - SINAI,305,SINAI,exact_key,1.0
843,HALIFAX COUNTY,401,401 - COURTHOUSE,401,COURTHOUSE,exact_key,1.0
844,HALIFAX COUNTY,403,403 - CENTER,403,CENTER,exact_key,1.0
845,HALIFAX COUNTY,502,502 - DAN RIVER,502,DAN RIVER,exact_key,1.0
846,HALIFAX COUNTY,503,503 - SCOTTSBURG,503,SCOTTSBURG,exact_key,1.0
847,HALIFAX COUNTY,601,601 - BLACK WALNUT,601,BLACK WALNUT,exact_key,1.0
848,HALIFAX COUNTY,603,603 - MT CARMEL,603,MT. CARMEL,exact_key,1.0
849,HALIFAX COUNTY,605,605 - UNION,605,UNION,exact_key,1.0
850,HALIFAX COUNTY,701,701 - HYCO,701,HYCO,exact_key,1.0
851,HALIFAX COUNTY,702,702 - MIDWAY,702,MIDWAY,exact_key,1.0
852,HALIFAX COUNTY,703,703 - VIRGILINA,703,VIRGILINA,exact_key,1.0
853,HALIFAX COUNTY,801,801 - SOUTH BOSTON,801,SOUTH BOSTON,exact_key,1.0
854,HANOVER COUNTY,101,101 - ASHLAND,101,ASHLAND,exact_key,1.0
855,HANOVER COUNTY,104,104 - SLIDING HILL,104,SLIDING HILL,exact_key,1.0
856,HANOVER COUNTY,105,105 - BERKLEY,105,BERKLEY,exact_key,1.0
857,HANOVER COUNTY,106,106 - KERSEY CREEK,106,KERSEY CREEK,exact_key,1.0
858,HANOVER COUNTY,107,107 - CHICKAHOMINY,108,HONEY MEADOWS,largest_overlap,0.99944
859,HANOVER COUNTY,201,201 - BEAVERDAM,201,BEAVERDAM,exact_key,1.0
860,HANOVER COUNTY,202,202 - BLUNTS,202,BLUNTS,exact_key,1.0
861,HANOVER COUNTY,203,203 - WILMINGTON PARISH,203,WILMINGTON PARISH,exact_key,1.0
862,HANOVER COUNTY,206,206 - COURTHOUSE,206,COURTHOUSE,exact_key,1.0
863,HANOVER COUNTY,208,208 - OAK KNOLL,208,OAK KNOLL,exact_key,1.0
864,HANOVER COUNTY,209,209 - WEST HANOVER,702,MONTPELIER,largest_overlap,0.523164
865,HANOVER COUNTY,210,210 - OAK HILL,210,OAK HILL,exact_key,1.0
866,HANOVER COUNTY,301,301 - CLAY,301,CLAY,exact_key,1.0
867,HANOVER COUNTY,303,303 - SHADY GROVE,303,SHADY GROVE,exact_key,1.0
868,HANOVER COUNTY,304,304 - ATLEE,304,ATLEE,exact_key,1.0
869,HANOVER COUNTY,305,305 - COOL SPRING,305,COOL SPRING,exact_key,1.0
870,HANOVER COUNTY,401,401 - BATTLEFIELD,401,BATTLEFIELD,exact_key,1.0
871,HANOVER COUNTY,403,403 - COLD HARBOR,403,COLD HARBOR,exact_key,1.0
872,HANOVER COUNTY,404,404 - BLACK CREEK,404,BLACK CREEK,exact_key,1.0
873,HANOVER COUNTY,405,405 - PEBBLE CREEK,405,PEBBLE CREEK,exact_key,1.0
874,HANOVER COUNTY,406,406 - BEAVERDAM CREEK,403,COLD HARBOR,largest_overlap,0.996584
875,HANOVER COUNTY,502,502 - RURAL POINT,502,RURAL POINT,exact_key,1.0
876,HANOVER COUNTY,503,503 - NEWMAN,503,NEWMAN,exact_key,1.0
877,HANOVER COUNTY,504,504 - STUDLEY,504,STUDLEY,exact_key,1.0
