County/City,Ward,Pct,"Ralph Shearer Northam","Edward Walter Gillespie","Clifford Daniel Hyra","All Others","Total Votes Cast"
"Madison County",-,"7 - Brightwood",225,623,7,0,855
"Madison County",-,"8 - Criglersville",164,282,5,0,451
"Madison County",-,"9 - Etlan",74,169,4,0,247
"Madison County",-,"Ab - Central Absentee Precinct",141,181,3,0,325
"Madison County",-,Provisional,0,0,0,0,0
"Manassas City",-,"1 - Dean",744,346,21,1,"1,112"
"Manassas City",-,"2 - Weems",898,612,16,0,"1,526"
"Manassas City",-,"3 - Metz",911,651,13,1,"1,576"
"Manassas City",-,"4 - Haydon",762,643,19,0,"1,424"
"Manassas City",-,"5 - Baldwin",745,456,12,0,"1,213"
"Manassas City",-,"6 - Round",649,684,19,3,"1,355"
"Manassas City",-,"Ab - Central Absentee Precinct",582,505,12,1,"1,100"
"Manassas City",-,Provisional,4,2,0,0,6
"Manassas Park City",-,"1 - Precinct One",669,295,16,1,981
"Manassas Park City",-,"2 - Precinct Two",470,284,12,0,766
"Manassas Park City",-,"3 - Precinct Three",561,328,18,0,907
"Manassas Park City",-,"Ab - Central Absentee Precinct",254,157,7,0,418
"Manassas Park City",-,Provisional,4,0,0,0,4
"Martinsville City",-,"1 - Precinct #1",367,20,4,0,391
"Martinsville City",-,"2 - Precinct #2",433,287,12,0,732
"Martinsville City",-,"3 - Precinct #3",258,132,7,0,397
"Martinsville City",-,"4 - Precinct #4",413,235,15,0,663
"Martinsville City",-,"5 - Precinct #5",417,711,18,2,"1,148"
"Martinsville City",-,"6 - Precinct #6",185,4,0,0,189
"Martinsville City",-,"Ab - Central Absentee Precinct",114,100,1,0,215
"Martinsville City",-,Provisional,0,0,0,0,0
"Mathews County",-,"1 - Chesapeake",258,522,5,0,785
"Mathews County",-,"2 - Westville",444,802,8,0,"1,254"
"Mathews County",-,"3 - Piankatank",482,890,15,2,"1,389"
"Mathews County",-,"Ab - Central Absentee Precinct",202,317,3,0,522
"Mathews County",-,Provisional,0,0,0,0,0
"Mecklenburg County",-,"101 - Wrights Store",136,158,2,0,296
"Mecklenburg County",-,"102 - Pearsons Store",32,92,1,0,125
"Mecklenburg County",-,"103 - South Clarksville",232,253,0,0,485
"Mecklenburg County",-,"201 - Boydton",136,155,2,0,293
"Mecklenburg County",-,"202 - Bluestone Senior High School",70,50,1,0,121
"Mecklenburg County",-,"203 - Chase City Vfw Post",157,51,1,0,209
"Mecklenburg County",-,"301 - Bracey",152,453,1,0,606
"Mecklenburg County",-,"302 - Lacrosse",156,202,0,0,358
"Mecklenburg County",-,"401 - American Legion Hall",461,246,2,0,709
"Mecklenburg County",-,"402 - Park View Middle School",78,49,0,0,127
"Mecklenburg County",-,"501 - South Hill",347,501,6,0,854
"Mecklenburg County",-,"601 - Baskerville",138,241,1,0,380
"Mecklenburg County",-,"602 - Union Level",33,164,1,0,198
"Mecklenburg County",-,"603 - Smith Crossroads",53,116,2,0,171
"Mecklenburg County",-,"604 - Lake Gaston",76,122,1,0,199
"Mecklenburg County",-,"701 - Chase City",140,246,2,0,388
"Mecklenburg County",-,"702 - Sunshine",134,219,1,0,354
"Mecklenburg County",-,"801 - Finchley",48,88,2,0,138
"Mecklenburg County",-,"802 - Bluestone",143,340,2,0,485
"Mecklenburg County",-,"803 - Chase City Elementary School",138,205,3,0,346
"Mecklenburg County",-,"901 - Averett",17,99,0,0,116
"Mecklenburg County",-,"902 - Buffalo Springs",45,183,1,0,229
"Mecklenburg County",-,"903 - Clarksville",248,592,1,0,841
"Mecklenburg County",-,"Ab - Central Absentee Precinct",227,298,4,0,529
"Mecklenburg County",-,Provisional,2,2,0,0,4
"Middlesex County",-,"101 - Saluda",113,200,1,0,314
"Middlesex County",-,"102 - Urbanna",181,341,8,0,530
"Middlesex County",-,"201 - New Market",265,658,7,0,930
"Middlesex County",-,"302 - Church View",296,379,7,0,682
"Middlesex County",-,"401- Harmony Village",294,362,9,0,665
"Middlesex County",-,"501 - Wilton",333,559,6,0,898
"Middlesex County",-,"Ab - Central Absentee Precinct",120,173,3,0,296
"Middlesex County",-,Provisional,4,1,0,0,5
"Montgomery County",-,"101 - Precinct A-1",868,605,28,0,"1,501"
"Montgomery County",-,"102 - Precinct A-2",926,264,25,1,"1,216"
"Montgomery County",-,"103 - Precinct A-3","1,401",599,36,1,"2,037"
"Montgomery County",-,"201 - Precinct B-1",78,88,1,1,168
"Montgomery County",-,"202 - Precinct B-2",720,751,28,0,"1,499"
"Montgomery County",-,"203 - Precinct B-3",422,529,17,2,970
"Montgomery County",-,"204 - Precinct B-4",876,888,24,1,"1,789"
"Montgomery County",-,"301 - Precinct C-1",287,705,13,1,"1,006"
"Montgomery County",-,"302 - Precinct C-2",426,749,22,2,"1,199"
"Montgomery County",-,"303 - Precinct C-3",123,290,6,0,419
"Montgomery County",-,"304 - Precinct C-4",397,666,22,1,"1,086"
"Montgomery County",-,"401 - Precinct D-1",336,475,10,0,821
"Montgomery County",-,"402 - Precinct D-2",329,816,11,0,"1,156"
"Montgomery County",-,"403 - Precinct D-3",253,566,8,0,827
"Montgomery County",-,"404 - Precinct D-4",146,372,8,0,526
"Montgomery County",-,"405 - Precinct D-5",499,726,17,0,"1,242"
"Montgomery County",-,"501 - Precinct E-1",707,543,20,0,"1,270"
"Montgomery County",-,"502 - Precinct E-2",390,510,14,0,914
"Montgomery County",-,"503 - Precinct E-3",594,225,20,1,840
"Montgomery County",-,"601 - Precinct F-1","1,172",404,31,3,"1,610"
"Montgomery County",-,"602 - Precinct F-2","1,002",333,39,1,"1,375"
"Montgomery County",-,"603 - Precinct F-3",182,108,10,0,300
"Montgomery County",-,"701 - Precinct G-1","1,350",542,43,2,"1,937"
"Montgomery County",-,"702 - Precinct G-2",704,182,28,1,915
"Montgomery County",-,"Ab - Central Absentee Precinct",909,556,17,1,"1,483"
"Montgomery County",-,Provisional,18,8,1,0,27
"Nelson County",-,"101 - Rockfish",649,607,32,0,"1,288"
"Nelson County",-,"201 - Lovingston",294,343,13,0,650
"Nelson County",-,"202 - Schuyler",187,181,13,0,381
"Nelson County",-,"301 - Shipman",369,395,7,3,774
"Nelson County",-,"302 - Gladstone",51,73,6,0,130
"Nelson County",-,"401 - Roseland",366,524,22,0,912
"Nelson County",-,"402 - Montebello",35,50,3,0,88
"Nelson County",-,"501 - Faber",257,210,7,2,476
"Nelson County",-,"502 - Nellysford",615,490,24,4,"1,133"
"Nelson County",-,"Ab - Central Absentee Precinct",190,144,3,0,337
"Nelson County",-,Provisional,2,3,0,0,5
"New Kent County",-,"102 - Tunstall",114,317,4,0,435
"New Kent County",-,"103 - Southern Branch",283,856,15,1,"1,155"
"New Kent County",-,"201 - Quinton",427,761,17,0,"1,205"
"New Kent County",-,"202 - Kentwood",154,498,16,2,670
"New Kent County",-,"301 - Watkins",318,419,7,0,744
"New Kent County",-,"302 - Cumberland",298,572,8,0,878
"New Kent County",-,"401 - Providence Forge",423,785,11,0,"1,219"
"New Kent County",-,"403 - Mountcastle",158,285,5,1,449
"New Kent County",-,"501 - Eltham",213,369,12,0,594
"New Kent County",-,"502 - Chickahominy River",205,602,12,0,819
"New Kent County",-,"Ab - Central Absentee Precinct",132,240,1,0,373
"New Kent County",-,Provisional,4,7,0,0,11
"Newport News City",-,"101 - Denbigh (CD 3)","1,212",291,17,1,"1,521"
"Newport News City",-,"102 - Epes (CD 3)","1,109",232,20,0,"1,361"
"Newport News City",-,"103 - Jenkins (CD 3)",925,494,26,2,"1,447"
"Newport News City",-,"104 - Mcintosh (CD 3)",831,214,14,3,"1,062"
"Newport News City",-,"105 - Oyster Point (CD 3)",223,142,7,0,372
"Newport News City",-,"106 - Reservoir (CD 3)","1,262",481,30,1,"1,774"
"Newport News City",-,"107 - Richneck (CD 3)","1,117",558,14,2,"1,691"
"Newport News City",-,"108 - Lee Hall (CD 3)",963,255,13,0,"1,231"
"Newport News City",-,"109 - Windsor (CD 3)",555,282,8,1,846
"Newport News City",-,"110 - Greenwood (CD 3)","1,038",280,17,1,"1,336"
"Newport News City",-,"201 - Bland (CD 3)",185,68,2,0,255
"Newport News City",-,"202 - Boulevard (CD 3)",558,580,16,1,"1,155"
"Newport News City",-,"203 - Charles (CD 3)","1,004",914,26,1,"1,945"
"Newport News City",-,"204 - Wellesley (CD 3)",562,341,13,0,916
"Newport News City",-,"205 - Deep Creek (CD 3)",640,888,22,0,"1,550"
"Newport News City",-,"208 - Hidenwood (CD 3)",438,532,6,2,978
"Newport News City",-,"209 - Hilton (CD 3)",698,554,18,0,"1,270"
"Newport News City",-,"210 - Nelson (CD 3)","1,050",945,20,0,"2,015"
"Newport News City",-,"211 - Palmer (CD 3)",813,446,18,2,"1,279"
"Newport News City",-,"212 - Riverside (CD 3)",384,494,9,1,888
"Newport News City",-,"213 - Sanford (CD 3)",256,348,6,0,610
"Newport News City",-,"215 - Warwick (CD 3)",412,307,5,0,724
"Newport News City",-,"216 - Yates (CD 3)",457,486,8,1,952
"Newport News City",-,"217 - Riverview (CD 3)",647,679,16,0,"1,342"
"Newport News City",-,"218 - Kiln Creek (CD 3)","1,279",841,27,2,"2,149"
"Newport News City",-,"219 - Deer Park (CD 3)","1,055",398,28,0,"1,481"
"Newport News City",-,"302 - Briarfield (CD 3)",657,158,11,0,826
"Newport News City",-,"303 - Carver (CD 3)",455,133,6,1,595
"Newport News City",-,"304 - Chestnut (CD 3)",422,15,6,1,444
"Newport News City",-,"305 - Downtown (CD 3)",246,49,2,0,297
"Newport News City",-,"306 - Dunbar (CD 3)",115,7,1,0,123
"Newport News City",-,"307 - Huntington (CD 3)",345,4,2,1,352
"Newport News City",-,"308 - Jefferson (CD 3)",347,5,1,1,354
"Newport News City",-,"309 - Magruder (CD 3)",426,11,1,0,438
"Newport News City",-,"310 - Marshall (CD 3)",561,11,4,0,576
"Newport News City",-,"311 - Newmarket (CD 3)",950,246,16,0,"1,212"
"Newport News City",-,"312 - Newsome Park (CD 3)",131,7,0,0,138
"Newport News City",-,"313 - Reed (CD 3)",789,22,3,0,814
"Newport News City",-,"314 - River (CD 3)",400,256,11,0,667
"Newport News City",-,"315 - Sedgefield (CD 3)",512,404,13,1,930
"Newport News City",-,"316 - South Morrison (CD 3)",729,325,14,1,"1,069"
"Newport News City",-,"317 - Washington (CD 3)",239,7,0,1,247
"Newport News City",-,"318 - Wilson (CD 3)",512,57,8,1,578
"Newport News City",-,"319 - Saunders (CD 3)",844,649,18,1,"1,512"
"Newport News City",-,"320 - Watkins (CD 3)",982,956,34,2,"1,974"
"Newport News City",-,"Ab - Central Absentee Precinct (CD 3)","1,021",606,19,3,"1,649"
"Newport News City",-,"Provisional (CD 3)",11,8,0,0,19
"Norfolk City",-,"101 - Granby (CD 2)",6,4,0,0,10
"Norfolk City",-,"101 - Granby (CD 3)","1,055",448,21,2,"1,526"
"Norfolk City",-,"102 - Ocean View School (CD 2)",377,269,14,0,660
"Norfolk City",-,"103 - Northside (CD 2)",531,402,25,0,958
"Norfolk City",-,"104 - Titustown (CD 2)",436,49,11,1,497
"Norfolk City",-,"104 - Titustown (CD 3)",60,3,0,0,63
"Norfolk City",-,"106 - Second Presbyterian (CD 2)",912,450,14,0,"1,376"
"Norfolk City",-,"201 - Larchmont School (CD 3)",993,442,16,0,"1,451"
"Norfolk City",-,"203 - Ghent Square (CD 3)",490,177,10,1,678
"Norfolk City",-,"207 - Lambert's Point (CD 3)",902,75,20,1,998
"Norfolk City",-,"208 - Larchmont Library (CD 3)",671,396,11,1,"1,079"
"Norfolk City",-,"210 - Maury (CD 3)",971,273,13,0,"1,257"
"Norfolk City",-,"211 - Chrysler Museum (CD 3)","1,163",469,15,1,"1,648"
"Norfolk City",-,"212 - Park Place (CD 3)",704,22,10,1,737
"Norfolk City",-,"213 - Taylor Elementary School (CD 3)","1,253",306,27,0,"1,586"
"Norfolk City",-,"214 - Stuart (CD 3)","1,168",269,15,1,"1,453"
"Norfolk City",-,"215 - Suburban Park (CD 2)",672,392,12,0,"1,076"
"Norfolk City",-,"217 - Wesley (CD 2)",567,225,14,1,807
"Norfolk City",-,"218 - Willard (CD 3)","1,156",667,45,4,"1,872"
"Norfolk City",-,"301 - Ballentine (CD 3)",905,92,9,1,"1,007"
"Norfolk City",-,"302 - Tanners Creek (CD 3)",504,89,5,0,598
"Norfolk City",-,"303 - Broad Creek (CD 3)","1,249",40,7,4,"1,300"
"Norfolk City",-,"304 - Coleman Place School (CD 3)",479,97,4,0,580
"Norfolk City",-,"305 - Lafayette-winona (CD 3)",797,130,12,1,940
"Norfolk City",-,"306 - Lindenwood (CD 3)",641,48,4,3,696
"Norfolk City",-,"309 - Norview (CD 3)","1,373",273,17,3,"1,666"
"Norfolk City",-,"310 - Rosemont (CD 3)","1,397",55,8,1,"1,461"
"Norfolk City",-,"311 - Sherwood (CD 3)","1,159",446,12,1,"1,618"
"Norfolk City",-,"313 - Union Chapel (CD 3)",475,17,4,0,496
"Norfolk City",-,"402 - Berkley (CD 3)",843,12,6,1,862
"Norfolk City",-,"403 - Brambleton (CD 3)",346,14,4,1,365
"Norfolk City",-,"404 - Campostella (CD 3)",769,22,6,0,797
"Norfolk City",-,"405 - Chesterfield (CD 3)",956,24,5,0,985
"Norfolk City",-,"406 - Barron Black (CD 2)",494,284,7,1,786
"Norfolk City",-,"408 - Easton (CD 3)",659,396,13,0,"1,068"
"Norfolk City",-,"409 - Fairlawn (CD 3)",525,289,12,0,826
"Norfolk City",-,"411 - Ruffner Academy (CD 3)",203,8,1,1,213
"Norfolk City",-,"412 - Ingleside (CD 3)",909,113,3,2,"1,027"
"Norfolk City",-,"413 - Poplar Halls (CD 3)","1,275",193,14,1,"1,483"
"Norfolk City",-,"414 - Young Park (CD 3)",817,28,13,7,865
"Norfolk City",-,"415 - Lake Taylor High School (CD 3)",594,242,5,0,841
"Norfolk City",-,"501 - Bayview (CD 2)",729,537,24,0,"1,290"
"Norfolk City",-,"503 - East Ocean View (CD 2)",875,582,19,0,"1,476"
"Norfolk City",-,"504 - Larrymore (CD 2)",699,377,8,0,"1,084"
"Norfolk City",-,"505 - Little Creek (CD 2)",381,337,14,1,733
"Norfolk City",-,"506 - Ocean View Center (CD 2)",886,385,27,1,"1,299"
"Norfolk City",-,"507 - Pretlow (CD 2)",640,439,28,2,"1,109"
"Norfolk City",-,"509 - Tarrallton (CD 2)",541,577,17,0,"1,135"
"Norfolk City",-,"510 - Third Presbyterian (CD 2)",637,617,22,1,"1,277"
"Norfolk City",-,"511 - Crossroads (CD 2)",618,489,21,1,"1,129"
"Norfolk City",-,"512 - Azalea Gardens (CD 2)",396,325,5,0,726
"Norfolk City",-,"Ab - Central Absentee Precinct (CD 2)",407,269,11,3,690
"Norfolk City",-,"Ab - Central Absentee Precinct (CD 3)","1,157",294,15,0,"1,466"
"Norfolk City",-,"Provisional (CD 2)",6,6,1,0,13
"Norfolk City",-,"Provisional (CD 3)",25,6,0,0,31
"Northampton County",-,"101 - Precinct 1-1",520,486,2,1,"1,009"
"Northampton County",-,"201 - Precinct 2-1",519,214,11,1,745
"Northampton County",-,"301 - Precinct 3-1",471,179,4,0,654
"Northampton County",-,"401 - Precinct 4-1",420,396,2,0,818
"Northampton County",-,"501 - Precinct 5-1",348,402,7,1,758
"Northampton County",-,"Ab - Central Absentee Precinct",211,178,2,0,391
"Northampton County",-,Provisional,3,0,0,0,3
"Northumberland County",-,"101 - 1a",282,495,5,0,782
"Northumberland County",-,"201 - 2a",314,647,8,0,969
"Northumberland County",-,"301 - 3a",317,173,3,1,494
"Northumberland County",-,"302 - 3b",177,58,2,0,237
"Northumberland County",-,"401 - 4a",396,871,11,2,"1,280"
"Northumberland County",-,"501 - 5a",360,808,6,0,"1,174"
"Northumberland County",-,"Ab - Central Absentee Precinct",174,231,0,0,405
"Northumberland County",-,Provisional,2,2,0,0,4
"Norton City",-,"1 - East Ward",287,560,11,1,859
"Norton City",-,Provisional,0,1,0,0,1
"Nottoway County",-,"101 - Precinct 1-1",175,288,4,0,467
"Nottoway County",-,"102 - Precinct 1-2",127,235,4,0,366
"Nottoway County",-,"201 - Precinct 2-1",184,337,5,0,526
"Nottoway County",-,"202 - Precinct 2-2",70,221,4,0,295
"Nottoway County",-,"301 - Precinct 3-1",269,154,3,0,426
"Nottoway County",-,"302 - Precinct 3-2",116,194,0,0,310
"Nottoway County",-,"401 - Precinct 4-1",314,98,1,0,413
"Nottoway County",-,"402 - Precinct 4-2",116,271,0,0,387
"Nottoway County",-,"501 - Precinct 5-1",343,473,7,0,823
"Nottoway County",-,"Ab - Central Absentee Precinct",98,137,2,0,237
"Nottoway County",-,Provisional,0,0,0,0,0
"Orange County",-,"101 - One West",444,730,10,1,"1,185"
"Orange County",-,"102 - One East",458,580,7,0,"1,045"
"Orange County",-,"201 - Two West",303,656,5,0,964
"Orange County",-,"202 - Two East",225,593,10,1,829
"Orange County",-,"301 - Three West",565,625,22,1,"1,213"
"Orange County",-,"302 - Three East",131,265,1,1,398
"Orange County",-,"401 - Four West",241,756,6,0,"1,003"
"Orange County",-,"402 - Four East",375,527,10,0,912
"Orange County",-,"501 - Five South",535,703,12,0,"1,250"
"Orange County",-,"502 - Five North",588,895,11,1,"1,495"
"Orange County",-,"Ab - Central Absentee Precinct",294,319,3,0,616
"Orange County",-,Provisional,1,4,0,0,5
"Page County",-,"101 - West Luray",430,815,12,1,"1,258"
"Page County",-,"201 - East Luray",431,947,13,1,"1,392"
"Page County",-,"301 - Marksville",324,"1,060",12,1,"1,397"
"Page County",-,"401 - Newport",223,815,7,1,"1,046"
"Page County",-,"501 - Shenandoah",242,966,14,1,"1,223"
"Page County",-,"Ab - Central Absentee Precinct",155,246,4,0,405
"Page County",-,Provisional,4,1,0,0,5
"Patrick County",-,"101 - Ararat",79,246,1,0,326
"Patrick County",-,"102 - Claudville",49,272,0,0,321
"Patrick County",-,"103 - Willis Gap",61,230,3,0,294
"Patrick County",-,"201 - Dry Pond",41,170,4,0,215
"Patrick County",-,"202 - Patrick Springs",129,486,6,0,621
"Patrick County",-,"203 - Russell Creek",99,311,5,0,415
"Patrick County",-,"301 - Critz/stella",153,421,4,0,578
"Patrick County",-,"302 - Liberty",51,343,4,0,398
"Patrick County",-,"401 - Meadows Of Dan",133,303,2,0,438
"Patrick County",-,"402 - Stuart Fairgrounds",146,439,8,0,593
"Patrick County",-,"501 - Stuart Community",48,194,5,0,247
"Patrick County",-,"502 - Elamsville",76,300,3,0,379
"Patrick County",-,"503 - Woolwine",113,405,6,0,524
"Patrick County",-,"Ab - Central Absentee Precinct",81,200,3,0,284
"Patrick County",-,Provisional,0,0,0,0,0
"Petersburg City",-,"101 - First Ward First Precinct",610,71,1,0,682
"Petersburg City",-,"201 - Second Ward First Precinct","1,220",110,14,2,"1,346"
"Petersburg City",-,"301 - Third Ward First Precinct","1,190",297,12,3,"1,502"
"Petersburg City",-,"401 - Fourth Ward First Precinct",800,150,6,1,957
"Petersburg City",-,"501 - Fifth Ward First Precinct",728,58,9,2,797
"Petersburg City",-,"601 - Sixth Ward First Precinct",740,18,5,0,763
"Petersburg City",-,"701 - Seventh Ward First Precinct","1,047",85,5,1,"1,138"
"Petersburg City",-,"Ab - Central Absentee Precinct",823,149,4,0,976
"Petersburg City",-,Provisional,6,0,0,0,6
"Pittsylvania County",-,"103 - Twin Springs",225,"1,251",6,0,"1,482"
"Pittsylvania County",-,"105 - Chatham",181,421,1,0,603
"Pittsylvania County",-,"106 - Tunstall",144,473,3,0,620
"Pittsylvania County",-,"108 - West Blairs",113,242,1,0,356
"Pittsylvania County",-,"201 - Callands",136,464,4,0,604
"Pittsylvania County",-,"202- Bearskin",46,105,1,0,152
"Pittsylvania County",-,"204 - Sandy Level",99,297,6,0,402
"Pittsylvania County",-,"206 - Climax",81,377,2,0,460
"Pittsylvania County",-,"207 - Gretna",259,842,3,1,"1,105"
"Pittsylvania County",-,"301 - Central",303,202,4,0,509
"Pittsylvania County",-,"305 - Riceville",265,219,1,0,485
"Pittsylvania County",-,"307 - East Blairs",451,126,0,0,577
"Pittsylvania County",-,"308 - Mt Airy",149,122,1,0,272
"Pittsylvania County",-,"309 - East Gretna",138,171,1,0,310
"Pittsylvania County",-,"402 - Keeling",92,503,6,0,601
"Pittsylvania County",-,"404 - Kentuck",247,838,6,0,"1,091"
"Pittsylvania County",-,"405 - Ringgold",324,810,13,1,"1,148"
"Pittsylvania County",-,"501 - Hurt",265,608,3,0,876
"Pittsylvania County",-,"502 - Motley Sycamore",288,675,3,0,966
"Pittsylvania County",-,"503 - Renan",131,366,4,0,501
"Pittsylvania County",-,"603 - Stony Mill",157,504,4,1,666
"Pittsylvania County",-,"604 - Swansonville",191,348,3,0,542
"Pittsylvania County",-,"605 - Whitmell",167,421,5,0,593
"Pittsylvania County",-,"606 - Brosville",261,290,4,0,555
"Pittsylvania County",-,"607 - Dry Fork",63,223,2,0,288
"Pittsylvania County",-,"702 - Bachelors Hall",127,740,3,0,870
"Pittsylvania County",-,"703 - Ferry Road",59,106,0,0,165
"Pittsylvania County",-,"704 - Mt Hermon",355,924,10,1,"1,290"
"Pittsylvania County",-,"705 - Mt Cross",107,462,3,0,572
"Pittsylvania County",-,"Ab - Central Absentee Precinct",335,570,6,0,911
"Pittsylvania County",-,Provisional,0,1,0,0,1
"Poquoson City",-,"1 - Central",365,"1,004",21,2,"1,392"
"Poquoson City",-,"2 - Eastern",365,"1,108",17,0,"1,490"
"Poquoson City",-,"3 - Western",458,"1,164",15,1,"1,638"
"Poquoson City",-,"Ab - Central Absentee Precinct",110,194,3,0,307
"Poquoson City",-,Provisional,0,3,0,0,3
"Portsmouth City",-,"1 - Emanuel A. M. E. Church",711,285,18,0,"1,014"
"Portsmouth City",-,"5 - Hampton Roads Community Health Center",539,19,5,0,563
"Portsmouth City",-,"7- Park View Elementary School",516,108,11,0,635
"Portsmouth City",-,"9 - Third Baptist Church",764,117,11,0,892
"Portsmouth City",-,"10 - Port Norfolk Recreation Center",349,194,8,0,551
"Portsmouth City",-,"11 - Mt. Hermon Village",647,18,9,0,674
"Portsmouth City",-,"13 - St. Mark Missionary Baptist Church",414,14,2,0,430
"Portsmouth City",-,"14 - Brighton Elementary School",741,22,5,0,768
"Portsmouth City",-,"16 - Cradock Middle School",485,180,16,1,682
"Portsmouth City",-,"17 - Victory Life Fellowship",566,258,11,0,835
"Portsmouth City",-,"19 - Fairview Heights Baptist Church",277,197,5,2,481
"Portsmouth City",-,"20 - Noble Street Baptist Church",495,171,12,1,679
"Portsmouth City",-,"21 - John F. Kennedy Community Center",532,12,0,0,544
"Portsmouth City",-,"22 - Forward Church",428,272,12,1,713
"Portsmouth City",-,"23 - Westhaven Baptist Church",314,401,17,1,733
"Portsmouth City",-,"24 - Willett Hall",437,217,16,0,670
"Portsmouth City",-,"25 - John Tyler Elementary School",561,360,14,0,935
"Portsmouth City",-,"26 - William E. Waters Middle School",972,20,6,0,998
"Portsmouth City",-,"27 - Cavalier Manor Recreation Center",906,25,7,1,939
"Portsmouth City",-,"28 - Lakeview Elementary School","1,381",31,8,1,"1,421"
"Portsmouth City",-,"29 - Saint Andrew's United Methodist Church",207,388,19,0,614
"Portsmouth City",-,"30 - The Rescue Church",229,430,10,0,669
"Portsmouth City",-,"31 - West Park Church Of Christ",721,398,11,0,"1,130"
"Portsmouth City",-,"32 - Hodges Manor Elementary School",338,423,8,1,770
"Portsmouth City",-,"33- Pinecrest Baptist Church",195,437,17,0,649
"Portsmouth City",-,"34- Churchland Branch Library",449,501,13,1,964
"Portsmouth City",-,"35 - Churchland Elementary School",503,557,15,1,"1,076"
"Portsmouth City",-,"36 - Scottish Rite Temple","1,129",842,15,3,"1,989"
"Portsmouth City",-,"37 - Churchland Middle School",970,424,11,0,"1,405"
"Portsmouth City",-,"38 - Grove Baptist Church","1,188",135,24,4,"1,351"
"Portsmouth City",-,"39 - Churchland Primary And Intermediate School","1,335",406,24,0,"1,765"
"Portsmouth City",-,"Ab - Central Absentee Precinct",841,299,9,0,"1,149"
"Portsmouth City",-,Provisional,16,6,0,0,22
"Powhatan County",-,"101 - Subletts",321,954,20,2,"1,297"
"Powhatan County",-,"102 - Manakin",290,707,4,0,"1,001"
"Powhatan County",-,"103 - Flat Rock",145,530,11,0,686
"Powhatan County",-,"201 - Powhatan Station",189,756,14,0,959
"Powhatan County",-,"202 - Graceland",291,882,19,0,"1,192"
"Powhatan County",-,"301 - Bethesda",260,682,14,0,956
"Powhatan County",-,"302 - Lee's Landing",231,631,7,0,869
"Powhatan County",-,"401 - Powhatan Courthouse",356,"1,172",19,1,"1,548"
"Powhatan County",-,"402 - Mt Zion",142,418,8,0,568
"Powhatan County",-,"501 - Smith Cross Roads",358,509,12,0,879
"Powhatan County",-,"502 - Pineville",225,301,2,0,528
"Powhatan County",-,"503 - Tobaccoville",94,294,2,0,390
"Powhatan County",-,"Ab - Central Absentee Precinct",207,420,5,1,633
"Powhatan County",-,Provisional,0,0,0,0,0
"Prince Edward County",-,"101 - Farmville",345,310,8,1,664
"Prince Edward County",-,"201 - Lockett",406,446,5,1,858
"Prince Edward County",-,"301 - Leigh",252,236,9,0,497
"Prince Edward County",-,"302 - Mt Pleasant",166,109,2,0,277
"Prince Edward County",-,"401 - Hampden",276,285,7,0,568
"Prince Edward County",-,"501 - Darlington Hts",153,252,1,0,406
"Prince Edward County",-,"502 - Buffalo Hts",94,154,1,0,249
"Prince Edward County",-,"601 - Prospect",430,357,11,0,798
"Prince Edward County",-,"701 - West End",382,297,4,0,683
"Prince Edward County",-,"801 - Center",223,78,10,0,311
"Prince Edward County",-,"Ab - Central Absentee Precinct",154,183,5,0,342
"Prince Edward County",-,Provisional,0,1,0,0,1
"Prince George County",-,"101 - Richard Bland (CD 4)",231,455,7,1,694
"Prince George County",-,"102 - Templeton (CD 4)",430,"1,246",8,0,"1,684"
"Prince George County",-,"103 - Union Branch (CD 4)",464,607,12,0,"1,083"
"Prince George County",-,"104 - Rives (CD 4)",400,287,4,0,691
"Prince George County",-,"105 - Harrison (CD 4)",86,301,6,0,393
"Prince George County",-,"201 - Bland (CD 4)",545,955,14,1,"1,515"
"Prince George County",-,"202 - Black Water (CD 4)",345,684,17,0,"1,046"
"Prince George County",-,"203 - Brandon (CD 4)",145,297,6,0,448
"Prince George County",-,"204 - Courts Bldg (CD 4)",698,612,25,0,"1,335"
"Prince George County",-,"205 - Jefferson Park (CD 4)",518,226,3,1,748
"Prince George County",-,"Ab - Central Absentee Precinct (CD 4)",288,374,6,1,669
"Prince George County",-,"Provisional (CD 4)",0,0,0,0,0
"Prince William County",-,"101 - Brentsville (CD 1)",313,781,8,0,"1,102"
"Prince William County",-,"102 - Cedar Point (CD 1)",987,849,24,1,"1,861"
"Prince William County",-,"103 - Glenkirk (CD 1)",638,657,12,0,"1,307"
"Prince William County",-,"104 - Nokesville (CD 1)",521,749,15,1,"1,286"
"Prince William County",-,"105 - Limestone (CD 1)",957,809,23,1,"1,790"
"Prince William County",-,"106 - Westgate (CD 1)",580,207,12,1,800
"Prince William County",-,"107 - Marsteller (CD 1)","1,107",838,22,1,"1,968"
"Prince William County",-,"108 - Victory (CD 1)","1,095",728,20,1,"1,844"
"Prince William County",-,"109 - Piney Branch (CD 1)",825,497,19,1,"1,342"
"Prince William County",-,"110 - Buckland Mills (CD 1)",172,205,2,0,379
"Prince William County",-,"110 - Buckland Mills (CD 10)",413,321,8,0,742
"Prince William County",-,"111 - Bristow Run (CD 1)","1,094",932,19,0,"2,045"
"Prince William County",-,"112 - Burke-nickens (CD 1)",22,33,0,0,55
"Prince William County",-,"112 - Burke-nickens (CD 10)",782,624,15,0,"1,421"
"Prince William County",-,"201 - Saunders (CD 11)",800,289,11,0,"1,100"
