County/City,Ward,Pct,"Barack Obama","Willard M. Romney","Gary Johnson","Virgil Hamlin Goode, Jr.","Jill Stein","All Others","Total Votes Cast"
"Carroll County",-,"202 - Laurel Fork",146,300,8,28,5,2,489
"Carroll County",-,"203 - Gladesboro",201,494,4,15,3,2,719
"Carroll County",-,"301 - Hillsville C",506,"1,024",12,18,12,2,"1,574"
"Carroll County",-,"302 - Sylvatus",152,366,5,13,4,1,541
"Carroll County",-,"303 - Dugspur",63,217,4,2,4,0,290
"Carroll County",-,"402 - Woodlawn D",330,716,9,25,10,0,"1,090"
"Carroll County",-,"403 - Oakland D",157,399,4,17,4,2,583
"Carroll County",-,"405 - Oakland A",164,347,3,12,4,3,533
"Carroll County",-,"406 - Woodlawn F",43,145,0,6,2,1,197
"Carroll County",-,"501 - Vaughan",79,275,1,9,2,0,366
"Carroll County",-,"502 - Gladeville",210,674,7,16,5,3,915
"Carroll County",-,"503 - Woodlawn E",125,366,5,17,4,1,518
"Carroll County",-,"504 - Laurel",127,391,3,12,3,1,537
"Carroll County",-,"Ab - Central Absentee Precinct",290,670,2,15,1,0,978
"Carroll County",-,Provisional,1,6,0,0,0,0,7
"Charles City County",-,"101 - Precinct 1-1",711,487,9,4,2,18,"1,231"
"Charles City County",-,"201 - Precinct 2-1",797,313,6,2,2,0,"1,120"
"Charles City County",-,"301 - Precinct 3-1",801,422,12,2,2,0,"1,239"
"Charles City County",-,"Ab - Central Absentee Precinct",463,174,2,2,0,1,642
"Charles City County",-,Provisional,0,0,0,0,0,0,0
"Charlotte County",-,"101 - County Seat",337,438,1,6,5,0,787
"Charlotte County",-,"201 - Red Oak Wylliesburg",364,455,4,11,2,0,836
"Charlotte County",-,"302 - Drakes Branch",275,368,0,9,2,0,654
"Charlotte County",-,"401 - Keysville",297,516,2,6,2,0,823
"Charlotte County",-,"501 - Cullen",176,269,0,4,1,0,450
"Charlotte County",-,"503 - Red House",165,141,1,0,2,0,309
"Charlotte County",-,"602 - Phenix",286,521,4,5,1,0,817
"Charlotte County",-,"701 - Bacon",218,157,0,3,1,0,379
"Charlotte County",-,"702 - Saxe",152,213,4,5,0,0,374
"Charlotte County",-,"Ab - Central Absentee Precinct",232,233,0,2,1,0,468
"Charlotte County",-,Provisional,1,0,0,0,0,0,1
"Charlottesville City",-,"101 - Recreation","1,708",465,20,2,14,7,"2,216"
"Charlottesville City",-,"102 - Clark","1,984",432,25,8,9,15,"2,473"
"Charlottesville City",-,"201 - Carver","1,774",361,22,3,10,3,"2,173"
"Charlottesville City",-,"202 - Walker","1,900",745,22,8,10,9,"2,694"
"Charlottesville City",-,"301 - Benjamin Tonsler","1,592",234,19,4,18,4,"1,871"
"Charlottesville City",-,"302 - Johnson","1,750",619,28,7,8,8,"2,420"
"Charlottesville City",-,"303 - Buford","1,305",286,29,3,13,4,"1,640"
"Charlottesville City",-,"401 - Venable","1,108",588,36,0,9,1,"1,742"
"Charlottesville City",-,"402 - Alumni Hall","1,091",527,20,0,6,3,"1,647"
"Charlottesville City",-,"Ab - Central Absentee Precinct","2,278",578,16,9,12,6,"2,899"
"Charlottesville City",-,Provisional,20,9,0,0,0,0,29
"Chesapeake City",-,"1 - Great Bridge",659,"1,234",16,0,2,5,"1,916"
"Chesapeake City",-,"2 - Bethel",392,"1,268",19,4,1,3,"1,687"
"Chesapeake City",-,"3 - Camelot","2,164",113,6,0,1,5,"2,289"
"Chesapeake City",-,"4 - Churchland",448,871,12,5,2,1,"1,339"
"Chesapeake City",-,"5 - Crestwood","1,573",144,13,0,2,3,"1,735"
"Chesapeake City",-,"6 - Deep Creek","1,374","1,240",22,12,7,3,"2,658"
"Chesapeake City",-,"7 - Greenbrier",754,"1,308",22,1,1,3,"2,089"
"Chesapeake City",-,"8 - South Norfolk Recreation",949,825,11,4,2,5,"1,796"
"Chesapeake City",-,"9 - Bells Mill",862,"1,755",25,6,6,3,"2,657"
"Chesapeake City",-,"10 - Oscar Smith",472,441,14,3,1,3,934
"Chesapeake City",-,"11 - Geneva Park",806,780,11,5,6,10,"1,618"
"Chesapeake City",-,"12 - Georgetown","1,268",208,7,3,1,1,"1,488"
"Chesapeake City",-,"13 - Gilmerton",757,918,16,5,2,7,"1,705"
"Chesapeake City",-,"14 - Grassfield",151,285,3,1,1,1,442
"Chesapeake City",-,"15 - B M Williams",893,675,12,5,3,3,"1,591"
"Chesapeake City",-,"16 - Hickory Grove",518,"1,361",15,6,3,2,"1,905"
"Chesapeake City",-,"17 - Indian Creek",329,884,19,2,2,2,"1,238"
"Chesapeake City",-,"18 - Indian River",943,368,9,4,2,6,"1,332"
"Chesapeake City",-,"19 - Jolliff",331,778,14,4,2,2,"1,131"
"Chesapeake City",-,"20 - E W Chittum",682,"1,173",14,4,5,3,"1,881"
"Chesapeake City",-,"21 - Fellowship",578,951,4,3,2,5,"1,543"
"Chesapeake City",-,"22 - Norfolk Highlands",486,660,13,13,5,3,"1,180"
"Chesapeake City",-,"23 - Oak Grove",814,844,13,3,1,9,"1,684"
"Chesapeake City",-,"24 - Oaklette","1,062",566,9,7,3,40,"1,687"
"Chesapeake City",-,"25 - St Julians",556,453,9,4,2,4,"1,028"
"Chesapeake City",-,"26 - Johnson Park",618,225,4,0,2,2,851
"Chesapeake City",-,"27 - Silverwood",848,"1,223",29,4,3,5,"2,112"
"Chesapeake City",-,"28 - Sunray I",57,166,2,0,0,0,225
"Chesapeake City",-,"29 - Tanglewood",479,938,9,1,3,4,"1,434"
"Chesapeake City",-,"30 - South Norfolk",838,22,1,0,0,4,865
"Chesapeake City",-,"31 - Carver School","1,634",277,6,2,1,5,"1,925"
"Chesapeake City",-,"32 - Providence","2,099",80,1,0,1,7,"2,188"
"Chesapeake City",-,"33 - Westover",418,569,15,2,1,0,"1,005"
"Chesapeake City",-,"34 - Hickory Middle School",613,"1,849",27,3,4,4,"2,500"
"Chesapeake City",-,"35 - Taylor Road",798,371,17,2,1,8,"1,197"
"Chesapeake City",-,"36 - Great Bridge Baptist Church",762,"1,482",26,4,3,5,"2,282"
"Chesapeake City",-,"37 - Bridgetown",522,"1,009",17,3,0,0,"1,551"
"Chesapeake City",-,"38 - Bailey Creek",444,"1,140",7,2,1,3,"1,597"
"Chesapeake City",-,"39 - Lake Drummond",267,500,4,2,1,1,775
"Chesapeake City",-,"40 - River Birch",937,836,19,3,6,4,"1,805"
"Chesapeake City",-,"41 - John T West","1,323","1,069",18,9,1,7,"2,427"
"Chesapeake City",-,"42 - Parkways",836,599,7,4,0,4,"1,450"
"Chesapeake City",-,"43 - Pleasant Crossing",409,"1,130",10,3,2,3,"1,557"
"Chesapeake City",-,"44 - Nansemond",541,563,4,2,2,0,"1,112"
"Chesapeake City",-,"45 - Sunray II",392,181,0,1,3,4,581
"Chesapeake City",-,"46 - Bells Mill II",630,875,13,2,2,5,"1,527"
"Chesapeake City",-,"47 - Green Sea",274,722,11,2,2,5,"1,016"
"Chesapeake City",-,"48 - Jolliff Middle School","1,656",138,4,4,2,4,"1,808"
"Chesapeake City",-,"49 - Waterway","1,098","1,574",15,3,4,6,"2,700"
"Chesapeake City",-,"50 - River Walk",935,815,17,1,0,5,"1,773"
"Chesapeake City",-,"51 - Coopers Way",539,"1,541",23,2,5,2,"2,112"
"Chesapeake City",-,"52 - Shipyard Road",959,650,14,6,0,5,"1,634"
"Chesapeake City",-,"53 - Fairways",655,539,13,3,2,6,"1,218"
"Chesapeake City",-,"54 - Pughsville","1,234",469,11,2,1,7,"1,724"
"Chesapeake City",-,"55 - Georgetown East",875,264,7,1,1,4,"1,152"
"Chesapeake City",-,"56 - Green Tree",775,593,10,5,4,5,"1,392"
"Chesapeake City",-,"57 - Cypress",849,729,19,7,3,6,"1,613"
"Chesapeake City",-,"58 - Expressway",473,181,5,0,4,6,669
"Chesapeake City",-,"59 - Clearfield",393,523,4,3,1,4,928
"Chesapeake City",-,"60 - Parker Road",637,"1,536",20,2,7,4,"2,206"
"Chesapeake City",-,"61 - Centerville",390,"1,138",9,1,1,1,"1,540"
"Chesapeake City",-,"62 - Fentress",621,"1,225",25,4,2,10,"1,887"
"Chesapeake City",-,"63 - Poplar Branch",285,896,9,0,0,0,"1,190"
"Chesapeake City",-,"Ab - Central Absentee Precinct","7,029","5,108",71,13,16,22,"12,259"
"Chesapeake City",-,Provisional,89,52,2,0,0,0,143
"Chesterfield County",-,"101 - Bellwood (CD 4)",607,640,10,4,4,4,"1,269"
"Chesterfield County",-,"102 - South Chester (CD 4)","1,055","1,177",20,11,5,13,"2,281"
"Chesterfield County",-,"103 - Enon (CD 4)",864,"1,575",27,2,3,5,"2,476"
"Chesterfield County",-,"104 - North Chester (CD 4)",818,"1,493",24,10,5,4,"2,354"
"Chesterfield County",-,"105 - Drewrys Bluff (CD 4)","1,141",622,10,6,1,7,"1,787"
"Chesterfield County",-,"106 - Harrowgate (CD 4)","1,538","1,397",26,8,8,13,"2,990"
"Chesterfield County",-,"107 - Wells (CD 4)","1,067","1,062",15,6,4,5,"2,159"
"Chesterfield County",-,"108 - Ecoff (CD 4)",971,"1,853",21,4,4,11,"2,864"
"Chesterfield County",-,"109 - Elizabeth Scott (CD 4)","1,406","1,724",11,4,2,4,"3,151"
"Chesterfield County",-,"110 - Dutch Gap (CD 4)",629,806,11,4,1,6,"1,457"
"Chesterfield County",-,"111 - Iron Bridge (CD 4)","1,476","1,786",20,4,2,15,"3,303"
"Chesterfield County",-,"112 - Carver (CD 4)",919,933,15,6,2,7,"1,882"
"Chesterfield County",-,"201 - Gates (CD 4)",768,939,14,6,4,7,"1,738"
"Chesterfield County",-,"202 - Beulah (CD 4)","1,379",871,14,7,4,8,"2,283"
"Chesterfield County",-,"203 - Bird (CD 4)",962,640,12,7,3,3,"1,627"
"Chesterfield County",-,"204 - Jacobs (CD 4)",705,731,13,12,3,4,"1,468"
"Chesterfield County",-,"205 - Falling Creek (CD 4)","1,570",913,9,9,7,4,"2,512"
"Chesterfield County",-,"206 - Belmont (CD 7)","1,088",232,4,2,0,2,"1,328"
"Chesterfield County",-,"207 - Chippenham (CD 4)",638,216,7,2,0,6,869
"Chesterfield County",-,"208 - Meadowbrook (CD 4)","1,501",637,13,4,1,7,"2,163"
"Chesterfield County",-,"209 - Salem Church (CD 4)","1,171","1,446",34,9,5,6,"2,671"
"Chesterfield County",-,"210 - Five Forks (CD 4)","1,525","1,079",19,7,2,9,"2,641"
"Chesterfield County",-,"211 - Nash (CD 4)",798,"1,966",24,1,2,3,"2,794"
"Chesterfield County",-,"212 - St. Luke's (CD 4)",573,741,9,4,0,4,"1,331"
"Chesterfield County",-,"213 - Southside (CD 4)","2,392",771,9,4,2,5,"3,183"
"Chesterfield County",-,"214 - Hopkins (CD 4)",367,51,2,0,0,1,421
"Chesterfield County",-,"301 - Ettrick (CD 4)","3,136",429,1,2,4,58,"3,630"
"Chesterfield County",-,"302 - Deer Run (CD 4)",367,603,15,2,2,4,993
"Chesterfield County",-,"303 - Matoaca (CD 4)","1,412","1,330",16,6,2,19,"2,785"
"Chesterfield County",-,"304 - Winfrees Store (CD 4)",760,"1,866",19,8,4,7,"2,664"
"Chesterfield County",-,"305 - Beach (CD 4)",568,"1,097",12,3,2,12,"1,694"
"Chesterfield County",-,"306 - Winterpock (CD 4)",649,"1,942",23,7,2,5,"2,628"
"Chesterfield County",-,"307 - Cosby (CD 4)",998,"1,632",35,5,3,4,"2,677"
"Chesterfield County",-,"308 - South Manchester (CD 4)",419,370,5,1,6,2,803
"Chesterfield County",-,"309 - Skinquarter (CD 7)",681,"1,845",30,11,2,1,"2,570"
"Chesterfield County",-,"310 - Tomahawk (CD 7)",873,"1,462",26,4,5,7,"2,377"
"Chesterfield County",-,"313 - Woolridge (CD 7)","1,021","1,824",19,3,8,8,"2,883"
"Chesterfield County",-,"315 - Bailey Bridge (CD 4)",665,"1,642",18,10,2,7,"2,344"
"Chesterfield County",-,"316 - Spring Run (CD 4)",956,"1,403",19,11,8,4,"2,401"
"Chesterfield County",-,"317 - Birkdale (CD 4)",833,"1,581",13,5,1,8,"2,441"
"Chesterfield County",-,"401 - Harbour Pointe (CD 7)",593,895,17,1,0,5,"1,511"
"Chesterfield County",-,"402 - Genito (CD 7)","1,597","1,919",26,11,13,11,"3,577"
"Chesterfield County",-,"403 - Brandermill (CD 7)",980,"1,461",38,7,8,3,"2,497"
"Chesterfield County",-,"404 - Providence (CD 7)","1,129","1,001",24,9,6,10,"2,179"
"Chesterfield County",-,"405 - La Prade (CD 7)",979,"1,271",22,3,4,6,"2,285"
"Chesterfield County",-,"406 - Smoketree (CD 7)",658,"1,311",19,4,1,1,"1,994"
"Chesterfield County",-,"407 - Monacan (CD 7)",513,737,12,2,3,3,"1,270"
"Chesterfield County",-,"408 - Reams (CD 7)","1,650","1,162",34,3,7,5,"2,861"
"Chesterfield County",-,"409 - Manchester (CD 7)",567,566,19,3,0,5,"1,160"
"Chesterfield County",-,"410 - Wagstaff (CD 7)",583,717,15,2,5,1,"1,323"
"Chesterfield County",-,"411 - Swift Creek (CD 7)",921,"1,276",29,7,8,10,"2,251"
"Chesterfield County",-,"413 - Shenandoah (CD 7)","1,020",945,17,5,3,8,"1,998"
"Chesterfield County",-,"414 - Crenshaw (CD 4)","1,475","1,749",42,16,4,6,"3,292"
"Chesterfield County",-,"415 - Evergreen (CD 7)",961,"1,415",22,7,5,7,"2,417"
"Chesterfield County",-,"416 - Evergreen West (CD 7)",408,530,8,2,0,1,949
"Chesterfield County",-,"417 - Edgewater (CD 7)",270,514,10,0,2,1,797
"Chesterfield County",-,"501 - Huguenot (CD 7)",758,937,17,2,7,1,"1,722"
"Chesterfield County",-,"502 - Crestwood (CD 7)",518,733,12,5,1,6,"1,275"
"Chesterfield County",-,"503 - Midlothian (CD 7)","1,306","2,798",29,7,5,5,"4,150"
"Chesterfield County",-,"504 - Robious (CD 7)",896,"2,140",22,3,4,7,"3,072"
"Chesterfield County",-,"505 - Bon Air (CD 7)",993,"1,354",25,4,6,2,"2,384"
"Chesterfield County",-,"506 - Greenfield (CD 7)","1,118","1,190",37,7,3,10,"2,365"
"Chesterfield County",-,"507 - Salisbury (CD 7)",825,"2,128",17,2,4,6,"2,982"
"Chesterfield County",-,"508 - Belgrade (CD 7)","1,062","1,312",22,6,3,7,"2,412"
"Chesterfield County",-,"509 - Cranbeck (CD 7)",680,655,16,5,4,11,"1,371"
"Chesterfield County",-,"510 - Sycamore (CD 7)",807,"1,588",24,5,5,4,"2,433"
"Chesterfield County",-,"511 - Black Heath (CD 7)",496,"1,109",14,4,2,2,"1,627"
"Chesterfield County",-,"513 - Beaufont (CD 7)",762,302,11,2,3,6,"1,086"
"Chesterfield County",-,"514 - Watkins (CD 7)",940,"1,773",19,8,1,2,"2,743"
"Chesterfield County",-,"515 - Davis (CD 7)","1,496",377,10,4,4,5,"1,896"
"Chesterfield County",-,"516 - Pocoshock (CD 7)",985,286,5,0,2,1,"1,279"
"Chesterfield County",-,"517 - Roseland (CD 7)",71,205,4,0,0,0,280
"Chesterfield County",-,"Ab - Central Absentee Precinct (CD 4)","4,854","4,759",42,26,10,31,"9,722"
"Chesterfield County",-,"Ab - Central Absentee Precinct (CD 7)","3,407","4,374",57,12,16,16,"7,882"
"Chesterfield County",-,"Provisional (CD 4)",98,65,3,0,0,0,166
"Chesterfield County",-,"Provisional (CD 7)",52,53,1,0,0,0,106
"Clarke County",-,"101 - Russell",493,932,18,11,7,2,"1,463"
"Clarke County",-,"201 - Berryville",613,608,33,8,11,2,"1,275"
"Clarke County",-,"301 - Millwood",410,558,8,6,4,6,992
"Clarke County",-,"302 - Pine Grove",184,258,7,1,1,1,452
"Clarke County",-,"401 - White Post",561,781,19,8,7,3,"1,379"
"Clarke County",-,"501 - Buckmarsh",421,585,14,3,4,6,"1,033"
"Clarke County",-,"502 - Blue Ridge",170,183,10,1,2,3,369
"Clarke County",-,"Ab - Central Absentee Precinct",385,390,9,0,7,5,796
"Clarke County",-,Provisional,2,1,0,0,0,0,3
"Colonial Heights City",-,"1 - First",465,714,19,2,8,3,"1,211"
"Colonial Heights City",-,"2 - Second",420,870,13,8,2,6,"1,319"
"Colonial Heights City",-,"3 - Third",496,998,16,4,5,1,"1,520"
"Colonial Heights City",-,"4 - Fourth",557,"1,122",11,4,1,8,"1,703"
"Colonial Heights City",-,"5 - Fifth",343,"1,420",14,3,2,2,"1,784"
"Colonial Heights City",-,"Ab - Central Absentee Precinct",263,817,1,2,0,4,"1,087"
"Covington City",-,"101 - Precinct 1-1",191,108,2,3,1,0,305
"Covington City",-,"201 - Precinct 2-1",242,179,2,1,0,1,425
"Covington City",-,"301 - Precinct 3-1",261,107,4,3,0,0,375
"Covington City",-,"401 - Precinct 4-1",262,257,0,7,0,0,526
"Covington City",-,"501 - Precinct 5-1",266,258,4,5,0,0,533
"Covington City",-,"Ab - Central Absentee Precinct",97,66,1,1,1,0,166
"Craig County",-,"101 - Court House",139,346,6,13,0,1,505
"Craig County",-,"201 - Ammendale Precinct",137,379,5,6,0,0,527
"Craig County",-,"202 - North Mountain",33,51,0,5,0,0,89
"Craig County",-,"301 - Givens & Reynolds Store",122,169,2,4,0,1,298
"Craig County",-,"302 - Mcguires Store",62,74,1,2,1,0,140
"Craig County",-,"303 - Marshalls Store",20,92,0,10,0,0,122
"Craig County",-,"401 - Barbours Creek",64,97,3,3,0,0,167
"Craig County",-,"402 - Paint Bank",25,21,0,1,0,0,47
"Craig County",-,"403 - Craig Springs",55,160,0,2,0,0,217
"Craig County",-,"404 - Forks Of Johns Creek",26,34,0,2,0,0,62
"Craig County",-,"501 - Craig City",147,334,4,7,0,1,493
"Craig County",-,Provisional,0,0,0,0,0,0,0
"Culpeper County",-,"101 - West Fairfax","1,101","1,156",23,9,4,2,"2,295"
"Culpeper County",-,"201 - East Fairfax","1,172",771,18,4,2,5,"1,972"
"Culpeper County",-,"302 - Eggbornsville",379,744,8,3,2,3,"1,139"
"Culpeper County",-,"303 - Cardova",367,532,8,1,0,3,911
"Culpeper County",-,"304 - Willow Shade",243,231,7,0,3,1,485
"Culpeper County",-,"401 - Eldorado",458,738,10,5,1,1,"1,213"
"Culpeper County",-,"402 - Browns Store",668,"1,138",17,3,1,0,"1,827"
"Culpeper County",-,"501 - Jeffersonton",563,"1,073",21,4,8,1,"1,670"
"Culpeper County",-,"502 - Rixeyville",473,993,16,3,3,1,"1,489"
"Culpeper County",-,"601 - Mitchells",111,159,4,1,3,0,278
"Culpeper County",-,"602 - Pearl Sample",612,917,12,3,5,3,"1,552"
"Culpeper County",-,"603 - South Ridge",297,288,9,2,1,1,598
"Culpeper County",-,"702 - Brandy Station",511,985,18,18,3,1,"1,536"
"Culpeper County",-,"703 - Lignum",319,522,4,4,1,1,851
"Culpeper County",-,"704 - Richardsville",131,250,4,8,1,0,394
"Culpeper County",-,"Ab - Central Absentee Precinct",871,"1,072",21,5,8,4,"1,981"
"Culpeper County",-,Provisional,9,11,0,0,0,3,23
"Cumberland County",-,"101 - Precinct 1",430,539,5,4,2,2,982
"Cumberland County",-,"201 - Precinct 2",378,579,4,12,5,1,979
"Cumberland County",-,"301 - Precinct 3",605,319,2,6,3,1,936
"Cumberland County",-,"401 - Precinct 4",421,493,3,7,4,1,929
"Cumberland County",-,"501 - Precinct 5",448,437,9,4,0,3,901
"Cumberland County",-,"Ab - Central Absentee Precinct",140,171,3,7,0,0,321
"Danville City",-,"1 - Ward One",431,23,0,3,1,0,458
"Danville City",-,"2 - Ward Two",406,193,4,2,0,1,606
"Danville City",-,"3 - Ward Three",549,35,2,2,0,1,589
"Danville City",-,"4 - Ward Four","1,063",899,10,16,5,4,"1,997"
"Danville City",-,"5 - Ward Five",291,315,4,2,2,1,615
"Danville City",-,"6 - Ward Six",586,58,2,3,1,0,650
"Danville City",-,"7 - Ward Seven",970,116,0,3,2,0,"1,091"
"Danville City",-,"8 - Ward Eight",595,319,0,8,2,0,924
"Danville City",-,"9 - Ward Nine",505,332,3,7,0,1,848
"Danville City",-,"10 - Ward Ten",577,480,3,3,1,2,"1,066"
"Danville City",-,"11 - Ward Eleven","1,121",550,1,6,0,0,"1,678"
"Danville City",-,"12 - Ward Twelve","1,036",655,3,13,4,3,"1,714"
"Danville City",-,"13 - Ward Thirteen",970,490,9,8,4,3,"1,484"
"Danville City",-,"14 - Ward Fourteen",269,6,0,0,1,0,276
"Danville City",-,"15 - Ward Fifteen",674,644,2,8,0,2,"1,330"
"Danville City",-,"16 - Ward Sixteen",656,853,3,6,3,4,"1,525"
"Danville City",-,"17 - Ward Seventeen",377,857,3,10,5,1,"1,253"
"Danville City",-,"Ab - Central Absentee Precinct","1,139",931,6,10,2,25,"2,113"
"Danville City",-,Provisional,3,7,0,0,0,0,10
"Dickenson County",-,"101 - South Clintwood",422,848,21,7,2,8,"1,308"
"Dickenson County",-,"201 - Nora",157,260,5,3,2,4,431
"Dickenson County",-,"202 - Frying Pan",57,120,0,3,0,0,180
"Dickenson County",-,"203 - Clinchco",269,303,2,3,2,3,582
"Dickenson County",-,"301 - West Dante",28,169,0,1,0,0,198
"Dickenson County",-,"302 - Herald",59,273,2,0,0,1,335
"Dickenson County",-,"303 - Ridge",101,300,2,2,2,1,408
"Dickenson County",-,"304 - Longs Fork",91,236,3,4,0,0,334
"Dickenson County",-,"401 - Haysi-colley",310,316,7,8,4,3,648
"Dickenson County",-,"402 - Haysi",261,311,3,8,4,0,587
"Dickenson County",-,"501 - Tarpon",129,143,1,6,0,1,280
"Dickenson County",-,"502 - North Clintwood",134,222,4,2,4,1,367
"Dickenson County",-,"503 - North Clintwood",175,385,1,1,3,1,566
"Dickenson County",-,"Ab - Central Absentee Precinct",279,388,6,4,1,1,679
"Dickenson County",-,Provisional,1,0,0,0,0,1,2
"Dinwiddie County",-,"101 - White Oak",164,371,1,4,0,1,541
"Dinwiddie County",-,"102 - Rocky Run",324,598,2,6,1,0,931
"Dinwiddie County",-,"103 - Church Road",328,977,8,6,5,2,"1,326"
"Dinwiddie County",-,"201 - Rohoic",388,295,1,1,1,1,687
"Dinwiddie County",-,"202 - Sutherland",817,"1,089",11,3,0,3,"1,923"
"Dinwiddie County",-,"301 - Reams",202,323,3,1,2,0,531
"Dinwiddie County",-,"302 - New Hope",395,550,3,3,4,0,955
"Dinwiddie County",-,"303 - Little Zion",876,552,7,10,3,0,"1,448"
"Dinwiddie County",-,"401 - Dinwiddie",664,795,6,9,2,4,"1,480"
"Dinwiddie County",-,"402 - Mckenney",394,415,4,6,1,2,822
"Dinwiddie County",-,"403 - Cherry Hill",356,226,2,2,3,0,589
"Dinwiddie County",-,"501 - Edgehill",235,71,6,1,1,3,317
"Dinwiddie County",-,"502 - Chesdin","1,407",613,6,4,8,1,"2,039"
"Emporia City",-,"101 - Precinct 1-1",366,91,0,0,0,0,457
"Emporia City",-,"201 - Precinct 2-1",251,30,0,0,0,0,281
"Emporia City",-,"301 - Precinct 3-1",190,213,0,1,0,1,405
"Emporia City",-,"401 - Precinct 4-1",260,222,3,4,1,1,491
"Emporia City",-,"501 - Precinct 5-1",294,9,0,1,1,0,305
"Emporia City",-,"601 - District 6",177,238,0,0,2,1,418
"Emporia City",-,"701 - District 7",255,83,0,0,0,1,339
"Essex County",-,"101 - Greater Tappahannock",607,527,5,6,0,2,"1,147"
"Essex County",-,"201 - North",913,377,3,2,3,0,"1,298"
"Essex County",-,"301 - South",531,787,2,5,2,0,"1,327"
"Essex County",-,"401 - Central",630,668,15,6,3,0,"1,322"
"Essex County",-,"Ab - Central Absentee Precinct",333,243,2,1,0,0,579
"Essex County",-,Provisional,2,0,0,0,0,2,4
"Fairfax County",-,"104 - Chapel (CD 11)",851,774,10,2,4,1,"1,642"
"Fairfax County",-,"105 - Fairview (CD 11)","1,821","1,261",34,7,8,8,"3,139"
"Fairfax County",-,"106 - Heritage (CD 11)","1,730",631,26,5,11,5,"2,408"
"Fairfax County",-,"108 - Kings Park (CD 11)",938,742,21,6,4,2,"1,713"
"Fairfax County",-,"109 - Little Run (CD 11)","1,224","1,018",25,3,7,4,"2,281"
"Fairfax County",-,"110 - North Springfield (CD 11)","1,620","1,059",13,3,10,3,"2,708"
"Fairfax County",-,"113 - Canterbury (CD 11)","1,502","1,220",24,6,9,4,"2,765"
"Fairfax County",-,"115 - Ravensworth (CD 11)",676,545,11,1,2,4,"1,239"
"Fairfax County",-,"116 - Wakefield (CD 11)",893,645,10,2,2,2,"1,554"
"Fairfax County",-,"117 - Woodson (CD 11)","1,028",809,11,1,5,3,"1,857"
"Fairfax County",-,"118 - Lake Braddock (CD 11)","1,736",941,31,3,8,5,"2,724"
"Fairfax County",-,"119 - Laurel (CD 11)","1,547","1,171",28,4,21,1,"2,772"
"Fairfax County",-,"120 - Sideburn (CD 11)","1,054","1,157",12,3,4,5,"2,235"
"Fairfax County",-,"121 - Villa (CD 11)",738,614,12,3,5,7,"1,379"
"Fairfax County",-,"123 - Robinson (CD 11)","1,553","1,273",29,4,7,6,"2,872"
