County/City,Ward,Pct,"Jason Stuart Redding Miyares","Mark Rankin Herring","All Others","Total Votes Cast"
"Prince William County",-,"514 - Antietam (CD 11)",500,731,2,"1,233"
"Prince William County",-,"601 - Dale (CD 11)",213,527,4,744
"Prince William County",-,"602 - Beville (CD 11)",381,898,3,"1,282"
"Prince William County",-,"603 - Hampton (CD 11)",159,499,0,658
"Prince William County",-,"604 - Gideon (CD 11)",237,489,1,727
"Prince William County",-,"605 - Minnieville (CD 11)",325,407,5,737
"Prince William County",-,"606 - Bel Air (CD 11)",337,421,3,761
"Prince William County",-,"607 - Kerrydale (CD 11)",352,682,0,"1,034"
"Prince William County",-,"608 - Enterprise (CD 11)",313,539,1,853
"Prince William County",-,"609 - King (CD 1)",8,38,0,46
"Prince William County",-,"609 - King (CD 11)",446,721,2,"1,169"
"Prince William County",-,"610 - Fitzgerald (CD 11)",343,716,2,"1,061"
"Prince William County",-,"611 - Neabsco (CD 11)",252,471,2,725
"Prince William County",-,"701 - Belmont (CD 11)",448,531,0,979
"Prince William County",-,"702 - Library (CD 11)",255,651,1,907
"Prince William County",-,"703 - Lynn (CD 11)",124,317,0,441
"Prince William County",-,"704 - Porter (CD 11)",192,593,1,786
"Prince William County",-,"705 - Potomac View (CD 11)",270,309,1,580
"Prince William County",-,"706 - Rippon (CD 11)",378,591,0,969
"Prince William County",-,"707 - Kilby (CD 11)",293,442,1,736
"Prince William County",-,"708 - River Oaks (CD 11)",235,732,1,968
"Prince William County",-,"709 - Freedom (CD 11)",214,709,4,927
"Prince William County",-,"710 - Powells Creek (CD 11)",169,661,1,831
"Prince William County",-,"711 - Grayson (CD 11)",248,576,1,825
"Prince William County",-,"712 - Leesylvania (CD 11)",408,609,1,"1,018"
"Prince William County",-,"##ab - Central Absentee Precinct (CD 1)","1,918","5,201",1,"7,120"
"Prince William County",-,"##ab - Central Absentee Precinct (CD 10)","1,014","2,338",2,"3,354"
"Prince William County",-,"##ab - Central Absentee Precinct (CD 11)","1,332","5,438",6,"6,776"
"Prince William County",-,"##ev - Central Absentee Precinct (CD 1)","7,616","9,788",10,"17,414"
"Prince William County",-,"##ev - Central Absentee Precinct (CD 10)","6,027","5,825",6,"11,858"
"Prince William County",-,"##ev - Central Absentee Precinct (CD 11)","3,580","9,787",9,"13,376"
"Prince William County",-,"##pe - Central Absentee Precinct (CD 1)",96,262,0,358
"Prince William County",-,"##pe - Central Absentee Precinct (CD 10)",42,85,1,128
"Prince William County",-,"##pe - Central Absentee Precinct (CD 11)",65,243,0,308
"Prince William County",-,"Provisional (CD 1)",51,116,0,167
"Prince William County",-,"Provisional (CD 10)",17,29,0,46
"Prince William County",-,"Provisional (CD 11)",31,131,0,162
"Pulaski County",-,"101 - Belspring",373,98,0,471
"Pulaski County",-,"102 - New River",816,342,2,"1,160"
"Pulaski County",-,"103 - West Cloyd",497,112,0,609
"Pulaski County",-,"201 - Draper",636,114,0,750
"Pulaski County",-,"202 - South Pulaski",93,28,0,121
"Pulaski County",-,"203 - Newbern",841,224,0,"1,065"
"Pulaski County",-,"301 - Dublin",788,154,0,942
"Pulaski County",-,"302 - Hiwassee",215,42,0,257
"Pulaski County",-,"304 - Snowville",554,97,1,652
"Pulaski County",-,"401 - Massie",905,173,1,"1,079"
"Pulaski County",-,"402 - Walker",417,62,0,479
"Pulaski County",-,"501 - Robinson",909,239,0,"1,148"
"Pulaski County",-,"##ab - Central Absentee Precinct",365,656,1,"1,022"
"Pulaski County",-,"##ev - Central Absentee Precinct","2,137","1,033",2,"3,172"
"Pulaski County",-,"##pe - Central Absentee Precinct",5,11,1,17
"Pulaski County",-,Provisional,4,8,0,12
"Radford City",-,"1 - East Precinct",261,231,2,494
"Radford City",-,"2 - Central Precinct",469,320,0,789
"Radford City",-,"3 - West Precinct",598,306,2,906
"Radford City",-,"4 - New River Precinct",204,166,0,370
"Radford City",-,"##ab - Central Absentee Precinct",78,227,1,306
"Radford City",-,"##ev - Central Absentee Precinct",615,676,0,"1,291"
"Radford City",-,"##pe - Central Absentee Precinct",1,0,0,1
"Radford City",-,Provisional,0,5,0,5
"Rappahannock County",-,"101 - Washington",371,204,0,575
"Rappahannock County",-,"201 - Amissville",492,156,2,650
"Rappahannock County",-,"301 - Sperryville",333,223,0,556
"Rappahannock County",-,"401 - Scrabble",373,173,1,547
"Rappahannock County",-,"501 - Chester Gap",251,48,0,299
"Rappahannock County",-,"502 - Flint Hill",195,133,0,328
"Rappahannock County",-,"##ab - Central Absentee Precinct",87,334,2,423
"Rappahannock County",-,"##ev - Central Absentee Precinct",353,440,0,793
"Rappahannock County",-,"##pe - Central Absentee Precinct",1,8,0,9
"Rappahannock County",-,Provisional,0,6,0,6
"Richmond County",-,"101 - Precinct 1-1",174,132,0,306
"Richmond County",-,"201 - Precinct 2-1",305,73,0,378
"Richmond County",-,"301 - Precinct 3-1",235,79,0,314
"Richmond County",-,"401 - Precinct 4-1",388,102,0,490
"Richmond County",-,"501 - Precinct 5-1",380,81,0,461
"Richmond County",-,"##ab - Central Absentee Precinct",719,510,0,"1,229"
"Richmond County",-,"##ev - Central Absentee Precinct",0,0,0,0
"Richmond County",-,"##pe - Central Absentee Precinct",0,0,0,0
"Richmond County",-,Provisional,0,0,0,0
"Richmond City",-,"101 - One Hundred One (CD 4)",161,237,0,398
"Richmond City",-,"102 - One Hundred Two (CD 4)",328,316,0,644
"Richmond City",-,"104 - One Hundred Four (CD 4)",574,497,1,"1,072"
"Richmond City",-,"105 - One Hundred Five (CD 4)",392,599,1,992
"Richmond City",-,"106 - One Hundred Six (CD 4)",674,340,1,"1,015"
"Richmond City",-,"111 - One Hundred Eleven (CD 4)",371,520,2,893
"Richmond City",-,"112 - One Hundred Twelve (CD 4)",251,477,1,729
"Richmond City",-,"113 - One Hundred Thirteen (CD 4)",234,927,7,"1,168"
"Richmond City",-,"114 - One Hundred Fourteen (CD 4)",290,"1,011",1,"1,302"
"Richmond City",-,"115 - One Hundred Fifteen (CD 4)",372,424,0,796
"Richmond City",-,"203 - Two Hundred Three (CD 4)",174,384,2,560
"Richmond City",-,"204 - Two Hundred Four (CD 4)",230,859,5,"1,094"
"Richmond City",-,"206 - Two Hundred Six (CD 4)",51,360,2,413
"Richmond City",-,"207 - Two Hundred Seven (CD 4)",249,934,1,"1,184"
"Richmond City",-,"208 - Two Hundred Eight (CD 4)",234,808,3,"1,045"
"Richmond City",-,"213 - Two Hundred Thirteen (CD 4)",79,961,4,"1,044"
"Richmond City",-,"214 - Two Hundred Fourteen (CD 4)",56,404,2,462
"Richmond City",-,"215 - Two Hundred Fifteen (CD 4)",230,580,1,811
"Richmond City",-,"301 - Three Hundred One (CD 4)",31,320,0,351
"Richmond City",-,"302 - Three Hundred Two (CD 4)",107,357,0,464
"Richmond City",-,"303 - Three Hundred Three (CD 4)",42,431,1,474
"Richmond City",-,"304 - Three Hundred Four (CD 4)",44,628,3,675
"Richmond City",-,"305 - Three Hundred Five (CD 4)",85,599,0,684
"Richmond City",-,"306 - Three Hundred Six (CD 4)",40,384,2,426
"Richmond City",-,"307 - Three Hundred Seven (CD 4)",177,433,1,611
"Richmond City",-,"308 - Three Hundred Eight (CD 4)",187,525,0,712
"Richmond City",-,"309 - Three Hundred Nine (CD 4)",155,312,0,467
"Richmond City",-,"310 - Three Hundred Ten (CD 4)",8,129,0,137
"Richmond City",-,"402 - Four Hundred Two (CD 4)",402,"1,153",4,"1,559"
"Richmond City",-,"404 - Four Hundred Four (CD 4)",259,829,1,"1,089"
"Richmond City",-,"409 - Four Hundred Nine (CD 4)",452,544,0,996
"Richmond City",-,"410 - Four Hundred Ten (CD 4)",285,614,1,900
"Richmond City",-,"412 - Four Hundred Twelve (CD 4)",175,673,1,849
"Richmond City",-,"413 - Four Hundred Thirteen (CD 4)",298,601,3,902
"Richmond City",-,"414 - Four Hundred Fourteen (CD 4)",448,633,3,"1,084"
"Richmond City",-,"415 - Four Hundred Fifteen (CD 4)",346,480,0,826
"Richmond City",-,"501 - Five Hundred One (CD 4)",189,996,4,"1,189"
"Richmond City",-,"503 - Five Hundred Three (CD 4)",130,958,4,"1,092"
"Richmond City",-,"504 - Five Hundred Four (CD 4)",168,"1,112",1,"1,281"
"Richmond City",-,"505 - Five Hundred Five (CD 4)",82,507,3,592
"Richmond City",-,"508 - Five Hundred Eight (CD 4)",106,545,1,652
"Richmond City",-,"509 - Five Hundred Nine (CD 4)",52,519,1,572
"Richmond City",-,"510 - Five Hundred Ten (CD 4)",91,745,3,839
"Richmond City",-,"602 - Six Hundred Two (CD 4)",20,304,3,327
"Richmond City",-,"603 - Six Hundred Three (CD 4)",56,631,0,687
"Richmond City",-,"604 - Six Hundred Four (CD 4)",44,462,3,509
"Richmond City",-,"606 - Six Hundred Six (CD 4)",49,663,1,713
"Richmond City",-,"607 - Six Hundred Seven (CD 4)",143,650,3,796
"Richmond City",-,"609 - Six Hundred Nine (CD 4)",194,"1,059",2,"1,255"
"Richmond City",-,"610 - Six Hundred Ten (CD 4)",25,358,1,384
"Richmond City",-,"701 - Seven Hundred One (CD 4)",30,375,1,406
"Richmond City",-,"702 - Seven Hundred Two (CD 4)",56,535,1,592
"Richmond City",-,"703 - Seven Hundred Three (CD 4)",80,729,2,811
"Richmond City",-,"705 - Seven Hundred Five (CD 4)",100,682,3,785
"Richmond City",-,"706 - Seven Hundred Six (CD 4)",100,961,3,"1,064"
"Richmond City",-,"707 - Seven Hundred Seven (CD 4)",226,"1,233",3,"1,462"
"Richmond City",-,"708 - Seven Hundred Eight (CD 4)",192,965,1,"1,158"
"Richmond City",-,"802 - Eight Hundred Two (CD 4)",30,432,0,462
"Richmond City",-,"806 - Eight Hundred Six (CD 4)",62,400,1,463
"Richmond City",-,"810 - Eight Hundred Ten (CD 4)",73,359,0,432
"Richmond City",-,"811 - Eight Hundred Eleven (CD 4)",75,458,0,533
"Richmond City",-,"812 - Eight Hundred Twelve (CD 4)",131,733,3,867
"Richmond City",-,"814 - Eight Hundred Fourteen (CD 4)",32,325,1,358
"Richmond City",-,"902 - Nine Hundred Two (CD 4)",23,178,1,202
"Richmond City",-,"903 - Nine Hundred Three (CD 4)",92,464,1,557
"Richmond City",-,"908 - Nine Hundred Eight (CD 4)",67,498,1,566
"Richmond City",-,"909 - Nine Hundred Nine (CD 4)",93,593,0,686
"Richmond City",-,"910 - Nine Hundred Ten (CD 4)",90,479,2,571
"Richmond City",-,"911 - Nine Hundred Eleven (CD 4)",35,535,0,570
"Richmond City",-,"##ab - Central Absentee Precinct (CD 4)",798,"5,373",10,"6,181"
"Richmond City",-,"##ev - Central Absentee Precinct (CD 4)","3,419","16,929",38,"20,386"
"Richmond City",-,"##pe - Central Absentee Precinct (CD 4)",57,528,2,587
"Richmond City",-,"Provisional (CD 4)",22,168,0,190
"Roanoke County",-,"101 - Catawba (CD 9)",381,85,0,466
"Roanoke County",-,"102 - Mason Valley (CD 9)",345,77,0,422
"Roanoke County",-,"103 - Glenvar (CD 9)",964,299,0,"1,263"
"Roanoke County",-,"104 - Northside (CD 9)",426,233,7,666
"Roanoke County",-,"105 - Peters Creek (CD 9)",923,427,1,"1,351"
"Roanoke County",-,"106 - Green Hill (CD 9)",882,244,1,"1,127"
"Roanoke County",-,"107 - Bennett Springs (CD 9)",438,109,1,548
"Roanoke County",-,"108 - Wildwood (CD 9)",574,178,0,752
"Roanoke County",-,"201 - Plantation (CD 6)",601,255,0,856
"Roanoke County",-,"202 - Burlington (CD 6)",386,236,2,624
"Roanoke County",-,"203 - Mountain View (CD 6)","1,013",378,0,"1,391"
"Roanoke County",-,"204 - Botetourt Springs (CD 9)",753,349,1,"1,103"
"Roanoke County",-,"205 - Orchards (CD 6)","1,025",293,2,"1,320"
"Roanoke County",-,"206 - Hollins (CD 6)",315,147,0,462
"Roanoke County",-,"301 - Bent Mountain (CD 9)",273,125,1,399
"Roanoke County",-,"302 - Poages Mill (CD 6)",933,351,0,"1,284"
"Roanoke County",-,"303 - Windsor Hills (CD 6)",385,251,0,636
"Roanoke County",-,"304 - Oak Grove (CD 6)",807,411,1,"1,219"
"Roanoke County",-,"305 - Castle Rock (CD 6)",825,462,3,"1,290"
"Roanoke County",-,"306 - Garst Mill (CD 6)",344,197,1,542
"Roanoke County",-,"401 - South Lindenwood (CD 6)",481,137,0,618
"Roanoke County",-,"402 - Bonsack (CD 6)",225,82,0,307
"Roanoke County",-,"403 - North Vinton (CD 6)",588,200,0,788
"Roanoke County",-,"404 - South Vinton (CD 6)",610,234,1,845
"Roanoke County",-,"405 - North Lindenwood (CD 6)",606,142,0,748
"Roanoke County",-,"406 - Mount Pleasant (CD 6)",941,251,0,"1,192"
"Roanoke County",-,"501 - Cotton Hill (CD 6)",543,243,0,786
"Roanoke County",-,"502 - Penn Forest (CD 6)",428,203,0,631
"Roanoke County",-,"503 - Cave Spring (CD 6)",521,285,0,806
"Roanoke County",-,"504 - Ogden (CD 6)",384,284,2,670
"Roanoke County",-,"505 - Clearbrook (CD 6)",529,154,0,683
"Roanoke County",-,"506 - Mount Vernon (CD 6)",355,214,0,569
"Roanoke County",-,"507 - Hunting Hills (CD 6)",728,369,2,"1,099"
"Roanoke County",-,"##ab - Central Absentee Precinct (CD 6)",733,"1,539",0,"2,272"
"Roanoke County",-,"##ab - Central Absentee Precinct (CD 9)",359,558,2,919
"Roanoke County",-,"##ev - Central Absentee Precinct (CD 6)","6,064","3,785",5,"9,854"
"Roanoke County",-,"##ev - Central Absentee Precinct (CD 9)","1,215",763,0,"1,978"
"Roanoke County",-,"##pe - Central Absentee Precinct (CD 6)",28,79,0,107
"Roanoke County",-,"##pe - Central Absentee Precinct (CD 9)",15,18,0,33
"Roanoke County",-,"Provisional (CD 6)",12,15,0,27
"Roanoke County",-,"Provisional (CD 9)",10,8,0,18
"Roanoke City",-,"1 -Peters Creek",195,452,0,647
"Roanoke City",-,"2 - Grandview",364,435,1,800
"Roanoke City",-,"3 -Preston Park",545,343,1,889
"Roanoke City",-,"4 - Williamson Road",383,380,3,766
"Roanoke City",-,"5 - East Gate",614,292,1,907
"Roanoke City",-,"6 - Hollins Road",421,243,2,666
"Roanoke City",-,"7 - Southeast",393,227,1,621
"Roanoke City",-,"8 - Lincoln Terrace",46,344,1,391
"Roanoke City",-,"9 - Highland",231,474,3,708
"Roanoke City",-,"10 - Old Southwest-Wasena",431,680,0,"1,111"
"Roanoke City",-,"11 - Raleigh Court",574,821,2,"1,397"
"Roanoke City",-,"12 - South Roanoke",623,458,0,"1,081"
"Roanoke City",-,"13 - Garden City",659,305,1,965
"Roanoke City",-,"14 - Crystal Spring",573,510,3,"1,086"
"Roanoke City",-,"15 - Grandin Court",548,587,4,"1,139"
"Roanoke City",-,"16 - Deyerle",715,480,1,"1,196"
"Roanoke City",-,"17 - Lee-Hi",601,689,0,"1,290"
"Roanoke City",-,"18 - Summit Hills",438,464,2,904
"Roanoke City",-,"19 - Forest Park",114,411,0,525
"Roanoke City",-,"20 - Eureka Park",87,567,0,654
"Roanoke City",-,"##ab - Central Absentee Precinct",595,"2,395",2,"2,992"
"Roanoke City",-,"##ev - Central Absentee Precinct","2,640","5,395",3,"8,038"
"Roanoke City",-,"##pe - Central Absentee Precinct",17,87,0,104
"Roanoke City",-,Provisional,7,39,0,46
"Rockbridge County",-,"101 - Airport",383,178,1,562
"Rockbridge County",-,"102 - Ben Salem",345,91,0,436
"Rockbridge County",-,"103 - Plank Road",239,52,0,291
"Rockbridge County",-,"104 - Effinger",220,52,1,273
"Rockbridge County",-,"201 - Collierstown",269,98,0,367
"Rockbridge County",-,"202 - Highland Belle",601,220,0,821
"Rockbridge County",-,"203 - Vo-tech",133,68,0,201
"Rockbridge County",-,"301 - Maury River",291,103,0,394
"Rockbridge County",-,"302 - Natural Bridge",390,83,1,474
"Rockbridge County",-,"303 - Falling Spring",187,35,0,222
"Rockbridge County",-,"401 - Fairfield",415,125,0,540
"Rockbridge County",-,"402 - Mountain View",589,113,0,702
"Rockbridge County",-,"403 - Vesuvius",232,31,0,263
"Rockbridge County",-,"501 - Goshen",253,31,0,284
"Rockbridge County",-,"502 - Meadowview",282,137,0,419
"Rockbridge County",-,"503 - Rockbridge Baths",248,96,0,344
"Rockbridge County",-,"504 - Rockbridge",418,135,1,554
"Rockbridge County",-,"##ab - Central Absentee Precinct",171,410,0,581
"Rockbridge County",-,"##ev - Central Absentee Precinct","1,135","1,098",0,"2,233"
"Rockbridge County",-,"##pe - Central Absentee Precinct",7,13,0,20
"Rockbridge County",-,Provisional,2,3,0,5
"Rockingham County",-,"101 - Broadway","1,031",318,1,"1,350"
"Rockingham County",-,"102 - Timberville",612,135,1,748
"Rockingham County",-,"103 - Fulks Run",718,68,0,786
"Rockingham County",-,"104 - Bergton",266,33,1,300
"Rockingham County",-,"105 - Lacey Spring",505,74,1,580
"Rockingham County",-,"106 - Tenth Legion",482,96,1,579
"Rockingham County",-,"107 - Plains",536,93,0,629
"Rockingham County",-,"108 - Little North Mountain",381,74,0,455
"Rockingham County",-,"201 - Singers Glen",748,135,1,884
"Rockingham County",-,"202 - Edom",970,301,0,"1,271"
"Rockingham County",-,"203 - Dayton",476,161,1,638
"Rockingham County",-,"204 - Mt Clinton",756,199,1,956
"Rockingham County",-,"205 - Silver Lake",725,240,1,966
"Rockingham County",-,"301 - Keezletown",485,155,0,640
"Rockingham County",-,"302 - Port Republic",779,167,0,946
"Rockingham County",-,"303 - Melrose",412,90,0,502
"Rockingham County",-,"304 - Grottoes",799,162,1,962
"Rockingham County",-,"305 - Massanetta Springs",697,441,2,"1,140"
"Rockingham County",-,"306 - Cross Keys",287,81,0,368
"Rockingham County",-,"307 - Crossroads",767,394,2,"1,163"
"Rockingham County",-,"401 - West Bridgewater",529,203,4,736
"Rockingham County",-,"402 - Montezuma",777,131,0,908
"Rockingham County",-,"403 - Mt Crawford",125,48,0,173
"Rockingham County",-,"404 - North River",705,195,0,900
"Rockingham County",-,"405 - Ottobine","1,037",126,1,"1,164"
"Rockingham County",-,"406 - East Bridgewater",605,279,2,886
"Rockingham County",-,"501 - Elkton",814,185,0,999
"Rockingham County",-,"502 - Swift Run","1,370",157,1,"1,528"
"Rockingham County",-,"503 - Mcgaheysville","1,067",243,1,"1,311"
"Rockingham County",-,"504 - South Fork",620,68,0,688
"Rockingham County",-,"505 - Stony Run",672,279,0,951
"Rockingham County",-,"##ab - Central Absentee Precinct",783,"1,171",1,"1,955"
"Rockingham County",-,"##ev - Central Absentee Precinct","4,689","2,402",5,"7,096"
"Rockingham County",-,"##pe - Central Absentee Precinct",52,62,0,114
"Rockingham County",-,Provisional,10,5,0,15
"Russell County",-,"101 - Moccasin",521,52,0,573
"Russell County",-,"102 - Copper Creek",414,57,1,472
"Russell County",-,"103 - South Castlewood",302,41,0,343
"Russell County",-,"201 - North Castlewood",784,108,0,892
"Russell County",-,"202 - Dante",162,24,0,186
"Russell County",-,"301 - Cooks Mill",162,21,0,183
"Russell County",-,"302 - Daugherty",213,35,0,248
"Russell County",-,"303 - New Garden",457,52,0,509
"Russell County",-,"304 - Cleveland",245,53,0,298
"Russell County",-,"401 - Drill",59,12,0,71
"Russell County",-,"402 - Swords Creek",764,53,2,819
"Russell County",-,"403 - Honaker",277,48,1,326
"Russell County",-,"501 - West Lebanon",873,151,1,"1,025"
"Russell County",-,"601 - East Lebanon",507,71,0,578
"Russell County",-,"602 - Elk Garden",806,79,0,885
"Russell County",-,"##ab - Central Absentee Precinct",137,225,1,363
"Russell County",-,"##ev - Central Absentee Precinct","1,426",399,1,"1,826"
"Russell County",-,"##pe - Central Absentee Precinct",6,8,0,14
"Russell County",-,Provisional,3,2,0,5
"Salem City",-,"1 - North Salem No 2",380,169,0,549
"Salem City",-,"2 - Conehurst",259,102,0,361
"Salem City",-,"3 - Beverly Heights",279,78,0,357
"Salem City",-,"4 - West Salem",378,141,1,520
"Salem City",-,"5 - North Salem No 1",503,265,3,771
"Salem City",-,"6 - South Salem No 1",284,132,1,417
"Salem City",-,"7 - South Salem No 2",403,139,0,542
"Salem City",-,"8 - East Salem",168,80,0,248
"Salem City",-,"9 - South Side Hills",528,176,1,705
"Salem City",-,"10 - Hidden Valley",591,217,1,809
"Salem City",-,"##ab - Central Absentee Precinct",221,481,3,705
"Salem City",-,"##ev - Central Absentee Precinct","2,101","1,404",1,"3,506"
"Salem City",-,"##pe - Central Absentee Precinct",5,11,0,16
"Salem City",-,Provisional,0,0,0,0
"Scott County",-,"101 - Weber City",379,53,1,433
"Scott County",-,"102 - Yuma",512,76,2,590
"Scott County",-,"202 - Weber City East",258,34,1,293
"Scott County",-,"203 - Hiltons",508,59,0,567
"Scott County",-,"204 - Clark's",158,9,0,167
"Scott County",-,"301 - Nickelsville",398,34,0,432
"Scott County",-,"302 - Snowflake",312,38,0,350
"Scott County",-,"303 - Twin Springs",227,44,0,271
"Scott County",-,"304 - Copper Creek",91,9,0,100
"Scott County",-,"401 - Gate City",750,121,0,871
"Scott County",-,"501 - Dungannon",193,34,1,228
"Scott County",-,"502 - Fort Blackmore",226,32,0,258
"Scott County",-,"503 - Manville",145,7,0,152
"Scott County",-,"504 - Rye Cove",354,30,0,384
"Scott County",-,"601 - Clinchport",205,17,1,223
"Scott County",-,"602 - Duffield-pattonsville",552,54,1,607
"Scott County",-,"603 - Fairview",132,23,0,155
"Scott County",-,"##ab - Central Absentee Precinct",175,122,0,297
"Scott County",-,"##ev - Central Absentee Precinct","1,404",272,0,"1,676"
"Scott County",-,"##pe - Central Absentee Precinct",6,3,0,9
"Scott County",-,Provisional,1,1,0,2
"Shenandoah County",-,"101 - Orkney Springs",485,189,0,674
"Shenandoah County",-,"103 - New Market","1,277",326,0,"1,603"
"Shenandoah County",-,"201 - Conicville","1,025",178,0,"1,203"
"Shenandoah County",-,"202 - Mt Jackson",762,180,0,942
"Shenandoah County",-,"302 - Edinburg",777,178,0,955
"Shenandoah County",-,"303 - St Luke",875,143,1,"1,019"
"Shenandoah County",-,"304 - Fort Valley",486,107,1,594
"Shenandoah County",-,"401 - Woodstock","1,091",346,2,"1,439"
"Shenandoah County",-,"501 - Cedar Creek",84,31,0,115
"Shenandoah County",-,"503 - Toms Brook","1,039",219,0,"1,258"
"Shenandoah County",-,"504 - Lebanon Church",891,195,0,"1,086"
"Shenandoah County",-,"601 - Strasburg","1,432",458,2,"1,892"
"Shenandoah County",-,"##ab - Central Absentee Precinct",354,604,2,960
"Shenandoah County",-,"##ev - Central Absentee Precinct","2,873","1,574",3,"4,450"
"Shenandoah County",-,"##pe - Central Absentee Precinct",14,16,0,30
"Shenandoah County",-,Provisional,10,6,0,16
"Smyth County",-,"101 - Saltville",957,161,0,"1,118"
"Smyth County",-,"201 - Seven Mile Ford",735,73,1,809
"Smyth County",-,"202 - Rich Valley",308,54,0,362
"Smyth County",-,"301 - Chilhowie",902,149,0,"1,051"
"Smyth County",-,"302 - St Clair",316,44,0,360
"Smyth County",-,"401 - East Park",539,133,0,672
"Smyth County",-,"402 - West Park",291,76,0,367
"Smyth County",-,"501 - Atkins",762,78,1,841
"Smyth County",-,"502 - Wassona",389,130,1,520
"Smyth County",-,"601 - Royal Oak East",574,120,0,694
"Smyth County",-,"602 - Royal Oak West",359,73,0,432
"Smyth County",-,"701 - Adwolfe",802,65,0,867
"Smyth County",-,"702 - Sugar Grove",425,94,0,519
"Smyth County",-,"703 - Konnarock",82,11,0,93
"Smyth County",-,"##ab - Central Absentee Precinct",279,257,0,536
"Smyth County",-,"##ev - Central Absentee Precinct",678,262,0,940
"Smyth County",-,"##pe - Central Absentee Precinct",16,16,1,33
"Smyth County",-,Provisional,2,0,0,2
"Southampton County",-,"101 - Berlin",458,76,1,535
"Southampton County",-,"102 - Ivor",425,198,1,624
"Southampton County",-,"201 - Boykins",304,250,0,554
"Southampton County",-,"202 - Branchville",146,71,0,217
"Southampton County",-,"301 - Capron",251,148,0,399
"Southampton County",-,"302 - Sebrell",313,116,1,430
"Southampton County",-,"401 - Drewryville",217,149,0,366
"Southampton County",-,"501 - Hunterdale",509,146,1,656
"Southampton County",-,"502 - Forks-of-the-river",199,108,0,307
"Southampton County",-,"601 - Courtland",349,202,0,551
"Southampton County",-,"602 - Sedley",280,36,0,316
"Southampton County",-,"701 - Blackwater River",124,157,0,281
"Southampton County",-,"702 - Newsoms",354,146,0,500
"Southampton County",-,"##ab - Central Absentee Precinct",110,262,0,372
"Southampton County",-,"##ev - Central Absentee Precinct",969,712,2,"1,683"
"Southampton County",-,"##pe - Central Absentee Precinct",4,2,0,6
"Southampton County",-,Provisional,1,6,0,7
"Spotsylvania County",-,"101 - Partlow (CD 7)","1,045",224,0,"1,269"
"Spotsylvania County",-,"102 - Blaydes Corner (CD 7)",994,249,2,"1,245"
"Spotsylvania County",-,"103 - Travelers Rest (CD 1)",1,3,0,4
"Spotsylvania County",-,"103 - Travelers Rest (CD 7)","1,107",517,1,"1,625"
"Spotsylvania County",-,"104 - Massaponax (CD 1)",808,448,1,"1,257"
"Spotsylvania County",-,"201 - Wilderness School (CD 7)",805,437,3,"1,245"
"Spotsylvania County",-,"202 - Wilderness Fire (CD 7)",996,356,0,"1,352"
"Spotsylvania County",-,"203 - Ni River Elys Ford (CD 7)",865,357,1,"1,223"
"Spotsylvania County",-,"204 - Chancellor (CD 7)",865,564,0,"1,429"
"Spotsylvania County",-,"301 - Plank Road (CD 7)",825,494,0,"1,319"
"Spotsylvania County",-,"302 - Hazel Run (CD 7)",702,531,1,"1,234"
"Spotsylvania County",-,"303 - Riverbend (CD 7)","1,250",629,1,"1,880"
"Spotsylvania County",-,"401 - Summit (CD 1)",916,688,0,"1,604"
"Spotsylvania County",-,"402 - Parkside (CD 1)",583,542,1,"1,126"
"Spotsylvania County",-,"402 - Parkside (CD 7)",203,195,1,399
"Spotsylvania County",-,"403 - Lee Hill (CD 1)",799,670,0,"1,469"
"Spotsylvania County",-,"501 - Belmont (CD 7)",906,212,3,"1,121"
"Spotsylvania County",-,"502 - Brokenburg (CD 7)",830,226,1,"1,057"
"Spotsylvania County",-,"503 - Post Oak (CD 7)",905,191,0,"1,096"
"Spotsylvania County",-,"504 - Courthouse (CD 7)",849,395,0,"1,244"
"Spotsylvania County",-,"505 - Brock (CD 7)","1,184",415,0,"1,599"
"Spotsylvania County",-,"601 - Salem (CD 7)",864,541,4,"1,409"
"Spotsylvania County",-,"602 - Smith Station (CD 7)",968,815,2,"1,785"
"Spotsylvania County",-,"603 - Piedmont (CD 7)",526,322,0,848
"Spotsylvania County",-,"701 - Battlefield (CD 1)",569,458,2,"1,029"
"Spotsylvania County",-,"702 - Brents Mill (CD 1)",356,285,1,642
"Spotsylvania County",-,"702 - Brents Mill (CD 7)",395,322,0,717
"Spotsylvania County",-,"703 - Fairview (CD 1)",92,90,0,182
"Spotsylvania County",-,"703 - Fairview (CD 7)",271,218,0,489
"Spotsylvania County",-,"704 - Gayle (CD 1)",224,133,0,357
"Spotsylvania County",-,"704 - Gayle (CD 7)",712,508,0,"1,220"
"Spotsylvania County",-,"##ab - Central Absentee Precinct (CD 1)",246,893,1,"1,140"
"Spotsylvania County",-,"##ab - Central Absentee Precinct (CD 7)",843,"2,118",0,"2,961"
"Spotsylvania County",-,"##ev - Central Absentee Precinct (CD 1)","2,273","2,068",1,"4,342"
"Spotsylvania County",-,"##ev - Central Absentee Precinct (CD 7)","6,337","4,441",6,"10,784"
"Spotsylvania County",-,"##pe - Central Absentee Precinct (CD 1)",20,45,0,65
"Spotsylvania County",-,"##pe - Central Absentee Precinct (CD 7)",61,141,0,202
"Spotsylvania County",-,"Provisional (CD 1)",4,20,0,24
"Spotsylvania County",-,"Provisional (CD 7)",32,46,0,78
"Stafford County",-,"101 - Hartwood","1,969",705,0,"2,674"
