County/City,Ward,Pct,"Winsome Earle Sears","Hala Sophia Ayala","All Others","Total Votes Cast"
"Prince William County",-,"608 - Enterprise (CD 11)",316,540,2,858
"Prince William County",-,"609 - King (CD 1)",9,37,0,46
"Prince William County",-,"609 - King (CD 11)",442,726,3,"1,171"
"Prince William County",-,"610 - Fitzgerald (CD 11)",342,716,2,"1,060"
"Prince William County",-,"611 - Neabsco (CD 11)",250,474,3,727
"Prince William County",-,"701 - Belmont (CD 11)",451,527,0,978
"Prince William County",-,"702 - Library (CD 11)",247,662,2,911
"Prince William County",-,"703 - Lynn (CD 11)",124,319,0,443
"Prince William County",-,"704 - Porter (CD 11)",195,593,0,788
"Prince William County",-,"705 - Potomac View (CD 11)",269,311,0,580
"Prince William County",-,"706 - Rippon (CD 11)",379,591,1,971
"Prince William County",-,"707 - Kilby (CD 11)",287,451,0,738
"Prince William County",-,"708 - River Oaks (CD 11)",239,729,1,969
"Prince William County",-,"709 - Freedom (CD 11)",209,716,3,928
"Prince William County",-,"710 - Powells Creek (CD 11)",164,666,1,831
"Prince William County",-,"711 - Grayson (CD 11)",253,573,0,826
"Prince William County",-,"712 - Leesylvania (CD 11)",411,603,1,"1,015"
"Prince William County",-,"##ab - Central Absentee Precinct (CD 1)","1,943","5,164",5,"7,112"
"Prince William County",-,"##ab - Central Absentee Precinct (CD 10)","1,027","2,329",1,"3,357"
"Prince William County",-,"##ab - Central Absentee Precinct (CD 11)","1,311","5,463",9,"6,783"
"Prince William County",-,"##ev - Central Absentee Precinct (CD 1)","7,609","9,797",15,"17,421"
"Prince William County",-,"##ev - Central Absentee Precinct (CD 10)","6,052","5,797",10,"11,859"
"Prince William County",-,"##ev - Central Absentee Precinct (CD 11)","3,586","9,781",16,"13,383"
"Prince William County",-,"##pe - Central Absentee Precinct (CD 1)",100,260,0,360
"Prince William County",-,"##pe - Central Absentee Precinct (CD 10)",42,85,1,128
"Prince William County",-,"##pe - Central Absentee Precinct (CD 11)",62,247,0,309
"Prince William County",-,"Provisional (CD 1)",54,118,0,172
"Prince William County",-,"Provisional (CD 10)",16,30,0,46
"Prince William County",-,"Provisional (CD 11)",32,129,0,161
"Pulaski County",-,"101 - Belspring",364,102,0,466
"Pulaski County",-,"102 - New River",822,341,2,"1,165"
"Pulaski County",-,"103 - West Cloyd",497,112,0,609
"Pulaski County",-,"201 - Draper",628,119,0,747
"Pulaski County",-,"202 - South Pulaski",91,28,1,120
"Pulaski County",-,"203 - Newbern",829,237,0,"1,066"
"Pulaski County",-,"301 - Dublin",794,152,0,946
"Pulaski County",-,"302 - Hiwassee",215,41,1,257
"Pulaski County",-,"304 - Snowville",553,98,1,652
"Pulaski County",-,"401 - Massie",892,185,1,"1,078"
"Pulaski County",-,"402 - Walker",415,64,0,479
"Pulaski County",-,"501 - Robinson",904,244,0,"1,148"
"Pulaski County",-,"##ab - Central Absentee Precinct",365,652,0,"1,017"
"Pulaski County",-,"##ev - Central Absentee Precinct","2,138","1,021",6,"3,165"
"Pulaski County",-,"##pe - Central Absentee Precinct",4,14,0,18
"Pulaski County",-,Provisional,3,9,0,12
"Radford City",-,"1 - East Precinct",271,223,3,497
"Radford City",-,"2 - Central Precinct",469,323,0,792
"Radford City",-,"3 - West Precinct",602,299,3,904
"Radford City",-,"4 - New River Precinct",207,162,1,370
"Radford City",-,"##ab - Central Absentee Precinct",75,232,1,308
"Radford City",-,"##ev - Central Absentee Precinct",609,679,4,"1,292"
"Radford City",-,"##pe - Central Absentee Precinct",1,0,0,1
"Radford City",-,Provisional,0,5,0,5
"Rappahannock County",-,"101 - Washington",367,208,0,575
"Rappahannock County",-,"201 - Amissville",496,154,1,651
"Rappahannock County",-,"301 - Sperryville",336,218,0,554
"Rappahannock County",-,"401 - Scrabble",374,173,0,547
"Rappahannock County",-,"501 - Chester Gap",251,47,0,298
"Rappahannock County",-,"502 - Flint Hill",200,131,0,331
"Rappahannock County",-,"##ab - Central Absentee Precinct",87,338,1,426
"Rappahannock County",-,"##ev - Central Absentee Precinct",351,438,0,789
"Rappahannock County",-,"##pe - Central Absentee Precinct",1,8,0,9
"Rappahannock County",-,Provisional,0,6,0,6
"Richmond County",-,"101 - Precinct 1-1",178,127,0,305
"Richmond County",-,"201 - Precinct 2-1",305,74,0,379
"Richmond County",-,"301 - Precinct 3-1",233,79,0,312
"Richmond County",-,"401 - Precinct 4-1",393,96,0,489
"Richmond County",-,"501 - Precinct 5-1",385,77,0,462
"Richmond County",-,"##ab - Central Absentee Precinct",718,508,0,"1,226"
"Richmond County",-,"##ev - Central Absentee Precinct",0,0,0,0
"Richmond County",-,"##pe - Central Absentee Precinct",0,0,0,0
"Richmond County",-,Provisional,0,0,0,0
"Richmond City",-,"101 - One Hundred One (CD 4)",164,231,2,397
"Richmond City",-,"102 - One Hundred Two (CD 4)",339,306,0,645
"Richmond City",-,"104 - One Hundred Four (CD 4)",586,479,1,"1,066"
"Richmond City",-,"105 - One Hundred Five (CD 4)",406,585,2,993
"Richmond City",-,"106 - One Hundred Six (CD 4)",686,326,1,"1,013"
"Richmond City",-,"111 - One Hundred Eleven (CD 4)",372,517,2,891
"Richmond City",-,"112 - One Hundred Twelve (CD 4)",261,467,1,729
"Richmond City",-,"113 - One Hundred Thirteen (CD 4)",250,912,7,"1,169"
"Richmond City",-,"114 - One Hundred Fourteen (CD 4)",294,"1,014",3,"1,311"
"Richmond City",-,"115 - One Hundred Fifteen (CD 4)",378,417,0,795
"Richmond City",-,"203 - Two Hundred Three (CD 4)",173,383,2,558
"Richmond City",-,"204 - Two Hundred Four (CD 4)",236,855,7,"1,098"
"Richmond City",-,"206 - Two Hundred Six (CD 4)",49,362,1,412
"Richmond City",-,"207 - Two Hundred Seven (CD 4)",262,916,5,"1,183"
"Richmond City",-,"208 - Two Hundred Eight (CD 4)",243,801,2,"1,046"
"Richmond City",-,"213 - Two Hundred Thirteen (CD 4)",73,968,4,"1,045"
"Richmond City",-,"214 - Two Hundred Fourteen (CD 4)",61,399,2,462
"Richmond City",-,"215 - Two Hundred Fifteen (CD 4)",237,575,2,814
"Richmond City",-,"301 - Three Hundred One (CD 4)",36,316,0,352
"Richmond City",-,"302 - Three Hundred Two (CD 4)",103,359,1,463
"Richmond City",-,"303 - Three Hundred Three (CD 4)",44,427,3,474
"Richmond City",-,"304 - Three Hundred Four (CD 4)",51,622,2,675
"Richmond City",-,"305 - Three Hundred Five (CD 4)",86,598,1,685
"Richmond City",-,"306 - Three Hundred Six (CD 4)",46,378,2,426
"Richmond City",-,"307 - Three Hundred Seven (CD 4)",185,426,1,612
"Richmond City",-,"308 - Three Hundred Eight (CD 4)",185,523,0,708
"Richmond City",-,"309 - Three Hundred Nine (CD 4)",158,310,0,468
"Richmond City",-,"310 - Three Hundred Ten (CD 4)",5,132,0,137
"Richmond City",-,"402 - Four Hundred Two (CD 4)",406,"1,143",5,"1,554"
"Richmond City",-,"404 - Four Hundred Four (CD 4)",263,825,1,"1,089"
"Richmond City",-,"409 - Four Hundred Nine (CD 4)",444,549,1,994
"Richmond City",-,"410 - Four Hundred Ten (CD 4)",283,610,1,894
"Richmond City",-,"412 - Four Hundred Twelve (CD 4)",181,669,1,851
"Richmond City",-,"413 - Four Hundred Thirteen (CD 4)",289,602,4,895
"Richmond City",-,"414 - Four Hundred Fourteen (CD 4)",446,632,2,"1,080"
"Richmond City",-,"415 - Four Hundred Fifteen (CD 4)",352,477,0,829
"Richmond City",-,"501 - Five Hundred One (CD 4)",201,985,3,"1,189"
"Richmond City",-,"503 - Five Hundred Three (CD 4)",142,946,3,"1,091"
"Richmond City",-,"504 - Five Hundred Four (CD 4)",183,"1,098",0,"1,281"
"Richmond City",-,"505 - Five Hundred Five (CD 4)",85,506,4,595
"Richmond City",-,"508 - Five Hundred Eight (CD 4)",110,539,3,652
"Richmond City",-,"509 - Five Hundred Nine (CD 4)",70,505,0,575
"Richmond City",-,"510 - Five Hundred Ten (CD 4)",104,740,3,847
"Richmond City",-,"602 - Six Hundred Two (CD 4)",19,310,2,331
"Richmond City",-,"603 - Six Hundred Three (CD 4)",57,632,1,690
"Richmond City",-,"604 - Six Hundred Four (CD 4)",47,462,5,514
"Richmond City",-,"606 - Six Hundred Six (CD 4)",56,654,0,710
"Richmond City",-,"607 - Six Hundred Seven (CD 4)",141,657,1,799
"Richmond City",-,"609 - Six Hundred Nine (CD 4)",194,"1,058",3,"1,255"
"Richmond City",-,"610 - Six Hundred Ten (CD 4)",32,354,1,387
"Richmond City",-,"701 - Seven Hundred One (CD 4)",35,372,2,409
"Richmond City",-,"702 - Seven Hundred Two (CD 4)",68,520,2,590
"Richmond City",-,"703 - Seven Hundred Three (CD 4)",87,721,3,811
"Richmond City",-,"705 - Seven Hundred Five (CD 4)",111,674,0,785
"Richmond City",-,"706 - Seven Hundred Six (CD 4)",115,952,2,"1,069"
"Richmond City",-,"707 - Seven Hundred Seven (CD 4)",232,"1,237",2,"1,471"
"Richmond City",-,"708 - Seven Hundred Eight (CD 4)",196,964,0,"1,160"
"Richmond City",-,"802 - Eight Hundred Two (CD 4)",40,419,0,459
"Richmond City",-,"806 - Eight Hundred Six (CD 4)",91,374,0,465
"Richmond City",-,"810 - Eight Hundred Ten (CD 4)",70,359,0,429
"Richmond City",-,"811 - Eight Hundred Eleven (CD 4)",74,459,1,534
"Richmond City",-,"812 - Eight Hundred Twelve (CD 4)",161,703,2,866
"Richmond City",-,"814 - Eight Hundred Fourteen (CD 4)",44,312,1,357
"Richmond City",-,"902 - Nine Hundred Two (CD 4)",31,170,1,202
"Richmond City",-,"903 - Nine Hundred Three (CD 4)",111,447,1,559
"Richmond City",-,"908 - Nine Hundred Eight (CD 4)",68,499,0,567
"Richmond City",-,"909 - Nine Hundred Nine (CD 4)",98,589,0,687
"Richmond City",-,"910 - Nine Hundred Ten (CD 4)",90,479,0,569
"Richmond City",-,"911 - Nine Hundred Eleven (CD 4)",39,530,0,569
"Richmond City",-,"##ab - Central Absentee Precinct (CD 4)",793,"5,360",9,"6,162"
"Richmond City",-,"##ev - Central Absentee Precinct (CD 4)","3,527","16,817",29,"20,373"
"Richmond City",-,"##pe - Central Absentee Precinct (CD 4)",66,519,3,588
"Richmond City",-,"Provisional (CD 4)",25,166,0,191
"Roanoke County",-,"101 - Catawba (CD 9)",373,90,0,463
"Roanoke County",-,"102 - Mason Valley (CD 9)",339,81,0,420
"Roanoke County",-,"103 - Glenvar (CD 9)",962,296,2,"1,260"
"Roanoke County",-,"104 - Northside (CD 9)",424,233,1,658
"Roanoke County",-,"105 - Peters Creek (CD 9)",934,419,0,"1,353"
"Roanoke County",-,"106 - Green Hill (CD 9)",875,250,3,"1,128"
"Roanoke County",-,"107 - Bennett Springs (CD 9)",436,112,1,549
"Roanoke County",-,"108 - Wildwood (CD 9)",571,182,0,753
"Roanoke County",-,"201 - Plantation (CD 6)",602,258,0,860
"Roanoke County",-,"202 - Burlington (CD 6)",388,229,3,620
"Roanoke County",-,"203 - Mountain View (CD 6)","1,014",382,0,"1,396"
"Roanoke County",-,"204 - Botetourt Springs (CD 9)",745,352,0,"1,097"
"Roanoke County",-,"205 - Orchards (CD 6)","1,013",302,3,"1,318"
"Roanoke County",-,"206 - Hollins (CD 6)",320,141,1,462
"Roanoke County",-,"301 - Bent Mountain (CD 9)",271,130,0,401
"Roanoke County",-,"302 - Poages Mill (CD 6)",930,347,4,"1,281"
"Roanoke County",-,"303 - Windsor Hills (CD 6)",378,258,0,636
"Roanoke County",-,"304 - Oak Grove (CD 6)",816,400,1,"1,217"
"Roanoke County",-,"305 - Castle Rock (CD 6)",826,463,2,"1,291"
"Roanoke County",-,"306 - Garst Mill (CD 6)",341,201,0,542
"Roanoke County",-,"401 - South Lindenwood (CD 6)",478,135,0,613
"Roanoke County",-,"402 - Bonsack (CD 6)",230,78,1,309
"Roanoke County",-,"403 - North Vinton (CD 6)",578,207,0,785
"Roanoke County",-,"404 - South Vinton (CD 6)",602,240,2,844
"Roanoke County",-,"405 - North Lindenwood (CD 6)",600,146,0,746
"Roanoke County",-,"406 - Mount Pleasant (CD 6)",937,254,0,"1,191"
"Roanoke County",-,"501 - Cotton Hill (CD 6)",544,240,2,786
"Roanoke County",-,"502 - Penn Forest (CD 6)",420,207,3,630
"Roanoke County",-,"503 - Cave Spring (CD 6)",524,286,0,810
"Roanoke County",-,"504 - Ogden (CD 6)",392,276,2,670
"Roanoke County",-,"505 - Clearbrook (CD 6)",529,155,0,684
"Roanoke County",-,"506 - Mount Vernon (CD 6)",351,216,0,567
"Roanoke County",-,"507 - Hunting Hills (CD 6)",733,358,3,"1,094"
"Roanoke County",-,"##ab - Central Absentee Precinct (CD 6)",737,"1,527",5,"2,269"
"Roanoke County",-,"##ab - Central Absentee Precinct (CD 9)",360,560,1,921
"Roanoke County",-,"##ev - Central Absentee Precinct (CD 6)","6,050","3,783",5,"9,838"
"Roanoke County",-,"##ev - Central Absentee Precinct (CD 9)","1,208",762,0,"1,970"
"Roanoke County",-,"##pe - Central Absentee Precinct (CD 6)",31,76,1,108
"Roanoke County",-,"##pe - Central Absentee Precinct (CD 9)",15,18,0,33
"Roanoke County",-,"Provisional (CD 6)",12,15,0,27
"Roanoke County",-,"Provisional (CD 9)",10,8,0,18
"Roanoke City",-,"1 -Peters Creek",198,450,0,648
"Roanoke City",-,"2 - Grandview",379,423,2,804
"Roanoke City",-,"3 -Preston Park",544,345,2,891
"Roanoke City",-,"4 - Williamson Road",383,382,3,768
"Roanoke City",-,"5 - East Gate",608,297,1,906
"Roanoke City",-,"6 - Hollins Road",430,237,0,667
"Roanoke City",-,"7 - Southeast",391,231,1,623
"Roanoke City",-,"8 - Lincoln Terrace",58,335,0,393
"Roanoke City",-,"9 - Highland",236,471,4,711
"Roanoke City",-,"10 - Old Southwest-Wasena",443,666,3,"1,112"
"Roanoke City",-,"11 - Raleigh Court",574,822,3,"1,399"
"Roanoke City",-,"12 - South Roanoke",632,437,2,"1,071"
"Roanoke City",-,"13 - Garden City",651,320,1,972
"Roanoke City",-,"14 - Crystal Spring",569,509,2,"1,080"
"Roanoke City",-,"15 - Grandin Court",557,581,3,"1,141"
"Roanoke City",-,"16 - Deyerle",714,478,2,"1,194"
"Roanoke City",-,"17 - Lee-Hi",597,690,1,"1,288"
"Roanoke City",-,"18 - Summit Hills",433,468,2,903
"Roanoke City",-,"19 - Forest Park",113,412,0,525
"Roanoke City",-,"20 - Eureka Park",93,568,1,662
"Roanoke City",-,"##ab - Central Absentee Precinct",613,"2,357",7,"2,977"
"Roanoke City",-,"##ev - Central Absentee Precinct","2,654","5,338",17,"8,009"
"Roanoke City",-,"##pe - Central Absentee Precinct",19,86,0,105
"Roanoke City",-,Provisional,9,38,0,47
"Rockbridge County",-,"101 - Airport",386,174,0,560
"Rockbridge County",-,"102 - Ben Salem",352,83,1,436
"Rockbridge County",-,"103 - Plank Road",239,52,0,291
"Rockbridge County",-,"104 - Effinger",219,52,1,272
"Rockbridge County",-,"201 - Collierstown",270,95,1,366
"Rockbridge County",-,"202 - Highland Belle",604,217,1,822
"Rockbridge County",-,"203 - Vo-tech",133,67,0,200
"Rockbridge County",-,"301 - Maury River",294,103,0,397
"Rockbridge County",-,"302 - Natural Bridge",387,86,0,473
"Rockbridge County",-,"303 - Falling Spring",188,34,0,222
"Rockbridge County",-,"401 - Fairfield",409,128,1,538
"Rockbridge County",-,"402 - Mountain View",582,118,0,700
"Rockbridge County",-,"403 - Vesuvius",230,33,0,263
"Rockbridge County",-,"501 - Goshen",257,27,0,284
"Rockbridge County",-,"502 - Meadowview",284,135,0,419
"Rockbridge County",-,"503 - Rockbridge Baths",249,93,0,342
"Rockbridge County",-,"504 - Rockbridge",413,140,1,554
"Rockbridge County",-,"##ab - Central Absentee Precinct",174,407,0,581
"Rockbridge County",-,"##ev - Central Absentee Precinct","1,147","1,086",0,"2,233"
"Rockbridge County",-,"##pe - Central Absentee Precinct",5,15,0,20
"Rockbridge County",-,Provisional,3,7,0,10
"Rockingham County",-,"101 - Broadway","1,051",301,2,"1,354"
"Rockingham County",-,"102 - Timberville",617,127,1,745
"Rockingham County",-,"103 - Fulks Run",718,72,1,791
"Rockingham County",-,"104 - Bergton",270,32,0,302
"Rockingham County",-,"105 - Lacey Spring",519,62,0,581
"Rockingham County",-,"106 - Tenth Legion",495,84,3,582
"Rockingham County",-,"107 - Plains",550,81,0,631
"Rockingham County",-,"108 - Little North Mountain",382,74,1,457
"Rockingham County",-,"201 - Singers Glen",761,122,2,885
"Rockingham County",-,"202 - Edom",990,280,0,"1,270"
"Rockingham County",-,"203 - Dayton",483,155,1,639
"Rockingham County",-,"204 - Mt Clinton",773,183,2,958
"Rockingham County",-,"205 - Silver Lake",745,218,1,964
"Rockingham County",-,"301 - Keezletown",492,146,0,638
"Rockingham County",-,"302 - Port Republic",786,163,0,949
"Rockingham County",-,"303 - Melrose",426,78,0,504
"Rockingham County",-,"304 - Grottoes",804,161,1,966
"Rockingham County",-,"305 - Massanetta Springs",720,417,2,"1,139"
"Rockingham County",-,"306 - Cross Keys",295,72,0,367
"Rockingham County",-,"307 - Crossroads",777,382,0,"1,159"
"Rockingham County",-,"401 - West Bridgewater",546,187,2,735
"Rockingham County",-,"402 - Montezuma",792,114,0,906
"Rockingham County",-,"403 - Mt Crawford",128,46,0,174
"Rockingham County",-,"404 - North River",716,184,1,901
"Rockingham County",-,"405 - Ottobine","1,045",114,4,"1,163"
"Rockingham County",-,"406 - East Bridgewater",618,264,1,883
"Rockingham County",-,"501 - Elkton",834,168,0,"1,002"
"Rockingham County",-,"502 - Swift Run","1,381",133,1,"1,515"
"Rockingham County",-,"503 - Mcgaheysville","1,084",226,2,"1,312"
"Rockingham County",-,"504 - South Fork",627,62,0,689
"Rockingham County",-,"505 - Stony Run",691,257,0,948
"Rockingham County",-,"##ab - Central Absentee Precinct",820,"1,132",0,"1,952"
"Rockingham County",-,"##ev - Central Absentee Precinct","4,747","2,332",8,"7,087"
"Rockingham County",-,"##pe - Central Absentee Precinct",52,61,0,113
"Rockingham County",-,Provisional,10,5,0,15
"Russell County",-,"101 - Moccasin",523,50,0,573
"Russell County",-,"102 - Copper Creek",414,56,0,470
"Russell County",-,"103 - South Castlewood",300,42,0,342
"Russell County",-,"201 - North Castlewood",784,107,0,891
"Russell County",-,"202 - Dante",159,25,0,184
"Russell County",-,"301 - Cooks Mill",161,20,0,181
"Russell County",-,"302 - Daugherty",214,33,0,247
"Russell County",-,"303 - New Garden",454,54,0,508
"Russell County",-,"304 - Cleveland",245,52,0,297
"Russell County",-,"401 - Drill",59,10,0,69
"Russell County",-,"402 - Swords Creek",765,54,1,820
"Russell County",-,"403 - Honaker",280,43,1,324
"Russell County",-,"501 - West Lebanon",866,151,0,"1,017"
"Russell County",-,"601 - East Lebanon",505,71,1,577
"Russell County",-,"602 - Elk Garden",802,84,0,886
"Russell County",-,"##ab - Central Absentee Precinct",143,222,0,365
"Russell County",-,"##ev - Central Absentee Precinct","1,436",387,1,"1,824"
"Russell County",-,"##pe - Central Absentee Precinct",8,6,0,14
"Russell County",-,Provisional,3,2,0,5
"Salem City",-,"1 - North Salem No 2",377,171,1,549
"Salem City",-,"2 - Conehurst",258,103,0,361
"Salem City",-,"3 - Beverly Heights",280,73,2,355
"Salem City",-,"4 - West Salem",371,151,1,523
"Salem City",-,"5 - North Salem No 1",501,267,1,769
"Salem City",-,"6 - South Salem No 1",282,131,1,414
"Salem City",-,"7 - South Salem No 2",413,130,0,543
"Salem City",-,"8 - East Salem",165,81,0,246
"Salem City",-,"9 - South Side Hills",538,161,1,700
"Salem City",-,"10 - Hidden Valley",588,219,3,810
"Salem City",-,"##ab - Central Absentee Precinct",215,485,0,700
"Salem City",-,"##ev - Central Absentee Precinct","2,109","1,389",3,"3,501"
"Salem City",-,"##pe - Central Absentee Precinct",5,11,0,16
"Salem City",-,Provisional,0,0,0,0
"Scott County",-,"101 - Weber City",372,56,1,429
"Scott County",-,"102 - Yuma",510,75,2,587
"Scott County",-,"202 - Weber City East",256,36,0,292
"Scott County",-,"203 - Hiltons",502,57,0,559
"Scott County",-,"204 - Clark's",158,10,0,168
"Scott County",-,"301 - Nickelsville",400,33,0,433
"Scott County",-,"302 - Snowflake",315,37,0,352
"Scott County",-,"303 - Twin Springs",228,42,0,270
"Scott County",-,"304 - Copper Creek",93,8,0,101
"Scott County",-,"401 - Gate City",755,114,1,870
"Scott County",-,"501 - Dungannon",193,34,1,228
"Scott County",-,"502 - Fort Blackmore",220,36,0,256
"Scott County",-,"503 - Manville",144,8,0,152
"Scott County",-,"504 - Rye Cove",355,30,0,385
"Scott County",-,"601 - Clinchport",200,21,0,221
"Scott County",-,"602 - Duffield-pattonsville",537,63,1,601
"Scott County",-,"603 - Fairview",132,21,0,153
"Scott County",-,"##ab - Central Absentee Precinct",175,122,2,299
"Scott County",-,"##ev - Central Absentee Precinct","1,421",250,0,"1,671"
"Scott County",-,"##pe - Central Absentee Precinct",5,3,0,8
"Scott County",-,Provisional,2,0,0,2
"Shenandoah County",-,"101 - Orkney Springs",487,186,1,674
"Shenandoah County",-,"103 - New Market","1,287",318,0,"1,605"
"Shenandoah County",-,"201 - Conicville","1,026",179,1,"1,206"
"Shenandoah County",-,"202 - Mt Jackson",769,168,1,938
"Shenandoah County",-,"302 - Edinburg",781,173,1,955
"Shenandoah County",-,"303 - St Luke",873,145,0,"1,018"
"Shenandoah County",-,"304 - Fort Valley",488,104,1,593
"Shenandoah County",-,"401 - Woodstock","1,088",345,1,"1,434"
"Shenandoah County",-,"501 - Cedar Creek",83,31,0,114
"Shenandoah County",-,"503 - Toms Brook","1,048",197,2,"1,247"
"Shenandoah County",-,"504 - Lebanon Church",909,178,0,"1,087"
"Shenandoah County",-,"601 - Strasburg","1,447",445,3,"1,895"
"Shenandoah County",-,"##ab - Central Absentee Precinct",359,598,4,961
"Shenandoah County",-,"##ev - Central Absentee Precinct","2,897","1,539",4,"4,440"
"Shenandoah County",-,"##pe - Central Absentee Precinct",15,15,0,30
"Shenandoah County",-,Provisional,9,6,0,15
"Smyth County",-,"101 - Saltville",961,152,1,"1,114"
"Smyth County",-,"201 - Seven Mile Ford",730,78,0,808
"Smyth County",-,"202 - Rich Valley",304,56,0,360
"Smyth County",-,"301 - Chilhowie",902,145,0,"1,047"
"Smyth County",-,"302 - St Clair",321,39,0,360
"Smyth County",-,"401 - East Park",541,124,1,666
"Smyth County",-,"402 - West Park",295,71,1,367
"Smyth County",-,"501 - Atkins",757,78,2,837
"Smyth County",-,"502 - Wassona",380,139,1,520
"Smyth County",-,"601 - Royal Oak East",579,115,0,694
"Smyth County",-,"602 - Royal Oak West",357,75,0,432
"Smyth County",-,"701 - Adwolfe",810,58,0,868
"Smyth County",-,"702 - Sugar Grove",435,83,0,518
"Smyth County",-,"703 - Konnarock",81,11,0,92
"Smyth County",-,"##ab - Central Absentee Precinct",287,245,1,533
"Smyth County",-,"##ev - Central Absentee Precinct",681,258,1,940
"Smyth County",-,"##pe - Central Absentee Precinct",16,15,1,32
"Smyth County",-,Provisional,2,0,0,2
"Southampton County",-,"101 - Berlin",467,66,2,535
"Southampton County",-,"102 - Ivor",433,190,1,624
"Southampton County",-,"201 - Boykins",306,248,0,554
"Southampton County",-,"202 - Branchville",145,71,0,216
"Southampton County",-,"301 - Capron",254,145,0,399
"Southampton County",-,"302 - Sebrell",313,115,1,429
"Southampton County",-,"401 - Drewryville",224,143,0,367
"Southampton County",-,"501 - Hunterdale",520,134,0,654
"Southampton County",-,"502 - Forks-of-the-river",203,105,0,308
"Southampton County",-,"601 - Courtland",353,196,1,550
"Southampton County",-,"602 - Sedley",277,38,0,315
"Southampton County",-,"701 - Blackwater River",128,152,0,280
"Southampton County",-,"702 - Newsoms",361,138,0,499
"Southampton County",-,"##ab - Central Absentee Precinct",110,265,0,375
"Southampton County",-,"##ev - Central Absentee Precinct",980,696,2,"1,678"
"Southampton County",-,"##pe - Central Absentee Precinct",4,2,0,6
"Southampton County",-,Provisional,1,6,0,7
"Spotsylvania County",-,"101 - Partlow (CD 7)","1,048",217,0,"1,265"
"Spotsylvania County",-,"102 - Blaydes Corner (CD 7)","1,006",243,2,"1,251"
"Spotsylvania County",-,"103 - Travelers Rest (CD 1)",1,3,0,4
"Spotsylvania County",-,"103 - Travelers Rest (CD 7)","1,115",511,0,"1,626"
"Spotsylvania County",-,"104 - Massaponax (CD 1)",822,432,1,"1,255"
"Spotsylvania County",-,"201 - Wilderness School (CD 7)",814,429,2,"1,245"
"Spotsylvania County",-,"202 - Wilderness Fire (CD 7)",990,365,0,"1,355"
"Spotsylvania County",-,"203 - Ni River Elys Ford (CD 7)",873,350,0,"1,223"
"Spotsylvania County",-,"204 - Chancellor (CD 7)",874,560,1,"1,435"
"Spotsylvania County",-,"301 - Plank Road (CD 7)",827,489,0,"1,316"
"Spotsylvania County",-,"302 - Hazel Run (CD 7)",713,521,1,"1,235"
"Spotsylvania County",-,"303 - Riverbend (CD 7)","1,244",632,1,"1,877"
"Spotsylvania County",-,"401 - Summit (CD 1)",938,666,0,"1,604"
"Spotsylvania County",-,"402 - Parkside (CD 1)",581,544,1,"1,126"
"Spotsylvania County",-,"402 - Parkside (CD 7)",198,203,0,401
"Spotsylvania County",-,"403 - Lee Hill (CD 1)",802,667,2,"1,471"
"Spotsylvania County",-,"501 - Belmont (CD 7)",905,215,2,"1,122"
"Spotsylvania County",-,"502 - Brokenburg (CD 7)",831,224,1,"1,056"
"Spotsylvania County",-,"503 - Post Oak (CD 7)",912,186,1,"1,099"
"Spotsylvania County",-,"504 - Courthouse (CD 7)",854,391,1,"1,246"
"Spotsylvania County",-,"505 - Brock (CD 7)","1,198",404,1,"1,603"
"Spotsylvania County",-,"601 - Salem (CD 7)",866,538,1,"1,405"
"Spotsylvania County",-,"602 - Smith Station (CD 7)",958,826,2,"1,786"
"Spotsylvania County",-,"603 - Piedmont (CD 7)",538,314,0,852
"Spotsylvania County",-,"701 - Battlefield (CD 1)",569,454,2,"1,025"
"Spotsylvania County",-,"702 - Brents Mill (CD 1)",353,293,1,647
"Spotsylvania County",-,"702 - Brents Mill (CD 7)",397,325,1,723
"Spotsylvania County",-,"703 - Fairview (CD 1)",95,88,0,183
"Spotsylvania County",-,"703 - Fairview (CD 7)",273,217,0,490
"Spotsylvania County",-,"704 - Gayle (CD 1)",221,138,0,359
"Spotsylvania County",-,"704 - Gayle (CD 7)",708,512,0,"1,220"
"Spotsylvania County",-,"##ab - Central Absentee Precinct (CD 1)",255,881,2,"1,138"
"Spotsylvania County",-,"##ab - Central Absentee Precinct (CD 7)",842,"2,122",2,"2,966"
"Spotsylvania County",-,"##ev - Central Absentee Precinct (CD 1)","2,289","2,053",0,"4,342"
"Spotsylvania County",-,"##ev - Central Absentee Precinct (CD 7)","6,378","4,380",7,"10,765"
"Spotsylvania County",-,"##pe - Central Absentee Precinct (CD 1)",24,41,0,65
"Spotsylvania County",-,"##pe - Central Absentee Precinct (CD 7)",66,137,0,203
"Spotsylvania County",-,"Provisional (CD 1)",4,20,0,24
"Spotsylvania County",-,"Provisional (CD 7)",31,47,0,78
"Stafford County",-,"101 - Hartwood","1,981",690,1,"2,672"
"Stafford County",-,"102 - Rocky Run",812,640,3,"1,455"
"Stafford County",-,"103 - Simpson",914,527,0,"1,441"
"Stafford County",-,"104 - College","1,294",775,1,"2,070"
"Stafford County",-,"201 - Rock Hill",778,480,1,"1,259"
"Stafford County",-,"202 - Roseville",925,680,2,"1,607"
"Stafford County",-,"203 - Ruby","1,015",294,3,"1,312"
"Stafford County",-,"204 - Stefaniga","1,134",604,4,"1,742"
"Stafford County",-,"301 - Griffis",389,580,0,969
