County/City,Ward,Pct,"Mark Rankin Herring","Mark Dudley Obenshain","All Others","Total Votes Cast"
"Henrico County",-,"516 - Sullivans (CD 3)",637,323,1,961
"Henrico County",-,"517 - Town Hall (CD 3)",231,315,3,549
"Henrico County",-,"518 - Whitlocks (CD 3)",480,636,2,"1,118"
"Henrico County",-,"Ab - Central Absentee Precinct (CD 3)",801,250,3,"1,054"
"Henrico County",-,"Ab - Central Absentee Precinct (CD 7)","1,458","1,712",8,"3,178"
"Henrico County",-,"Provisional (CD 3)",33,9,0,42
"Henrico County",-,"Provisional (CD 7)",68,66,1,135
"Henry County",-,"101 - Bassett Number Two (CD 9)",136,126,0,262
"Henry County",-,"102 - Gunville (CD 9)",135,362,0,497
"Henry County",-,"103 - Scott's Tanyard (CD 9)",217,697,1,915
"Henry County",-,"201 - Fieldale (CD 9)",119,204,2,325
"Henry County",-,"202 - Horsepasture #1 (CD 9)",227,355,4,586
"Henry County",-,"203 - Horsepasture #2 (CD 9)",402,127,1,530
"Henry County",-,"204 - Spencer (CD 9)",188,424,1,613
"Henry County",-,"302 - Axton (CD 5)",233,210,0,443
"Henry County",-,"303 - Irisburg (CD 5)",307,426,0,733
"Henry County",-,"304 - Mount Olivet (CD 5)",504,468,0,972
"Henry County",-,"304 - Mount Olivet (CD 9)",2,0,0,2
"Henry County",-,"305 - Mountain Valley (CD 5)",161,235,0,396
"Henry County",-,"401 - Collinsville Number 1 (CD 9)",103,314,1,418
"Henry County",-,"402 - Daniels Creek (CD 9)",104,293,1,398
"Henry County",-,"404 - Collinsville Number 2 (CD 9)",244,559,1,804
"Henry County",-,"405 - Mountain View (CD 5)",189,257,0,446
"Henry County",-,"501 - Bassett Number One (CD 9)",138,197,1,336
"Henry County",-,"502 - Figsboro (CD 9)",130,382,2,514
"Henry County",-,"503 - Stanleytown (CD 9)",166,571,1,738
"Henry County",-,"504 - Oak Level (CD 9)",66,213,1,280
"Henry County",-,"505 - Dyers Store (CD 5)",6,31,0,37
"Henry County",-,"505 - Dyers Store (CD 9)",110,178,0,288
"Henry County",-,"601 - Fontaine (CD 9)",174,464,2,640
"Henry County",-,"602 - Hillcrest (CD 9)",103,146,0,249
"Henry County",-,"603 - Ridgeway #1 (CD 5)",181,491,0,672
"Henry County",-,"604 - Ridgeway #2 (CD 9)",156,403,1,560
"Henry County",-,"Ab - Central Absentee Precinct (CD 5)",40,94,0,134
"Henry County",-,"Ab - Central Absentee Precinct (CD 9)",111,260,0,371
"Henry County",-,"Provisional (CD 5)",0,0,0,0
"Henry County",-,"Provisional (CD 9)",1,0,1,2
"Highland County",-,"1 - Monterey",115,182,0,297
"Highland County",-,"3 - Wilsons Mill",28,38,0,66
"Highland County",-,"5 - Blue Grass",48,111,0,159
"Highland County",-,"7 - Mill Gap",36,70,0,106
"Highland County",-,"8 - Mcdowell",46,158,0,204
"Highland County",-,"10 - Headwaters",15,43,0,58
"Hopewell City",-,"101 - Ward One",261,310,1,572
"Hopewell City",-,"201 - Ward Two",390,84,0,474
"Hopewell City",-,"301 - Ward Three",272,738,5,"1,015"
"Hopewell City",-,"401 - Ward Four",456,551,2,"1,009"
"Hopewell City",-,"501 - Ward Five",247,522,3,772
"Hopewell City",-,"601 - Ward Six",441,77,1,519
"Hopewell City",-,"701 - Ward Seven",360,234,1,595
"Hopewell City",-,"Ab - Central Absentee Precinct",103,169,2,274
"Isle of Wight County",-,"101 - Smithfield",533,984,1,"1,518"
"Isle of Wight County",-,"102 - Cypress Creek",414,750,0,"1,164"
"Isle of Wight County",-,"201 - Bartlett",531,915,3,"1,449"
"Isle of Wight County",-,"202 - Carrollton",477,805,2,"1,284"
"Isle of Wight County",-,"301 - Rushmere",597,467,3,"1,067"
"Isle of Wight County",-,"302 - Pons",707,371,3,"1,081"
"Isle of Wight County",-,"401 - Courthouse",127,309,1,437
"Isle of Wight County",-,"402 - Windsor",295,548,3,846
"Isle of Wight County",-,"403 - Longview",302,442,1,745
"Isle of Wight County",-,"501 - Walters",139,348,1,488
"Isle of Wight County",-,"502 - Camps Mill",147,95,0,242
"Isle of Wight County",-,"503 - Carrsville",144,177,0,321
"Isle of Wight County",-,"504 - Zuni",180,413,1,594
"Isle of Wight County",-,"505 - Raynor",108,219,3,330
"Isle of Wight County",-,"Ab - Central Absentee Precinct",161,290,2,453
"Isle of Wight County",-,Provisional,5,1,0,6
"James City County",-,"101 - Berkeley A","1,006","1,243",8,"2,257"
"James City County",-,"102 - Berkeley B",506,613,5,"1,124"
"James City County",-,"103 - Berkeley C",759,"1,381",4,"2,144"
"James City County",-,"201 - Jamestown A",262,199,3,464
"James City County",-,"202 - Jamestown B",692,624,3,"1,319"
"James City County",-,"203 - Jamestown C",492,696,1,"1,189"
"James City County",-,"204 - Jamestown D",808,"1,207",4,"2,019"
"James City County",-,"301 - Powhatan A",758,"1,123",4,"1,885"
"James City County",-,"302 - Powhatan B",266,248,0,514
"James City County",-,"303 - Powhatan C",232,410,0,642
"James City County",-,"304 - Powhatan D",756,655,6,"1,417"
"James City County",-,"401 - Stonehouse A",552,810,6,"1,368"
"James City County",-,"402 - Stonehouse B",909,"1,158",11,"2,078"
"James City County",-,"403 - Stonehouse C",595,958,2,"1,555"
"James City County",-,"501 - Roberts A",461,178,2,641
"James City County",-,"502 - Roberts B",708,"1,217",6,"1,931"
"James City County",-,"503 - Roberts C",167,80,2,249
"James City County",-,"504 - Roberts D",808,904,5,"1,717"
"James City County",-,"Ab - Central Absentee Precinct",956,"1,233",5,"2,194"
"James City County",-,Provisional,15,15,0,30
"King and Queen County",-,"101 - Owenton",239,130,0,369
"King and Queen County",-,"201 - Clarks",161,268,0,429
"King and Queen County",-,"301 - Shacklefords",179,233,0,412
"King and Queen County",-,"401 - Courthouse",248,214,1,463
"King and Queen County",-,"501 - Oldmill",99,251,0,350
"King and Queen County",-,"Ab - Central Absentee Precinct",56,57,0,113
"King and Queen County",-,Provisional,0,0,0,0
"King George County",-,"101 - Courthouse",357,675,0,"1,032"
"King George County",-,"102 - Passapatanzy",212,333,1,546
"King George County",-,"201 - Monroe",571,"1,176",6,"1,753"
"King George County",-,"301 - Dahlgren",608,841,4,"1,453"
"King George County",-,"401 - Shiloh",573,909,4,"1,486"
"King George County",-,"Ab - Central Absentee Precinct",141,190,1,332
"King George County",-,Provisional,0,1,0,1
"King William County",-,"101 - West Point",376,653,8,"1,037"
"King William County",-,"201 - Sweet Hall",117,235,1,353
"King William County",-,"202 - Courthouse",335,312,1,648
"King William County",-,"301 - Aylett",266,652,4,922
"King William County",-,"401 - Manquin",305,690,2,997
"King William County",-,"501 - Mangohick",427,635,2,"1,064"
"King William County",-,"Ab - Central Absentee Precinct",51,100,0,151
"King William County",-,Provisional,1,0,1,2
"Lancaster County",-,"101 - Precinct 1-1",331,499,0,830
"Lancaster County",-,"201 - Precinct 2-1",378,312,4,694
"Lancaster County",-,"301 - Precinct 3-1",252,432,5,689
"Lancaster County",-,"302 - Precinct 3-2",105,202,3,310
"Lancaster County",-,"401 - Precinct 4-1",381,247,1,629
"Lancaster County",-,"501 - Precinct 5-1",321,672,1,994
"Lancaster County",-,"Ab - Central Absentee Precinct",124,197,0,321
"Lancaster County",-,Provisional,3,3,0,6
"Lee County",-,"101 - Elydale",63,184,0,247
"Lee County",-,"102 - Ewing",49,179,0,228
"Lee County",-,"103 - Rose Hill",81,309,0,390
"Lee County",-,"201 - Blackwater",25,55,0,80
"Lee County",-,"202 - Flatwoods",67,292,0,359
"Lee County",-,"203 - Jonesville",139,437,0,576
"Lee County",-,"301 - Ben Hur",151,448,1,600
"Lee County",-,"302 - Woodway",79,305,1,385
"Lee County",-,"401 - Stickleyville",56,167,0,223
"Lee County",-,"402 - Jasper",50,104,1,155
"Lee County",-,"403 - Seminary",38,188,0,226
"Lee County",-,"404 - Dryden",86,267,1,354
"Lee County",-,"501 - Saint Charles",69,88,0,157
"Lee County",-,"502 - Pennington",87,333,0,420
"Lee County",-,"503 - Robbins Chapel",9,50,0,59
"Lee County",-,"504 - Keokee",36,66,0,102
"Lee County",-,"Ab - Central Absentee Precinct",61,139,1,201
"Lee County",-,Provisional,0,0,0,0
"Lexington City",-,"1 - Lexington",878,518,3,"1,399"
"Lexington City",-,"Ab - Central Absentee Precinct",63,39,0,102
"Lexington City",-,Provisional,0,1,0,1
"Loudoun County",-,"107 - Little River",942,928,1,"1,871"
"Loudoun County",-,"108 - Mercer",511,463,1,975
"Loudoun County",-,"112 - Freedom",713,626,0,"1,339"
"Loudoun County",-,"114 - Dulles South",256,237,0,493
"Loudoun County",-,"117 - Carter",817,385,4,"1,206"
"Loudoun County",-,"118 - Moorefield",389,249,0,638
"Loudoun County",-,"119 - Arcola",547,437,7,991
"Loudoun County",-,"120 - Lunsford",530,458,2,990
"Loudoun County",-,"121 - Town Hall",377,353,4,734
"Loudoun County",-,"122 - Hutchison Farm",597,554,5,"1,156"
"Loudoun County",-,"207 - River Bend",465,421,1,887
"Loudoun County",-,"208 - Algonkian",460,373,0,833
"Loudoun County",-,"209 - Potomac Falls",605,463,2,"1,070"
"Loudoun County",-,"210 - Cascades",731,537,5,"1,273"
"Loudoun County",-,"213 - Countryside",247,184,0,431
"Loudoun County",-,"214 - Sugarland North",783,652,3,"1,438"
"Loudoun County",-,"215 - Sugarland South",672,508,5,"1,185"
"Loudoun County",-,"216 - Lowes Island",560,517,2,"1,079"
"Loudoun County",-,"217 - South Bank",656,533,2,"1,191"
"Loudoun County",-,"218 - University Center",349,256,1,606
"Loudoun County",-,"219 - Galilee Church",444,319,3,766
"Loudoun County",-,"301 - Purcellville",629,729,0,"1,358"
"Loudoun County",-,"302 - Round Hill",500,612,1,"1,113"
"Loudoun County",-,"303 - Hillsboro",478,607,2,"1,087"
"Loudoun County",-,"305 - Philomont",238,332,1,571
"Loudoun County",-,"307 - Middleburg",315,242,0,557
"Loudoun County",-,"308 - St Louis",346,251,3,600
"Loudoun County",-,"309 - Aldie",267,220,1,488
"Loudoun County",-,"310 - Mountain View",520,712,5,"1,237"
"Loudoun County",-,"311 - Round Hill Elementary",400,551,1,952
"Loudoun County",-,"312 - Briar Woods",610,736,3,"1,349"
"Loudoun County",-,"313 - Pinebrook",392,310,3,705
"Loudoun County",-,"314 - Legacy",694,505,4,"1,203"
"Loudoun County",-,"315 - Firehouse",195,240,0,435
"Loudoun County",-,"316 - Creighton's Corner",575,441,2,"1,018"
"Loudoun County",-,"401 - West Lovettsville",559,731,2,"1,292"
"Loudoun County",-,"402 - Waterford",546,619,2,"1,167"
"Loudoun County",-,"403 - Lucketts",530,598,0,"1,128"
"Loudoun County",-,"407 - Harper Park",841,952,4,"1,797"
"Loudoun County",-,"408 - Evergreen",423,401,5,829
"Loudoun County",-,"409 - Clarkes Gap",585,664,1,"1,250"
"Loudoun County",-,"411 - East Lovettsville",492,589,0,"1,081"
"Loudoun County",-,"413 - Tuscarora",28,31,0,59
"Loudoun County",-,"414 - Red Rock",311,278,1,590
"Loudoun County",-,"416 - Hamilton",745,806,1,"1,552"
"Loudoun County",-,"417 - Between The Hills",71,119,0,190
"Loudoun County",-,"419 - J. L. Simpson",477,635,0,"1,112"
"Loudoun County",-,"501 - West Leesburg",738,482,3,"1,223"
"Loudoun County",-,"502 - East Leesburg",656,383,1,"1,040"
"Loudoun County",-,"503 - Dry Mill",384,291,1,676
"Loudoun County",-,"504 - Smarts Mill",662,447,3,"1,112"
"Loudoun County",-,"505 - Cool Spring",661,607,1,"1,269"
"Loudoun County",-,"506 - Brandon Park",339,234,3,576
"Loudoun County",-,"507 - Greenway",416,301,1,718
"Loudoun County",-,"508 - Balls Bluff",583,562,1,"1,146"
"Loudoun County",-,"509 - Tolbert",547,345,0,892
"Loudoun County",-,"510 - Heritage",436,409,3,848
"Loudoun County",-,"615 - Hillside",565,516,2,"1,083"
"Loudoun County",-,"616 - Eagle Ridge",738,690,2,"1,430"
"Loudoun County",-,"617 - Oak Grove",232,78,3,313
"Loudoun County",-,"618 - Mill Run",382,318,1,701
"Loudoun County",-,"619 - Ridgetop",217,83,2,302
"Loudoun County",-,"620 - Russell Branch",651,504,2,"1,157"
"Loudoun County",-,"621 - Dominion Trail",710,555,5,"1,270"
"Loudoun County",-,"622 - Farmwell Station",808,588,3,"1,399"
"Loudoun County",-,"623 - Weller",872,688,5,"1,565"
"Loudoun County",-,"624 - Moorefield Station",104,84,0,188
"Loudoun County",-,"701 - Sully",577,443,2,"1,022"
"Loudoun County",-,"702 - Park View",573,352,4,929
"Loudoun County",-,"703 - Rolling Ridge",647,329,1,977
"Loudoun County",-,"705 - Forest Grove",750,560,4,"1,314"
"Loudoun County",-,"707 - Claude Moore Park",455,252,2,709
"Loudoun County",-,"708 - Seneca",533,450,3,986
"Loudoun County",-,"709 - Mirror Ridge",616,344,4,964
"Loudoun County",-,"710 - Sterling",457,338,3,798
"Loudoun County",-,"808 - Stone Bridge",750,653,1,"1,404"
"Loudoun County",-,"810 - Cedar Lane",613,462,4,"1,079"
"Loudoun County",-,"813 - Seldens Landing",421,266,3,690
"Loudoun County",-,"814 - Newton - Lee",559,622,2,"1,183"
"Loudoun County",-,"815 - Belmont Ridge",721,481,0,"1,202"
"Loudoun County",-,"817 - Sanders Corner",590,639,3,"1,232"
"Loudoun County",-,"818 - Broad Run",470,433,2,905
"Loudoun County",-,"819 - Heritage Church",381,433,0,814
"Loudoun County",-,"820 - Belmont Station",444,380,0,824
"Loudoun County",-,"821 - Lansdowne",370,328,0,698
"Loudoun County",-,"Ab - Central Absentee Precinct","3,268","2,964",19,"6,251"
"Loudoun County",-,Provisional,35,58,0,93
"Louisa County",-,"101 - Zion",399,575,3,977
"Louisa County",-,"102 - Mechanicsville",225,329,1,555
"Louisa County",-,"201 - Louisa #1",227,363,1,591
"Louisa County",-,"202 - Louisa #2",271,328,4,603
"Louisa County",-,"301 - Patrick Henry No 1",603,463,2,"1,068"
"Louisa County",-,"302 - Patrick Henry #2",134,147,1,282
"Louisa County",-,"401 - Mineral",347,667,0,"1,014"
"Louisa County",-,"402 - Yanceyville",148,167,1,316
"Louisa County",-,"501 - Fredericks Hall",175,144,0,319
"Louisa County",-,"502 - Cuckoo",178,322,1,501
"Louisa County",-,"503 - Elk Creek",138,296,2,436
"Louisa County",-,"601 - Bumpass",133,439,2,574
"Louisa County",-,"602 - Locust Creek",225,516,1,742
"Louisa County",-,"701 - Sheltons Mill",260,484,0,744
"Louisa County",-,"702 - South Anna",225,370,1,596
"Louisa County",-,"Ab - Central Absentee Precinct",219,291,1,511
"Louisa County",-,Provisional,0,6,0,6
"Lunenburg County",-,"101 - Plymouth",112,270,0,382
"Lunenburg County",-,"201 - Browns Store",139,243,1,383
"Lunenburg County",-,"301 - Rosebud",69,185,1,255
"Lunenburg County",-,"302 - Flat Rock",102,144,0,246
"Lunenburg County",-,"401 - Arrowhead Gun Club",45,133,1,179
"Lunenburg County",-,"402 - Pleasant Grove",93,200,0,293
"Lunenburg County",-,"501 - Reedy Creek",126,104,0,230
"Lunenburg County",-,"502 - Peoples Community Center",201,93,1,295
"Lunenburg County",-,"601 - Hounds Creek",254,138,1,393
"Lunenburg County",-,"701 - Meherrin Fire Department",110,104,0,214
"Lunenburg County",-,"702 - Victoria Public Library",102,157,0,259
"Lunenburg County",-,"Ab - Central Absentee Precinct",66,48,2,116
"Lunenburg County",-,Provisional,0,0,0,0
"Lynchburg City",-,"101 - First Ward First Precinct",615,911,6,"1,532"
"Lynchburg City",-,"102 - First Ward Second Precinct",691,"1,174",4,"1,869"
"Lynchburg City",-,"103 - First Ward Third Precinct",589,799,2,"1,390"
"Lynchburg City",-,"104 - First Ward Fourth Precinct",260,242,0,502
"Lynchburg City",-,"105 - First Ward Fifth Precinct",430,434,0,864
"Lynchburg City",-,"201 - Second Ward First Precinct","1,006",315,4,"1,325"
"Lynchburg City",-,"202 - Second Ward Second Precinct",767,180,2,949
"Lynchburg City",-,"203 - Second Ward Third Precinct",313,85,0,398
"Lynchburg City",-,"204 - Second Ward Fourth Precinct",150,158,0,308
"Lynchburg City",-,"301 - Third Ward First Precinct",281,303,4,588
"Lynchburg City",-,"302 - Third Ward Second Precinct",29,"1,141",1,"1,171"
"Lynchburg City",-,"303 - Third Ward Third Precinct",263,484,0,747
"Lynchburg City",-,"304 - Third Ward Fourth Precinct",215,475,2,692
"Lynchburg City",-,"305 - Third Ward Fifth Precinct",357,952,0,"1,309"
"Lynchburg City",-,"401 - Fourth Ward First Precinct",490,"1,249",1,"1,740"
"Lynchburg City",-,"402 - Fourth Ward Second Precinct",254,515,4,773
"Lynchburg City",-,"403 - Fourth Ward Third Precinct",463,880,3,"1,346"
"Lynchburg City",-,"404 - Fourth Ward Fourth Precinct",595,788,3,"1,386"
"Lynchburg City",-,"Ab - Central Absentee Precinct",358,355,1,714
"Lynchburg City",-,Provisional,0,8,0,8
"Madison County",-,"1 - Oak Park",200,250,0,450
"Madison County",-,"2 - Radiant",288,402,1,691
"Madison County",-,"3 - Rochelle",113,240,0,353
"Madison County",-,"4 - Graves Mill",9,33,0,42
"Madison County",-,"5 - Madison",302,539,0,841
"Madison County",-,"6 - Wolftown",188,269,1,458
"Madison County",-,"7 - Brightwood",217,528,2,747
"Madison County",-,"8 - Criglersville",124,256,1,381
"Madison County",-,"9 - Etlan",87,126,0,213
"Madison County",-,"Ab - Central Absentee Precinct",96,113,0,209
"Madison County",-,Provisional,0,0,0,0
"Manassas City",-,"1 - Dean",947,"1,053",4,"2,004"
"Manassas City",-,"2 - Weems",639,636,8,"1,283"
"Manassas City",-,"3 - Metz",738,671,3,"1,412"
"Manassas City",-,"4 - Haydon",827,792,2,"1,621"
"Manassas City",-,"5 - Baldwin",774,620,1,"1,395"
"Manassas City",-,"Ab - Central Absentee Precinct",198,225,0,423
"Manassas City",-,Provisional,1,0,0,1
"Manassas Park City",-,"1 - Precinct One",574,472,2,"1,048"
"Manassas Park City",-,"2 - Precinct Two",512,372,2,886
"Manassas Park City",-,"Ab - Central Absentee Precinct",92,77,1,170
"Martinsville City",-,"1 - Precinct #1",308,11,0,319
"Martinsville City",-,"2 - Precinct #2",305,305,4,614
"Martinsville City",-,"3 - Precinct #3",231,143,2,376
"Martinsville City",-,"4 - Precinct #4",340,247,0,587
"Martinsville City",-,"5 - Precinct #5",363,752,2,"1,117"
"Martinsville City",-,"6 - Precinct #6",166,4,0,170
"Martinsville City",-,"Ab - Central Absentee Precinct",75,81,0,156
"Mathews County",-,"1 - Chesapeake",205,489,0,694
"Mathews County",-,"2 - Westville",428,695,1,"1,124"
"Mathews County",-,"3 - Piankatank",421,786,1,"1,208"
"Mathews County",-,"Ab - Central Absentee Precinct",151,243,0,394
"Mathews County",-,Provisional,0,1,0,1
"Mecklenburg County",-,"101 - Wrights Store",130,134,0,264
"Mecklenburg County",-,"102 - Pearsons Store",34,82,0,116
"Mecklenburg County",-,"103 - South Clarksville",194,211,0,405
"Mecklenburg County",-,"201 - Boydton",118,136,0,254
"Mecklenburg County",-,"202 - Bluestone Senior High School",56,37,0,93
"Mecklenburg County",-,"203 - Chase City Vfw Post",141,60,0,201
"Mecklenburg County",-,"301 - Bracey",155,361,0,516
"Mecklenburg County",-,"302 - Lacrosse",152,165,1,318
"Mecklenburg County",-,"401 - American Legion Hall",343,235,0,578
"Mecklenburg County",-,"402 - Park View Middle School",63,44,0,107
"Mecklenburg County",-,"501 - South Hill",262,498,0,760
"Mecklenburg County",-,"601 - Baskerville",110,206,0,316
"Mecklenburg County",-,"602 - Union Level",36,146,0,182
"Mecklenburg County",-,"603 - Smith Crossroads",51,101,0,152
"Mecklenburg County",-,"604 - Lake Gaston",47,89,0,136
"Mecklenburg County",-,"701 - Chase City",139,243,0,382
"Mecklenburg County",-,"702 - Sunshine",132,176,0,308
"Mecklenburg County",-,"801 - Finchley",43,85,0,128
"Mecklenburg County",-,"802 - Bluestone",128,280,0,408
"Mecklenburg County",-,"803 - Chase City Elementary School",116,179,0,295
"Mecklenburg County",-,"901 - Averett",14,80,0,94
"Mecklenburg County",-,"902 - Buffalo Springs",51,166,0,217
"Mecklenburg County",-,"903 - Clarksville",224,532,0,756
"Mecklenburg County",-,"Ab - Central Absentee Precinct",127,162,0,289
"Mecklenburg County",-,Provisional,2,3,5,10
"Middlesex County",-,"101 - Saluda",122,156,0,278
"Middlesex County",-,"102 - Urbanna",165,313,2,480
"Middlesex County",-,"201 - New Market",250,605,0,855
"Middlesex County",-,"301 - Waterview",119,156,0,275
"Middlesex County",-,"302 - Church View",181,173,0,354
"Middlesex County",-,"401- Harmony Village",260,334,2,596
"Middlesex County",-,"501 - Wilton",277,513,1,791
"Middlesex County",-,"Ab - Central Absentee Precinct",84,126,0,210
"Montgomery County",-,"101 - Precinct A-1",727,613,0,"1,340"
"Montgomery County",-,"102 - Precinct A-2",687,334,1,"1,022"
"Montgomery County",-,"103 - Precinct A-3","1,016",593,3,"1,612"
"Montgomery County",-,"201 - Precinct B-1",71,64,0,135
"Montgomery County",-,"202 - Precinct B-2",558,675,1,"1,234"
"Montgomery County",-,"203 - Precinct B-3",312,490,3,805
"Montgomery County",-,"204 - Precinct B-4",587,884,2,"1,473"
"Montgomery County",-,"301 - Precinct C-1",299,667,2,968
"Montgomery County",-,"302 - Precinct C-2",351,690,1,"1,042"
"Montgomery County",-,"303 - Precinct C-3",119,278,2,399
"Montgomery County",-,"304 - Precinct C-4",322,606,0,928
"Montgomery County",-,"401 - Precinct D-1",247,445,1,693
"Montgomery County",-,"402 - Precinct D-2",269,726,0,995
"Montgomery County",-,"403 - Precinct D-3",225,501,1,727
"Montgomery County",-,"404 - Precinct D-4",137,349,0,486
"Montgomery County",-,"405 - Precinct D-5",399,677,3,"1,079"
"Montgomery County",-,"501 - Precinct E-1",425,432,3,860
"Montgomery County",-,"502 - Precinct E-2",298,454,1,753
"Montgomery County",-,"503 - Precinct E-3",435,250,2,687
"Montgomery County",-,"601 - Precinct F-1",829,483,2,"1,314"
"Montgomery County",-,"602 - Precinct F-2",674,409,1,"1,084"
"Montgomery County",-,"701 - Precinct G-1","1,026",615,4,"1,645"
"Montgomery County",-,"702 - Precinct G-2",465,251,8,724
"Montgomery County",-,"Ab - Central Absentee Precinct",549,482,1,"1,032"
"Montgomery County",-,Provisional,12,10,0,22
"Nelson County",-,"101 - Rockfish",583,527,3,"1,113"
"Nelson County",-,"201 - Lovingston",272,275,1,548
"Nelson County",-,"202 - Schuyler",178,136,1,315
"Nelson County",-,"301 - Shipman",336,331,2,669
"Nelson County",-,"302 - Gladstone",59,62,0,121
"Nelson County",-,"401 - Roseland",336,492,2,830
"Nelson County",-,"402 - Montebello",29,40,0,69
"Nelson County",-,"501 - Faber",206,182,1,389
"Nelson County",-,"502 - Nellysford",526,440,4,970
"Nelson County",-,"Ab - Central Absentee Precinct",156,99,2,257
"Nelson County",-,Provisional,4,4,0,8
"New Kent County",-,"102 - Tunstall",115,269,1,385
"New Kent County",-,"103 - Southern Branch",268,747,3,"1,018"
"New Kent County",-,"201 - Quinton",324,610,4,938
"New Kent County",-,"202 - Kentwood",175,444,6,625
"New Kent County",-,"301 - Watkins",266,289,2,557
"New Kent County",-,"302 - Cumberland",267,421,2,690
"New Kent County",-,"401 - Providence Forge",350,698,3,"1,051"
"New Kent County",-,"403 - Mountcastle",144,276,4,424
"New Kent County",-,"501 - Eltham",179,330,4,513
"New Kent County",-,"502 - Chickahominy River",215,538,4,757
"New Kent County",-,"Ab - Central Absentee Precinct",109,164,1,274
"New Kent County",-,Provisional,0,5,0,5
"Newport News City",-,"101 - Denbigh (CD 3)","1,078",316,2,"1,396"
"Newport News City",-,"102 - Epes (CD 3)",903,281,1,"1,185"
"Newport News City",-,"103 - Jenkins (CD 3)",733,504,2,"1,239"
"Newport News City",-,"104 - Mcintosh (CD 3)",671,213,2,886
"Newport News City",-,"105 - Oyster Point (CD 2)",180,149,3,332
"Newport News City",-,"106 - Reservoir (CD 3)",950,524,6,"1,480"
"Newport News City",-,"107 - Richneck (CD 2)",963,615,1,"1,579"
"Newport News City",-,"108 - Lee Hall (CD 3)",723,307,2,"1,032"
"Newport News City",-,"109 - Windsor (CD 2)",458,305,2,765
"Newport News City",-,"110 - Greenwood (CD 1)",816,261,1,"1,078"
"Newport News City",-,"201 - Bland (CD 3)",137,84,0,221
"Newport News City",-,"202 - Boulevard (CD 2)",498,560,3,"1,061"
"Newport News City",-,"203 - Charles (CD 2)",814,924,7,"1,745"
"Newport News City",-,"204 - Wellesley (CD 2)",412,366,3,781
"Newport News City",-,"205 - Deep Creek (CD 2)",494,937,4,"1,435"
"Newport News City",-,"208 - Hidenwood (CD 2)",353,609,3,965
"Newport News City",-,"209 - Hilton (CD 2)",546,598,2,"1,146"
"Newport News City",-,"210 - Nelson (CD 2)",890,"1,005",5,"1,900"
"Newport News City",-,"211 - Palmer (CD 1)",49,33,0,82
"Newport News City",-,"211 - Palmer (CD 2)",553,405,2,960
"Newport News City",-,"212 - Riverside (CD 2)",338,509,2,849
"Newport News City",-,"213 - Sanford (CD 2)",194,399,2,595
"Newport News City",-,"215 - Warwick (CD 2)",366,309,3,678
"Newport News City",-,"216 - Yates (CD 2)",388,519,1,908
"Newport News City",-,"217 - Riverview (CD 2)",542,700,3,"1,245"
"Newport News City",-,"218 - Kiln Creek (CD 1)",26,18,0,44
"Newport News City",-,"218 - Kiln Creek (CD 2)",969,878,5,"1,852"
"Newport News City",-,"219 - Deer Park (CD 2)",710,410,1,"1,121"
"Newport News City",-,"302 - Briarfield (CD 3)",608,160,1,769
"Newport News City",-,"303 - Carver (CD 3)",420,125,2,547
"Newport News City",-,"304 - Chestnut (CD 3)",407,17,0,424
"Newport News City",-,"305 - Downtown (CD 3)",179,51,1,231
"Newport News City",-,"306 - Dunbar (CD 3)",112,9,0,121
"Newport News City",-,"307 - Huntington (CD 3)",341,8,0,349
"Newport News City",-,"308 - Jefferson (CD 3)",388,8,1,397
"Newport News City",-,"309 - Magruder (CD 3)",425,23,1,449
"Newport News City",-,"310 - Marshall (CD 3)",519,29,0,548
"Newport News City",-,"311 - Newmarket (CD 3)",798,254,4,"1,056"
"Newport News City",-,"312 - Newsome Park (CD 3)",136,14,1,151
"Newport News City",-,"313 - Reed (CD 3)",769,32,2,803
"Newport News City",-,"314 - River (CD 3)",372,251,2,625
"Newport News City",-,"315 - Sedgefield (CD 2)",442,403,2,847
"Newport News City",-,"316 - South Morrison (CD 3)",582,389,3,974
"Newport News City",-,"317 - Washington (CD 3)",229,14,0,243
"Newport News City",-,"318 - Wilson (CD 3)",480,57,1,538
"Newport News City",-,"319 - Saunders (CD 2)",674,630,3,"1,307"
"Newport News City",-,"320 - Watkins (CD 2)",716,950,3,"1,669"
"Newport News City",-,"Ab - Central Absentee Precinct (CD 1)",15,8,1,24
"Newport News City",-,"Ab - Central Absentee Precinct (CD 2)",363,413,2,778
"Newport News City",-,"Ab - Central Absentee Precinct (CD 3)",294,92,2,388
"Newport News City",-,"Provisional (CD 1)",1,0,0,1
"Newport News City",-,"Provisional (CD 2)",5,14,0,19
"Newport News City",-,"Provisional (CD 3)",7,5,0,12
"Norfolk City",-,"101 - Granby (CD 3)",846,445,4,"1,295"
"Norfolk City",-,"102 - Ocean View School (CD 2)",313,265,2,580
"Norfolk City",-,"103 - Northside (CD 2)",432,447,0,879
"Norfolk City",-,"104 - Titustown (CD 3)",378,49,0,427
"Norfolk City",-,"106 - Zion Grace (CD 2)",725,519,4,"1,248"
"Norfolk City",-,"201 - Old Dominion (CD 2)","1,000",680,9,"1,689"
"Norfolk City",-,"203 - Ghent Square (CD 3)",389,213,2,604
"Norfolk City",-,"207 - Lambert's Point (CD 3)",762,90,2,854
