County/City,Ward,Pct,"Mark Rankin Herring","Mark Dudley Obenshain","All Others","Total Votes Cast"
"Chesapeake City",-,"53 - Fairways",396,320,3,719
"Chesapeake City",-,"54 - Pughsville",743,291,2,"1,036"
"Chesapeake City",-,"55 - Georgetown East",658,160,3,821
"Chesapeake City",-,"56 - Green Tree",500,377,0,877
"Chesapeake City",-,"57 - Cypress",493,450,0,943
"Chesapeake City",-,"58 - Expressway",282,97,1,380
"Chesapeake City",-,"59 - Clearfield",286,344,2,632
"Chesapeake City",-,"60 - Parker Road",438,950,6,"1,394"
"Chesapeake City",-,"61 - Centerville",243,772,2,"1,017"
"Chesapeake City",-,"62 - Fentress",383,790,2,"1,175"
"Chesapeake City",-,"63 - Poplar Branch",173,577,3,753
"Chesapeake City",-,"Ab - Central Absentee Precinct","1,119",985,2,"2,106"
"Chesapeake City",-,Provisional,28,29,1,58
"Chesterfield County",-,"101 - Bellwood (CD 4)",318,388,3,709
"Chesterfield County",-,"102 - South Chester (CD 4)",600,777,7,"1,384"
"Chesterfield County",-,"103 - Enon (CD 4)",502,947,7,"1,456"
"Chesterfield County",-,"104 - North Chester (CD 4)",520,"1,014",9,"1,543"
"Chesterfield County",-,"105 - Drewrys Bluff (CD 4)",528,368,2,898
"Chesterfield County",-,"106 - Harrowgate (CD 4)",982,903,7,"1,892"
"Chesterfield County",-,"107 - Wells (CD 4)",617,725,6,"1,348"
"Chesterfield County",-,"108 - Ecoff (CD 4)",660,"1,285",13,"1,958"
"Chesterfield County",-,"109 - Elizabeth Scott (CD 4)",912,"1,070",6,"1,988"
"Chesterfield County",-,"110 - Dutch Gap (CD 4)",441,536,2,979
"Chesterfield County",-,"111 - Iron Bridge (CD 4)","1,066","1,147",6,"2,219"
"Chesterfield County",-,"112 - Carver (CD 4)",628,579,13,"1,220"
"Chesterfield County",-,"201 - Gates (CD 4)",468,611,3,"1,082"
"Chesterfield County",-,"202 - Beulah (CD 4)",891,605,6,"1,502"
"Chesterfield County",-,"203 - Bird (CD 4)",517,357,0,874
"Chesterfield County",-,"204 - Jacobs (CD 4)",471,480,6,957
"Chesterfield County",-,"205 - Falling Creek (CD 4)","1,023",587,7,"1,617"
"Chesterfield County",-,"206 - Belmont (CD 7)",613,163,2,778
"Chesterfield County",-,"207 - Chippenham (CD 4)",315,161,1,477
"Chesterfield County",-,"208 - Meadowbrook (CD 4)",934,387,4,"1,325"
"Chesterfield County",-,"209 - Salem Church (CD 4)",650,873,6,"1,529"
"Chesterfield County",-,"210 - Five Forks (CD 4)",994,701,2,"1,697"
"Chesterfield County",-,"211 - Nash (CD 4)",668,"1,408",4,"2,080"
"Chesterfield County",-,"212 - St. Luke's (CD 4)",356,511,2,869
"Chesterfield County",-,"213 - Southside (CD 4)","1,584",493,2,"2,079"
"Chesterfield County",-,"214 - Hopkins (CD 4)",139,34,0,173
"Chesterfield County",-,"301 - Ettrick (CD 4)","1,185",287,3,"1,475"
"Chesterfield County",-,"302 - Deer Run (CD 4)",222,399,3,624
"Chesterfield County",-,"303 - Matoaca (CD 4)",903,822,2,"1,727"
"Chesterfield County",-,"304 - Winfrees Store (CD 4)",482,"1,269",6,"1,757"
"Chesterfield County",-,"305 - Beach (CD 4)",415,750,4,"1,169"
"Chesterfield County",-,"306 - Winterpock (CD 4)",455,"1,342",3,"1,800"
"Chesterfield County",-,"307 - Cosby (CD 4)",582,"1,013",7,"1,602"
"Chesterfield County",-,"308 - South Manchester (CD 4)",215,218,0,433
"Chesterfield County",-,"309 - Skinquarter (CD 7)",510,"1,240",8,"1,758"
"Chesterfield County",-,"310 - Tomahawk (CD 7)",638,"1,064",1,"1,703"
"Chesterfield County",-,"313 - Woolridge (CD 7)",783,"1,249",6,"2,038"
"Chesterfield County",-,"315 - Bailey Bridge (CD 4)",462,"1,098",6,"1,566"
"Chesterfield County",-,"316 - Spring Run (CD 4)",566,836,7,"1,409"
"Chesterfield County",-,"317 - Birkdale (CD 4)",649,"1,079",5,"1,733"
"Chesterfield County",-,"401 - Harbour Pointe (CD 7)",430,575,4,"1,009"
"Chesterfield County",-,"402 - Genito (CD 7)",941,"1,054",7,"2,002"
"Chesterfield County",-,"403 - Brandermill (CD 7)",684,976,12,"1,672"
"Chesterfield County",-,"404 - Providence (CD 7)",724,689,9,"1,422"
"Chesterfield County",-,"405 - La Prade (CD 7)",743,909,8,"1,660"
"Chesterfield County",-,"406 - Smoketree (CD 7)",536,967,7,"1,510"
"Chesterfield County",-,"407 - Monacan (CD 7)",359,548,4,911
"Chesterfield County",-,"408 - Reams (CD 7)","1,014",765,7,"1,786"
"Chesterfield County",-,"409 - Manchester (CD 7)",381,418,2,801
"Chesterfield County",-,"410 - Wagstaff (CD 7)",373,480,2,855
"Chesterfield County",-,"411 - Swift Creek (CD 7)",675,898,4,"1,577"
"Chesterfield County",-,"413 - Shenandoah (CD 7)",601,690,3,"1,294"
"Chesterfield County",-,"414 - Crenshaw (CD 4)",785,"1,017",12,"1,814"
"Chesterfield County",-,"415 - Evergreen (CD 7)",655,924,11,"1,590"
"Chesterfield County",-,"416 - Evergreen West (CD 7)",220,317,3,540
"Chesterfield County",-,"417 - Edgewater (CD 7)",219,331,1,551
"Chesterfield County",-,"501 - Huguenot (CD 7)",580,669,6,"1,255"
"Chesterfield County",-,"502 - Crestwood (CD 7)",393,550,4,947
"Chesterfield County",-,"503 - Midlothian (CD 7)",487,879,1,"1,367"
"Chesterfield County",-,"504 - Robious (CD 7)",813,"1,469",9,"2,291"
"Chesterfield County",-,"505 - Bon Air (CD 7)",822,953,10,"1,785"
"Chesterfield County",-,"506 - Greenfield (CD 7)",763,815,6,"1,584"
"Chesterfield County",-,"507 - Salisbury (CD 7)",711,"1,528",7,"2,246"
"Chesterfield County",-,"508 - Belgrade (CD 7)",682,836,5,"1,523"
"Chesterfield County",-,"509 - Cranbeck (CD 7)",422,436,3,861
"Chesterfield County",-,"510 - Sycamore (CD 7)",609,"1,174",5,"1,788"
"Chesterfield County",-,"511 - Black Heath (CD 7)",389,795,6,"1,190"
"Chesterfield County",-,"513 - Beaufont (CD 7)",402,184,4,590
"Chesterfield County",-,"514 - Watkins (CD 7)",691,"1,231",7,"1,929"
"Chesterfield County",-,"515 - Davis (CD 7)",871,252,3,"1,126"
"Chesterfield County",-,"516 - Pocoshock (CD 7)",591,198,1,790
"Chesterfield County",-,"517 - Roseland (CD 7)",66,160,0,226
"Chesterfield County",-,"518 - Midlothian North (CD 7)",487,"1,086",3,"1,576"
"Chesterfield County",-,"Ab - Central Absentee Precinct (CD 4)","1,012","1,324",4,"2,340"
"Chesterfield County",-,"Ab - Central Absentee Precinct (CD 7)",885,"1,181",1,"2,067"
"Chesterfield County",-,"Provisional (CD 4)",14,15,31,60
"Chesterfield County",-,"Provisional (CD 7)",14,30,44,88
"Clarke County",-,"101 - Russell",362,617,1,980
"Clarke County",-,"201 - Berryville",408,417,2,827
"Clarke County",-,"301 - Millwood",311,350,0,661
"Clarke County",-,"302 - Pine Grove",139,166,0,305
"Clarke County",-,"401 - White Post",375,521,1,897
"Clarke County",-,"501 - Buckmarsh",302,391,0,693
"Clarke County",-,"502 - Blue Ridge",102,116,1,219
"Clarke County",-,"Ab - Central Absentee Precinct",151,130,0,281
"Clarke County",-,Provisional,0,0,0,0
"Colonial Heights City",-,"1 - First",181,432,3,616
"Colonial Heights City",-,"2 - Second",201,549,0,750
"Colonial Heights City",-,"3 - Third",280,646,2,928
"Colonial Heights City",-,"4 - Fourth",291,751,4,"1,046"
"Colonial Heights City",-,"5 - Fifth",267,956,8,"1,231"
"Colonial Heights City",-,"Ab - Central Absentee Precinct",90,297,0,387
"Colonial Heights City",-,Provisional,0,0,0,0
"Covington City",-,"101 - Precinct 1-1",75,76,0,151
"Covington City",-,"201 - Precinct 2-1",116,117,1,234
"Covington City",-,"301 - Precinct 3-1",123,62,0,185
"Covington City",-,"401 - Precinct 4-1",117,211,0,328
"Covington City",-,"501 - Precinct 5-1",111,187,0,298
"Covington City",-,"Ab - Central Absentee Precinct",20,21,0,41
"Covington City",-,Provisional,0,0,0,0
"Craig County",-,"101 - Court House",58,225,0,283
"Craig County",-,"201 - Ammendale Precinct",56,264,0,320
"Craig County",-,"202 - North Mountain",20,36,0,56
"Craig County",-,"301 - Givens & Reynolds Store",81,118,0,199
"Craig County",-,"302 - Mcguires Store",41,52,1,94
"Craig County",-,"303 - Marshalls Store",12,71,0,83
"Craig County",-,"401 - Barbours Creek",27,70,0,97
"Craig County",-,"402 - Paint Bank",12,12,1,25
"Craig County",-,"403 - Craig Springs",25,102,0,127
"Craig County",-,"404 - Forks Of Johns Creek",20,25,0,45
"Craig County",-,"501 - Craig City",73,203,0,276
"Craig County",-,Provisional,0,0,0,0
"Culpeper County",-,"101 - West Fairfax",603,770,1,"1,374"
"Culpeper County",-,"201 - East Fairfax",444,490,2,936
"Culpeper County",-,"302 - Eggbornsville",197,483,3,683
"Culpeper County",-,"303 - Cardova",180,379,0,559
"Culpeper County",-,"304 - Willow Shade",129,128,0,257
"Culpeper County",-,"401 - Eldorado",247,498,2,747
"Culpeper County",-,"402 - Browns Store",420,825,2,"1,247"
"Culpeper County",-,"501 - Jeffersonton",361,736,2,"1,099"
"Culpeper County",-,"502 - Rixeyville",308,692,2,"1,002"
"Culpeper County",-,"601 - Mitchells",68,126,0,194
"Culpeper County",-,"602 - Pearl Sample",362,655,1,"1,018"
"Culpeper County",-,"603 - South Ridge",151,191,1,343
"Culpeper County",-,"702 - Brandy Station",302,694,0,996
"Culpeper County",-,"703 - Lignum",157,337,3,497
"Culpeper County",-,"704 - Richardsville",76,180,0,256
"Culpeper County",-,"Ab - Central Absentee Precinct",222,378,1,601
"Culpeper County",-,Provisional,4,5,9,18
"Cumberland County",-,"101 - Precinct 1",274,367,1,642
"Cumberland County",-,"201 - Precinct 2",187,374,1,562
"Cumberland County",-,"301 - Precinct 3",318,205,0,523
"Cumberland County",-,"401 - Precinct 4",196,312,0,508
"Cumberland County",-,"501 - Precinct 5",229,305,2,536
"Cumberland County",-,"Ab - Central Absentee Precinct",39,40,0,79
"Cumberland County",-,Provisional,0,0,0,0
"Danville City",-,"1 - Ward One",149,27,1,177
"Danville City",-,"2 - Ward Two",197,131,0,328
"Danville City",-,"3 - Ward Three",256,37,0,293
"Danville City",-,"4 - Ward Four",486,642,0,"1,128"
"Danville City",-,"5 - Ward Five",160,230,1,391
"Danville City",-,"6 - Ward Six",231,38,0,269
"Danville City",-,"7 - Ward Seven",336,77,0,413
"Danville City",-,"8 - Ward Eight",251,218,0,469
"Danville City",-,"9 - Ward Nine",206,199,0,405
"Danville City",-,"10 - Ward Ten",262,368,0,630
"Danville City",-,"11 - Ward Eleven",510,367,1,878
"Danville City",-,"12 - Ward Twelve",531,465,0,996
"Danville City",-,"13 - Ward Thirteen",408,392,0,800
"Danville City",-,"14 - Ward Fourteen",100,12,0,112
"Danville City",-,"15 - Ward Fifteen",328,431,0,759
"Danville City",-,"16 - Ward Sixteen",304,587,1,892
"Danville City",-,"17 - Ward Seventeen",208,653,0,861
"Danville City",-,"Ab - Central Absentee Precinct",234,304,0,538
"Danville City",-,Provisional,1,4,0,5
"Dickenson County",-,"101 - South Clintwood",251,499,1,751
"Dickenson County",-,"201 - Nora",68,145,0,213
"Dickenson County",-,"202 - Frying Pan",31,64,0,95
"Dickenson County",-,"203 - Clinchco",112,153,0,265
"Dickenson County",-,"301 - West Dante",21,100,0,121
"Dickenson County",-,"302 - Herald",46,159,1,206
"Dickenson County",-,"303 - Ridge",55,283,1,339
"Dickenson County",-,"401 - Haysi-colley",249,266,2,517
"Dickenson County",-,"501 - Tarpon",81,75,0,156
"Dickenson County",-,"502 - North Clintwood",151,324,1,476
"Dickenson County",-,"Ab - Central Absentee Precinct",119,145,0,264
"Dickenson County",-,Provisional,0,0,0,0
"Dinwiddie County",-,"101 - White Oak",96,228,0,324
"Dinwiddie County",-,"102 - Rocky Run",138,305,2,445
"Dinwiddie County",-,"103 - Church Road",174,524,1,699
"Dinwiddie County",-,"201 - Rohoic",186,147,2,335
"Dinwiddie County",-,"202 - Sutherland",423,554,0,977
"Dinwiddie County",-,"301 - Reams",123,197,0,320
"Dinwiddie County",-,"302 - New Hope",215,310,2,527
"Dinwiddie County",-,"303 - Little Zion",468,293,0,761
"Dinwiddie County",-,"401 - Dinwiddie",345,407,2,754
"Dinwiddie County",-,"402 - Mckenney",220,238,0,458
"Dinwiddie County",-,"403 - Cherry Hill",185,134,1,320
"Dinwiddie County",-,"501 - Edgehill",102,30,0,132
"Dinwiddie County",-,"502 - Chesdin",701,308,3,"1,012"
"Dinwiddie County",-,"Ab - Central Absentee Precinct",126,135,0,261
"Dinwiddie County",-,Provisional,0,0,0,0
"Emporia City",-,"101 - Precinct 1-1",196,79,0,275
"Emporia City",-,"201 - Precinct 2-1",122,22,0,144
"Emporia City",-,"301 - Precinct 3-1",98,150,1,249
"Emporia City",-,"401 - Precinct 4-1",157,153,0,310
"Emporia City",-,"501 - Precinct 5-1",138,6,0,144
"Emporia City",-,"601 - District 6",115,174,1,290
"Emporia City",-,"701 - District 7",119,69,0,188
"Emporia City",-,Provisional,0,0,0,0
"Essex County",-,"101 - Greater Tappahannock",292,377,2,671
"Essex County",-,"201 - North",454,227,0,681
"Essex County",-,"301 - South",294,504,0,798
"Essex County",-,"401 - Central",322,428,0,750
"Essex County",-,"Ab - Central Absentee Precinct",83,81,0,164
"Essex County",-,Provisional,0,1,0,1
"Fairfax County",-,"104 - Chapel (CD 11)",711,538,1,"1,250"
"Fairfax County",-,"105 - Fairview (CD 11)","1,222",887,3,"2,112"
"Fairfax County",-,"106 - Heritage (CD 11)",846,318,1,"1,165"
"Fairfax County",-,"108 - Kings Park (CD 11)",662,519,8,"1,189"
"Fairfax County",-,"109 - Little Run (CD 11)",972,685,2,"1,659"
"Fairfax County",-,"110 - North Springfield (CD 11)",986,688,1,"1,675"
"Fairfax County",-,"113 - Canterbury (CD 11)","1,231",860,3,"2,094"
"Fairfax County",-,"115 - Ravensworth (CD 11)",450,368,5,823
"Fairfax County",-,"116 - Wakefield (CD 11)",761,454,4,"1,219"
"Fairfax County",-,"117 - Woodson (CD 11)",732,563,4,"1,299"
"Fairfax County",-,"118 - Lake Braddock (CD 11)","1,003",564,7,"1,574"
"Fairfax County",-,"119 - Laurel (CD 11)","1,088",830,8,"1,926"
"Fairfax County",-,"120 - Sideburn (CD 11)",841,857,2,"1,700"
"Fairfax County",-,"121 - Villa (CD 11)",468,381,2,851
"Fairfax County",-,"123 - Robinson (CD 11)","1,024",776,9,"1,809"
"Fairfax County",-,"125 - Signal Hill (CD 11)",933,621,2,"1,556"
"Fairfax County",-,"126 - Bonnie Brae (CD 11)",615,387,6,"1,008"
"Fairfax County",-,"127 - Burke Centre (CD 11)","1,023",712,2,"1,737"
"Fairfax County",-,"128 - Cardinal (CD 11)",585,416,4,"1,005"
"Fairfax County",-,"129 - Keene Mill (CD 11)",444,318,4,766
"Fairfax County",-,"130 - Terra Centre (CD 11)",679,451,1,"1,131"
"Fairfax County",-,"131 - Eagle View (CD 11)",762,537,5,"1,304"
"Fairfax County",-,"132 - Monument (CD 11)",692,434,0,"1,126"
"Fairfax County",-,"133 - Danbury (CD 11)",200,113,1,314
"Fairfax County",-,"134 - University (CD 11)",613,196,3,812
"Fairfax County",-,"202 - Flint Hill (CD 11)",868,683,5,"1,556"
"Fairfax County",-,"203 - Floris (CD 11)","1,033",711,3,"1,747"
"Fairfax County",-,"204 - Madison (CD 11)",235,118,2,355
"Fairfax County",-,"208 - Reston #1 (CD 11)",801,261,2,"1,064"
"Fairfax County",-,"209 - Reston #2 (CD 11)","1,049",348,3,"1,400"
"Fairfax County",-,"213 - Vienna #1 (CD 11)","1,142",722,3,"1,867"
"Fairfax County",-,"214 - Vienna #2 (CD 11)",930,592,6,"1,528"
"Fairfax County",-,"216 - Vienna #4 (CD 11)",448,240,0,688
"Fairfax County",-,"218 - Vienna #6 (CD 11)",706,348,1,"1,055"
"Fairfax County",-,"219 - Westbriar (CD 11)",950,633,2,"1,585"
"Fairfax County",-,"220 - Dogwood (CD 11)","1,097",432,5,"1,534"
"Fairfax County",-,"221 - Hunters Woods (CD 11)",915,476,2,"1,393"
"Fairfax County",-,"222 - Reston #3 (CD 11)",796,236,0,"1,032"
"Fairfax County",-,"223 - Glade (CD 11)","1,291",468,2,"1,761"
"Fairfax County",-,"224 - South Lakes (CD 11)","1,549",551,4,"2,104"
"Fairfax County",-,"225 - Terraset (CD 11)","1,055",374,4,"1,433"
"Fairfax County",-,"226 - Wolftrap (CD 11)","1,044",763,5,"1,812"
"Fairfax County",-,"227 - Sunrise Valley (CD 11)",552,355,1,908
"Fairfax County",-,"229 - Fox Mill (CD 10)","1,344",963,11,"2,318"
"Fairfax County",-,"233 - North Point (CD 11)","1,267",777,4,"2,048"
"Fairfax County",-,"234 - Aldrin (CD 11)","1,337",770,4,"2,111"
"Fairfax County",-,"235 - Frying Pan (CD 11)",736,335,2,"1,073"
"Fairfax County",-,"236 - Stuart (CD 11)",400,225,1,626
"Fairfax County",-,"237 - Mcnair (CD 11)",669,333,0,"1,002"
"Fairfax County",-,"238 - Cameron Glen (CD 11)",667,440,2,"1,109"
"Fairfax County",-,"240 - Colvin (CD 10)",534,553,2,"1,089"
"Fairfax County",-,"301 - Chain Bridge (CD 10)",783,604,1,"1,388"
"Fairfax County",-,"302 - Chesterbrook (CD 8)",739,516,2,"1,257"
"Fairfax County",-,"303 - Churchill (CD 10)",447,282,1,730
"Fairfax County",-,"304 - Cooper (CD 10)",495,468,1,964
"Fairfax County",-,"305 - El Nido (CD 8)",698,382,2,"1,082"
"Fairfax County",-,"306 - Great Falls (CD 10)",536,490,2,"1,028"
"Fairfax County",-,"307 - Haycock (CD 8)",762,474,4,"1,240"
"Fairfax County",-,"309 - Kenmore (CD 10)",838,718,2,"1,558"
"Fairfax County",-,"310 - Kirby (CD 8)",591,338,1,930
"Fairfax County",-,"311 - Langley (CD 10)",540,490,2,"1,032"
"Fairfax County",-,"312 - Longfellow (CD 8)",727,441,6,"1,174"
"Fairfax County",-,"314 - Mclean (CD 10)",678,417,2,"1,097"
"Fairfax County",-,"315 - Pimmit (CD 8)",777,412,2,"1,191"
"Fairfax County",-,"316 - Salona #1 (CD 8)",291,190,1,482
"Fairfax County",-,"317 - Westhampton (CD 8)",682,379,6,"1,067"
"Fairfax County",-,"318 - Westmoreland (CD 8)",461,232,2,695
"Fairfax County",-,"319 - Herndon #1 (CD 11)",966,681,4,"1,651"
"Fairfax County",-,"320 - Herndon #2 (CD 11)","1,020",522,6,"1,548"
"Fairfax County",-,"321 - Clearview (CD 10)","1,187",847,7,"2,041"
"Fairfax County",-,"322 - Forestville (CD 10)",668,765,6,"1,439"
"Fairfax County",-,"323 - Shouse (CD 10)",626,452,2,"1,080"
"Fairfax County",-,"324 - Herndon #3 (CD 11)",882,445,3,"1,330"
"Fairfax County",-,"325 - Hutchison (CD 11)",535,208,2,745
"Fairfax County",-,"327 - Sugarland (CD 10)",840,617,7,"1,464"
"Fairfax County",-,"328 - Hickory (CD 10)",747,646,4,"1,397"
"Fairfax County",-,"329 - Seneca (CD 10)",781,725,2,"1,508"
"Fairfax County",-,"331 - Spring Hill (CD 10)",596,510,0,"1,106"
"Fairfax County",-,"332 - Coates (CD 11)",581,210,3,794
"Fairfax County",-,"333 - Salona #2 (CD 8)",463,331,0,794
"Fairfax County",-,"401 - Bush Hill (CD 8)",858,577,3,"1,438"
"Fairfax County",-,"402 - Cameron (CD 8)",279,181,1,461
"Fairfax County",-,"404 - Franconia (CD 8)",805,428,2,"1,235"
"Fairfax County",-,"405 - Groveton (CD 8)",489,162,2,653
"Fairfax County",-,"406 - Hayfield (CD 8)",615,560,4,"1,179"
"Fairfax County",-,"408 - Mount Eagle (CD 8)",716,231,1,948
"Fairfax County",-,"409 - Pioneer (CD 8)","1,153",534,7,"1,694"
"Fairfax County",-,"410 - Rose Hill (CD 8)","1,058",689,4,"1,751"
"Fairfax County",-,"411 - Virginia Hills (CD 8)",616,321,1,938
"Fairfax County",-,"413 - Fairfield (CD 8)",516,104,0,620
"Fairfax County",-,"415 - Crestwood (CD 8)",564,388,4,956
"Fairfax County",-,"417 - Garfield (CD 8)",701,428,1,"1,130"
"Fairfax County",-,"418 - Lynbrook (CD 8)",420,247,2,669
"Fairfax County",-,"419 - Lane (CD 8)",895,377,0,"1,272"
"Fairfax County",-,"420 - Villages (CD 8)","1,081",509,5,"1,595"
"Fairfax County",-,"421 - Kingstowne (CD 8)",854,416,2,"1,272"
"Fairfax County",-,"422 - Van Dorn (CD 8)",838,429,5,"1,272"
"Fairfax County",-,"423 - Clermont (CD 8)",707,460,3,"1,170"
"Fairfax County",-,"424 - Huntley (CD 8)",815,433,2,"1,250"
"Fairfax County",-,"426 - Greenspring (CD 11)",748,459,3,"1,210"
"Fairfax County",-,"427 - Island Creek (CD 8)",688,370,1,"1,059"
"Fairfax County",-,"428 - Pinewood (CD 8)",747,212,2,961
"Fairfax County",-,"429 - Hybla Valley (CD 8)",796,180,2,978
"Fairfax County",-,"501 - Baileys (CD 8)",841,296,2,"1,139"
"Fairfax County",-,"502 - Barcroft (CD 11)",472,209,3,684
"Fairfax County",-,"503 - Belvedere (CD 11)",597,236,1,834
"Fairfax County",-,"504 - Bristow (CD 11)",565,272,0,837
"Fairfax County",-,"505 - Glen Forest (CD 8)",634,262,2,898
"Fairfax County",-,"506 - Holmes (CD 11)",375,133,2,510
"Fairfax County",-,"506 - Holmes (CD 8)",282,76,2,360
"Fairfax County",-,"507 - Lincolnia (CD 8)",814,316,3,"1,133"
"Fairfax County",-,"508 - Masonville (CD 11)",807,415,7,"1,229"
"Fairfax County",-,"509 - Plaza (CD 8)",343,72,3,418
"Fairfax County",-,"510 - Parklawn (CD 8)",569,326,3,898
"Fairfax County",-,"511 - Ravenwood (CD 11)",801,373,2,"1,176"
"Fairfax County",-,"512 - Sleepy Hollow (CD 11)",456,234,4,694
"Fairfax County",-,"513 - Saint Albans (CD 11)",508,246,0,754
"Fairfax County",-,"513 - Saint Albans (CD 8)",271,143,1,415
"Fairfax County",-,"515 - Westlawn (CD 8)",439,209,2,650
"Fairfax County",-,"516 - Weyanoke (CD 8)",726,305,2,"1,033"
"Fairfax County",-,"517 - Willston (CD 8)",416,165,1,582
"Fairfax County",-,"518 - Columbia (CD 11)",659,382,3,"1,044"
"Fairfax County",-,"519 - Hummer (CD 11)",466,272,5,743
"Fairfax County",-,"520 - Skyline (CD 8)",834,246,2,"1,082"
"Fairfax County",-,"521 - Brook Hill (CD 8)",481,332,3,816
"Fairfax County",-,"522 - Camelot (CD 11)",451,352,2,805
"Fairfax County",-,"523 - Poe (CD 8)",677,397,4,"1,078"
"Fairfax County",-,"525 - Walnut Hill (CD 8)",871,436,3,"1,310"
"Fairfax County",-,"526 - Bren Mar (CD 8)",876,328,3,"1,207"
"Fairfax County",-,"527 - Edsall (CD 8)",540,306,3,849
"Fairfax County",-,"528 - Ridgelea (CD 11)",362,249,0,611
"Fairfax County",-,"601 - Belle Haven (CD 8)",548,443,2,993
"Fairfax County",-,"602 - Belleview (CD 8)",705,376,3,"1,084"
"Fairfax County",-,"604 - Bucknell (CD 8)",927,321,2,"1,250"
"Fairfax County",-,"605 - Fort Hunt (CD 8)",666,573,1,"1,240"
"Fairfax County",-,"606 - Hollin Hall (CD 8)",852,528,3,"1,383"
"Fairfax County",-,"607 - Huntington (CD 8)",957,427,2,"1,386"
"Fairfax County",-,"608 - Kirkside (CD 8)",759,290,0,"1,049"
"Fairfax County",-,"609 - Marlan (CD 8)",652,454,2,"1,108"
"Fairfax County",-,"610 - Sherwood (CD 8)",589,290,2,881
"Fairfax County",-,"611 - Stratford (CD 8)",926,645,2,"1,573"
"Fairfax County",-,"612 - Waynewood (CD 8)",424,376,1,801
"Fairfax County",-,"613 - Westgate (CD 8)",764,922,2,"1,688"
"Fairfax County",-,"614 - Riverside (CD 8)",571,507,4,"1,082"
"Fairfax County",-,"615 - Woodley (CD 8)",697,499,4,"1,200"
"Fairfax County",-,"616 - Gunston (CD 8)",535,519,3,"1,057"
"Fairfax County",-,"617 - Lorton (CD 8)",556,176,0,732
"Fairfax County",-,"618 - Newington (CD 11)","1,136",789,8,"1,933"
"Fairfax County",-,"619 - Belvoir (CD 8)",566,396,3,965
"Fairfax County",-,"621 - Grosvenor (CD 8)",514,219,2,735
"Fairfax County",-,"622 - Lorton Station (CD 8)",851,282,2,"1,135"
"Fairfax County",-,"623 - Alban (CD 8)",636,405,2,"1,043"
"Fairfax County",-,"625 - Lorton Center (CD 8)",470,308,3,781
"Fairfax County",-,"626 - Saratoga (CD 8)",877,614,0,"1,491"
"Fairfax County",-,"627 - Woodlawn (CD 8)",824,309,1,"1,134"
"Fairfax County",-,"628 - Laurel Hill (CD 11)",852,383,4,"1,239"
"Fairfax County",-,"629 - South County (CD 11)",633,578,5,"1,216"
"Fairfax County",-,"701 - Blake (CD 11)","1,109",615,2,"1,726"
"Fairfax County",-,"703 - Fort Buffalo (CD 8)",408,133,3,544
"Fairfax County",-,"704 - Freedom Hill (CD 11)",583,372,2,957
"Fairfax County",-,"705 - Graham - Greenway (CD 8)","1,020",431,7,"1,458"
"Fairfax County",-,"707 - Mantua (CD 11)",693,385,1,"1,079"
"Fairfax County",-,"708 - Marshall (CD 8)","1,211",529,3,"1,743"
"Fairfax County",-,"709 - Mosby (CD 11)",807,366,3,"1,176"
"Fairfax County",-,"710 - Pine Spring (CD 8)",680,283,6,969
"Fairfax County",-,"711 - Price (CD 11)",596,341,3,940
"Fairfax County",-,"712 - Shreve (CD 8)",516,251,0,767
"Fairfax County",-,"713 - Timber Lane (CD 8)",849,341,4,"1,194"
"Fairfax County",-,"714 - Walker (CD 11)",837,444,2,"1,283"
"Fairfax County",-,"717 - Woodburn (CD 11)",542,271,1,814
"Fairfax County",-,"718 - Pine Ridge (CD 11)",549,362,4,915
"Fairfax County",-,"719 - Stenwood (CD 11)",329,199,0,528
"Fairfax County",-,"720 - Thoreau (CD 11)",560,350,1,911
"Fairfax County",-,"721 - Merrifield (CD 11)",869,402,6,"1,277"
"Fairfax County",-,"726 - Magarity (CD 8)",803,411,2,"1,216"
"Fairfax County",-,"727 - Oakton (CD 11)",708,573,1,"1,282"
"Fairfax County",-,"729 - Nottoway (CD 11)",989,530,3,"1,522"
"Fairfax County",-,"730 - Penderbrook (CD 11)",719,506,2,"1,227"
"Fairfax County",-,"731 - Tysons (CD 11)",534,334,2,870
"Fairfax County",-,"732 - Oak Marr (CD 11)",869,705,3,"1,577"
"Fairfax County",-,"733 - Kilmer (CD 11)","1,014",524,1,"1,539"
"Fairfax County",-,"734 - Hunters Branch (CD 11)",465,235,0,700
"Fairfax County",-,"801 - Burke (CD 11)","1,102",655,5,"1,762"
"Fairfax County",-,"802 - Cedar Lake (CD 11)",272,155,0,427
"Fairfax County",-,"803 - Clifton (CD 10)",802,"1,112",6,"1,920"
"Fairfax County",-,"804 - Colchester (CD 10)",366,463,0,829
"Fairfax County",-,"805 - Fairfax Station (CD 10)",382,423,5,810
"Fairfax County",-,"806 - Sydenstricker (CD 11)",762,704,2,"1,468"
"Fairfax County",-,"807 - Hunt Valley (CD 11)",552,495,1,"1,048"
"Fairfax County",-,"811 - Pohick (CD 11)",523,306,4,833
"Fairfax County",-,"812 - Valley (CD 11)",692,564,1,"1,257"
"Fairfax County",-,"815 - Woodyard (CD 10)",587,674,2,"1,263"
"Fairfax County",-,"824 - Orange (CD 11)",999,974,7,"1,980"
"Fairfax County",-,"825 - Cherry Run (CD 11)",748,582,8,"1,338"
