County/City,Ward,Pct,"Mark R. Warner","James Jim S. Gilmore, III","Glenda Gail Parker","William B. Redpath","All Others","Total Votes Cast"
,,,Democratic,Republican,Independent,Libertarian
"Buckingham County",-,"401 - Maysville (CD 5)",595,370,9,6,0,980
"Buckingham County",-,"501 - Wrights (CD 5)",327,217,7,3,1,555
"Buckingham County",-,"502 - Glenmore (CD 5)",401,160,4,7,0,572
"Buckingham County",-,"601 - Slate River (CD 5)",817,296,4,4,1,"1,122"
"Buckingham County",-,"701 - Gold Hill (CD 5)",406,142,4,2,0,554
"Buckingham County",-,"Ab - Central Absentee Precinct (CD 5)",403,175,11,4,0,593
"Buckingham County",-,"Provisional Votes (CD 5)",0,0,0,0,0,0
"Buena Vista City",-,"1 - First Ward (CD 6)",916,419,8,1,1,"1,345"
"Buena Vista City",-,"2 - Second Ward (CD 6)",675,350,2,9,0,"1,036"
"Buena Vista City",-,"Provisional Votes (CD 6)",0,0,0,0,0,0
"Campbell County",-,"101 - Brookville (CD 5)",950,"1,079",15,14,2,"2,060"
"Campbell County",-,"102 - New London (CD 5)",760,913,3,5,0,"1,681"
"Campbell County",-,"201 - Walker (CD 5)","1,004","1,029",15,16,3,"2,067"
"Campbell County",-,"202 - Bedford Springs (CD 5)",652,776,13,8,0,"1,449"
"Campbell County",-,"301 - Evington (CD 5)",394,379,4,2,0,779
"Campbell County",-,"302 - Lynch Station (CD 5)",630,434,11,3,1,"1,079"
"Campbell County",-,"303 - Altavista (CD 5)",923,396,8,8,0,"1,335"
"Campbell County",-,"401 - Three Forks (CD 5)",817,729,13,4,1,"1,564"
"Campbell County",-,"402 - Court House (CD 5)",937,914,8,16,1,"1,876"
"Campbell County",-,"501 - Spring Hill (CD 5)",765,714,11,5,5,"1,500"
"Campbell County",-,"502 - Yellow Branch (CD 5)",764,619,9,9,0,"1,401"
"Campbell County",-,"601 - Airport (CD 5)",435,586,8,2,1,"1,032"
"Campbell County",-,"602 - Kings (CD 5)",391,311,5,3,2,712
"Campbell County",-,"603 - Concord (CD 5)",888,837,11,13,0,"1,749"
"Campbell County",-,"701 - Brookneal (CD 5)",686,395,8,9,0,"1,098"
"Campbell County",-,"702 - Gladys (CD 5)",759,457,7,7,1,"1,231"
"Campbell County",-,"703 - Morris Church (CD 5)",271,187,3,3,0,464
"Campbell County",-,"Ab - Central Absentee Precinct (CD 5)",988,740,10,15,4,"1,757"
"Campbell County",-,"Provisional Votes (CD 5)",2,4,0,1,0,7
"Caroline County",-,"101 - Bowling Green (CD 1)","1,265",682,9,10,1,"1,967"
"Caroline County",-,"201 - Madison (CD 7)","2,033","1,108",19,10,0,"3,170"
"Caroline County",-,"301 - Port Royal (CD 1)",356,192,2,3,0,553
"Caroline County",-,"302 - Chilesburg (CD 7)",180,108,2,1,0,291
"Caroline County",-,"303 - Woodford (CD 1)",653,318,12,8,0,991
"Caroline County",-,"401 - Reedy Church (CD 7)","1,637",431,11,7,0,"2,086"
"Caroline County",-,"402 - Penola (CD 1)",97,79,0,0,0,176
"Caroline County",-,"501 - Mattaponi (CD 1)","1,413",492,10,6,1,"1,922"
"Caroline County",-,"501 - Mattaponi (CD 7)",206,39,2,1,0,248
"Caroline County",-,"Ab - Central Absentee Precinct (CD 1)",505,178,5,1,0,689
"Caroline County",-,"Ab - Central Absentee Precinct (CD 7)",451,152,2,2,0,607
"Caroline County",-,"Provisional Votes (CD 1)",2,1,0,0,0,3
"Caroline County",-,"Provisional Votes (CD 7)",1,0,1,0,0,2
"Carroll County",-,"101 - Mount Bethel (CD 9)",222,213,12,3,0,450
"Carroll County",-,"102 - St Paul (CD 9)",258,425,7,8,0,698
"Carroll County",-,"103 - Lambsburg (CD 9)",177,183,5,5,1,371
"Carroll County",-,"104 - Oakland A (CD 9)",335,200,1,3,0,539
"Carroll County",-,"201 - Hillsville B (CD 9)",763,465,10,8,0,"1,246"
"Carroll County",-,"202 - Laurel Fork (CD 9)",271,188,6,5,1,471
"Carroll County",-,"203 - Gladesboro (CD 9)",423,286,10,4,0,723
"Carroll County",-,"301 - Hillsville C (CD 9)",959,530,9,5,0,"1,503"
"Carroll County",-,"302 - Sylvatus (CD 9)",269,232,3,3,0,507
"Carroll County",-,"303 - Dugspur (CD 9)",145,136,6,4,0,291
"Carroll County",-,"401 - Hillsville D (CD 9)",195,95,1,1,0,292
"Carroll County",-,"402 - Woodlawn D (CD 9)",638,499,8,5,4,"1,154"
"Carroll County",-,"403 - Oakland D (CD 9)",298,231,2,5,0,536
"Carroll County",-,"404 - Fancy Gap (CD 9)",230,164,5,2,0,401
"Carroll County",-,"501 - Vaughn (CD 9)",187,137,2,5,0,331
"Carroll County",-,"502 - Gladeville (CD 9)",434,396,5,1,2,838
"Carroll County",-,"503 - Woodlawn E (CD 9)",236,220,4,2,0,462
"Carroll County",-,"504 - Laurel (CD 9)",239,275,5,4,0,523
"Carroll County",-,"Ab - Central Absentee Precinct (CD 9)",457,371,11,1,0,840
"Carroll County",-,"Provisional Votes (CD 9)",1,1,0,0,0,2
"Charles City County",-,"101 - Precinct 1-1 (CD 3)",998,388,5,6,0,"1,397"
"Charles City County",-,"201 - Precinct 2-1 (CD 3)","1,020",224,7,2,0,"1,253"
"Charles City County",-,"301 - Precinct 3-1 (CD 3)","1,086",355,8,11,0,"1,460"
"Charles City County",-,"Provisional Votes (CD 3)",1,0,0,0,0,1
"Charlotte County",-,"101 - County Seat (CD 5)",511,311,3,2,0,827
"Charlotte County",-,"201 - Red Oak Wylliesburg (CD 5)",427,295,10,7,1,740
"Charlotte County",-,"302 - Drakes Branch (CD 5)",408,277,8,5,1,699
"Charlotte County",-,"401 - Keysville (CD 5)",460,274,8,1,0,743
"Charlotte County",-,"501 - Cullen (CD 5)",227,186,7,1,2,423
"Charlotte County",-,"503 - Red House (CD 5)",281,118,2,2,0,403
"Charlotte County",-,"601 - Aspen (CD 5)",203,122,4,0,0,329
"Charlotte County",-,"602 - Phenix (CD 5)",275,171,8,2,0,456
"Charlotte County",-,"701 - Bacon (CD 5)",285,107,4,0,0,396
"Charlotte County",-,"702 - Saxe (CD 5)",159,95,1,1,1,257
"Charlotte County",-,"Ab - Central Absentee Precinct (CD 5)",380,158,2,2,0,542
"Charlotte County",-,"Provisional Votes (CD 5)",0,1,0,0,0,1
"Charlottesville City",-,"101 - Recreation (CD 5)","2,130",427,19,20,5,"2,601"
"Charlottesville City",-,"102 - Clark (CD 5)","1,461",257,8,14,3,"1,743"
"Charlottesville City",-,"201 - Carver (CD 5)","1,172",119,10,8,0,"1,309"
"Charlottesville City",-,"202 - Walker (CD 5)","1,475",380,14,14,1,"1,884"
"Charlottesville City",-,"301 - Benjamin Tonsler (CD 5)","1,258",148,8,8,3,"1,425"
"Charlottesville City",-,"302 - Jefferson Park (CD 5)","2,094",464,11,22,7,"2,598"
"Charlottesville City",-,"401 - Venable (CD 5)","2,356",525,11,25,5,"2,922"
"Charlottesville City",-,"402 - Alumni Hall (CD 5)","1,240",210,6,16,4,"1,476"
"Charlottesville City",-,"Ab - Central Absentee Precinct (CD 5)","3,268",391,21,17,5,"3,702"
"Charlottesville City",-,"Provisional Votes (CD 5)",16,2,0,0,0,18
"Chesapeake City",-,"1 - Great Bridge (CD 4)",934,892,6,11,1,"1,844"
"Chesapeake City",-,"2 - Bethel (CD 4)",709,889,4,8,0,"1,610"
"Chesapeake City",-,"3 - Camelot (CD 4)","2,840",174,11,8,0,"3,033"
"Chesapeake City",-,"4 - Churchland (CD 4)",899,830,10,12,0,"1,751"
"Chesapeake City",-,"5 - Crestwood (CD 4)","1,592",114,10,5,1,"1,722"
"Chesapeake City",-,"6 - Deep Creek (CD 4)","1,562",907,20,10,2,"2,501"
"Chesapeake City",-,"7 - Greenbrier (CD 4)","1,036",913,12,11,0,"1,972"
"Chesapeake City",-,"8 - South Norfolk Recreation (CD 4)","1,175",612,17,10,1,"1,815"
"Chesapeake City",-,"9 - Bells Mill (CD 4)","1,276","1,162",12,14,4,"2,468"
"Chesapeake City",-,"10 - Oscar Smith School (CD 4)",573,316,3,6,0,898
"Chesapeake City",-,"11 - Geneva Park (CD 4)","1,033",635,18,5,4,"1,695"
"Chesapeake City",-,"12 - Georgetown (CD 4)","2,272",353,16,11,1,"2,653"
"Chesapeake City",-,"13 - Gilmerton (CD 4)",897,691,4,6,0,"1,598"
"Chesapeake City",-,"14 - Grassfield (CD 4)",205,182,2,3,0,392
"Chesapeake City",-,"15 - B M Williams (CD 4)",886,462,12,7,0,"1,367"
"Chesapeake City",-,"16 - Hickory Grove (CD 4)","1,160","1,287",13,10,1,"2,471"
"Chesapeake City",-,"17 - Indian Creek (CD 4)",555,575,3,12,0,"1,145"
"Chesapeake City",-,"18 - Indian River (CD 4)",879,345,6,6,1,"1,237"
"Chesapeake City",-,"19 - Joliff One (CD 4)",502,555,1,4,0,"1,062"
"Chesapeake City",-,"20 - E W Chittum School (CD 4)",941,794,9,3,0,"1,747"
"Chesapeake City",-,"21 - Fellowship (CD 4)",703,687,6,4,2,"1,402"
"Chesapeake City",-,"22 - Norfolk Highlands (CD 4)",723,488,12,11,0,"1,234"
"Chesapeake City",-,"23 - Oak Grove (CD 4)","1,777","1,012",18,14,1,"2,822"
"Chesapeake City",-,"24 - Oaklette (CD 4)","1,138",446,17,5,1,"1,607"
"Chesapeake City",-,"25 - St Julians (CD 4)",241,225,4,4,0,474
"Chesapeake City",-,"26 - Johnson Park (CD 4)",698,176,7,2,0,883
"Chesapeake City",-,"27 - Silverwood (CD 4)","1,152",976,10,12,1,"2,151"
"Chesapeake City",-,"28 - Sunray I (CD 4)",62,103,4,3,0,172
"Chesapeake City",-,"29 - Tanglewood (CD 4)",761,677,3,10,1,"1,452"
"Chesapeake City",-,"30 - South Norfolk (CD 4)",676,27,2,5,1,711
"Chesapeake City",-,"31 - Carver School (CD 4)","1,582",241,19,9,0,"1,851"
"Chesapeake City",-,"32 - Providence (CD 4)","2,133",61,14,5,3,"2,216"
"Chesapeake City",-,"33 - Westover (CD 4)",562,453,8,4,0,"1,027"
"Chesapeake City",-,"34 - Hickory Middle School Precinct (CD 4)","1,415","1,782",13,8,1,"3,219"
"Chesapeake City",-,"35 - Taylor Road (CD 4)","1,905",578,11,15,1,"2,510"
"Chesapeake City",-,"36 - Great Bridge Baptist Church (CD 4)","1,427","1,626",12,11,2,"3,078"
"Chesapeake City",-,"37 - Bridgetown (CD 4)","1,420","1,450",10,16,3,"2,899"
"Chesapeake City",-,"38 - Bailey Creek (CD 4)",462,556,6,3,1,"1,028"
"Chesapeake City",-,"39 - Lake Drummond (CD 4)",365,380,4,3,1,753
"Chesapeake City",-,"40 - River Birch (CD 4)","1,635","1,006",10,23,5,"2,679"
"Chesapeake City",-,"41 - John T West (CD 4)","1,563",779,15,13,1,"2,371"
"Chesapeake City",-,"42 - Parkways (CD 4)","1,840",946,15,7,2,"2,810"
"Chesapeake City",-,"43 - Pleasant Crossing (CD 4)","1,410","1,647",11,13,0,"3,081"
"Chesapeake City",-,"44 - Nansemond (CD 4)",609,389,2,0,0,"1,000"
"Chesapeake City",-,"45 - Sunray II (CD 4)",191,151,1,0,0,343
"Chesapeake City",-,"46 - Bells Mill II (CD 4)",825,682,4,2,0,"1,513"
"Chesapeake City",-,"47 - Green Sea (CD 4)",777,768,8,4,1,"1,558"
"Chesapeake City",-,"48 - Jolliff Middle School (CD 4)","1,535",92,5,1,0,"1,633"
"Chesapeake City",-,"49 - Waterway (CD 4)","1,177","1,109",8,6,1,"2,301"
"Chesapeake City",-,"50 - River Walk (CD 4)","1,090",589,8,13,0,"1,700"
"Chesapeake City",-,"51 - Coopers Way (CD 4)","1,002","1,085",6,13,0,"2,106"
"Chesapeake City",-,"52 - Shipyard Road (CD 4)",979,374,8,5,0,"1,366"
"Chesapeake City",-,"53 - Fairways (CD 4)",742,425,4,7,1,"1,179"
"Chesapeake City",-,"Ab - Central Absentee Precinct (CD 4)","8,948","3,590",49,51,7,"12,645"
"Chesapeake City",-,"Provisional Votes (CD 4)",76,40,2,0,0,118
"Chesterfield County",-,"101 - Bellwood (CD 4)",734,495,5,7,0,"1,241"
"Chesterfield County",-,"102 - South Chester (CD 4)","1,259",902,17,17,3,"2,198"
"Chesterfield County",-,"103 - Enon (CD 4)",971,"1,188",13,10,4,"2,186"
"Chesterfield County",-,"104 - North Chester (CD 4)","1,026","1,104",14,11,3,"2,158"
"Chesterfield County",-,"105 - Drewrys Bluff (CD 4)","1,588",520,21,14,7,"2,150"
"Chesterfield County",-,"106 - Harrowgate (CD 4)","1,612",973,26,13,6,"2,630"
"Chesterfield County",-,"107 - Wells (CD 4)","1,140",764,8,16,0,"1,928"
"Chesterfield County",-,"108 - Ecoff (CD 4)","1,320","1,348",12,18,3,"2,701"
"Chesterfield County",-,"109 - Elizabeth Scott (CD 4)","1,559","1,151",16,14,3,"2,743"
"Chesterfield County",-,"110 - Dutch Gap (CD 4)",779,528,6,7,1,"1,321"
"Chesterfield County",-,"111 - Iron Bridge (CD 4)","1,545","1,140",19,9,3,"2,716"
"Chesterfield County",-,"112 - Carver (CD 4)","1,126",670,7,12,2,"1,817"
"Chesterfield County",-,"201 - Gates (CD 4)",859,657,15,8,4,"1,543"
"Chesterfield County",-,"202 - Beulah (CD 4)","1,416",681,14,11,0,"2,122"
"Chesterfield County",-,"203 - Bird (CD 4)","1,059",504,14,9,4,"1,590"
"Chesterfield County",-,"204 - Jacobs (CD 4)",813,561,6,8,0,"1,388"
"Chesterfield County",-,"205 - Falling Creek (CD 4)","1,602",762,6,12,0,"2,382"
"Chesterfield County",-,"206 - Belmont (CD 7)",866,179,11,8,0,"1,064"
"Chesterfield County",-,"207 - Chippenham (CD 7)",616,217,8,6,1,848
"Chesterfield County",-,"208 - Meadowbrook (CD 4)","1,474",493,11,2,1,"1,981"
"Chesterfield County",-,"209 - Salem Church (CD 4)","1,441","1,089",26,22,2,"2,580"
"Chesterfield County",-,"210 - Five Forks (CD 4)","1,507",790,10,17,1,"2,325"
"Chesterfield County",-,"211 - Nash (CD 4)","1,190","1,305",7,27,2,"2,531"
"Chesterfield County",-,"212 - St. Luke's (CD 7)",677,553,6,2,1,"1,239"
"Chesterfield County",-,"213 - Southside (CD 7)","2,165",536,16,7,2,"2,726"
"Chesterfield County",-,"301 - Ettrick (CD 4)","2,536",334,29,15,1,"2,915"
"Chesterfield County",-,"302 - Deer Run (CD 4)",427,426,2,8,0,863
"Chesterfield County",-,"303 - Matoaca (CD 4)","1,627","1,049",13,10,0,"2,699"
"Chesterfield County",-,"304 - Winfrees Store (CD 4)","1,087","1,336",13,12,0,"2,448"
"Chesterfield County",-,"305 - Beach (CD 4)",368,471,4,4,1,848
"Chesterfield County",-,"306 - Winterpock (CD 4)",979,"1,416",7,12,3,"2,417"
"Chesterfield County",-,"307 - Cosby (CD 4)","1,282","1,030",13,16,1,"2,342"
"Chesterfield County",-,"308 - South Manchester (CD 7)",831,599,11,10,1,"1,452"
"Chesterfield County",-,"309 - Skinquarter (CD 7)","1,118","1,368",12,15,3,"2,516"
"Chesterfield County",-,"310 - Tomahawk (CD 7)","1,261","1,043",9,29,3,"2,345"
"Chesterfield County",-,"312 - Evergreen (CD 7)","1,776","1,334",15,23,8,"3,156"
"Chesterfield County",-,"313 - Woolridge (CD 7)","1,353","1,085",5,14,4,"2,461"
"Chesterfield County",-,"315 - Bailey Bridge (CD 4)","1,539","1,601",11,21,3,"3,175"
"Chesterfield County",-,"316 - Spring Run (CD 4)","1,118",939,7,15,2,"2,081"
"Chesterfield County",-,"317 - Birkdale (CD 4)","1,058",897,4,8,2,"1,969"
"Chesterfield County",-,"401 - Harbour Pointe (CD 7)",732,572,9,4,2,"1,319"
"Chesterfield County",-,"402 - Genito (CD 7)","1,928","1,396",21,13,5,"3,363"
"Chesterfield County",-,"403 - Brandermill (CD 7)","1,323","1,018",7,22,1,"2,371"
"Chesterfield County",-,"404 - Providence (CD 7)","1,386",742,14,18,0,"2,160"
"Chesterfield County",-,"405 - La Prade (CD 7)","1,258",921,9,24,2,"2,214"
"Chesterfield County",-,"406 - Smoketree (CD 7)","1,001",914,7,18,2,"1,942"
"Chesterfield County",-,"407 - Monacan (CD 7)",650,510,2,9,0,"1,171"
"Chesterfield County",-,"408 - Reams (CD 7)","1,797",812,16,20,0,"2,645"
"Chesterfield County",-,"409 - Manchester (CD 7)","1,541",633,7,11,2,"2,194"
"Chesterfield County",-,"410 - Wagstaff (CD 7)",735,513,5,5,2,"1,260"
"Chesterfield County",-,"411 - Swift Creek (CD 7)","1,205",871,13,27,1,"2,117"
"Chesterfield County",-,"413 - Shenandoah (CD 7)","1,182",771,8,11,1,"1,973"
"Chesterfield County",-,"414 - Crenshaw (CD 7)","1,107",876,14,9,2,"2,008"
"Chesterfield County",-,"501 - Huguenot (CD 7)",970,625,6,16,1,"1,618"
"Chesterfield County",-,"502 - Crestwood (CD 7)",648,479,5,16,3,"1,151"
"Chesterfield County",-,"503 - Midlothian (CD 7)","1,929","1,853",17,16,4,"3,819"
"Chesterfield County",-,"504 - Robious (CD 7)","1,439","1,277",6,28,5,"2,755"
"Chesterfield County",-,"505 - Bon Air (CD 7)","1,315",935,11,23,5,"2,289"
"Chesterfield County",-,"506 - Greenfield (CD 7)","1,414",800,14,18,3,"2,249"
"Chesterfield County",-,"507 - Salisbury (CD 7)","1,364","1,411",10,24,2,"2,811"
"Chesterfield County",-,"508 - Belgrade (CD 7)",950,719,13,8,2,"1,692"
"Chesterfield County",-,"509 - Cranbeck (CD 7)",765,510,5,5,0,"1,285"
"Chesterfield County",-,"510 - Sycamore (CD 7)","1,176","1,072",6,18,6,"2,278"
"Chesterfield County",-,"511 - Black Heath (CD 7)",861,708,3,17,1,"1,590"
"Chesterfield County",-,"513 - Beaufont (CD 7)",476,172,7,5,2,662
"Chesterfield County",-,"514 - Watkins (CD 7)","1,358","1,236",8,18,3,"2,623"
"Chesterfield County",-,"515 - Davis (CD 7)","1,719",380,11,7,1,"2,118"
"Chesterfield County",-,"Ab - Central Absentee Precinct (CD 4)","6,527","3,560",67,31,11,"10,196"
"Chesterfield County",-,"Ab - Central Absentee Precinct (CD 7)","6,342","3,566",34,56,11,"10,009"
"Chesterfield County",-,"Provisional Votes (CD 4)",45,21,0,1,0,67
"Chesterfield County",-,"Provisional Votes (CD 7)",63,39,0,0,0,102
"Clarke County",-,"101 - Russell (CD 10)",694,520,7,9,0,"1,230"
"Clarke County",-,"201 - Berryville (CD 10)",958,485,2,10,0,"1,455"
"Clarke County",-,"301 - Millwood (CD 10)",560,336,5,8,0,909
"Clarke County",-,"302 - Pine Grove (CD 10)",267,165,5,7,0,444
"Clarke County",-,"401 - White Post (CD 10)",734,483,4,7,0,"1,228"
"Clarke County",-,"501 - Buckmarsh (CD 10)",543,397,9,5,1,955
"Clarke County",-,"502 - Blue Ridge (CD 10)",242,121,3,1,0,367
"Clarke County",-,"Ab - Central Absentee Precinct (CD 10)",496,237,5,9,0,747
"Clarke County",-,"Provisional Votes (CD 10)",1,1,0,0,0,2
"Colonial Heights City",-,"1 - First (CD 4)",613,489,9,5,3,"1,119"
"Colonial Heights City",-,"2 - Second (CD 4)",590,609,6,9,2,"1,216"
"Colonial Heights City",-,"3 - Third (CD 4)",647,713,18,7,0,"1,385"
"Colonial Heights City",-,"4 - Fourth (CD 4)",788,804,16,18,0,"1,626"
"Colonial Heights City",-,"5 - Fifth (CD 4)",683,930,9,18,0,"1,640"
"Colonial Heights City",-,"Ab - Central Absentee Precinct (CD 4)",755,860,9,12,1,"1,637"
"Colonial Heights City",-,"Provisional Votes (CD 4)",0,0,0,0,0,0
"Covington City",-,"101 - Precinct 1-1 (CD 6)",267,70,4,0,0,341
"Covington City",-,"201 - Precinct 2-1 (CD 9)",346,102,1,0,2,451
"Covington City",-,"301 - Precinct 3-1 (CD 9)",356,59,3,0,0,418
"Covington City",-,"401 - Precinct 4-1 (CD 9)",432,128,5,2,0,567
"Covington City",-,"501 - Precinct 5-1 (CD 9)",416,115,3,3,0,537
"Covington City",-,"Provisional Votes (CD 6)",0,0,0,0,0,0
"Covington City",-,"Provisional Votes (CD 9)",0,0,0,0,0,0
"Craig County",-,"101 - Court House (CD 9)",303,166,3,5,0,477
"Craig County",-,"201 - Ammendale Precinct (CD 9)",254,255,2,2,1,514
"Craig County",-,"202 - North Mountain (CD 9)",42,36,2,1,0,81
"Craig County",-,"301 - Givens & Reynolds Store (CD 9)",223,81,3,1,0,308
"Craig County",-,"302 - Mcguires Store (CD 9)",96,48,1,1,0,146
"Craig County",-,"303 - Marshalls Store (CD 9)",66,51,0,3,0,120
"Craig County",-,"401 - Barbours Creek (CD 9)",102,54,1,4,0,161
"Craig County",-,"402 - Paint Bank (CD 9)",44,15,1,0,0,60
"Craig County",-,"403 - Craig Springs (CD 9)",108,106,2,3,0,219
"Craig County",-,"404 - Forks Of Johns Creek (CD 9)",54,20,0,0,0,74
"Craig County",-,"501 - Craig City (CD 9)",293,174,2,4,0,473
"Craig County",-,"Provisional Votes (CD 9)",0,0,0,0,0,0
"Culpeper County",-,"101 - West Fairfax (CD 7)","1,620",917,30,16,0,"2,583"
"Culpeper County",-,"201 - East Fairfax (CD 7)","1,281",512,13,6,1,"1,813"
"Culpeper County",-,"302 - Eggbornsville (CD 7)",490,550,9,4,1,"1,054"
"Culpeper County",-,"303 - Cardova (CD 7)",599,424,13,3,0,"1,039"
"Culpeper County",-,"401 - Eldorado (CD 7)",581,437,13,5,0,"1,036"
"Culpeper County",-,"402 - Browns Store (CD 7)",988,795,15,13,0,"1,811"
"Culpeper County",-,"501 - Jeffersonton (CD 7)","1,186","1,112",9,11,0,"2,318"
"Culpeper County",-,"502 - Rixeyville (CD 7)",355,309,4,5,2,675
"Culpeper County",-,"601 - Mitchells (CD 7)",193,132,3,3,0,331
"Culpeper County",-,"602 - Pearl Sample (CD 7)",906,646,12,9,0,"1,573"
"Culpeper County",-,"702 - Brandy Station (CD 7)",725,645,9,7,0,"1,386"
"Culpeper County",-,"703 - Lignum (CD 7)",378,319,6,3,0,706
"Culpeper County",-,"704 - Richardsville (CD 7)",190,184,3,1,0,378
"Culpeper County",-,"Ab - Central Absentee Precinct (CD 7)","1,520",736,11,16,2,"2,285"
"Culpeper County",-,"Provisional Votes (CD 7)",19,9,0,1,0,29
"Cumberland County",-,"101 - Precinct 1 (CD 5)",580,370,13,9,0,972
"Cumberland County",-,"201 - Precinct 2 (CD 5)",590,404,7,4,1,"1,006"
"Cumberland County",-,"301 - Election District 3 Precinct (CD 5)",709,237,6,2,0,954
"Cumberland County",-,"401 - Precinct 4 (CD 5)",548,344,5,4,0,901
"Cumberland County",-,"501 - Precinct 5 (CD 5)",439,310,1,7,0,757
"Cumberland County",-,"Provisional Votes (CD 5)",0,0,0,0,0,0
"Danville City",-,"1 - Ward One (CD 5)",430,16,5,3,0,454
"Danville City",-,"2 - Ward Two (CD 5)",421,107,8,4,0,540
"Danville City",-,"3 - Ward Three (CD 5)",508,16,3,1,0,528
"Danville City",-,"4 - Ward Four (CD 5)","1,254",557,11,14,1,"1,837"
"Danville City",-,"5 - Ward Five (CD 5)",404,179,0,3,0,586
"Danville City",-,"6 - Ward Six (CD 5)",614,42,6,1,0,663
"Danville City",-,"7 - Ward Seven (CD 5)","1,072",103,5,2,0,"1,182"
"Danville City",-,"8 - Ward Eight (CD 5)",642,245,5,5,0,897
"Danville City",-,"9 - Ward Nine (CD 5)",576,218,8,8,0,810
"Danville City",-,"10 - Ward Ten (CD 5)",747,308,4,4,0,"1,063"
"Danville City",-,"11 - Ward Eleven (CD 5)","1,174",332,10,6,0,"1,522"
"Danville City",-,"12 - Ward Twelve (CD 5)","1,115",428,8,10,1,"1,562"
"Danville City",-,"13 - Ward Thirteen (CD 5)","1,023",341,7,13,0,"1,384"
"Danville City",-,"14 - Ward Fourteen (CD 5)",289,3,1,0,0,293
"Danville City",-,"15 - Ward Fifteen (CD 5)",823,445,8,0,0,"1,276"
"Danville City",-,"16 - Ward Sixteen (CD 5)",819,601,7,7,0,"1,434"
"Danville City",-,"17 - Ward Seventeen (CD 5)",671,548,6,5,0,"1,230"
"Danville City",-,"Ab - Central Absentee Precinct (CD 5)","1,701",579,12,8,0,"2,300"
"Danville City",-,"Provisional Votes (CD 5)",11,1,0,0,0,12
"Dickenson County",-,"101 - South Clintwood (CD 9)",813,441,8,0,1,"1,263"
"Dickenson County",-,"201 - Nora (CD 9)",264,133,1,3,1,402
"Dickenson County",-,"202 - Frying Pan (CD 9)",98,65,2,0,0,165
"Dickenson County",-,"203 - Clinchco (CD 9)",310,105,2,0,0,417
"Dickenson County",-,"301 - West Dante (CD 9)",73,112,0,0,0,185
"Dickenson County",-,"302 - Herald (CD 9)",208,115,2,2,1,328
"Dickenson County",-,"303 - Ridge (CD 9)",173,159,6,2,1,341
"Dickenson County",-,"304 - Longs Fork (CD 9)",188,125,1,2,0,316
"Dickenson County",-,"401 - Colley (CD 9)",541,114,3,0,1,659
"Dickenson County",-,"402 - Haysi (CD 9)",483,131,5,0,0,619
"Dickenson County",-,"501 - Tarpon (CD 9)",219,70,1,1,0,291
"Dickenson County",-,"502 - Artrip (CD 9)",244,110,1,1,1,357
"Dickenson County",-,"503 - North Clintwood (CD 9)",323,189,3,2,1,518
"Dickenson County",-,"Ab - Central Absentee Precinct (CD 9)",478,236,4,1,0,719
"Dickenson County",-,"Provisional Votes (CD 9)",0,0,0,0,0,0
"Dinwiddie County",-,"101 - Rohoic (CD 4)",476,294,8,8,0,786
"Dinwiddie County",-,"102 - White Oak (CD 4)",179,267,7,1,0,454
"Dinwiddie County",-,"103 - Church Road (CD 4)",515,610,5,9,0,"1,139"
"Dinwiddie County",-,"201 - Edgehill (CD 4)",596,285,4,4,1,890
"Dinwiddie County",-,"202 - Chesdin (CD 4)","1,015",606,15,10,0,"1,646"
"Dinwiddie County",-,"301 - Reams (CD 4)",263,208,5,6,0,482
"Dinwiddie County",-,"302 - New Hope (CD 4)","1,302",567,12,5,0,"1,886"
"Dinwiddie County",-,"401 - Dinwiddie (CD 4)",856,382,11,12,0,"1,261"
"Dinwiddie County",-,"402 - Little Zion (CD 4)",644,286,4,0,0,934
"Dinwiddie County",-,"403 - Cherry Hill (CD 4)",315,92,0,2,0,409
"Dinwiddie County",-,"501 - Courthouse (CD 4)",473,472,8,6,0,959
"Dinwiddie County",-,"502 - Mckenney (CD 4)",579,387,5,6,0,977
"Dinwiddie County",-,"503 - Rocky Run (CD 4)",348,291,4,0,0,643
"Dinwiddie County",-,"Provisional Votes (CD 4)",0,0,0,1,0,1
"Emporia City",-,"101 - Precinct 1-1 (CD 4)",331,61,1,1,0,394
"Emporia City",-,"201 - Precinct 2-1 (CD 4)",252,21,3,1,0,277
