County/City,Ward,Pct,"Joseph Robinette Biden, Jr","Donald J. Trump","Jo Jorgensen","All Others","Total Votes Cast"
"Prince William County",-,"510 - Yates Ford (CD 10)",177,438,16,0,631
"Prince William County",-,"511 - Westridge (CD 1)",314,290,12,0,616
"Prince William County",-,"512 - York (CD 11)",472,192,13,0,677
"Prince William County",-,"513 - Lynnwood (CD 11)",303,329,18,0,650
"Prince William County",-,"514 - Antietam (CD 11)",410,338,23,0,771
"Prince William County",-,"601 - Dale (CD 11)",455,208,9,0,672
"Prince William County",-,"602 - Beville (CD 11)",471,258,11,0,740
"Prince William County",-,"603 - Hampton (CD 11)",363,155,3,0,521
"Prince William County",-,"604 - Gideon (CD 11)",363,214,11,3,591
"Prince William County",-,"605 - Minnieville (CD 11)",348,243,16,4,611
"Prince William County",-,"606 - Bel Air (CD 11)",393,284,10,4,691
"Prince William County",-,"607 - Kerrydale (CD 11)",359,248,20,0,627
"Prince William County",-,"608 - Enterprise (CD 11)",359,248,20,0,627
"Prince William County",-,"609 - King (CD 1)",12,6,2,0,20
"Prince William County",-,"609 - King (CD 11)",432,234,14,1,681
"Prince William County",-,"610 - Fitzgerald (CD 11)",475,235,8,0,718
"Prince William County",-,"611 - Neabsco (CD 11)",334,198,6,0,538
"Prince William County",-,"701 - Belmont (CD 11)",387,370,12,0,769
"Prince William County",-,"702 - Library (CD 11)",377,187,15,0,579
"Prince William County",-,"703 - Lynn (CD 11)",339,121,11,0,471
"Prince William County",-,"704 - Porter (CD 11)",458,192,11,0,661
"Prince William County",-,"705 - Potomac View (CD 11)",370,231,8,0,609
"Prince William County",-,"706 - Rippon (CD 11)",448,295,8,0,751
"Prince William County",-,"707 - Kilby (CD 11)",478,258,12,0,748
"Prince William County",-,"708 - River Oaks (CD 11)",413,148,9,0,570
"Prince William County",-,"709 - Freedom (CD 11)",397,144,8,0,549
"Prince William County",-,"710 - Powells Creek (CD 11)",410,131,7,0,548
"Prince William County",-,"711 - Grayson (CD 11)",569,266,13,0,848
"Prince William County",-,"712 - Leesylvania (CD 11)",240,213,9,0,462
"Prince William County",-,"Ab - Central Absentee Precinct (CD 1)","46,939","22,720",781,281,"70,721"
"Prince William County",-,"Ab - Central Absentee Precinct (CD 10)","21,371","10,588",443,123,"32,525"
"Prince William County",-,"Ab - Central Absentee Precinct (CD 11)","46,040","19,579",782,282,"66,683"
"Prince William County",-,"Provisional (CD 1)",336,203,19,3,561
"Prince William County",-,"Provisional (CD 10)",95,62,5,2,164
"Prince William County",-,"Provisional (CD 11)",486,131,9,3,629
"Pulaski County",-,"101 - Belspring",88,396,21,0,505
"Pulaski County",-,"102 - New River",233,783,12,5,"1,033"
"Pulaski County",-,"103 - West Cloyd",88,512,8,2,610
"Pulaski County",-,"201 - Draper",86,600,18,0,704
"Pulaski County",-,"202 - South Pulaski",20,103,4,0,127
"Pulaski County",-,"203 - Newbern",172,776,23,6,977
"Pulaski County",-,"301 - Dublin",135,721,17,1,874
"Pulaski County",-,"302 - Hiwassee",52,278,3,0,333
"Pulaski County",-,"304 - Snowville",88,600,6,2,696
"Pulaski County",-,"401 - Massie",166,779,21,4,970
"Pulaski County",-,"402 - Walker",52,401,5,3,461
"Pulaski County",-,"501 - Robinson",187,834,32,1,"1,054"
"Pulaski County",-,"Ab - Central Absentee Precinct","3,526","5,300",104,25,"8,955"
"Pulaski County",-,Provisional,32,44,1,0,77
"Radford City",-,"1 - East Precinct",274,318,19,4,615
"Radford City",-,"2 - Central Precinct",196,396,18,4,614
"Radford City",-,"3 - West Precinct",249,543,30,4,826
"Radford City",-,"4 - New River Precinct",299,220,12,5,536
"Radford City",-,"Ab - Central Absentee Precinct","2,324","1,304",66,13,"3,707"
"Radford City",-,Provisional,16,5,0,1,22
"Rappahannock County",-,"101 - Washington",117,372,2,1,492
"Rappahannock County",-,"201 - Amissville",123,529,13,1,666
"Rappahannock County",-,"301 - Sperryville",131,328,1,3,463
"Rappahannock County",-,"401 - Scrabble",97,393,7,1,498
"Rappahannock County",-,"501 - Chester Gap",53,309,9,0,371
"Rappahannock County",-,"502 - Flint Hill",88,224,3,3,318
"Rappahannock County",-,"Ab - Central Absentee Precinct","1,470",639,21,5,"2,135"
"Rappahannock County",-,Provisional,17,18,0,0,35
"Richmond County",-,"101 - Precinct 1-1",142,151,4,0,297
"Richmond County",-,"201 - Precinct 2-1",90,243,6,1,340
"Richmond County",-,"301 - Precinct 3-1",45,178,2,1,226
"Richmond County",-,"401 - Precinct 4-1",78,367,2,4,451
"Richmond County",-,"501 - Precinct 5-1",75,355,4,0,434
"Richmond County",-,"Ab - Central Absentee Precinct","1,083","1,253",13,5,"2,354"
"Richmond County",-,Provisional,0,0,0,0,0
"Richmond City",-,"101 - One Hundred One (CD 4)",276,134,9,7,426
"Richmond City",-,"102 - One Hundred Two (CD 4)",187,241,15,7,450
"Richmond City",-,"104 - One Hundred Four (CD 4)",300,402,9,9,720
"Richmond City",-,"105 - One Hundred Five (CD 4)",297,261,20,6,584
"Richmond City",-,"106 - One Hundred Six (CD 4)",179,484,20,9,692
"Richmond City",-,"111 - One Hundred Eleven (CD 4)",263,290,9,2,564
"Richmond City",-,"112 - One Hundred Twelve (CD 4)",210,201,13,6,430
"Richmond City",-,"113 - One Hundred Thirteen (CD 4)",494,181,27,8,710
"Richmond City",-,"114 - One Hundred Fourteen (CD 4)",468,215,22,9,714
"Richmond City",-,"115 - One Hundred Fifteen (CD 4)",229,306,17,4,556
"Richmond City",-,"203 - Two Hundred Three (CD 4)",138,76,9,5,228
"Richmond City",-,"204 - Two Hundred Four (CD 4)",432,171,11,15,629
"Richmond City",-,"206 - Two Hundred Six (CD 4)",247,38,9,8,302
"Richmond City",-,"207 - Two Hundred Seven (CD 4)",444,179,28,4,655
"Richmond City",-,"208 - Two Hundred Eight (CD 4)",381,156,17,12,566
"Richmond City",-,"213 - Two Hundred Thirteen (CD 4)",791,77,25,12,905
"Richmond City",-,"214 - Two Hundred Fourteen (CD 4)",446,59,11,1,517
"Richmond City",-,"215 - Two Hundred Fifteen (CD 4)",310,134,19,1,464
"Richmond City",-,"301 - Three Hundred One (CD 4)",326,21,4,3,354
"Richmond City",-,"302 - Three Hundred Two (CD 4)",227,57,5,2,291
"Richmond City",-,"303 - Three Hundred Three (CD 4)",278,23,2,2,305
"Richmond City",-,"304 - Three Hundred Four (CD 4)",437,24,8,4,473
"Richmond City",-,"305 - Three Hundred Five (CD 4)",402,54,18,2,476
"Richmond City",-,"306 - Three Hundred Six (CD 4)",317,29,11,6,363
"Richmond City",-,"307 - Three Hundred Seven (CD 4)",203,108,14,9,334
"Richmond City",-,"308 - Three Hundred Eight (CD 4)",223,132,10,7,372
"Richmond City",-,"309 - Three Hundred Nine (CD 4)",205,155,0,1,361
"Richmond City",-,"310 - Three Hundred Ten (CD 4)",267,5,5,1,278
"Richmond City",-,"402 - Four Hundred Two (CD 4)",480,298,41,8,827
"Richmond City",-,"404 - Four Hundred Four (CD 4)",476,223,16,7,722
"Richmond City",-,"409 - Four Hundred Nine (CD 4)",236,344,14,3,597
"Richmond City",-,"410 - Four Hundred Ten (CD 4)",417,232,19,7,675
"Richmond City",-,"412 - Four Hundred Twelve (CD 4)",426,169,17,7,619
"Richmond City",-,"413 - Four Hundred Thirteen (CD 4)",224,216,11,4,455
"Richmond City",-,"414 - Four Hundred Fourteen (CD 4)",266,316,12,4,598
"Richmond City",-,"415 - Four Hundred Fifteen (CD 4)",212,280,13,3,508
"Richmond City",-,"501 - Five Hundred One (CD 4)",486,149,27,8,670
"Richmond City",-,"503 - Five Hundred Three (CD 4)",590,98,23,4,715
"Richmond City",-,"504 - Five Hundred Four (CD 4)",736,134,30,10,910
"Richmond City",-,"505 - Five Hundred Five (CD 4)",389,82,12,4,487
"Richmond City",-,"508 - Five Hundred Eight (CD 4)",298,106,14,6,424
"Richmond City",-,"509 - Five Hundred Nine (CD 4)",512,55,9,1,577
"Richmond City",-,"510 - Five Hundred Ten (CD 4)",586,91,22,1,700
"Richmond City",-,"602 - Six Hundred Two (CD 4)",462,24,15,3,504
"Richmond City",-,"603 - Six Hundred Three (CD 4)",502,38,6,5,551
"Richmond City",-,"604 - Six Hundred Four (CD 4)",396,35,8,7,446
"Richmond City",-,"606 - Six Hundred Six (CD 4)",533,42,12,1,588
"Richmond City",-,"607 - Six Hundred Seven (CD 4)",384,125,12,7,528
"Richmond City",-,"609 - Six Hundred Nine (CD 4)",819,164,28,6,"1,017"
"Richmond City",-,"610 - Six Hundred Ten (CD 4)",482,32,4,5,523
"Richmond City",-,"701 - Seven Hundred One (CD 4)",549,30,7,1,587
"Richmond City",-,"702 - Seven Hundred Two (CD 4)",421,35,6,6,468
"Richmond City",-,"703 - Seven Hundred Three (CD 4)",551,54,15,13,633
"Richmond City",-,"705 - Seven Hundred Five (CD 4)",341,67,16,6,430
"Richmond City",-,"706 - Seven Hundred Six (CD 4)",778,88,18,1,885
"Richmond City",-,"707 - Seven Hundred Seven (CD 4)",555,148,24,5,732
"Richmond City",-,"708 - Seven Hundred Eight (CD 4)",654,178,43,11,886
"Richmond City",-,"802 - Eight Hundred Two (CD 4)",442,40,5,4,491
"Richmond City",-,"806 - Eight Hundred Six (CD 4)",379,76,9,2,466
"Richmond City",-,"810 - Eight Hundred Ten (CD 4)",339,78,3,4,424
"Richmond City",-,"811 - Eight Hundred Eleven (CD 4)",536,66,9,5,616
"Richmond City",-,"812 - Eight Hundred Twelve (CD 4)",546,150,11,2,709
"Richmond City",-,"814 - Eight Hundred Fourteen (CD 4)",316,48,4,1,369
"Richmond City",-,"902 - Nine Hundred Two (CD 4)",190,42,1,1,234
"Richmond City",-,"903 - Nine Hundred Three (CD 4)",478,98,15,3,594
"Richmond City",-,"908 - Nine Hundred Eight (CD 4)",464,65,10,2,541
"Richmond City",-,"909 - Nine Hundred Nine (CD 4)",495,109,11,8,623
"Richmond City",-,"910 - Nine Hundred Ten (CD 4)",470,87,8,4,569
"Richmond City",-,"911 - Nine Hundred Eleven (CD 4)",416,42,11,1,470
"Richmond City",-,"AB - Central Absentee Precinct (CD 4)","63,694","7,533",713,336,"72,276"
"Richmond City",-,"Provisional (CD 4)",672,103,20,1,796
"Roanoke County",-,"101 - Catawba (CD 9)",68,378,10,0,456
"Roanoke County",-,"102 - Mason Valley (CD 9)",56,344,7,1,408
"Roanoke County",-,"103 - Glenvar (CD 9)",184,848,13,4,"1,049"
"Roanoke County",-,"104 - Northside (CD 9)",140,360,13,1,514
"Roanoke County",-,"105 - Peters Creek (CD 9)",210,680,20,6,916
"Roanoke County",-,"106 - Green Hill (CD 9)",120,613,17,3,753
"Roanoke County",-,"107 - Bennett Springs (CD 9)",83,432,7,2,524
"Roanoke County",-,"108 - Wildwood (CD 9)",113,527,16,4,660
"Roanoke County",-,"201 - Plantation (CD 6)",178,531,33,5,747
"Roanoke County",-,"202 - Burlington (CD 6)",188,369,16,5,578
"Roanoke County",-,"203 - Mountain View (CD 6)",184,777,15,5,981
"Roanoke County",-,"204 - Botetourt Springs (CD 9)",167,575,10,2,754
"Roanoke County",-,"205 - Orchards (CD 6)",106,580,18,0,704
"Roanoke County",-,"206 - Hollins (CD 6)",108,310,6,2,426
"Roanoke County",-,"301 - Bent Mountain (CD 9)",93,272,8,0,373
"Roanoke County",-,"302 - Poages Mill (CD 6)",154,680,16,3,853
"Roanoke County",-,"303 - Windsor Hills (CD 6)",96,306,15,2,419
"Roanoke County",-,"304 - Oak Grove (CD 6)",163,484,9,3,659
"Roanoke County",-,"305 - Castle Rock (CD 6)",193,525,13,6,737
"Roanoke County",-,"306 - Garst Mill (CD 6)",105,236,9,1,351
"Roanoke County",-,"401 - South Lindenwood (CD 6)",66,298,4,0,368
"Roanoke County",-,"402 - Bonsack (CD 6)",42,150,4,1,197
"Roanoke County",-,"403 - North Vinton (CD 6)",155,476,18,1,650
"Roanoke County",-,"404 - South Vinton (CD 6)",139,467,24,3,633
"Roanoke County",-,"405 - North Lindenwood (CD 6)",54,334,11,1,400
"Roanoke County",-,"406 - Mount Pleasant (CD 6)",124,693,17,4,838
"Roanoke County",-,"501 - Cotton Hill (CD 6)",97,353,6,2,458
"Roanoke County",-,"502 - Penn Forest (CD 6)",113,314,11,2,440
"Roanoke County",-,"503 - Cave Spring (CD 6)",122,388,18,0,528
"Roanoke County",-,"504 - Ogden (CD 6)",204,377,14,5,600
"Roanoke County",-,"505 - Clearbrook (CD 6)",87,435,14,3,539
"Roanoke County",-,"506 - Mount Vernon (CD 6)",94,289,13,0,396
"Roanoke County",-,"507 - Hunting Hills (CD 6)",190,512,19,1,722
"Roanoke County",-,"Ab - Central Absentee Precinct (CD 6)","13,732","15,104",380,103,"29,319"
"Roanoke County",-,"Ab - Central Absentee Precinct (CD 9)","3,818","4,175",83,24,"8,100"
"Roanoke County",-,"Provisional (CD 6)",43,54,2,0,99
"Roanoke County",-,"Provisional (CD 9)",12,22,1,0,35
"Roanoke City",-,"1 -Peters Creek",336,200,14,1,551
"Roanoke City",-,"2 - Grandview",331,353,22,5,711
"Roanoke City",-,"3 -Preston Park",291,534,27,3,855
"Roanoke City",-,"4 - Williamson Road",313,420,13,6,752
"Roanoke City",-,"5 - East Gate",194,599,22,1,816
"Roanoke City",-,"6 - Hollins Road",277,447,21,1,746
"Roanoke City",-,"7 - Southeast",228,479,21,4,732
"Roanoke City",-,"8 - Lincoln Terrace",389,64,12,3,468
"Roanoke City",-,"9 - Highland",440,267,23,9,739
"Roanoke City",-,"10 - Old Southwest-Wasena",411,397,34,4,846
"Roanoke City",-,"11 - Raleigh Court",346,468,27,9,850
"Roanoke City",-,"12 - South Roanoke",217,407,25,7,656
"Roanoke City",-,"13 - Garden City",261,674,36,2,973
"Roanoke City",-,"14 - Crystal Spring",251,462,15,1,729
"Roanoke City",-,"15 - Grandin Court",278,413,19,5,715
"Roanoke City",-,"16 - Deyerle",181,525,14,4,724
"Roanoke City",-,"17 - Lee-Hi",417,506,39,7,969
"Roanoke City",-,"18 - Summit Hills",357,428,24,2,811
"Roanoke City",-,"19 - Forest Park",487,113,8,4,612
"Roanoke City",-,"20 - Eureka Park",496,100,13,2,611
"Roanoke City",-,"Ab - Central Absentee Precinct","19,780","7,594",334,84,"27,792"
"Roanoke City",-,Provisional,492,157,14,2,665
"Rockbridge County",-,"101 - Airport",105,331,8,2,446
"Rockbridge County",-,"102 - Ben Salem",72,335,7,1,415
"Rockbridge County",-,"103 - Plank Road",31,244,6,1,282
"Rockbridge County",-,"104 - Effinger",57,255,3,0,315
"Rockbridge County",-,"201 - Collierstown",75,334,6,1,416
"Rockbridge County",-,"202 - Highland Belle",124,607,13,4,748
"Rockbridge County",-,"203 - Vo-tech",48,126,6,0,180
"Rockbridge County",-,"301 - Maury River",122,361,8,0,491
"Rockbridge County",-,"302 - Natural Bridge",80,457,7,0,544
"Rockbridge County",-,"303 - Falling Spring",22,206,3,2,233
"Rockbridge County",-,"401 - Fairfield",75,456,7,1,539
"Rockbridge County",-,"402 - Mountain View",80,644,9,0,733
"Rockbridge County",-,"403 - Vesuvius",44,243,1,0,288
"Rockbridge County",-,"501 - Goshen",31,308,2,1,342
"Rockbridge County",-,"502 - Meadowview",111,299,9,6,425
"Rockbridge County",-,"503 - Rockbridge Baths",70,261,6,0,337
"Rockbridge County",-,"504 - Rockbridge",85,414,6,3,508
"Rockbridge County",-,"Ab - Central Absentee Precinct","2,836","2,187",58,12,"5,093"
"Rockbridge County",-,Provisional,18,20,0,0,38
"Rockingham County",-,"101 - Broadway",243,"1,108",23,2,"1,376"
"Rockingham County",-,"102 - Timberville",161,693,24,1,879
"Rockingham County",-,"103 - Fulks Run",60,850,12,0,922
"Rockingham County",-,"104 - Bergton",45,320,2,1,368
"Rockingham County",-,"105 - Lacey Spring",80,564,9,3,656
"Rockingham County",-,"106 - Tenth Legion",80,532,9,4,625
"Rockingham County",-,"107 - Plains",71,563,8,1,643
"Rockingham County",-,"108 - Little North Mountain",50,399,4,3,456
"Rockingham County",-,"201 - Singers Glen",86,806,10,5,907
"Rockingham County",-,"202 - Edom",185,987,23,7,"1,202"
"Rockingham County",-,"203 - Dayton",141,440,14,1,596
"Rockingham County",-,"204 - Mt Clinton",111,742,13,11,877
"Rockingham County",-,"205 - Silver Lake",159,646,13,8,826
"Rockingham County",-,"301 - Keezletown",132,513,13,1,659
"Rockingham County",-,"302 - Port Republic",114,799,10,3,926
"Rockingham County",-,"303 - Melrose",64,413,11,2,490
"Rockingham County",-,"304 - Grottoes",202,857,23,2,"1,084"
"Rockingham County",-,"305 - Massanetta Springs",260,633,23,5,921
"Rockingham County",-,"306 - Cross Keys",65,279,3,3,350
"Rockingham County",-,"307 - Crossroads",217,598,17,5,837
"Rockingham County",-,"401 - West Bridgewater",126,474,21,3,624
"Rockingham County",-,"402 - Montezuma",92,715,16,2,825
"Rockingham County",-,"403 - Mt Crawford",55,136,4,0,195
"Rockingham County",-,"404 - North River",158,646,12,2,818
"Rockingham County",-,"405 - Ottobine",98,"1,156",12,1,"1,267"
"Rockingham County",-,"406 - East Bridgewater",205,537,17,2,761
"Rockingham County",-,"501 - Elkton",182,923,29,3,"1,137"
"Rockingham County",-,"502 - Swift Run",166,"1,475",15,5,"1,661"
"Rockingham County",-,"503 - Mcgaheysville",184,924,24,2,"1,134"
"Rockingham County",-,"504 - South Fork",66,612,8,3,689
"Rockingham County",-,"505 - Stony Run",212,690,14,5,921
"Rockingham County",-,"Ab - Central Absentee Precinct","8,527","9,267",217,69,"18,080"
"Rockingham County",-,Provisional,47,52,0,0,99
"Russell County",-,"101 - Moccasin",60,507,6,1,574
"Russell County",-,"102 - Copper Creek",66,457,2,0,525
"Russell County",-,"103 - South Castlewood",40,312,4,1,357
"Russell County",-,"201 - North Castlewood",123,791,15,0,929
"Russell County",-,"202 - Dante",42,223,1,0,266
"Russell County",-,"301 - Cooks Mill",24,188,1,0,213
"Russell County",-,"302 - Daugherty",37,243,3,0,283
"Russell County",-,"303 - New Garden",79,519,2,4,604
"Russell County",-,"304 - Cleveland",69,302,4,1,376
"Russell County",-,"401 - Drill",19,84,1,0,104
"Russell County",-,"402 - Swords Creek",75,913,3,1,992
"Russell County",-,"403 - Honaker",58,336,0,0,394
"Russell County",-,"501 - West Lebanon",137,785,15,1,938
"Russell County",-,"601 - East Lebanon",70,479,9,0,558
"Russell County",-,"602 - Elk Garden",92,778,1,0,871
"Russell County",-,"Ab - Central Absentee Precinct","1,375","3,939",48,9,"5,371"
"Russell County",-,Provisional,7,23,1,0,31
"Salem City",-,"1 - North Salem No 2",90,265,13,0,368
"Salem City",-,"2 - Conehurst",105,254,13,0,372
"Salem City",-,"3 - Beverly Heights",49,181,6,0,236
"Salem City",-,"4 - West Salem",72,275,9,0,356
"Salem City",-,"5 - North Salem No 1",128,413,15,0,556
"Salem City",-,"6 - South Salem No 1",94,294,13,0,401
"Salem City",-,"7 - South Salem No 2",115,343,11,0,469
"Salem City",-,"8 - East Salem",68,145,9,0,222
"Salem City",-,"9 - South Side Hills",87,365,12,0,464
"Salem City",-,"10 - Hidden Valley",124,431,10,0,565
"Salem City",-,"Ab - Central Absentee Precinct","4,211","4,710",109,0,"9,030"
"Salem City",-,Provisional,5,7,0,0,12
"Scott County",-,"101 - Weber City",41,295,5,1,342
"Scott County",-,"102 - Yuma",73,459,6,3,541
"Scott County",-,"202 - Weber City East",35,234,3,2,274
"Scott County",-,"203 - Hiltons",70,480,4,4,558
"Scott County",-,"204 - Clark's",10,180,1,0,191
"Scott County",-,"301 - Nickelsville",43,437,4,0,484
"Scott County",-,"302 - Snowflake",30,325,0,1,356
"Scott County",-,"303 - Twin Springs",55,251,1,0,307
"Scott County",-,"304 - Copper Creek",15,96,7,0,118
"Scott County",-,"401 - Gate City",100,644,7,1,752
"Scott County",-,"501 - Dungannon",34,238,2,0,274
"Scott County",-,"502 - Fort Blackmore",39,267,2,1,309
"Scott County",-,"503 - Manville",10,171,3,0,184
"Scott County",-,"504 - Rye Cove",26,405,1,0,432
"Scott County",-,"601 - Clinchport",31,242,5,1,279
"Scott County",-,"602 - Duffield-pattonsville",67,592,6,1,666
"Scott County",-,"603 - Fairview",28,142,0,0,170
"Scott County",-,"Ab - Central Absentee Precinct",978,"3,588",33,9,"4,608"
"Scott County",-,Provisional,7,17,0,0,24
"Shenandoah County",-,"101 - Orkney Springs",144,522,19,1,686
"Shenandoah County",-,"103 - New Market",268,"1,369",24,5,"1,666"
"Shenandoah County",-,"201 - Conicville",133,"1,024",20,1,"1,178"
"Shenandoah County",-,"202 - Mt Jackson",177,832,24,1,"1,034"
"Shenandoah County",-,"302 - Edinburg",166,736,16,1,919
"Shenandoah County",-,"303 - St Luke",100,871,7,3,981
"Shenandoah County",-,"304 - Fort Valley",81,545,5,0,631
"Shenandoah County",-,"401 - Woodstock",279,"1,011",25,8,"1,323"
"Shenandoah County",-,"501 - Cedar Creek",27,97,0,0,124
"Shenandoah County",-,"503 - Toms Brook",149,967,23,1,"1,140"
"Shenandoah County",-,"504 - Lebanon Church",171,914,14,0,"1,099"
"Shenandoah County",-,"601 - Strasburg",357,"1,427",27,3,"1,814"
"Shenandoah County",-,"Ab - Central Absentee Precinct","4,729","6,083",139,15,"10,966"
"Shenandoah County",-,Provisional,55,65,3,0,123
"Smyth County",-,"101 - Saltville",206,"1,163",12,4,"1,385"
"Smyth County",-,"201 - Seven Mile Ford",91,817,6,0,914
"Smyth County",-,"202 - Rich Valley",74,352,4,0,430
"Smyth County",-,"301 - Chilhowie",159,962,9,3,"1,133"
"Smyth County",-,"302 - St Clair",43,344,5,2,394
"Smyth County",-,"401 - East Park",120,503,0,0,623
"Smyth County",-,"402 - West Park",65,295,0,0,360
"Smyth County",-,"501 - Atkins",111,854,6,0,971
"Smyth County",-,"502 - Wassona",94,354,8,5,461
"Smyth County",-,"601 - Royal Oak East",95,559,9,1,664
"Smyth County",-,"602 - Royal Oak West",77,355,6,1,439
"Smyth County",-,"701 - Adwolfe",83,885,6,0,974
"Smyth County",-,"702 - Sugar Grove",85,503,8,4,600
"Smyth County",-,"703 - Konnarock",11,92,2,0,105
"Smyth County",-,"Ab - Central Absentee Precinct","1,694","2,925",52,12,"4,683"
"Smyth County",-,Provisional,0,0,0,0,0
"Southampton County",-,"101 - Berlin",74,415,5,0,494
"Southampton County",-,"102 - Ivor",200,424,7,0,631
"Southampton County",-,"201 - Boykins",263,279,9,0,551
"Southampton County",-,"202 - Branchville",69,145,4,0,218
"Southampton County",-,"301 - Capron",134,223,0,0,357
"Southampton County",-,"302 - Sebrell",96,294,3,0,393
"Southampton County",-,"401 - Drewryville",144,229,1,0,374
"Southampton County",-,"501 - Hunterdale",90,386,8,0,484
"Southampton County",-,"502 - Forks-of-the-river",84,175,5,0,264
"Southampton County",-,"601 - Courtland",131,300,7,0,438
"Southampton County",-,"602 - Sedley",39,267,3,0,309
"Southampton County",-,"701 - Blackwater River",161,126,5,0,292
"Southampton County",-,"702 - Newsoms",122,354,1,0,477
"Southampton County",-,"Ab - Central Absentee Precinct","2,341","2,102",28,0,"4,471"
"Southampton County",-,Provisional,21,11,1,0,33
"Spotsylvania County",-,"101 - Partlow (CD 7)",165,"1,022",28,2,"1,217"
"Spotsylvania County",-,"102 - Blaydes Corner (CD 7)",214,936,15,4,"1,169"
"Spotsylvania County",-,"103 - Travelers Rest (CD 1)",4,0,0,0,4
"Spotsylvania County",-,"103 - Travelers Rest (CD 7)",309,876,26,8,"1,219"
"Spotsylvania County",-,"104 - Massaponax (CD 1)",208,668,28,6,910
"Spotsylvania County",-,"201 - Wilderness School (CD 7)",270,692,35,5,"1,002"
"Spotsylvania County",-,"202 - Wilderness Fire (CD 7)",284,888,34,9,"1,215"
"Spotsylvania County",-,"203 - Ni River - Elys Ford (CD 7)",139,656,16,3,814
"Spotsylvania County",-,"204 - Chancellor (CD 7)",353,751,29,4,"1,137"
"Spotsylvania County",-,"301 - Plank Road (CD 7)",371,661,31,9,"1,072"
"Spotsylvania County",-,"302 - Hazel Run (CD 7)",343,509,27,4,883
"Spotsylvania County",-,"303 - Riverbend (CD 7)",319,869,25,7,"1,220"
"Spotsylvania County",-,"401 - Summit (CD 1)",396,737,29,4,"1,166"
"Spotsylvania County",-,"402 - Parkside (CD 1)",273,404,23,1,701
"Spotsylvania County",-,"402 - Parkside (CD 7)",156,221,11,2,390
"Spotsylvania County",-,"403 - Lee Hill (CD 1)",372,600,27,11,"1,010"
"Spotsylvania County",-,"501 - Belmont (CD 7)",173,914,16,2,"1,105"
"Spotsylvania County",-,"502 - Brokenburg (CD 7)",154,759,18,0,931
"Spotsylvania County",-,"503 - Post Oak (CD 7)",153,803,13,1,970
"Spotsylvania County",-,"504 - Courthouse (CD 7)",214,638,21,7,880
"Spotsylvania County",-,"505 - Brock (CD 7)",197,846,27,5,"1,075"
"Spotsylvania County",-,"601 - Salem (CD 7)",389,646,32,5,"1,072"
"Spotsylvania County",-,"602 - Smith Station (CD 7)",576,841,36,8,"1,461"
"Spotsylvania County",-,"603 - Piedmont (CD 7)",280,453,19,2,754
"Spotsylvania County",-,"701 - Battlefield (CD 1)",295,459,18,4,776
"Spotsylvania County",-,"702 - Brents Mill (CD 1)",201,316,11,7,535
"Spotsylvania County",-,"702 - Brents Mill (CD 7)",195,320,10,2,527
"Spotsylvania County",-,"703 - Fairview (CD 1)",53,104,5,2,164
"Spotsylvania County",-,"703 - Fairview (CD 7)",147,273,9,3,432
"Spotsylvania County",-,"704 - Gayle (CD 1)",20,92,6,0,118
"Spotsylvania County",-,"704 - Gayle (CD 7)",251,456,21,4,732
"Spotsylvania County",-,"Ab - Central Absentee Precinct (CD 1)","8,231","5,134",186,44,"13,595"
"Spotsylvania County",-,"Ab - Central Absentee Precinct (CD 7)","18,598","15,863",469,123,"35,053"
"Spotsylvania County",-,"Provisional (CD 1)",2,2,0,0,4
"Spotsylvania County",-,"Provisional (CD 7)",2,2,0,0,4
"Stafford County",-,"101 - Hartwood",351,"1,618",45,7,"2,021"
"Stafford County",-,"102 - Rocky Run",265,523,25,8,821
"Stafford County",-,"103 - Simpson",240,649,24,7,920
"Stafford County",-,"104 - College",423,"1,017",42,18,"1,500"
"Stafford County",-,"201 - Rock Hill",359,661,31,5,"1,056"
"Stafford County",-,"202 - Roseville",382,715,25,8,"1,130"
"Stafford County",-,"203 - Ruby",242,946,31,5,"1,224"
"Stafford County",-,"204 - Stefaniga",313,714,14,6,"1,047"
"Stafford County",-,"301 - Griffis",443,326,14,4,787
"Stafford County",-,"302 - Widewater",513,748,24,8,"1,293"
"Stafford County",-,"303 - Harbour",298,580,26,8,912
"Stafford County",-,"304 - Barrett",274,327,12,1,614
"Stafford County",-,"401 - Aquia",224,136,10,2,372
"Stafford County",-,"402 - Courthouse",544,536,31,4,"1,115"
"Stafford County",-,"403 - Brooke",357,944,34,7,"1,342"
"Stafford County",-,"404 - Government Island",392,729,34,8,"1,163"
"Stafford County",-,"501 - Grafton",360,989,27,5,"1,381"
"Stafford County",-,"502 - Falmouth",333,635,24,12,"1,004"
"Stafford County",-,"503 - Drew",366,735,37,4,"1,142"
"Stafford County",-,"504 - Gayle",356,317,7,4,684
"Stafford County",-,"601 - Ferry Farm",239,721,27,6,993
"Stafford County",-,"602 - Chatham",377,807,29,5,"1,218"
"Stafford County",-,"603 - White Oak",307,"1,238",37,6,"1,588"
"Stafford County",-,"604 - England Run",430,326,17,3,776
"Stafford County",-,"701 - Woodlands",492,783,24,8,"1,307"
"Stafford County",-,"702 - Whitson",491,476,22,6,995
"Stafford County",-,"703 - Hampton",439,808,23,9,"1,279"
"Stafford County",-,"Ab - Central Absentee Precinct","30,218","18,509",674,190,"49,591"
