County/City,Ward,Pct,"William Bill T. Bolling","Jody M. Wagner","All Others","Total Votes Cast"
"Fairfax County",-,"515 - Westlawn (CD 8)",205,312,0,517
"Fairfax County",-,"516 - Weyanoke (CD 8)",238,443,1,682
"Fairfax County",-,"517 - Willston (CD 8)",200,322,2,524
"Fairfax County",-,"518 - Columbia (CD 11)",425,494,2,921
"Fairfax County",-,"519 - Hummer (CD 11)",349,369,0,718
"Fairfax County",-,"520 - Skyline (CD 8)",312,738,1,"1,051"
"Fairfax County",-,"521 - Brook Hill (CD 11)",399,379,2,780
"Fairfax County",-,"522 - Camelot (CD 11)",385,344,1,730
"Fairfax County",-,"523 - Poe (CD 11)",442,561,3,"1,006"
"Fairfax County",-,"524 - Whittier (CD 8)",250,314,0,564
"Fairfax County",-,"525 - Walnut Hill #1 (CD 8)",165,152,0,317
"Fairfax County",-,"526 - Bren Mar (CD 8)",403,622,2,"1,027"
"Fairfax County",-,"527 - Edsall (CD 8)",273,315,0,588
"Fairfax County",-,"528 - Ridgelea (CD 11)",306,282,1,589
"Fairfax County",-,"529 - Glen Forest #2 (CD 8)",226,323,0,549
"Fairfax County",-,"530 - Holmes #2 (CD 11)",205,387,1,593
"Fairfax County",-,"531 - Leewood (CD 11)",160,208,0,368
"Fairfax County",-,"601 - Belle Haven (CD 8)",539,504,1,"1,044"
"Fairfax County",-,"602 - Belleview (CD 8)",389,581,1,971
"Fairfax County",-,"604 - Bucknell (CD 8)",411,818,0,"1,229"
"Fairfax County",-,"605 - Fort Hunt (CD 11)",621,517,1,"1,139"
"Fairfax County",-,"606 - Hollin Hall (CD 8)",468,534,0,"1,002"
"Fairfax County",-,"607 - Huntington (CD 8)",501,757,3,"1,261"
"Fairfax County",-,"608 - Kirkside (CD 8)",326,653,3,982
"Fairfax County",-,"609 - Marlan (CD 8)",519,550,0,"1,069"
"Fairfax County",-,"610 - Sherwood (CD 8)",534,698,1,"1,233"
"Fairfax County",-,"611 - Stratford (CD 11)",857,912,3,"1,772"
"Fairfax County",-,"612 - Waynewood (CD 11)",425,362,0,787
"Fairfax County",-,"613 - Westgate (CD 11)","1,003",616,1,"1,620"
"Fairfax County",-,"614 - Whitman (CD 11)",575,485,2,"1,062"
"Fairfax County",-,"615 - Woodley (CD 11)",548,529,0,"1,077"
"Fairfax County",-,"616 - Gunston (CD 11)",626,423,0,"1,049"
"Fairfax County",-,"617 - Lorton (CD 11)",156,448,1,605
"Fairfax County",-,"618 - Newington (CD 11)",837,926,1,"1,764"
"Fairfax County",-,"619 - Belvoir (CD 8)",403,423,0,826
"Fairfax County",-,"621 - Grosvenor (CD 8)",167,274,0,441
"Fairfax County",-,"622 - Lorton Station (CD 11)",321,606,2,929
"Fairfax County",-,"623 - Alban (CD 11)",246,199,2,447
"Fairfax County",-,"624 - Hunt (CD 11)",848,714,0,"1,562"
"Fairfax County",-,"625 - Lorton Center (CD 11)",347,339,1,687
"Fairfax County",-,"626 - Saratoga (CD 11)",949,"1,043",6,"1,998"
"Fairfax County",-,"627 - Woodlawn (CD 8)",380,796,4,"1,180"
"Fairfax County",-,"628 - Laurel Hill (CD 11)",404,519,1,924
"Fairfax County",-,"629 - South County (CD 11)",586,466,0,"1,052"
"Fairfax County",-,"701 - Blake (CD 11)",680,858,1,"1,539"
"Fairfax County",-,"703 - Fort Buffalo (CD 8)",214,410,1,625
"Fairfax County",-,"704 - Freedom Hill (CD 11)",429,445,0,874
"Fairfax County",-,"705 - Graham (CD 8)",151,286,1,438
"Fairfax County",-,"706 - Greenway (CD 8)",302,453,1,756
"Fairfax County",-,"707 - Mantua (CD 11)",516,571,0,"1,087"
"Fairfax County",-,"708 - Marshall (CD 8)",589,984,2,"1,575"
"Fairfax County",-,"709 - Mosby (CD 11)",606,878,3,"1,487"
"Fairfax County",-,"710 - Pine Spring (CD 8)",312,535,1,848
"Fairfax County",-,"711 - Price (CD 11)",386,477,0,863
"Fairfax County",-,"712 - Shreve (CD 8)",309,419,0,728
"Fairfax County",-,"713 - Timber Lane (CD 8)",384,628,2,"1,014"
"Fairfax County",-,"714 - Walker (CD 11)",540,645,0,"1,185"
"Fairfax County",-,"717 - Woodburn (CD 8)",298,454,0,752
"Fairfax County",-,"718 - Pine Ridge (CD 11)",351,401,0,752
"Fairfax County",-,"719 - Stenwood (CD 11)",230,241,0,471
"Fairfax County",-,"720 - Thoreau (CD 11)",363,460,0,823
"Fairfax County",-,"721 - Merrifield (CD 11)",389,485,0,874
"Fairfax County",-,"726 - Magarity (CD 8)",476,659,1,"1,136"
"Fairfax County",-,"727 - Oakton (CD 11)",673,574,1,"1,248"
"Fairfax County",-,"728 - Walnut Hill #2 (CD 8)",180,213,0,393
"Fairfax County",-,"729 - Nottoway (CD 11)",686,834,1,"1,521"
"Fairfax County",-,"730 - Penderbrook (CD 11)",595,549,1,"1,145"
"Fairfax County",-,"731 - Tysons (CD 8)",345,419,0,764
"Fairfax County",-,"732 - Oak Marr (CD 11)",844,727,1,"1,572"
"Fairfax County",-,"733 - Kilmer (CD 11)",580,793,0,"1,373"
"Fairfax County",-,"801 - Burke (CD 11)",709,828,3,"1,540"
"Fairfax County",-,"803 - Clifton (CD 11)","1,287",639,2,"1,928"
"Fairfax County",-,"805 - Fairfax Station (CD 11)","1,015",598,1,"1,614"
"Fairfax County",-,"811 - Pohick (CD 11)",725,721,0,"1,446"
"Fairfax County",-,"812 - Valley (CD 11)",615,577,2,"1,194"
"Fairfax County",-,"815 - Woodyard (CD 11)",688,409,0,"1,097"
"Fairfax County",-,"824 - Orange (CD 11)","1,015",766,0,"1,781"
"Fairfax County",-,"825 - Cherry Run (CD 11)",709,546,0,"1,255"
"Fairfax County",-,"827 - Irving (CD 11)",671,611,1,"1,283"
"Fairfax County",-,"833 - White Oaks (CD 11)",574,560,1,"1,135"
"Fairfax County",-,"838 - Sangster (CD 11)",604,440,0,"1,044"
"Fairfax County",-,"839 - Silverbrook (CD 11)",933,638,0,"1,571"
"Fairfax County",-,"840 - West Springfield (CD 11)",709,595,3,"1,307"
"Fairfax County",-,"841 - Popes Head (CD 11)",998,540,1,"1,539"
"Fairfax County",-,"842 - Parkway (CD 11)",625,436,0,"1,061"
"Fairfax County",-,"843 - Fair Lakes (CD 10)",571,528,1,"1,100"
"Fairfax County",-,"844 - Centerpointe (CD 10)",497,557,0,"1,054"
"Fairfax County",-,"845 - Fountainhead (CD 11)","1,147",629,1,"1,777"
"Fairfax County",-,"846 - Greenbriar East (CD 10)",501,479,1,981
"Fairfax County",-,"847 - Greenbriar West (CD 10)",543,414,0,957
"Fairfax County",-,"848 - Fair Oaks (CD 11)",193,237,0,430
"Fairfax County",-,"849 - Newgate North (CD 11)",440,253,1,694
"Fairfax County",-,"850 - South Run (CD 11)",416,277,1,694
"Fairfax County",-,"851 - Willow Springs (CD 11)",882,672,1,"1,555"
"Fairfax County",-,"852 - Monument (CD 11)",429,494,1,924
"Fairfax County",-,"853 - Eagle View (CD 11)",587,499,2,"1,088"
"Fairfax County",-,"854 - Newgate South (CD 11)",867,406,0,"1,273"
"Fairfax County",-,"901 - Centre Ridge (CD 10)",483,448,0,931
"Fairfax County",-,"902 - Brookfield (CD 10)",604,577,1,"1,182"
"Fairfax County",-,"903 - Cub Run (CD 10)",819,669,6,"1,494"
"Fairfax County",-,"904 - Dulles (CD 10)",415,256,0,671
"Fairfax County",-,"905 - Franklin (CD 10)",708,636,2,"1,346"
"Fairfax County",-,"908 - Kinross (CD 10)","1,128",844,1,"1,973"
"Fairfax County",-,"910 - London Towne East (CD 10)",247,267,0,514
"Fairfax County",-,"911 - Navy (CD 10)",715,572,0,"1,287"
"Fairfax County",-,"913 - Rocky Run (CD 10)",937,680,1,"1,618"
"Fairfax County",-,"914 - Vale (CD 11)",881,667,0,"1,548"
"Fairfax County",-,"915 - Virginia Run (CD 10)",788,388,1,"1,177"
"Fairfax County",-,"916 - Waples Mill (CD 11)","1,134",877,1,"2,012"
"Fairfax County",-,"917 - Stone (CD 10)",635,549,2,"1,186"
"Fairfax County",-,"918 - Centreville (CD 11)",647,583,2,"1,232"
"Fairfax County",-,"919 - Green Trails (CD 11)",721,604,1,"1,326"
"Fairfax County",-,"920 - Lees Corner East (CD 10)",488,416,0,904
"Fairfax County",-,"921 - Deer Park (CD 10)",833,472,2,"1,307"
"Fairfax County",-,"923 - Bull Run (CD 10)",629,274,0,903
"Fairfax County",-,"924 - London Towne West (CD 10)",266,442,0,708
"Fairfax County",-,"925 - Old Mill (CD 10)",347,323,0,670
"Fairfax County",-,"926 - Powell (CD 11)",435,477,1,913
"Fairfax County",-,"927 - Lees Corner West (CD 10)",730,631,1,"1,362"
"Fairfax County",-,"928 - Poplar Tree (CD 10)",687,486,1,"1,174"
"Fairfax County",-,"Ab - Central Absentee Precinct (CD 10)","2,654","2,321",1,"4,976"
"Fairfax County",-,"Ab - Central Absentee Precinct (CD 11)","4,934","4,205",7,"9,146"
"Fairfax County",-,"Ab - Central Absentee Precinct (CD 8)","2,230","2,850",4,"5,084"
"Fairfax County",-,"Provisional Votes (CD 10)",14,21,0,35
"Fairfax County",-,"Provisional Votes (CD 11)",25,30,0,55
"Fairfax County",-,"Provisional Votes (CD 8)",24,26,0,50
"Fairfax City",-,"1 - One (CD 11)",384,402,1,787
"Fairfax City",-,"2 - Two (CD 11)",503,425,0,928
"Fairfax City",-,"3 - Three (CD 11)",646,592,0,"1,238"
"Fairfax City",-,"4 - Four (CD 11)",513,544,0,"1,057"
"Fairfax City",-,"5 - Five (CD 11)",423,425,0,848
"Fairfax City",-,"6 - Six (CD 11)",419,404,0,823
"Fairfax City",-,"Ab - Central Absentee Precinct (CD 11)",244,210,0,454
"Fairfax City",-,"Provisional Votes (CD 11)",2,2,0,4
"Falls Church City",-,"1 - First Ward (CD 8)",317,667,0,984
"Falls Church City",-,"2 - Second Ward (CD 8)",198,405,1,604
"Falls Church City",-,"3 - Third Ward (CD 8)",230,391,0,621
"Falls Church City",-,"4 - Fourth Ward (CD 8)",280,504,0,784
"Falls Church City",-,"5 - Fifth Ward (CD 8)",237,410,0,647
"Falls Church City",-,"Ab - Central Absentee Precinct (CD 8)",116,366,0,482
"Falls Church City",-,"Provisional Votes (CD 8)",4,23,0,27
"Fauquier County",-,"101 - Kettle Run (CD 1)",547,194,0,741
"Fauquier County",-,"102 - Catlett (CD 1)",758,243,0,"1,001"
"Fauquier County",-,"103 - Casanova (CD 1)",281,194,1,476
"Fauquier County",-,"104 - Lois (CD 1)",307,96,0,403
"Fauquier County",-,"105 - Opal (CD 1)",352,126,0,478
"Fauquier County",-,"201 - Courthouse (CD 10)",597,396,0,993
"Fauquier County",-,"202 - Airlie (CD 10)",512,253,0,765
"Fauquier County",-,"203 - Baldwin Ridge (CD 1)",602,262,2,866
"Fauquier County",-,"203 - Baldwin Ridge (CD 10)",122,64,0,186
"Fauquier County",-,"204 - Warrenton (CD 10)",577,348,1,926
"Fauquier County",-,"301 - Morrisville (CD 1)",478,174,0,652
"Fauquier County",-,"302 - Remington (CD 1)",655,306,0,961
"Fauquier County",-,"303 - Bealeton (CD 1)",561,237,0,798
"Fauquier County",-,"401 - Marshall (CD 10)",679,388,0,"1,067"
"Fauquier County",-,"402 - Leeds (CD 10)",567,451,3,"1,021"
"Fauquier County",-,"403 - Waterloo (CD 1)","1,192",577,0,"1,769"
"Fauquier County",-,"501 - The Plains (CD 10)",526,410,1,937
"Fauquier County",-,"502 - New Baltimore (CD 10)","1,346",518,2,"1,866"
"Fauquier County",-,"503 - Broad Run (CD 10)",679,333,0,"1,012"
"Fauquier County",-,"Ab - Central Absentee Precinct (CD 1)",271,122,0,393
"Fauquier County",-,"Ab - Central Absentee Precinct (CD 10)",309,157,0,466
"Fauquier County",-,"Provisional Votes (CD 1)",0,1,0,1
"Fauquier County",-,"Provisional Votes (CD 10)",1,0,0,1
"Floyd County",-,"101 - Locust Grove (CD 9)",496,289,2,787
"Floyd County",-,"201 - Little River (CD 9)",562,357,1,920
"Floyd County",-,"301 - Courthouse (CD 9)",540,373,1,914
"Floyd County",-,"401 - Burks Fork (CD 9)",551,237,2,790
"Floyd County",-,"501 - Indian Valley (CD 9)",573,202,1,776
"Floyd County",-,"Ab - Central Absentee Precinct (CD 9)",144,97,0,241
"Floyd County",-,"Provisional Votes (CD 9)",0,0,0,0
"Fluvanna County",-,"101 - Palmyra (CD 5)",494,279,0,773
"Fluvanna County",-,"201 - Columbia (CD 5)",547,442,1,990
"Fluvanna County",-,"301 - Fork Union (CD 5)",403,374,0,777
"Fluvanna County",-,"401 - Cunningham (CD 5)",863,356,0,"1,219"
"Fluvanna County",-,"501 - Rivanna (CD 5)","1,160",806,1,"1,967"
"Fluvanna County",-,"502 - Rivanna 2 (CD 5)",815,564,0,"1,379"
"Fluvanna County",-,"Ab - Central Absentee Precinct (CD 5)",270,157,0,427
"Fluvanna County",-,"Provisional Votes (CD 5)",2,0,0,2
"Franklin County",-,"102 - Burnt Chimney (CD 5)",926,371,0,"1,297"
"Franklin County",-,"103 - Scruggs (CD 5)","1,304",502,0,"1,806"
"Franklin County",-,"201 - Glade Hill (CD 5)",528,264,0,792
"Franklin County",-,"202 - Penhook (CD 5)",535,238,0,773
"Franklin County",-,"203 - Hodgesville (CD 5)",113,73,0,186
"Franklin County",-,"204 - Dudley (CD 5)",308,131,0,439
"Franklin County",-,"301 - Snow Creek (CD 5)",244,166,0,410
"Franklin County",-,"302 - Fork Mountain (CD 5)",221,148,2,371
"Franklin County",-,"303 - Sontag (CD 5)",296,309,0,605
"Franklin County",-,"304 - Dickinson (CD 5)",152,154,0,306
"Franklin County",-,"401 - Henry (CD 5)",389,131,2,522
"Franklin County",-,"402 - Ferrum (CD 5)",298,147,0,445
"Franklin County",-,"403 - Endicott (CD 5)",282,114,0,396
"Franklin County",-,"501 - Waidsboro (CD 5)",254,132,0,386
"Franklin County",-,"502 - Callaway (CD 5)",473,192,1,666
"Franklin County",-,"503 - Bowmans (CD 5)",280,139,0,419
"Franklin County",-,"504 - Gogginsville (CD 5)",375,172,0,547
"Franklin County",-,"601 - Boones Mill (CD 5)",578,231,0,809
"Franklin County",-,"602 - Bonbrook (CD 5)",468,209,1,678
"Franklin County",-,"603 - Coopers Cove (CD 5)",412,152,0,564
"Franklin County",-,"701 - Rocky Mount East (CD 5)",409,297,1,707
"Franklin County",-,"702 - Rocky Mount West (CD 5)",306,284,0,590
"Franklin County",-,"703 - Rocky Mount South (CD 5)",272,225,0,497
"Franklin County",-,"Ab - Central Absentee Precinct (CD 5)",404,197,0,601
"Franklin County",-,"Provisional Votes (CD 5)",3,0,0,3
"Franklin City",-,"101 - Precinct 1-1 (CD 4)",306,158,1,465
"Franklin City",-,"201 - Precinct 2-1 (CD 4)",323,181,0,504
"Franklin City",-,"301 - Precinct 3-1 (CD 4)",22,265,0,287
"Franklin City",-,"401 - Precinct 4-1 (CD 4)",28,240,1,269
"Franklin City",-,"501 - Precinct 5-1 (CD 4)",9,212,0,221
"Franklin City",-,"601 - Precinct 6-1 (CD 4)",217,147,0,364
"Franklin City",-,"Ab - Central Absentee Precinct (CD 4)",48,38,0,86
"Franklin City",-,"Provisional Votes (CD 4)",0,0,0,0
"Frederick County",-,"101 - Russells (CD 10)",647,170,0,817
"Frederick County",-,"102 - Gore (CD 10)",608,214,0,822
"Frederick County",-,"103 - Kernstown (CD 10)",711,280,2,993
"Frederick County",-,"104 - Cedar Creek (CD 10)",405,156,0,561
"Frederick County",-,"201 - Gainesborough (CD 10)",411,103,1,515
"Frederick County",-,"202 - Albin (CD 10)",849,299,0,"1,148"
"Frederick County",-,"203 - Redland (CD 10)",819,266,1,"1,086"
"Frederick County",-,"301 - Clear Brook (CD 10)",380,141,1,522
"Frederick County",-,"302 - Neffs Town (CD 10)",448,189,1,638
"Frederick County",-,"303 - White Hall (CD 10)",896,368,2,"1,266"
"Frederick County",-,"401 - Carpers Valley (CD 10)",674,294,3,971
"Frederick County",-,"402 - Shenandoah (CD 10)",368,123,1,492
"Frederick County",-,"403 - Parkins Mill (CD 10)","1,315",509,1,"1,825"
"Frederick County",-,"501 - Stephens City (CD 10)",627,256,0,883
"Frederick County",-,"502 - Newtown (CD 10)",643,215,1,859
"Frederick County",-,"503 - Canterburg (CD 10)",662,268,1,931
"Frederick County",-,"601 - Millbrook (CD 10)",471,192,1,664
"Frederick County",-,"602 - Ash Hollow (CD 10)",505,237,0,742
"Frederick County",-,"603 - Greenwood (CD 10)",823,354,1,"1,178"
"Frederick County",-,"Ab - Central Absentee Precinct (CD 10)",492,162,1,655
"Frederick County",-,"Provisional Votes (CD 10)",0,0,0,0
"Fredericksburg City",-,"101 - Precinct 1 - District One (CD 1)",682,507,1,"1,190"
"Fredericksburg City",-,"201 - Precinct 1 - District Two (CD 1)",470,551,2,"1,023"
"Fredericksburg City",-,"301 - Precinct 1 - District Three (CD 1)",624,499,0,"1,123"
"Fredericksburg City",-,"401 - Precinct 1 - District Four (CD 1)",149,415,0,564
"Fredericksburg City",-,"402 - Precinct 2 - District Four (CD 1)",105,138,2,245
"Fredericksburg City",-,"Ab - Central Absentee Precinct (CD 1)",162,166,2,330
"Fredericksburg City",-,"Provisional Votes (CD 1)",8,9,0,17
"Galax City",-,"1 - East (CD 9)",319,194,0,513
"Galax City",-,"2 - North (CD 9)",246,142,0,388
"Galax City",-,"3 - South (CD 9)",196,128,0,324
"Galax City",-,"Ab - Central Absentee Precinct (CD 9)",48,24,0,72
"Galax City",-,"Provisional Votes (CD 9)",0,0,0,0
"Giles County",-,"101 - Glen Lyn (CD 9)",47,19,0,66
"Giles County",-,"102 - Rich Creek (CD 9)",178,76,0,254
"Giles County",-,"103 - Narrows (CD 9)",517,341,0,858
"Giles County",-,"201 - Pearisburg (CD 9)",781,382,1,"1,164"
"Giles County",-,"202 - Staffordsville (CD 9)",150,81,0,231
"Giles County",-,"203 - White Gate (CD 9)",95,34,0,129
"Giles County",-,"301 - Eggleston (CD 9)",200,162,1,363
"Giles County",-,"302 - Pembroke (CD 9)",435,342,1,778
"Giles County",-,"303 - Newport (CD 9)",279,240,0,519
"Giles County",-,"Ab - Central Absentee Precinct (CD 9)",89,74,0,163
"Giles County",-,"Provisional Votes (CD 9)",1,0,0,1
"Gloucester County",-,"101 - Harcum (CD 1)",555,229,2,786
"Gloucester County",-,"102 - Salem (CD 1)",442,188,1,631
"Gloucester County",-,"103 - Bethel (CD 1)",512,199,1,712
"Gloucester County",-,"201 - Courthouse (CD 1)",691,345,1,"1,037"
"Gloucester County",-,"202 - Botetourt (CD 1)",790,370,2,"1,162"
"Gloucester County",-,"301 - White Marsh (CD 1)",889,417,1,"1,307"
"Gloucester County",-,"302 - Roanes (CD 1)",657,329,3,989
"Gloucester County",-,"401 - Hayes (CD 1)",806,414,0,"1,220"
"Gloucester County",-,"402 - Sarah's Creek (CD 1)",454,254,0,708
"Gloucester County",-,"501 - Achilles (CD 1)",937,387,1,"1,325"
"Gloucester County",-,"502 - Timberneck (CD 1)",543,272,1,816
"Gloucester County",-,"Ab - Central Absentee Precinct (CD 1)",333,164,1,498
"Gloucester County",-,"Provisional Votes (CD 1)",0,0,0,0
"Goochland County",-,"101 - Fife (CD 7)",310,212,0,522
"Goochland County",-,"102 - Hadensville (CD 7)",485,274,0,759
"Goochland County",-,"201 - Three Square (CD 7)",149,140,0,289
"Goochland County",-,"202 - Sandy Hook (CD 7)",710,471,0,"1,181"
"Goochland County",-,"301 - Goochland Court House (CD 7)",710,395,0,"1,105"
"Goochland County",-,"401 - Crozier (CD 7)",157,83,0,240
"Goochland County",-,"402 - Centerville (CD 7)","1,084",386,0,"1,470"
"Goochland County",-,"501 - Manakin (CD 7)","1,626",539,2,"2,167"
"Goochland County",-,"Ab - Central Absentee Precinct (CD 7)",329,98,0,427
"Goochland County",-,"Provisional Votes (CD 7)",0,0,0,0
"Grayson County",-,"101 - Bridle Creek (CD 9)",96,82,0,178
"Grayson County",-,"102 - Flatridge (CD 9)",81,41,0,122
"Grayson County",-,"103 - Grant (CD 9)",123,82,0,205
"Grayson County",-,"104 - Mouth Of Wilson (CD 9)",101,44,0,145
"Grayson County",-,"105 - Mount Rogers (CD 9)",126,39,0,165
"Grayson County",-,"106 - Rugby (CD 9)",105,40,0,145
"Grayson County",-,"107 - Troutdale (CD 9)",55,20,0,75
"Grayson County",-,"201 - Comers Rock (CD 9)",101,52,0,153
"Grayson County",-,"202 - Elk Creek (CD 9)",192,74,0,266
"Grayson County",-,"203 - Independence (CD 9)",514,266,0,780
"Grayson County",-,"301 - Baywood (CD 9)",263,120,0,383
"Grayson County",-,"302 - Fairview (CD 9)",449,145,0,594
"Grayson County",-,"401 - Fries (CD 9)",138,75,0,213
"Grayson County",-,"402 - Providence (CD 9)",314,114,0,428
"Grayson County",-,"403 - Oldtown (CD 9)",118,49,0,167
"Grayson County",-,"Ab - Central Absentee Precinct (CD 9)",134,98,0,232
"Grayson County",-,"Provisional Votes (CD 9)",0,0,0,0
"Greene County",-,"101 - Dyke (CD 5)",360,133,0,493
"Greene County",-,"102 - Swift Run (CD 5)",557,264,0,821
"Greene County",-,"201 - Ruckersville (CD 5)","1,226",575,1,"1,802"
"Greene County",-,"301 - Stanardsville (CD 5)",994,418,2,"1,414"
"Greene County",-,"Ab - Central Absentee Precinct (CD 5)",178,80,1,259
"Greene County",-,"Provisional Votes (CD 5)",0,0,0,0
"Greensville County",-,"101 - Precinct 1-a (CD 4)",145,166,0,311
"Greensville County",-,"102 - Precinct 1-b (CD 4)",69,48,0,117
"Greensville County",-,"103 - Precinct 1-c (CD 4)",61,116,2,179
"Greensville County",-,"201 - Precinct 2-a (CD 4)",100,206,0,306
"Greensville County",-,"202 - Precinct 2-b (CD 4)",231,154,0,385
"Greensville County",-,"302 - Precinct 3-a (CD 4)",292,370,0,662
"Greensville County",-,"401 - Precinct 4-a (CD 4)",127,75,0,202
"Greensville County",-,"402 - Precinct 4-b (CD 4)",121,182,0,303
"Greensville County",-,"403 - Precinct 4-c (CD 4)",71,88,0,159
"Greensville County",-,"Provisional Votes (CD 4)",0,0,0,0
"Halifax County",-,"101 - Childrey (CD 5)",231,178,0,409
"Halifax County",-,"102 - Liberty (CD 5)",122,74,0,196
"Halifax County",-,"103 - Republican Grove (CD 5)",210,156,1,367
"Halifax County",-,"201 - Clays Mill (CD 5)",221,66,0,287
"Halifax County",-,"202 - Crossroads (CD 5)",194,113,0,307
"Halifax County",-,"203 - Clover (CD 5)",229,190,0,419
"Halifax County",-,"302 - Meadville (CD 5)",55,127,0,182
"Halifax County",-,"304 - Vernon Hill (CD 5)",197,113,1,311
"Halifax County",-,"305 - Sinai (CD 5)",229,241,2,472
"Halifax County",-,"401 - Courthouse (CD 5)",295,243,0,538
"Halifax County",-,"403 - Center (CD 5)",441,134,0,575
"Halifax County",-,"502 - Dan River (CD 5)",588,179,0,767
"Halifax County",-,"503 - Scottsburg (CD 5)",248,92,1,341
"Halifax County",-,"601 - Black Walnut (CD 5)",241,119,0,360
"Halifax County",-,"603 - Mt Carmel (CD 5)",316,235,0,551
"Halifax County",-,"605 - Union (CD 5)",136,65,0,201
"Halifax County",-,"701 - Hyco (CD 5)",415,114,0,529
"Halifax County",-,"702 - Midway (CD 5)",327,65,0,392
"Halifax County",-,"703 - Virgilina (CD 5)",203,78,0,281
"Halifax County",-,"801 - South Boston East (CD 5)",204,257,2,463
"Halifax County",-,"802 - South Boston West (CD 5)",136,192,1,329
"Halifax County",-,"Ab - Central Absentee Precinct (CD 5)",173,73,0,246
"Halifax County",-,"Provisional Votes (CD 5)",0,0,0,0
"Hampton City",-,"101 - Aberdeen (CD 3)",151,745,0,896
"Hampton City",-,"102 - Bassette (CD 3)",79,869,0,948
"Hampton City",-,"103 - City Hall (CD 3)",120,461,1,582
"Hampton City",-,"104 - Cooper (CD 3)",222,766,3,991
"Hampton City",-,"105 - East Hampton (CD 3)",187,263,3,453
"Hampton City",-,"106 - Armstrong (CD 2)",489,663,1,"1,153"
"Hampton City",-,"107 - Lindsay (CD 3)",216,721,0,937
"Hampton City",-,"108 - Thomas (CD 3)",192,895,2,"1,089"
"Hampton City",-,"109 - Phenix (CD 3)",102,"1,120",1,"1,223"
"Hampton City",-,"110 - Phoebus (CD 2)",157,164,0,321
"Hampton City",-,"110 - Phoebus (CD 3)",3,10,0,13
"Hampton City",-,"111 - Hampton Library (CD 2)",218,276,0,494
"Hampton City",-,"112 - Smith (CD 3)",414,985,2,"1,401"
"Hampton City",-,"113 - Syms (CD 2)",369,271,0,640
"Hampton City",-,"115 - Wythe (CD 2)",408,415,1,824
"Hampton City",-,"116 - Jones (CD 3)",127,376,1,504
"Hampton City",-,"117 - Kecoughtan (CD 2)",259,477,4,740
"Hampton City",-,"118 - Mallory (CD 3)",192,"1,107",2,"1,301"
"Hampton City",-,"201 - Booker (CD 2)",832,598,1,"1,431"
"Hampton City",-,"202 - Bryan (CD 2)",556,520,1,"1,077"
"Hampton City",-,"203 - Burbank (CD 1)",265,268,0,533
"Hampton City",-,"203 - Burbank (CD 2)",193,181,1,375
"Hampton City",-,"204 - Forrest (CD 3)",407,489,2,898
"Hampton City",-,"205 - Asbury (CD 2)","1,257",733,2,"1,992"
"Hampton City",-,"208 - Kraft (CD 1)",841,823,0,"1,664"
"Hampton City",-,"209 - Langley (CD 2)",526,446,2,974
"Hampton City",-,"210 - Machen (CD 1)",402,947,1,"1,350"
"Hampton City",-,"212 - Bethel (CD 1)",609,"1,186",2,"1,797"
"Hampton City",-,"213 - Phillips (CD 2)","1,145",821,2,"1,968"
"Hampton City",-,"214 - Tucker Capps (CD 1)",640,638,3,"1,281"
"Hampton City",-,"215 - Tyler (CD 3)",82,197,0,279
"Hampton City",-,"216 - Sandy Bottom (CD 1)",270,446,1,717
"Hampton City",-,"Ab - Central Absentee Precinct (CD 1)",79,98,0,177
"Hampton City",-,"Ab - Central Absentee Precinct (CD 2)",235,164,1,400
"Hampton City",-,"Ab - Central Absentee Precinct (CD 3)",102,208,0,310
"Hampton City",-,"Provisional Votes (CD 1)",0,0,0,0
"Hampton City",-,"Provisional Votes (CD 2)",0,2,0,2
"Hampton City",-,"Provisional Votes (CD 3)",0,0,0,0
"Hanover County",-,"101 - Ashland (CD 7)",789,696,2,"1,487"
"Hanover County",-,"103 - Ashcake (CD 7)",712,258,4,974
"Hanover County",-,"104 - Sliding Hill (CD 7)",670,321,3,994
"Hanover County",-,"201 - Beaverdam (CD 7)",991,320,1,"1,312"
"Hanover County",-,"202 - Blunts (CD 7)",385,207,0,592
"Hanover County",-,"203 - Wilmington Parish (CD 7)","1,028",367,1,"1,396"
"Hanover County",-,"204 - Goddins Hill (CD 7)",374,192,0,566
"Hanover County",-,"206 - Courthouse (CD 7)",299,140,2,441
"Hanover County",-,"207 - Stony Run (CD 7)",105,50,0,155
"Hanover County",-,"301 - Clay (CD 7)",914,253,1,"1,168"
"Hanover County",-,"302 - Chickahominy (CD 7)",677,306,1,984
"Hanover County",-,"303 - Shady Grove (CD 7)",692,172,2,866
"Hanover County",-,"304 - Atlee (CD 7)","1,128",411,7,"1,546"
"Hanover County",-,"305 - Cool Spring (CD 7)",765,314,2,"1,081"
"Hanover County",-,"401 - Battlefield (CD 7)",796,164,3,963
"Hanover County",-,"402 - Old Church (CD 7)",712,173,2,887
"Hanover County",-,"403 - Cold Harbor (CD 7)","1,313",419,2,"1,734"
"Hanover County",-,"404 - Black Creek (CD 7)",700,151,0,851
"Hanover County",-,"405 - Pebble Creek (CD 7)",508,203,0,711
"Hanover County",-,"406 - Beaverdam Creek (CD 7)",177,46,1,224
"Hanover County",-,"502 - Rural Point (CD 7)",816,267,2,"1,085"
"Hanover County",-,"503 - Newman (CD 7)",596,239,0,835
