county,precinct,office,district,party,candidate,votes
ACCOMACK,101 - CHINCOTEAGUE,Attorney General,,REP,Mark Dudley Obenshain,693
ACCOMACK,101 - CHINCOTEAGUE,Attorney General,,DEM,Mark Rankin Herring,353
ACCOMACK,201 - ATLANTIC,Attorney General,,OTH,All Others,1
ACCOMACK,201 - ATLANTIC,Attorney General,,REP,Mark Dudley Obenshain,342
ACCOMACK,201 - ATLANTIC,Attorney General,,DEM,Mark Rankin Herring,128
ACCOMACK,202 - GREENBACKVILLE,Attorney General,,REP,Mark Dudley Obenshain,364
ACCOMACK,202 - GREENBACKVILLE,Attorney General,,DEM,Mark Rankin Herring,177
ACCOMACK,301 - OAK HALL,Attorney General,,OTH,All Others,1
ACCOMACK,301 - OAK HALL,Attorney General,,REP,Mark Dudley Obenshain,316
ACCOMACK,301 - OAK HALL,Attorney General,,DEM,Mark Rankin Herring,325
ACCOMACK,401 - BLOXOM,Attorney General,,REP,Mark Dudley Obenshain,220
ACCOMACK,401 - BLOXOM,Attorney General,,DEM,Mark Rankin Herring,89
ACCOMACK,402 - PARKSLEY,Attorney General,,OTH,All Others,2
ACCOMACK,402 - PARKSLEY,Attorney General,,REP,Mark Dudley Obenshain,331
ACCOMACK,402 - PARKSLEY,Attorney General,,DEM,Mark Rankin Herring,131
ACCOMACK,403 - SAXIS,Attorney General,,REP,Mark Dudley Obenshain,64
ACCOMACK,403 - SAXIS,Attorney General,,DEM,Mark Rankin Herring,31
ACCOMACK,501 - MAPPSVILLE,Attorney General,,REP,Mark Dudley Obenshain,150
ACCOMACK,501 - MAPPSVILLE,Attorney General,,DEM,Mark Rankin Herring,172
ACCOMACK,502 - RUE,Attorney General,,REP,Mark Dudley Obenshain,81
ACCOMACK,502 - RUE,Attorney General,,DEM,Mark Rankin Herring,212
ACCOMACK,601 - ACCOMAC,Attorney General,,OTH,All Others,2
ACCOMACK,601 - ACCOMAC,Attorney General,,REP,Mark Dudley Obenshain,412
ACCOMACK,601 - ACCOMAC,Attorney General,,DEM,Mark Rankin Herring,299
ACCOMACK,602 - TANGIER,Attorney General,,OTH,All Others,1
ACCOMACK,602 - TANGIER,Attorney General,,REP,Mark Dudley Obenshain,145
ACCOMACK,602 - TANGIER,Attorney General,,DEM,Mark Rankin Herring,16
ACCOMACK,701 - ONANCOCK,Attorney General,,OTH,All Others,2
ACCOMACK,701 - ONANCOCK,Attorney General,,REP,Mark Dudley Obenshain,488
ACCOMACK,701 - ONANCOCK,Attorney General,,DEM,Mark Rankin Herring,383
ACCOMACK,702 - ONLEY,Attorney General,,OTH,All Others,1
ACCOMACK,702 - ONLEY,Attorney General,,REP,Mark Dudley Obenshain,229
ACCOMACK,702 - ONLEY,Attorney General,,DEM,Mark Rankin Herring,182
ACCOMACK,801 - BOBTOWN,Attorney General,,OTH,All Others,3
ACCOMACK,801 - BOBTOWN,Attorney General,,REP,Mark Dudley Obenshain,279
ACCOMACK,801 - BOBTOWN,Attorney General,,DEM,Mark Rankin Herring,157
ACCOMACK,802 - MELFA,Attorney General,,REP,Mark Dudley Obenshain,247
ACCOMACK,802 - MELFA,Attorney General,,DEM,Mark Rankin Herring,241
ACCOMACK,803 - WACHAPREAGUE,Attorney General,,REP,Mark Dudley Obenshain,223
ACCOMACK,803 - WACHAPREAGUE,Attorney General,,DEM,Mark Rankin Herring,120
ACCOMACK,901 - PAINTER,Attorney General,,OTH,All Others,3
ACCOMACK,901 - PAINTER,Attorney General,,REP,Mark Dudley Obenshain,418
ACCOMACK,901 - PAINTER,Attorney General,,DEM,Mark Rankin Herring,605
ACCOMACK,AB - CENTRAL ABSENTEE PRECINCT,Attorney General,,REP,Mark Dudley Obenshain,182
