district,C_TOT24,C_HSP24,C_NHS24,C_WHT24,C_BLA24,C_AMI24,C_ASI24,C_NHP24,C_2OM24,C_BLW24,C_AIW24,C_ASW24,C_AIB24,C_AIA24,C_ASN24,C_BLK24,CVAP_TOT24,CVAP_HSP24,CVAP_NHS24,CVAP_WHT24,CVAP_BLA24,CVAP_AMI24,CVAP_ASI24,CVAP_NHP24,CVAP_2OM24,CVAP_BLW24,CVAP_AIW24,CVAP_ASW24,CVAP_AIB24,CVAP_AIA24,CVAP_ASN24,CVAP_BLK24
12,221077,12704,208417,155611,35613,149,8152,13,998,4051,1184,2214,398,1731,10367,40070,167241,8034,159232,120744,27336,117,5952,4,647,2008,884,1151,329,1336,7104,29684
13,208480,11233,197256,81725,105476,635,1981,247,839,3665,994,1059,601,2230,3037,109741,165579,7510,158077,68157,82963,629,1783,218,577,1675,900,610,512,2041,2391,85151
14,212346,9962,202455,100600,89123,228,3770,114,1214,4036,696,1870,867,1776,5632,94001,177706,7371,170373,90203,69986,188,3505,102,963,2912,618,1262,666,1460,4756,73567
15,203756,27516,176138,79691,84745,123,3934,212,1196,3781,646,1058,749,1517,5003,89249,153369,13566,139761,66556,65379,112,3369,179,808,1446,612,678,647,1362,4062,67469
16,201745,13225,188507,129521,30726,194,19941,151,1568,2600,834,2658,288,1332,22595,33657,153701,7959,145721,103422,24208,144,13668,131,863,1194,654,1238,202,1015,14901,25593
17,222071,8709,213366,112679,88981,262,2489,133,1453,3210,1616,1319,1270,3148,3811,93453,172498,5351,167147,91060,68400,284,1897,105,1020,1616,1323,695,800,2407,2594,70811
18,210020,12535,197483,86818,94677,268,4081,83,2406,5435,822,1582,1318,2409,5661,101438,158528,7831,150706,69927,72084,235,3279,101,1035,1874,610,823,754,1601,4098,74715
19,210260,16538,193698,144222,28456,445,10697,249,1933,2439,1142,3795,295,1879,14503,31179,162230,11100,151109,112580,24119,383,8060,219,1074,1434,833,2174,203,1414,10246,25757
20,206883,14327,192513,145981,32203,211,5358,34,982,3697,1025,2515,413,1628,7889,36299,164611,9180,155400,120470,25188,211,4473,24,669,1880,905,1236,305,1406,5728,27346
21,200388,17811,182605,79641,86542,487,5935,91,2178,4427,737,2079,521,1763,8010,91520,158739,12434,146310,68237,66169,388,5109,51,1609,2463,577,1270,439,1418,6376,69111
22,204641,20970,183699,99475,55147,247,16413,214,3010,4488,990,3522,260,1502,19914,59891,157145,14116,143059,81345,41640,236,13514,103,1359,1879,736,2114,184,1160,15604,43690
23,210011,13851,196141,72792,108059,476,4005,134,1997,5139,764,1734,1057,2297,5739,114246,162233,8749,153470,61043,82052,418,3455,115,1341,2561,619,1053,804,1841,4508,85410
24,204418,18773,185663,120329,47384,452,7806,291,1611,3729,948,2697,413,1813,10503,51535,158897,11910,147000,98563,35916,390,6453,184,822,2026,739,1614,306,1435,8067,38255
25,211543,12797,198703,139771,45331,469,3067,253,787,5122,1666,1593,572,2711,4674,51008,167151,8073,159071,113751,37119,437,2408,272,443,1940,1384,783,489,2310,3194,39544
26,219108,8726,210387,177733,20749,271,3214,176,1004,3404,1553,1953,275,2096,5176,24455,174335,5719,168615,143756,17388,211,2422,111,556,1554,1200,1106,265,1671,3538,19206
27,210857,25877,184982,124710,41586,200,6316,8,2670,5672,1342,2405,126,1666,8719,47355,155561,15581,139975,97596,30865,178,4755,11,1696,2310,1033,1524,83,1291,6276,33240
28,212537,17004,195595,163800,20308,275,2761,94,775,4435,1336,1639,281,1907,4388,24955,162543,9688,152883,129219,16954,228,2407,101,527,1520,901,749,283,1432,3157,18744
29,197625,41597,156016,83430,42191,166,17950,259,2262,4704,1313,3095,512,1983,21045,47450,141479,26290,115169,64087,31657,124,12734,165,1261,1967,1058,1620,354,1533,14355,34000
30,186342,45254,141087,89757,25674,121,17450,114,1383,2683,726,3024,241,1088,20474,28591,132833,25665,107173,70165,18887,123,13263,109,980,1402,582,1532,218,923,14795,20495
31,210361,24040,186265,142802,13569,127,21680,77,1051,2156,731,3827,154,994,25638,15882,155618,14834,140731,109959,10564,122,15452,51,560,1222,561,2089,144,808,17596,11925
32,198402,23498,174940,92398,18812,296,53650,148,1493,2150,478,5484,111,884,59002,21082,138605,14265,124374,69438,13334,272,36752,122,710,994,352,2351,76,699,39047,14407
33,194638,37428,157206,86268,40311,124,19930,151,1767,3267,735,4613,48,917,24552,43620,142779,23050,119749,67168,30553,125,16005,108,884,1940,539,2367,53,723,18376,32553
34,198596,35444,163154,93306,38827,131,20980,185,1122,3677,727,3954,223,1081,24934,42732,147445,21484,125961,74008,29408,96,17276,157,645,1741,542,1878,197,835,19153,31353
35,187995,30471,157559,93046,19105,173,36322,26,1199,2233,700,4614,199,1072,40937,21536,143318,19092,124248,75081,14877,179,29078,28,751,1002,567,2511,188,934,31589,16069
36,187420,22926,164507,94496,12126,367,49301,93,825,1726,749,4726,118,1235,54020,13968,143829,15004,128818,75963,10106,296,38166,81,424,640,623,2441,97,1016,40603,10843
37,186645,24650,161965,107539,11139,273,34495,58,828,1653,455,5478,13,738,39961,12818,143110,16764,126330,85836,8570,133,27235,52,595,910,349,2609,9,489,29847,9488
38,188411,20588,167855,115195,11844,46,30651,56,810,2830,612,5669,157,817,36331,14820,142747,12690,130081,92404,9202,66,23339,49,498,1396,475,2582,81,624,25918,10680
39,184471,29241,155201,98755,35681,333,12087,31,1184,3047,749,2906,369,1451,14991,39101,149813,18650,131141,85144,29078,306,10707,35,934,2029,671,1908,317,1294,12619,31420
40,187580,24960,162614,121352,17485,219,14857,73,879,1774,732,5034,212,1163,19892,19468,149708,17339,132369,101212,13645,152,12272,68,564,966,584,2681,225,961,14949,14838
