district,C_TOT24,C_HSP24,C_NHS24,C_WHT24,C_BLA24,C_AMI24,C_ASI24,C_NHP24,C_2OM24,C_BLW24,C_AIW24,C_ASW24,C_AIB24,C_AIA24,C_ASN24,C_BLK24,CVAP_TOT24,CVAP_HSP24,CVAP_NHS24,CVAP_WHT24,CVAP_BLA24,CVAP_AMI24,CVAP_ASI24,CVAP_NHP24,CVAP_2OM24,CVAP_BLW24,CVAP_AIW24,CVAP_ASW24,CVAP_AIB24,CVAP_AIA24,CVAP_ASN24,CVAP_BLK24
1,215041,18568,196473,176409,10315,187,3165,46,364,3109,1553,1153,172,1912,4318,13596,166827,9963,156864,142441,8229,128,2591,43,237,1295,1215,588,97,1440,3179,9621
2,206997,16964,190046,174650,7956,138,2104,115,490,2313,860,1383,150,1149,3487,10341,165805,9884,155927,144133,6694,120,1780,113,232,1168,713,971,123,957,2751,7978
3,210701,6427,204231,181837,13442,260,2049,113,690,3172,1487,886,184,1931,2933,16875,170392,3863,166509,149584,10760,245,1718,78,501,1541,1154,619,185,1583,2337,12492
4,208641,10142,198536,155241,32782,267,4655,129,619,3023,697,1141,123,1084,5764,35932,163646,5281,158386,127791,23722,183,3572,139,383,1405,580,625,120,883,4186,25246
5,212155,5110,207023,189699,8087,138,3692,246,584,2171,881,1302,73,1094,5028,10323,176441,4000,172425,158598,7058,148,3136,236,310,1063,752,912,73,972,4059,8197
6,210658,2880,207778,197861,6135,225,677,123,216,831,1154,418,138,1517,1095,7104,171976,2021,169955,161806,5487,194,591,96,193,220,981,252,135,1310,843,5842
7,213906,8517,205404,176103,23568,165,987,42,253,2095,1677,362,159,2001,1349,25827,172865,4562,168312,145658,19074,176,788,33,174,862,1094,272,190,1461,1060,20125
8,211522,6808,204714,161701,33999,209,2227,49,1026,3156,969,1217,161,1339,3444,37316,169775,4375,165400,133537,26292,185,1728,47,644,1243,769,834,121,1075,2562,27656
9,211747,6410,205391,128282,70296,124,922,23,508,3129,1138,607,355,1618,1521,73798,169821,3606,166243,106120,55881,108,765,7,340,1456,961,382,227,1295,1140,57577
10,223681,7370,216221,170929,34206,257,1854,337,604,4315,2697,1047,23,2971,2902,38581,180978,4780,176163,140272,29091,249,1605,222,407,1630,2128,628,15,2397,2228,30738
11,205576,10256,195351,155827,25699,234,6626,35,575,3226,1127,1904,79,1448,8528,28990,166330,6364,159972,129417,20991,206,5533,28,304,1277,946,1172,69,1222,6707,22336
