county,precinct,office,district,party,candidate,votes
ACCOMACK COUNTY,101 - CHINCOTEAGUE,Attorney General,,OTH,All Others,2
ACCOMACK COUNTY,101 - CHINCOTEAGUE,Attorney General,,REP,John Donley Adams,776
ACCOMACK COUNTY,101 - CHINCOTEAGUE,Attorney General,,DEM,Mark Rankin Herring,374
ACCOMACK COUNTY,201 - ATLANTIC,Attorney General,,REP,John Donley Adams,402
ACCOMACK COUNTY,201 - ATLANTIC,Attorney General,,DEM,Mark Rankin Herring,119
ACCOMACK COUNTY,202 - GREENBACKVILLE,Attorney General,,REP,John Donley Adams,454
ACCOMACK COUNTY,202 - GREENBACKVILLE,Attorney General,,DEM,Mark Rankin Herring,194
ACCOMACK COUNTY,301 - NEW CHURCH,Attorney General,,OTH,All Others,1
ACCOMACK COUNTY,301 - NEW CHURCH,Attorney General,,REP,John Donley Adams,374
ACCOMACK COUNTY,301 - NEW CHURCH,Attorney General,,DEM,Mark Rankin Herring,346
ACCOMACK COUNTY,401 - BLOXOM,Attorney General,,REP,John Donley Adams,225
ACCOMACK COUNTY,401 - BLOXOM,Attorney General,,DEM,Mark Rankin Herring,83
ACCOMACK COUNTY,402 - PARKSLEY,Attorney General,,OTH,All Others,1
ACCOMACK COUNTY,402 - PARKSLEY,Attorney General,,REP,John Donley Adams,347
ACCOMACK COUNTY,402 - PARKSLEY,Attorney General,,DEM,Mark Rankin Herring,159
ACCOMACK COUNTY,403 - SAXIS,Attorney General,,REP,John Donley Adams,106
ACCOMACK COUNTY,403 - SAXIS,Attorney General,,DEM,Mark Rankin Herring,29
ACCOMACK COUNTY,501 - MAPPSVILLE,Attorney General,,REP,John Donley Adams,179
ACCOMACK COUNTY,501 - MAPPSVILLE,Attorney General,,DEM,Mark Rankin Herring,220
ACCOMACK COUNTY,502 - RUE,Attorney General,,OTH,All Others,1
ACCOMACK COUNTY,502 - RUE,Attorney General,,REP,John Donley Adams,94
ACCOMACK COUNTY,502 - RUE,Attorney General,,DEM,Mark Rankin Herring,236
ACCOMACK COUNTY,601 - ACCOMAC,Attorney General,,REP,John Donley Adams,482
ACCOMACK COUNTY,601 - ACCOMAC,Attorney General,,DEM,Mark Rankin Herring,330
ACCOMACK COUNTY,602 - TANGIER,Attorney General,,REP,John Donley Adams,155
ACCOMACK COUNTY,602 - TANGIER,Attorney General,,DEM,Mark Rankin Herring,16
ACCOMACK COUNTY,701 - NANDUA,Attorney General,,REP,John Donley Adams,782
