county,precinct,office,district,party,candidate,votes
ACCOMACK COUNTY,101 - CHINCOTEAGUE,Attorney General,,OTH,All Others,2
ACCOMACK COUNTY,101 - CHINCOTEAGUE,Attorney General,,REP,"Ken T. Cuccinelli, II",695
ACCOMACK COUNTY,101 - CHINCOTEAGUE,Attorney General,,DEM,Stephen C. Shannon,304
ACCOMACK COUNTY,201 - ATLANTIC,Attorney General,,REP,"Ken T. Cuccinelli, II",227
ACCOMACK COUNTY,201 - ATLANTIC,Attorney General,,DEM,Stephen C. Shannon,84
ACCOMACK COUNTY,202 - GREENBACKVILLE,Attorney General,,REP,"Ken T. Cuccinelli, II",235
ACCOMACK COUNTY,202 - GREENBACKVILLE,Attorney General,,DEM,Stephen C. Shannon,114
ACCOMACK COUNTY,203 - HALLWOOD,Attorney General,,REP,"Ken T. Cuccinelli, II",141
ACCOMACK COUNTY,203 - HALLWOOD,Attorney General,,DEM,Stephen C. Shannon,54
ACCOMACK COUNTY,204 - SAXIS,Attorney General,,REP,"Ken T. Cuccinelli, II",65
ACCOMACK COUNTY,204 - SAXIS,Attorney General,,DEM,Stephen C. Shannon,15
ACCOMACK COUNTY,205 - TANGIER,Attorney General,,REP,"Ken T. Cuccinelli, II",196
ACCOMACK COUNTY,205 - TANGIER,Attorney General,,DEM,Stephen C. Shannon,15
ACCOMACK COUNTY,301 - NEW CHURCH,Attorney General,,REP,"Ken T. Cuccinelli, II",139
ACCOMACK COUNTY,301 - NEW CHURCH,Attorney General,,DEM,Stephen C. Shannon,129
ACCOMACK COUNTY,302 - OAK HALL,Attorney General,,REP,"Ken T. Cuccinelli, II",207
ACCOMACK COUNTY,302 - OAK HALL,Attorney General,,DEM,Stephen C. Shannon,162
ACCOMACK COUNTY,401 - BLOXOM,Attorney General,,REP,"Ken T. Cuccinelli, II",188
ACCOMACK COUNTY,401 - BLOXOM,Attorney General,,DEM,Stephen C. Shannon,66
ACCOMACK COUNTY,402 - PARKSLEY,Attorney General,,REP,"Ken T. Cuccinelli, II",331
ACCOMACK COUNTY,402 - PARKSLEY,Attorney General,,DEM,Stephen C. Shannon,179
ACCOMACK COUNTY,501 - MAPPSVILLE,Attorney General,,REP,"Ken T. Cuccinelli, II",173
ACCOMACK COUNTY,501 - MAPPSVILLE,Attorney General,,DEM,Stephen C. Shannon,154
ACCOMACK COUNTY,502 - RUE,Attorney General,,REP,"Ken T. Cuccinelli, II",108
ACCOMACK COUNTY,502 - RUE,Attorney General,,DEM,Stephen C. Shannon,151
ACCOMACK COUNTY,601 - ACCOMAC,Attorney General,,REP,"Ken T. Cuccinelli, II",431
ACCOMACK COUNTY,601 - ACCOMAC,Attorney General,,DEM,Stephen C. Shannon,333
ACCOMACK COUNTY,701 - ONANCOCK,Attorney General,,REP,"Ken T. Cuccinelli, II",539
ACCOMACK COUNTY,701 - ONANCOCK,Attorney General,,DEM,Stephen C. Shannon,342
ACCOMACK COUNTY,702 - ONLEY,Attorney General,,REP,"Ken T. Cuccinelli, II",172
ACCOMACK COUNTY,702 - ONLEY,Attorney General,,DEM,Stephen C. Shannon,95
ACCOMACK COUNTY,801 - BOBTOWN,Attorney General,,REP,"Ken T. Cuccinelli, II",173
ACCOMACK COUNTY,801 - BOBTOWN,Attorney General,,DEM,Stephen C. Shannon,86
ACCOMACK COUNTY,802 - KELLER,Attorney General,,OTH,All Others,1
ACCOMACK COUNTY,802 - KELLER,Attorney General,,REP,"Ken T. Cuccinelli, II",71
ACCOMACK COUNTY,802 - KELLER,Attorney General,,DEM,Stephen C. Shannon,71
ACCOMACK COUNTY,803 - MELFA,Attorney General,,REP,"Ken T. Cuccinelli, II",188
ACCOMACK COUNTY,803 - MELFA,Attorney General,,DEM,Stephen C. Shannon,162
ACCOMACK COUNTY,804 - QUINBY,Attorney General,,REP,"Ken T. Cuccinelli, II",95
ACCOMACK COUNTY,804 - QUINBY,Attorney General,,DEM,Stephen C. Shannon,33
ACCOMACK COUNTY,805 - WACHAPREAGUE,Attorney General,,REP,"Ken T. Cuccinelli, II",136
ACCOMACK COUNTY,805 - WACHAPREAGUE,Attorney General,,DEM,Stephen C. Shannon,57
